time	ACA	ADP	AMP	ATP	BPG	EtOH	F6P	FBP	GAP	Glc	NAD	NADH	PEP	Pyr
0.0.	0.0738334	0.10836699999999999	0.00261149	4.49064	0.299109	0.339813	0.65939	0.00770135	0.00190919	0.011281699999999999	3.62057	0.6161179999999999	0.00211259	0.00422702
3.0.3000000000000003.0	0.052911326697646005	0.126366682909544	0.0035616720118980005	4.471684802864545	0.26715095265535305	0.451691416408381	0.67472324786225	0.013239027602009	0.00316441986657	0.011282411252527	3.673365427404715	0.563333484181266	0.001996006511698	0.004428784292668
6.0.6000000000000005.0	0.058143193722567	0.152031147425597	0.005190134546479001	4.44438656116721	0.278497091611875	0.551129040549452	0.650989643094522	0.027887298346706002	0.006461035056583001	0.011283480489755	3.655367731591512	0.581342055631564	0.002238152335821	0.005606814256082
9.0.9.0	0.06711375744075	0.14784300156378102	0.004929118686759	4.448830425751467	0.33650824444291205	0.676881039373286	0.6066684784218841	0.032253843940266	0.007676537849839001	0.011283479375774001	3.5868187854759412	0.649901841553783	0.002684736331033	0.006727944181988001
13.0.200000000000001.0	0.058606932301520004	0.11171450264431601	0.0027887549901650004	4.487094008681992	0.346317020817133	0.812499097986762	0.6213275377767601	0.012597743093601002	0.0032251579514790004	0.011281961905101001	3.58730653213936	0.6494248989846051	0.0024802309669540003	0.005143234406686
16.0.5.0	0.049576855875402004	0.106972983368412	0.002544739271211	4.492074281385562	0.305534732587936	0.9180623260372991	0.655177035281265	0.007535178410524	0.0018772373003870001	0.011281671859932	3.6383314262536963	0.598410773369762	0.002148315372327	0.004263101710842001
19.0.8.0	0.049663337266745	0.122960380919021	0.0033698946756770005	4.47525648347614	0.26991711287145703	1.006664133878462	0.67436466339623	0.011906070667172001	0.002858961911086	0.011282277265825001	3.673929458020587	0.562823474624887	0.001996103003537	0.0043489002211890004
23.0.1.0	0.056635971677733	0.148607379671944	0.004953347781751	4.448020803942619	0.273007123245537	1.0991274254467	0.657489565213051	0.025296152759209004	0.005882044416025	0.011283329874732	3.662676470411477	0.574087159895419	0.002173379860276	0.0053624441917890005
26.0.400000000000002.0	0.06695608889216101	0.152441862217972	0.005241921425396001	4.443892537301307	0.328374087778983	1.217808106311365	0.610201957319313	0.034175032513049	0.008041348623458	0.011283645193227	3.595123095142495	0.6416511975817261	0.0026509361312410003	0.006751657870417001
29.0.700000000000003.0	0.060945885728315004	0.11534199130621602	0.0029772555263620003	4.483251880826616	0.34973182688465504	1.353737529280914	0.6165944591899091	0.014728807293118	0.003754512930392	0.011282129597293002	3.5812535561346612	0.6555313638788991	0.0025354860840170004	0.005389585842510001
33.0.	0.050692604972528005	0.10598993329073701	0.002498566925325	4.493077451267243	0.312104845465763	1.461780311007324	0.650650895004778	0.007542607173489001	0.0018914883371000002	0.011281642927346	3.6305537150599223	0.606241797230726	0.0021877418778280004	0.004317906592530001
36.0.300000000000004.0	0.049655443050911005	0.11979053026373501	0.0031964242662070002	4.478573837830708	0.27349980410900504	1.5496269953976372	0.673235796612572	0.010773207234284	0.002599361662879	0.011282153759933002	3.6704109072308313	0.5663951624400001	0.0020030657082	0.004288065604737001
39.0.6.0	0.055658394553908	0.14484650523998202	0.00470059618141	4.452008548813641	0.26891091858473104	1.63836540090538	0.6629966821209391	0.022761419093867002	0.0053155778620430005	0.011283169552948	3.668029563849522	0.5687870284195601	0.002118587352522	0.005140291543955001
42.0.900000000000006.0	0.06637950856038101	0.155691237220161	0.005466916781632	4.440392371048671	0.31932006260823903	1.750303892623204	0.61541748888281	0.035108527731546005	0.008187948870178001	0.011283750599755001	3.604877630340614	0.6319494498593761	0.002598358032081	0.006682664975235001
46.0.2.0	0.063239161693125	0.11984004698278301	0.003219168101969	4.4784862016663745	0.35177083354076905	1.8853211231505962	0.6123365518168931	0.017308707206603	0.004379648652909	0.011282331847098	3.576601196386685	0.6602363371910831	0.0025878444894520004	0.005659655494494001
49.0.50000000000001.0	0.052007646647846004	0.105469879792301	0.002474901344755	4.493595544144337	0.318711628215587	1.996225891373212	0.6458681153114451	0.007743011124923001	0.00195447482276	0.011281634050565	3.622515451778109	0.61433250073815	0.0022307467879410002	0.004393683724170001
52.0.800000000000004.0	0.049772520935979	0.11687480508935101	0.00304111262139	4.481619332875076	0.277795460162219	2.08378616497508	0.6714180629225991	0.009824664467215001	0.002382078661578	0.011282041339695001	3.6660307282099103	0.5708276089190111	0.0020161568168120003	0.00424475504408
56.0.1.0	0.054818756981065	0.140926029083134	0.004444892268273	4.456159271257731	0.266194579479752	2.169305685765642	0.66742577012861	0.020376271773788	0.004780921252324001	0.011283006037708002	3.671828440845845	0.565040246682996	0.002074343963569	0.004943962385387001
59.0.400000000000006.0	0.065454855678236	0.15742445168205801	0.005586415956961001	4.438514283657254	0.30987488215714604	2.274710166631562	0.621992047712941	0.035008378056648005	0.008115638963434	0.011283792214744001	3.615466474948777	0.621412528879962	0.0025311909866750004	0.006533140847712
62.0.7.0	0.06536117920144201	0.125129009687349	0.0035153179712610005	4.472875798933708	0.35217772538466	2.4074665046771653	0.608783052709243	0.0202940560582	0.005082909294066001	0.011282563499054	3.573747152478049	0.6631421336629081	0.0026340905661840002	0.00594085643247
66.0.	0.053531382512986	0.10547515894414601	0.0024764038695430004	4.493563555628867	0.32522783772712105	2.521466100586806	0.6408875355771231	0.008164932177669	0.002073505001646	0.011281647954013001	3.614331927581429	0.6225676069960421	0.002277180106756	0.004493134065105001
69.0.30000000000001.0	0.050018827800216006	0.11422994400814701	0.0029037667914730003	4.484376415992827	0.28270555507523104	2.609230049005247	0.668986247981697	0.009047329507769	0.002204694957239	0.011281940628986001	3.6608849061451583	0.576024843104729	0.0020347374285590004	0.0042178919661460005
72.0.60000000000001.0	0.054117789801825	0.13697780899443102	0.004195168886355001	4.460332173706851	0.264798537650285	2.692010021776027	0.6707624548020511	0.018193263299039003	0.004289447759735001	0.011282844027544	3.674131136794709	0.5627887934747311	0.0020405519979950003	0.004774357088697
75.0.9.0	0.064307435797362	0.157661812853323	0.005598808123521	4.438239571797093	0.300561849259326	2.791261123346244	0.629456642806507	0.033974452457262	0.007850806735868	0.011283774026587002	3.626214688616245	0.6107153891307601	0.0024549887422640002	0.006323864337760001
79.0.2.0	0.067180228216645	0.131020337862366	0.0038600886695060004	4.4666148237654895	0.350750732310382	2.920443138441923	0.6062067240642911	0.023564459929401003	0.005829255157902001	0.011282814530457002	3.573048036350716	0.663892155442368	0.0026703126280260003	0.006213969172814001
82.0.5.0	0.055266222671045	0.10607870625184601	0.0025066063253330003	4.4929050115268865	0.331503252343947	3.037563297996072	0.635774976353615	0.008846284905935	0.0022578404556920003	0.011281687767276002	3.606148146943607	0.630802125574215	0.0023268221356290003	0.004619285021086
85.0.80000000000001.0	0.05040202265853801	0.11187429423511801	0.002784302040326	4.486826817864975	0.28813581321179504	3.126043588902095	0.6660091464829381	0.008431652329502	0.0020655871058160003	0.011281852367553	3.65506116829738	0.5818991517336211	0.0020582735679890002	0.004206900332354001
89.0.10000000000001.0	0.053551709154717006	0.133096300220781	0.00395714930063	4.464427070831536	0.264634863826174	3.206542414515078	0.673039927460349	0.016235728979117	0.0038466193800470003	0.01128268679918	3.675030635879306	0.5619396985627261	0.002016697339893	0.0046307193416040004
92.0.4.0	0.06305335041062801	0.156573105550138	0.0055163079951890005	4.439386229143026	0.29184024546735804	3.300129150063904	0.6372840502867491	0.032208665220072	0.007437448341591	0.011283705218276001	3.636517244408634	0.60046307145134	0.002375578004415	0.006078653250067001
95.0.7.0	0.06857442084116301	0.137201226890436	0.0042385479475460005	4.460031006255539	0.34738828316102105	3.424576335423033	0.6049051793656951	0.026909175022076	0.0065660490507620005	0.011283069876151	3.5747560728153562	0.6622341915781721	0.0026923164424	0.006454422811198001
99.0.00000000000001.0	0.05720255862319901	0.107361293021431	0.002569967224514	4.491534675269572	0.337359267325381	3.544579920482872	0.630607734776307	0.009833560439398	0.002518215520575	0.011281756854759	3.598149733231731	0.638850446919302	0.0023792882997970004	0.004775111656537
102.0.30000000000001.0	0.050932832963008004	0.10982987770079301	0.0026828567957640002	4.488948371405005	0.293994364061655	3.634307082693076	0.6625502935787531	0.007972472708634	0.001964147875926	0.011281777490363002	3.648641134458649	0.588368928781819	0.0020863334350600003	0.004211735824073
105.0.60000000000001.0	0.053115235770299	0.12934754370077	0.0037342312734640003	4.46837451722483	0.265600268811128	3.7129698469463843	0.6743200039168381	0.014507880459027001	0.0034539252197890004	0.011282536587657	3.674637880537257	0.562382033232204	0.0020020396420520003	0.004511416132609
108.0.9.0	0.06178644181609701	0.154414287724349	0.005359373099740001	4.441677833531512	0.284068388841109	3.801436039788744	0.644977348367192	0.029954162994664003	0.006925731154879	0.011283597396784	3.645894787505278	0.59113494434001	0.0022981260660320003	0.005819535365627001
112.0.2.0	0.069455170414564	0.143249184850668	0.004625178352408	4.453572349115856	0.342130243715947	3.920234806387816	0.605158743731389	0.030038373760613003	0.007228439270826	0.011283310717271	3.578949865380811	0.658089652194054	0.002696353671934	0.006636083666358
115.0.50000000000001.0	0.059313419806456005	0.10940529518307501	0.0026718117007590004	4.489364839153136	0.34258512773722605	4.042585093191869	0.6254803194507901	0.011178728776878	0.002865677826672	0.01128185847195	3.59057282767683	0.6464764433879281	0.002433899421203	0.0049628780228050005
118.0.80000000000001.0	0.051624554548752005	0.10812429528698801	0.0025998951902750003	4.490713004980551	0.300189215946196	4.134095058142699	0.658669063401454	0.007669828338954	0.0019010030837490002	0.011281717202058	3.641703320137542	0.5953556722836411	0.002118580599437	0.004232915811679
122.0.10000000000001.0	0.05280362219575101	0.125777284125793	0.0035282360740570002	4.472126940329883	0.267585198112131	4.211362053657717	0.6746792912547881	0.013002620129194	0.0031104253583590005	0.011282394910020001	3.673069979250773	0.563998702499234	0.001995745830435	0.0044144746025160005
125.0.4.0	0.060573973707537004	0.151465647550069	0.005150785637422	4.444811308013669	0.277491105840634	4.295267234539733	0.652131537610348	0.027442895499995002	0.006362643924831	0.011283462242475001	3.654013853268872	0.5830644858878751	0.002226600762053	0.005563917934134
128.0.70000000000002.0	0.069786936617222	0.148686648176573	0.004986068944683	4.447750320299447	0.33518094578141	4.40780700583143	0.6071657033389151	0.032628205503801	0.00775064876334	0.011283517392845001	3.5854849138998333	0.6516030508467361	0.002680043249359	0.0067370420653560005
132.0.	0.061549097390066004	0.11228317698475801	0.00281801870084	4.486317153451543	0.34693810260679203	4.531663897365558	0.6205116249430861	0.012932248545756002	0.0033094238104820002	0.011281995171281001	3.583710481848427	0.653387076775875	0.0024895200056240002	0.005183108445232
135.0.3.0	0.05249221788641	0.10679249099257701	0.0025363069652590002	4.492084878341573	0.306625025745183	4.625475395047381	0.654422101069506	0.0075298312193100006	0.0018782364740570002	0.011281673045831001	3.634327186335986	0.602779934558433	0.00215476231336	0.004271545285841
