id	t_intern_ms	t_extern_ms	state_variables	parameters	status	error_message
{Bungay2003}_{Bungay2003}	77.70650000000578	80.727219581604	74	110	0.0	
{Bungay2006}_{Bungay2006}	62.44249999999977	65.60897827148439	78	113	0.0	
{Bungay2006a}_{Bungay2006a}	32.39500000000777	34.8970890045166	54	75	0.0	
{Eungdamrong2007}_{Eungdamrong2007}	0.0	118.9783811569214	46	119	-1.0	
{Froehlich2018}_{Froehlich2018}	0.0	1981.553077697754	1396	4704	-1.0	
{Holzhutter2004}_{Holzhutter2004}	3.6590000000001415	4.269957542419434	45	166	0.0	
{Hui2014}_{Hui2014}	10.224499999999992	10.776638984680176	65	113	0.0	
{Lai2014}_{Lai2014}	3.6940000000000097	4.390716552734375	195	27	0.0	
{Leber2015}_{Leber2015}	114.47449999999958	114.99702930450441	23	51	0.0	
{Levchenko2000a}_{Levchenko2000a}	10.583999999997928	14.362215995788574	86	300	0.0	
{Liu2011}_{Liu2011}	69.25299999999731	71.65229320526123	42	89	0.0	
{ODea2007}_{ODea2007}	1.4885000000000304	1.7766952514648438	24	70	0.0	
{Ouzounoglou2014}_{Ouzounoglou2014}	49.05849999999975	49.42166805267334	90	20	0.0	
{Pathak2013}_{Pathak2013}	2.5419999999999945	3.1077861785888667	57	172	0.0	
{Pathak2013a}_{Pathak2013a}	1.9545000000000008	2.54058837890625	52	176	0.0	
{Pritchard2002}_{Pritchard2002}	17.037999999999954	17.485618591308597	25	87	0.0	
{Proctor2010a}_{Proctor2010a}	0.0	145.12598514556885	136	83	-1.0	
{Proctor2013a}_{Proctor2013a}	0.0	70.80984115600586	75	131	-1.0	
{Qi2013a}_{Qi2013a}	0.0	147.66287803649902	136	83	-1.0	
{Sasagawa2005}_{Sasagawa2005}	24.81850000000032	25.862932205200195	99	234	0.0	
{Sengupta2015}_{Sengupta2015}	30.94199999999993	32.963871955871575	240	272	0.0	
{Singh2006}_{Singh2006}	0.0	71.4094638824463	68	105	-1.0	
{Sivakumar2011c}_{Sivakumar2011c}	4.088499999999994	4.421710968017578	50	56	0.0	
{Ueda2001}_{Ueda2001}	1.2945000000000242	1.6047954559326172	13	66	0.0	
{Ung2008}_{Ung2008}	0.0	137.92335987091064	194	313	-1.0	
{Yang2007}_{Yang2007}	50.061000000000035	50.4302978515625	25	54	0.0	
{aguda1999_fig5c}_{model0_aguda1}	4.564499999999885	5.8629512786865225	12	32	0.0	
{alexander2010_fig2-user}_{model1_alexander1}	2.023500000000446	3.157496452331543	5	12	0.0	
{alexander2010_fig2-user-2}_{model1_alexander2}	1.9874999999998515	3.101348876953125	5	13	0.0	
{alsheihk2011_fig3-user}_{model2_alsheihk1}	1.9594999999999283	3.0624866485595703	5	7	0.0	
{alsheihk2011_fig4-user}_{model2_alsheihk1}	1.9680000000001168	3.020882606506348	5	7	0.0	
{alsheihk2011_fig5-user}_{model2_alsheihk1}	1.9575000000000244	3.0347108840942383	5	7	0.0	
{alsheihk2011_fig6-user}_{model2_alsheihk1}	2.0364999999999647	3.1200647354125977	5	7	0.0	
{alsheihk2011_fig7-user}_{model2_alsheihk1}	1.9719999999998272	3.039717674255371	5	7	0.0	
{bachar2004_fig1-user}_{model0_bachar1}	1.6424999999998808	2.7140378952026367	4	8	0.0	
{bachmann2011}_{bachmann}	67.43299999999681	69.33534145355225	26	32	0.0	
{bachmann2011_figs9-user}_{model0_bachmann2}	66.78899999999783	68.66526603698729	26	32	0.0	
{balagadde2008_fig2-user}_{model2_balagadde1}	2.6379999999997352	3.756046295166016	7	10	0.0	
{band2012_figs19-user}_{model2_band2}	1.5574999999999903	2.641439437866211	1	4	0.0	
{becker2010_fig2b-user}_{model0_becker1}	1.9034999999999649	3.0057430267333984	6	8	0.0	
{becker2010_figs4-user}_{model0_becker2}	1.6915000000001967	2.7985572814941406	6	7	0.0	
{beuke2017_fig6}_{model29_beuke30}	74.00200000000086	76.0681629180908	33	72	0.0	
{bier2000_fig3-user}_{model0_bier2}	5.4650000000002885	6.5860748291015625	4	5	0.0	
{bindschadler2001_fig5b-user}_{model0_bindschadler1}	3.0010000000003707	5.0727128982543945	4	21	0.0	
{borghans1997_fig12a-user}_{model0_borghans3}	14.35949999999518	15.59293270111084	4	15	0.0	
{borghans1997_fig5-user}_{model0_borghans1}	8.803499999997996	10.295510292053224	5	13	0.0	
{borghans1997_fig8-user}_{model0_borghans2}	6.048499999999372	7.9174041748046875	4	17	0.0	
{brands2002_fig2-user}_{model0_brands1}	1.9464999999995032	3.1245946884155287	11	11	0.0	
{bucher2011_fig2-user}_{model0_bucher1}	36.13149999999462	37.88447380065918	18	30	0.0	
{bungay2003_fig4-user}_{model2_bungay3}	55.483999999997536	58.525681495666504	74	110	0.0	
{bungay2006_fig3a-user}_{model0_bungay2}	30.233000000006708	32.652974128723145	54	75	0.0	
{bungay2006_fig3b-user}_{model0_bungay1}	64.19199999999945	67.29650497436522	78	113	0.0	
{butenas2004_fig1-user}_{model0_butenas1}	0.0	32.49216079711914	34	44	-1.0	
{chance1943_fig12-user}_{model3_chance3}	1.922000000000176	3.1708478927612305	4	2	0.0	
{chassagnole2002_fig4-user}_{model0_chassagnole2}	65.19099999999361	71.35391235351562	18	135	0.0	
{chassagnole2002_fig5-user}_{model0_chassagnole2}	65.38749999999645	71.54262065887451	18	135	0.0	
{delcontezerail2008_fig4-user}_{delcontezerail1_Fig4D}	2.1199999999998056	3.47745418548584	4	18	0.0	
{dupont1992_fig4-user}_{dupont2_Fig4B}	3.5984999999982183	5.012154579162598	4	18	0.0	
{essunger1994_fig2-2}_{model0_essunger1}	1.9014999999992208	3.0781030654907227	7	14	0.0	
{essunger1994_fig4}_{model0_essunger2}	3.535000000000103	4.728913307189941	7	16	0.0	
{essunger1994_fig5}_{model0_essunger3}	2.960499999999964	4.241943359375	7	17	0.0	
{essunger1994_fig6-user}_{model2_essunger3}	4.462500000000696	5.710721015930176	7	17	0.0	
{essunger1994_fig8}_{model0_essunger6}	2.9210000000001024	4.161119461059569	7	17	0.0	
