time	T	Tstar	Tstarstar	Ttot	V
0.0.	1000.0	0.0	0.0	1000.0	0.001
36.0.5.0	999.9961097810133	1.085279681054224e-05	1.323890253391229e-07	999.9961207661969	1.3075830965962592e-05
73.0.	999.9953846537586	1.3469214614623662e-05	1.643138160004974e-07	999.9953982872851	1.62290734878734e-05
109.0.5.0	999.9943431419102	1.6716488787864415e-05	2.039280259713172e-07	999.9943600623251	2.0141716186600333e-05
146.0.	999.9930031896231	2.0746618782274434e-05	2.530924802962696e-07	999.9930241893323	2.4997639145902844e-05
182.0.5.0	999.9913243664442	2.5748313980900204e-05	3.141092927455058e-07	999.9913504288654	3.1024197178475546e-05
219.0.	999.9892355310526	3.1955786987450334e-05	3.8983569072722346e-07	999.9892678766734	3.8503604074238026e-05
255.0.5.0	999.9866413901681	3.9659688191574366e-05	4.838174066692077e-07	999.9866815336716	4.77860680341262e-05
292.0.	999.9834213395529	4.922071369415949e-05	6.004546903851174e-07	999.9834711607191	5.9306197219173715e-05
328.0.5.0	999.9794249338206	6.108647566149162e-05	7.452081222131586e-07	999.9794867655021	7.360332779989997e-05
365.0.	999.9744652268546	7.58124331184488e-05	9.248539647406424e-07	999.9745419641395	9.134674498538136e-05
401.0.5.0	999.9683101649127	9.40878554953892e-05	1.147800916966001e-06	999.9684054005669	0.00011336696882700001
438.0.	999.9606717980274	0.00011676802552	1.424482994048173e-06	999.960789990534	0.00014069455906300001
474.0.5.0	999.9511928665125	0.00014491417473900002	1.76784675513333e-06	999.9513395485321	0.00017460823891900001
511.0.	999.9394301638047	0.00017984299905700001	2.193955424837318e-06	999.9396122007574	0.000216694564845
547.0.5.0	999.924833919666	0.000223188038015	2.722737781143958e-06	999.9250598304396	0.00026892189540600003
584.0.	999.9067222664763	0.00027697573808700004	3.378916235661605e-06	999.9070026211288	0.000333732059941
620.0.5.0	999.8842496338401	0.00034371967870700003	4.193156575640318e-06	999.8845975466736	0.000414153922258
657.0.	999.8563676535914	0.00042653724540100003	5.203491682158351e-06	999.8567993943265	0.000513944007362
693.0.5.0	999.8217768396887	0.000529294016475	6.457083546178687e-06	999.8223125907869	0.0006377605456510001
730.0.	999.7788669264783	0.000656782321483	8.01240248240755e-06	999.7795317212	0.000791378729688
766.0.5.0	999.725643295924	0.0008149418671090001	9.941920037726968e-06	999.7264681797088	0.0009819567178700002
803.0.	999.6596363927459	0.001011132046474	1.233543317157412e-05	999.6606598602234	0.0012183640032600001
