time	T	Tstar	Tstarstar	Ttot	V
839.0.5.0	999.5777904128067	0.0012544675858580001	1.530416229032387e-05	999.5790601845526	0.001511586238322
876.0.	999.4763268587249	0.001556231564252	1.898579498636429e-05	999.4779020760819	0.0018752235013970002
912.0.5.0	999.3505778046587	0.00193038257206	2.3550680977045542e-05	999.352531737909	0.0023261023202280004
949.0.	999.1947829383106	0.0023941758246300003	2.920942143614968e-05	999.1972063235542	0.002885025500939
985.0.5.0	999.0018437261188	0.0029689213185230003	3.6222136578413773e-05	999.0048488695713	0.003577687842276
1022.0.	998.7630275050386	0.00368090541211	4.4909736656762134e-05	998.7667533201848	0.004435789915877
1058.0.5.0	998.4676141504385	0.004562505157745001	5.5667559127407663e-05	998.4722323231529	0.005498385839160001
1095.0.	998.102478532066	0.005653526684573001	6.898176123149816e-05	998.108201040509	0.006813503631851001
1131.0.5.0	997.6516037428206	0.007002798923246001	8.544886068458592e-05	997.6586919906019	0.008440077156453
1168.0.	997.0955237847587	0.008670050428156	0.00010579877908000001	997.104299633963	0.010450224980042
1204.0.5.0	996.4107010181266	0.010728087698852001	0.000130921635553	996.4215600274584	0.012931901057907001
1241.0.	995.5688545290169	0.013265274980862002	0.00016189832306300002	995.5822817023179	0.015991921073162
1277.0.5.0	994.5362722354802	0.01638828365224	0.00020003452325400003	994.5528605536525	0.019759331329985003
1314.0.	993.2731637201206	0.020225028436912002	0.00024689721049800004	993.293635645765	0.024389027604514002
1350.0.5.0	991.7331438000019	0.024927631498901003	0.000304351783081	991.7583757832809	0.030065441539384
1387.0.	989.8629788641126	0.030675147941501002	0.000374596662833	989.894028608714	0.037005984388995
1423.0.5.0	987.6027764997318	0.037675643991136	0.000460190476136	987.6409123341963	0.045463767335212006
1460.0.	984.8868466206324	0.046167045598071006	0.0005640647990720001	984.9335777310267	0.05572890693100101
1496.0.5.0	981.6454948285048	0.056415986744093004	0.000689513100113	981.702600328346	0.068127491173397
1533.0.	977.8080030598998	0.068713720514123	0.000840144375094	977.8775569247864	0.083017068285959
1569.0.5.0	973.3069784409936	0.08336807640810101	0.0010197888055880002	973.3913663062049	0.10077740157619
1606.0.	968.084078587909	0.10069054640786801	0.001232343697428	968.1860014780119	0.12179531963941001
1642.0.5.0	962.0968361024087	0.12097796491847501	0.0014815522792140001	962.2192956196043	0.146442911497564
1679.0.	955.3259306405694	0.144488994708834	0.0017707167347620002	955.4721903520108	0.175049178757644
1715.0.5.0	947.7818751383043	0.17141673948517303	0.0021023602291610002	947.9553942380161	0.20786657651276702
1752.0.	939.509830930308	0.201860123248394	0.0024778690230240004	939.714168922577	0.24503549301028302
1788.0.5.0	930.5912980498813	0.23579788123674203	0.0028971612218260004	930.8299930923374	0.28655125931373104
1825.0.	921.1418351884284	0.273069651986865	0.003358437817742	921.4182632782304	0.33223920433799103
1861.0.5.0	911.3047045800035	0.313368338802049	0.0038580692051780005	911.6219309880079	0.381743053900007
1898.0.	901.2412084722486	0.35624646420986905	0.00439065385768	901.6018455903135	0.434530364789986
1934.0.5.0	891.119197024104	0.40113690989757406	0.00494925771404	891.5252831917128	0.48991591054467404
1971.0.	881.1015416405191	0.447385818749765	0.00552581012136	881.5544532693875	0.5471006898656311
2007.0.5.0	871.3362057023371	0.49429327920835603	0.006111604187512	871.8366105857301	0.605221430481377
2044.0.	861.9490157322999	0.541156298170089	0.006697833776105001	862.4968698642431	0.6634038793632631
2080.0.5.0	853.0395604623264	0.587308700062213	0.007276099274527	853.6341452616599	0.72081312758032
2117.0.	844.6800404181336	0.6321537619245801	0.007838827652855	845.3200330077078	0.7766955233559141
2153.0.5.0	836.9164891725302	0.675187140933452	0.008379573637332001	837.6000558870977	0.8304088318308811
2190.0.	829.7716182875005	0.716009457827745	0.008893191577592	830.4965209369022	0.8814395616954911
2226.0.5.0	823.2485557589401	0.7543293763904271	0.009375886668351001	824.0122610219956	0.9294082842326321
2263.0.	817.334877399993	0.7899589717530461	0.009825166883259	818.1346615386261	0.9740650450634231
2299.0.5.0	812.0065021576622	0.822803596225612	0.0102397229044	812.8395454767892	1.015277570394613
2336.0.	807.2311876163226	0.8528484353529051	0.010619263667835001	808.0946553153401	1.053015012891051
2372.0.5.0	802.9714961019936	0.880143650352985	0.010964331753992002	803.8626040840974	1.087329651469944
2409.0.	799.1871976971439	0.9047895714470691	0.011276117578527001	800.1032633861665	1.118338438216195
2445.0.5.0	795.8371372562286	0.9269229514575641	0.011556285635988001	796.7756164933193	1.146205719318296
2482.0.	792.8806256952278	0.9467048808593541	0.011806820853337001	793.8391373969374	1.171127939606553
2518.0.5.0	790.2784296105802	0.9643106384736051	0.012029898897928002	791.2547701479491	1.193320719913911
2555.0.	787.9934347178064	0.979921514335759	0.012227781188003	788.9855840133273	1.2130083868554271
2591.0.5.0	785.9910530124721	0.9937184853351481	0.012402733295329002	786.9971742310995	1.230415828327882
2628.0.	784.2394346052694	1.005877534906957	0.012556964227405001	785.2578691044005	1.245762427150655
2664.0.5.0	782.709535182837	1.016566368379845	0.012692583519006002	783.7387941347323	1.259257768789967
2701.0.	781.3750803372064	1.025942269904629	0.012811572951057	782.4138341800585	1.271098807271627
2737.0.5.0	780.2124592751796	1.034150862386276	0.012915769884364001	781.2595259074463	1.281468189765227
2774.0.	779.2005729413298	1.041325558846275	0.013006859521163	780.2549053596935	1.29053347239948
2810.0.5.0	778.3206554015776	1.047587525391057	0.013086373800427	779.3813293007654	1.29844699879583
2847.0.	777.556082348558	1.053046008064495	0.013155695035406001	778.622284051654	1.305346252779316
2883.0.5.0	776.8921766572428	1.0577989057265431	0.013216062779327001	777.9631916257448	1.311354534260667
2920.0.	776.3160178746922	1.061933497404004	0.013268582739490001	777.3912199548317	1.316581840559654
2956.0.5.0	775.8162602116076	1.065527254825658	0.013314236844116001	776.8951017032732	1.321125863746133
2993.0.	775.3829618718344	1.068648689125098	0.013353893800291	776.464964454756	1.325073037894656
3029.0.5.0	775.0074272855975	1.071358195304112	0.013388319668933	776.0921738005667	1.328499588857774
3066.0.	774.6820629000229	1.073708869467423	0.013418188129702002	775.7691899576159	1.331472553829745
3102.0.5.0	774.4002465425677	1.075747282574696	0.013444090221545002	775.4894379153594	1.334050749225818
3139.0.	774.156209942164	1.077514200998216	0.013466543429181	775.247190686587	1.336285673855969
3175.0.5.0	773.9449337162927	1.079045248965833	0.013486000048020001	775.037464965302	1.338222340583049
3212.0.	773.7620539685844	1.080371511388693	0.013502854804536	774.8559283347731	1.339900034105695
3248.0.5.0	773.6037795592712	1.081520077938701	0.013517451740002	774.6988170889452	1.341352995599424
3285.0.	773.466819085716	1.082514530809066	0.01353009038615	774.5628637069059	1.342611037014168
3321.0.5.0	773.3483166242812	1.08337537956759	0.013541031274239002	774.445233035118	1.343700089125526
3358.0.	773.2457953244838	1.084120447057227	0.013550500826381002	774.3434662723623	1.344642688176412
3394.0.5.0	773.1571080018845	1.084765210535358	0.013558695681325	774.2554319080963	1.345458406284632
3431.0.	773.0803939404041	1.085323102266226	0.013565786507431002	774.1792828291725	1.3461642308512292
3467.0.5.0	773.0140411827055	1.08580577366043	0.013571921354232	774.1134188777149	1.346774898075234
3504.0.	772.9566536555064	1.086223326843116	0.013577228591469	774.056454210936	1.3473031854297681
3540.0.5.0	772.907022542847	1.086584517266336	0.013581819481165	774.0071888795895	1.347760167631369
3577.0.	772.864101383031	1.086896930687808	0.013585790424707	773.9645841041381	1.348155440273775
3613.0.5.0	772.8269844232689	1.087167137536777	0.013589224923126001	773.9277407857235	1.348497314923822
3650.0.	772.7948878196291	1.087400827390552	0.013592195285029002	773.8958808422997	1.34879298910715
