time	ADP	AMP	ATP	NADH	Pyr
360.0.	0.070837263671171	16.003062957210624	0.22609977911817003	222.65150761126077	0.0035457171951070003
366.0.	0.068010621662452	16.015057695740005	0.21693168259751403	222.5472733967881	0.0034042555148680004
372.0.	0.065303986932723	16.026531461064817	0.208164552002428	222.44719224612146	0.0032687978110090003
378.0.	0.062711705714529	16.037509753534067	0.199778540751354	222.35108832062448	0.0031390613726270003
384.0.	0.06022843375032701	16.048016598640693	0.191754967608935	222.25879402838083	0.0030147789540910003
390.0.	0.05784911606814001	16.05807465004892	0.184076233882898	222.17014957558598	0.0028956977653810004
396.0.	0.05556896832417801	16.067705284038706	0.17672574763707602	222.0850025470376	0.0027815785405860003
402.0.	0.053383459572293006	16.076928686195732	0.169687854231927	222.00320751348698	0.0026721946775660004
408.0.	0.051288296334209005	16.085763931085445	0.162947772580281	221.92462566381272	0.002567331442511
414.0.	0.04927940785701201	16.094229055569915	0.156491536573024	221.84912446015514	0.002466785233734
420.0.	0.047352932455516	16.102341126356205	0.15030594118824	221.77657731431322	0.0023703628995920003
426.0.	0.045505204847072	16.11011630230377	0.14437849284912502	221.70686328385017	0.0022778811059240003
432.0.	0.043732744395268	16.11756989196307	0.138697363641634	221.63986678648544	0.0021891657488520002
438.0.	0.042032244186889	16.12471640676996	0.133251349043121	221.57547733146978	0.002104051409165
444.0.	0.040400560873621004	16.131569610277385	0.128029828848956	221.5135892667485	0.0020223808448710003
450.0.	0.038834705216344	16.138142563767943	0.123022731015668	221.45410154081526	0.0019440045188130002
456.0.	0.037331833275556	16.144447668557124	0.11822049816726501	221.39691747824526	0.0018687801585500002
462.0.	0.035889238196625005	16.150496705266978	0.11361405653632702	221.34194456798184	0.0017965723459180002
468.0.	0.034504342543155	16.156300870323083	0.10919478713367801	221.28909426352004	0.0017272521339640001
474.0.	0.033174691135919004	16.16187080990372	0.104954498960263	221.23828179419814	0.0016606966891210002
480.0.	0.031897944358552005	16.167216651548774	0.10088540409255801	221.18942598686968	0.001596788956687
486.0.	0.030671871894580004	16.17234803361665	0.096980094488658	221.14244909728438	0.0015354173478370002
492.0.	0.029494346863403003	16.177274132760147	0.09323152037635701	221.0972766505555	0.00147647544657
498.0.	0.028363340325633	16.182003689577027	0.08963297009726001	221.0538372901385	0.001419861735087
504.0.	0.027276916130650003	16.18654503257693	0.086178051292355	221.01206263478923	0.00136547933627
510.0.	0.02623322608155	16.190906100593644	0.08286067332475201	220.97188714300668	0.001313235772011
516.0.	0.025230505394666	16.195094463760757	0.079675030844536	220.93324798450251	0.0012630427362520001
522.0.	0.024267068432755	16.199117343158246	0.07661558840897101	220.89608491827167	0.001214815881697
528.0.	0.023341304692594003	16.20298162922854	0.07367706607884901	220.86034017686902	0.001168474619231
534.0.	0.022451675029317	16.206693899052137	0.070854425918544	220.82595835652378	0.0011239419291680002
540.0.	0.021596708101181	16.210260432565374	0.06814285933344601	220.79288631274915	0.001081144183511
546.0.	0.020774997019773003	16.21368722779617	0.06553777518406001	220.7610730611286	0.0010400109784730002
552.0.	0.019985196191817	16.21698001518717	0.063034788621031	220.7304696829814	0.001000474976572
558.0.	0.019226018339801	16.220144271070232	0.060629710589984	220.70102923562948	0.0009624717576670001
564.0.	0.018496231689636003	16.223185230351216	0.058318537959171	220.67270666700665	0.0009259396783300001
570.0.	0.017794657314437003	16.226107898458864	0.056097444226730006	220.6454587343684	0.000890819739029
576.0.	0.017120166624338	16.22891706260793	0.053962770767767	220.61924392687567	0.0008570554586030001
582.0.	0.016471678993009	16.23161730242241	0.051911018584624005	220.5940223918404	0.000824592755569
588.0.	0.015848159512203003	16.234212999961308	0.049938840526540004	220.56975586443525	0.000793379835833
594.0.	0.015248616866323	16.236708349186213	0.048043033947512005	220.54640760068065	0.0007633670863930001
600.0.	0.014672101319561	16.23910736490691	0.046220533773578	220.52394231353605	0.000734506974669
