	EC	Fraction_Inactive_Channels	Rho	Y	Z
0	0.0	0.0	0.0	0.36	0.0
1	-0.1781312047627537	-0.44962496387191925	0.44962496387191925	0.4736051173479761	0.0645260874147775
2	-0.33696178015554146	-0.692563815487038	0.692563815487038	0.6259180426056146	0.07104373754992684
3	-0.48738905683255385	-0.8205009937667526	0.8205009937667525	0.7685833347740063	0.07880572205854744
4	-0.6259037668660781	-0.8814404758540191	0.881440475854019	0.8945183871024114	0.09138537976366669
5	-0.6791422395536703	-0.10871673033126175	0.10871673033126153	0.6113877391419257	0.42775450041174407
6	-0.6199600103914232	-0.2889555718831891	0.2889555718831888	0.7987926611019256	0.1811673492894966
7	-0.555900108960918	-0.15610367490105592	0.15610367490105562	0.67312243652982	0.24277767243109674
8	-0.5095868446111957	-0.19383543640653975	0.19383543640653936	0.5903248793241286	0.27926196528706604
9	-0.45244521129272713	-0.23711197594610137	0.23711197594610095	0.5801564466687992	0.23228876462392642
10	-0.3928742711564416	-0.19212348495080422	0.19212348495080378	0.5324004344544907	0.22047383670194937
11	-0.3716225572769902	-0.24068039188959417	0.24068039188959373	0.45313412070463516	0.2784884365723534
12	-0.3223049699425693	-0.27340522232859366	0.2734052223285932	0.47857391436145785	0.2037310555811097
13	-0.27591631455057186	-0.19155461691164408	0.19155461691164363	0.3864888382352744	0.24942747631529577
14	-0.273279560388325	-0.3624965122431531	0.36249651224315255	0.45221629912486555	0.1810632612634577
15	-0.22441438337760936	-0.19607997816502135	0.19607997816502076	0.3524944377903686	0.23191994558723902
16	-0.27544562232584074	-0.4687897935632311	0.4687897935632305	0.5446283182072995	0.09081730411853949
17	-0.42475008429709254	-0.6959364283291682	0.6959364283291676	0.708582999864615	0.0761670844324756
18	-0.5698484612955454	-0.8209347888490783	0.8209347888490777	0.8481063808830784	0.08174208041246496
19	-0.7014031754411182	-0.8729987974376852	0.8729987974376844	0.9584835705132418	0.10291960492787398
20	-0.6401280426748752	-0.11999525510571592	0.11999525510571502	0.7638654535573729	0.23626258911749975
21	-0.6385545923053724	-0.2953563596231022	0.2953563596231013	0.7285350000374465	0.2700195922679232
22	-0.5584733564927953	-0.21896312806033227	0.2189631280603313	0.6926848854747867	0.22578847101800592
23	-0.49252949785982747	-0.17902545743268486	0.1790254574326839	0.6006675019067981	0.2518619959530267
24	-0.43957149287413966	-0.20829693728497017	0.20829693728496917	0.5424342101099533	0.2571372827641835
25	-0.3849800512533531	-0.22905885609034224	0.2290588560903412	0.5081399374413236	0.2368401138120265
26	-0.3319762581280803	-0.2198090174396996	0.2198090174396986	0.45421731550647465	0.2377589426216026
27	-0.2915478234844651	-0.24379101284255095	0.24379101284254998	0.4110679684494158	0.2404798550350463
28	-0.2539456770617499	-0.27114189453066406	0.27114189453066306	0.39463631275237676	0.2193093643093702
29	-0.21967136067780507	-0.26016977567403343	0.2601697756740324	0.3458599387489929	0.23381142192880927
30	-0.20053697545913393	-0.3220727672933395	0.32207276729333845	0.3559473033454173	0.2045896721137138
31	-0.17078751967528283	-0.2647647604788467	0.26476476047884556	0.30269235904028846	0.22809516063499147
32	-0.19028207275766687	-0.4354230227961975	0.4354230227961964	0.4169154905555224	0.1333665822021415
33	-0.3234166998543029	-0.6779321359675322	0.677932135967531	0.6124465150407742	0.07097018481352564
34	-0.4744082987264101	-0.813128375960193	0.8131283759601918	0.756312146253838	0.07809615247256899
35	-0.6131101913978709	-0.8754288930829667	0.8754288930829655	0.8815469702541077	0.0915632211437603
36	-0.6607473700768409	-0.0893063396571705	0.08930633965716939	0.6007522181600332	0.41999515191680464
37	-0.624490641239544	-0.32743340806375854	0.3274334080637575	0.8515089190782462	0.13298172216129509
38	-0.7448370704639224	-0.6103959736713508	0.6103959736713498	1.0184481330979327	0.08638893736598702
39	-0.8742061109925864	-0.7617955226975566	0.7617955226975556	1.1308692470499795	0.10333686394260433
40	-0.8274676648931512	-0.08984108378814155	0.08984108378814057	0.9165124874961297	0.2709551773970189
41	-0.7841222209974708	-0.20172429237561418	0.2017242923756132	0.8539345945653269	0.2901876264321413
42	-0.7080841917092312	-0.2052869282152744	0.20528692821527345	0.8237451023556265	0.24433908935360213
43	-0.6280508071806967	-0.1605915252958685	0.16059152529586757	0.735132648837278	0.25291815834341624
44	-0.5688423209549003	-0.1844413773367855	0.18444137733678456	0.6613665088505191	0.26747581210437865
45	-0.5057076816431426	-0.20736026455992018	0.20736026455991924	0.6167698846641474	0.24893779697899268
46	-0.44333390746533946	-0.2027336334147013	0.20273363341470035	0.5576215157612986	0.2457123917040383
47	-0.38914288896784016	-0.21308965943575367	0.21308965943575273	0.5018223646804132	0.2473205242874245
48	-0.33918867078616743	-0.23148074210959202	0.23148074210959108	0.4614475346325014	0.23774113615366352
49	-0.2930327471453918	-0.23699977173919098	0.23699977173919	0.417647029099981	0.2353857180454081
50	-0.2563072730749284	-0.2626270813427402	0.2626270813427392	0.38674834574228184	0.22955892733264383
51	-0.22126854651217054	-0.2697853593830022	0.2697853593830012	0.358997903268042	0.22227064324412585
52	-0.19863417826846735	-0.29785914899298865	0.29785914899298765	0.3354205595470366	0.223213618721428
53	-0.17375624085785377	-0.30405242925103587	0.3040524292510349	0.32524662168893964	0.2085096191689113
54	-0.16945400597367535	-0.35067523474784745	0.35067523474784645	0.3125940134321619	0.21685999254151056
55	-0.14379802894546453	-0.3139624361691804	0.3139624361691794	0.310307475278086	0.19349055366737575
56	-0.22029342171219574	-0.5559103348878853	0.5559103348878843	0.5013069126080257	0.07898650910416735
57	-0.3738261802847167	-0.7493929643567724	0.7493929643567714	0.6610490833030372	0.07277709698167664
58	-0.5215666779806687	-0.8508961413036894	0.8508961413036885	0.8002608332037913	0.08130584477687483
59	-0.6557067405040249	-0.8921479636582156	0.8921479636582147	0.9178650290470731	0.09784171145694921
60	-0.614818647444472	-0.0893252211575952	0.08932522115759417	0.7071024798139129	0.26771616763055667
61	-0.6194778475802506	-0.35499996511595133	0.35499996511595033	0.782711999340455	0.19676584823979337
62	-0.5381609402749364	-0.19053257900131831	0.19053257900131734	0.6764503556163043	0.22171058465862958
63	-0.4858837418990425	-0.16882441503697732	0.16882441503697634	0.5741106497228717	0.2717730921761679
64	-0.43495294438096743	-0.2299802106947959	0.22998021069479493	0.5480816067392309	0.24687133764173363
65	-0.37788515983642085	-0.23075517668358028	0.2307551766835793	0.5118553771335116	0.2260297827029063
66	-0.32673742994871446	-0.2074364669795853	0.20743646697958426	0.4417233949878998	0.24501403496081153
67	-0.2913510962713486	-0.25769906643286805	0.25769906643286705	0.41092403464098587	0.2404270616303597
68	-0.24908070560489284	-0.26556207167287144	0.26556207167287044	0.3933934174383382	0.21568728816655158
69	-0.21862613347224993	-0.2544463421192743	0.2544463421192733	0.3360334153404399	0.2425927181318071
70	-0.20228319620736177	-0.33781039727839707	0.3378103972783961	0.37407678829480834	0.1882064079125505
71	-0.18119999960154004	-0.24494784198246544	0.2449478419824645	0.28479187851982435	0.2564081210817127
72	-0.19310630992387465	-0.4128628452638401	0.4128628452638391	0.4350465057570716	0.1180598041668001
73	-0.3362238486153149	-0.6700655428760335	0.6700655428760325	0.6241521465254282	0.07207170208988382
74	-0.4862086727653042	-0.8118978182346399	0.8118978182346389	0.767682997526416	0.07852567523888505
75	-0.6254026453502355	-0.8745361685246985	0.8745361685246975	0.894582521552461	0.0908201237977714
76	-0.6674893677491692	-0.07116604286610372	0.07116604286610283	0.6120697859394068	0.41541958180975924
77	-0.6163759216229545	-0.2958770081955513	0.29587700819555046	0.7980136961228314	0.17836222550012013
78	-0.5521801014483562	-0.1493777062425133	0.14937770624251245	0.6615255395231692	0.2506545619251837
79	-0.5083674056228399	-0.2067411753902532	0.20674117539025236	0.5932567809948179	0.2751106246280187
80	-0.4472382343070933	-0.22793002302658255	0.22793002302658175	0.5712351533009353	0.23600308100615477
81	-0.3880323867224348	-0.2102172136966263	0.21021721369662555	0.5131415680328401	0.2348908186895915
82	-0.3402303554554501	-0.21811547663646838	0.21811547663646766	0.4505860831725791	0.2496442722828676
83	-0.2973257664937423	-0.2557225891020517	0.2557225891020509	0.42720147465386876	0.23012429183987007
84	-0.2530727735507842	-0.23710543103474907	0.2371054310347483	0.3902491037228496	0.22282366982793106
85	-0.23762308833882023	-0.30071367246566294	0.30071367246566216	0.3585491663041678	0.23907392203464878
