time	s1	s10	s11	s12	s13	s14	s15	s16	s17	s2	s3	s4	s5	s6	s7	s8	s9
0.0.	100.0	-6.310887241768095e-30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0.3.0	1.713097664260174	0.42105865804999404	0.569026808225591	3.754279562798744	2.100054347873587	0.20742226479198403	0.45219975585252303	0.20491804006439002	0.15670525298902002	39.04041627265439	23.200161025477097	1.6619046405805311	11.213556105538432	5.00239224807803	0.10073289708972201	5.419258268751197	4.782816186924565
0.0.6.0	1.092382688911933	0.9265149110039411	0.6027477880142	3.617811714982974	2.141564809468914	0.22031312257123803	0.463642246544386	0.21471339730670003	0.16780986031691802	22.64090827207267	39.58612185497257	1.063112575319517	11.281639620264313	5.342299722183525	0.103562062189645	5.787491365698825	4.747363988177644
0.0.8999999999999999.0	0.78016743870682	1.425898558673409	0.622138589333674	3.404031325790613	2.129432689174843	0.228011585175586	0.46347033305135404	0.219259838892879	0.17507905148643402	13.538997748814236	48.97810280541582	0.683296684045489	11.070201284122188	5.558753293196553	0.10379922691898301	6.021982734296277	4.597376812904791
1.0.2.0	0.5998853661440501	1.91054785507747	0.633332286409639	3.161714414470039	2.088705020373352	0.23273578811143203	0.45700802956656805	0.220835498611365	0.180149483555467	8.465580476608512	54.4808818926157	0.47183819496473306	10.716947840641383	5.704411410831461	0.10262245166708901	6.179779028400755	4.393024961950969
1.0.5.0	0.49407606894784906	2.376415081326562	0.6397692969350981	2.916513783970377	2.033340605612026	0.23572986390695802	0.44722893018797905	0.22071824696869602	0.18393863659196302	5.62216229163022	57.80849381331905	0.354015367675645	10.298031961054589	5.80879939872456	0.100690313211617	6.292866015284945	4.167210324651851
1.0.7999999999999998.0	0.429918840957552	2.8220027700265673	0.643379435399941	2.681279845985768	1.9710768102043192	0.23769156685605303	0.435787565263457	0.21962462870918703	0.18696066099330702	4.014898268777896	59.910627477865305	0.28804641290411803	9.855108251226751	5.888467963641336	0.098369833740843	6.379173627278119	3.9375860401694602
2.0.1.0	0.38921245143638306	3.247173785553708	0.6452477516403481	2.461878616592517	1.906176491265932	0.23901311000966902	0.42360138811485204	0.21795727033008902	0.189504172250608	3.093897890626249	61.31421902440034	0.250813941884489	9.410610592899621	5.952712527321506	0.095865083331492	6.448771904598302	3.7133439977438742
2.0.4.0	0.361856052990566	3.652495058882748	0.6459905143253031	2.26044839305777	1.8409771449011192	0.23991717123324102	0.41117906723873904	0.21594454053339301	0.19173268049197	2.554818072486293	62.312254270840384	0.22952722232334202	8.976361049219314	6.006803592212933	0.09328973083054501	6.50737055823068	3.499034880201645
2.0.6999999999999997.0	0.34223205336240203	4.038877864460051	0.6459633673350951	2.077186515710115	1.77674859077282	0.24053218901459703	0.39880226082173903	0.21371787724746202	0.193740187608676	2.229139730512552	63.06820068055548	0.21710739127392	8.558333497494246	6.053775077741481	0.09070721599084201	6.55825633421994	3.296679165878559
3.0.	0.32720520495981903	4.407381921865887	0.6453765756065001	1.911324257223417	1.7141678568636851	0.240934048565202	0.386626276942374	0.211354606173233	0.19558196475810002	2.023481484613207	63.67377683649572	0.209635091647788	8.159288678912743	6.095414336701085	0.088152996227879	6.603365531426179	3.106932331017164
3.0.3.0	0.31501569457781803	4.759109914702823	0.644358872992553	1.761654163852536	1.653582281935662	0.241169175202074	0.374735857374048	0.208901668669696	0.197291600017856	1.8860343253756802	64.18091328411062	0.20493879748128602	7.780231765499662	6.132810550492827	0.08564687620545301	6.643878096367234	2.929727075142162
3.0.5999999999999996.0	0.30466670377022703	5.095151836215791	0.642992873189649	1.6268111853200642	1.595155429832108	0.24126734106260503	0.36317612905351304	0.20638878679847802	0.19889045004046702	1.7879961725462952	64.61943845611952	0.20181402168615	7.421218515736608	6.166658796540211	0.083199849774438	6.680547029585233	2.764626422728674
3.0.9.0	0.29558546827575805	5.416556721622816	0.6413347438740971	1.505418799971559	1.53894813950331	0.24124877935778702	0.351969810363333	0.20383578246077702	0.20039288841435302	1.713302500184613	65.00686873892819	0.199591446841571	7.081801003955983	6.197428913400286	0.08081790439877701	6.713881322850314	2.611017035596529
4.0.2.0	0.28743562466697803	5.724319365113347	0.63942516883874	1.396161509808435	1.4849636545634182	0.24112814733315902	0.341126805227487	0.201256659736986	0.201809227302908	1.652945434864694	65.35383073648164	0.197898039776151	6.761273880824048	6.225459523205332	0.078504143385123	6.74424781680578	2.468214262065814
4.0.5.0	0.28001324795444804	6.019375171235286	0.6372954843084561	1.2978175347422591	1.4331728461175	0.24091674372687702	0.33064957820045204	0.19866189385653302	0.203147350474912	1.6018306863731029	65.66706714057419	0.19652490139946602	6.458810211294842	6.251010602354436	0.076259975761434	6.771928152550645	2.335518479075169
4.0.8.0	0.27318919405315	6.302599360493667	0.6349711394271871	1.20927031333372	1.383528389892972	0.24062375845720102	0.32053618810947904	0.19605972539983202	0.20441363203227403	1.557038194115665	65.95110550485013	0.19535415179874802	6.173536156994693	6.274293073158232	0.07408578871415601	6.797150829254755	2.212244599914163
5.0.1.0	0.26687706797838	6.574808446711474	0.6324736706950831	1.129509010161971	1.335972802636578	0.24025698491942102	0.310782019545826	0.19345690170377103	0.20561345862990701	1.516859227192534	66.20918691962046	0.194318468667861	5.904571768468996	6.295485638526503	0.07198133224720901	6.82010944173705	2.097736840556974
5.0.3999999999999995.0	0.26101537906216005	6.83676284245313	0.629821848994171	1.057623590211031	1.290443054268109	0.23982323313591702	0.30138078778494803	0.19085911016946103	0.20675153109582903	1.4802630067804792	66.44378482900082	0.19337868768288402	5.651052981735637	6.314744518025233	0.069945943251111	6.840973227860673	1.991375428488407
5.0.7.0	0.255557555379023	7.089169967598428	0.627032364011433	0.9927974637290361	1.24687326146736	0.239328575712793	0.292325136159135	0.18827123903560403	0.20783204286877002	1.446600966492831	66.65689668766652	0.19251139461059302	5.412143180004007	6.332209218975004	0.067978679475482	6.8598933205562584	1.892578946257718
6.0.	0.250466316328647	7.332687522805929	0.624120248310277	0.9342992987772171	1.205196298362186	0.23877849975317003	0.28360700294371305	0.185697540800132	0.20885878924789603	1.4154425167572962	66.85020954922285	0.19170204552376502	5.187038955503278	6.348006079561077	0.06607840252724001	6.877006586191172	1.80080434738414
6.0.3.0	0.24571046586913403	7.567926747797971	0.621099153344654	0.8814748280773411	1.165344789097183	0.238178005337032	0.275217856236534	0.18314174005671302	0.20983523742117702	1.386483606352122	67.02519553954252	0.190941146227632	4.974972644062804	6.36225054804874	0.06424383165229701	6.892438093719474	1.715545767156649
6.0.6.0	0.24126303376506103	7.79545557155893	0.617981539913641	0.8337390568844091	1.127251741647908	0.23753167316491602	0.26714885179116604	0.180607109012657	0.21076457393918002	1.359495605345099	67.18316819938265	0.190222125240908	4.775213063094969	6.375048734392698	0.062473580442193005	6.906302795592097	1.636332744831503
6.0.8999999999999995.0	0.23710017065945901	8.015801609410582	0.6147788179735201	0.7905690520023471	1.090850968379855	0.23684371398658002	0.25939094464267703	0.17809652370617002	0.21164973893575903	1.334296541979891	67.3253168670784	0.18954014486081303	4.587065250807961	6.3864985336082505	0.060766183277462006	6.918706744742278	1.562728193947959
7.0.199999999999999.0	0.23320046749237802	8.229454988075704	0.6115014554347491	0.751497371718392	1.056077375646536	0.23611800690571402	0.25193497197716	0.175612508257626	0.212493452315085	1.310734750777324	67.45272862877158	0.188891432333803	4.409869653417133	6.396690488956036	0.059120115361719	6.92974802970238	1.49432630285664
7.0.5.0	0.229544516283352	8.436870993979117	0.60815906708306	0.7161061343067461	1.0228671695600111	0.235358130582061	0.24477171724999403	0.173157271332884	0.213298234859108	1.288679427918326	67.56640313318941	0.18827289982612602	4.243001012038827	6.405708490113019	0.057533808555627	6.939517530955778	1.430750462166497
7.0.8.0	0.226114610396971	8.638472547539187	0.6047604900408551	0.6840216923307221	0.991158005438689	0.23456738964449803	0.237891961402099	0.1707327372387	0.21406642594985	1.268015045453733	67.66726322544514	0.18768192514536602	4.085867092252721	6.413630360969166	0.056005664302122005	6.9480995577166045	1.3716512687335212
8.0.1.0	0.222894527337396	8.834652510046766	0.60131384954732	0.6549098666469261	0.960889097419178	0.233748837675147	0.23128652469162203	0.16834057308720402	0.21480019889808602	1.248637934398734	67.7561630562184	0.187116222285336	3.9379073385066232	6.420528369069793	0.054534064419489006	6.95557239982562	1.316704629926313
8.0.4.0	0.219869362029073	9.025775831558935	0.597826617353942	0.628471689754307	0.9320012984807071	0.23290529758916703	0.22494630133884502	0.165982212912998	0.215501574475739	1.230454098535694	67.83389460247062	0.18657376247016602	3.79859150130426	6.426469676032391	0.053117380247667004	6.962008815701769	1.2656099777436771
8.0.7.0	0.217025392375777	9.212181548962548	0.5943056641921151	0.604439608537516	0.9044371575518461	0.232039379931571	0.21886228842551203	0.16365887931164802	0.216172433026441	1.213377736898353	67.90119313550679	0.186052723862716	3.6674182656659413	6.431516741085876	0.051753980466369004	6.967476469509711	1.218088594689226
9.0.	0.21434996659261202	9.394184643492213	0.5907573072865461	0.5825740991340731	0.8781409582753531	0.23115349943821803	0.21302561004735301	0.16137160298646303	0.21681452540099802	1.197330183400911	67.95874194896834	0.18555145778439902	3.543913898150109	6.435727685763699	0.050442237806116	6.97203832624402	1.173882049228523
9.0.299999999999999.0	0.21183140611112602	9.572077766798282	0.58718735360464	0.5626606503189641	0.8530587427469031	0.23024989010599603	0.20742753745247902	0.15912124048281	0.21742948288992803	1.18223909984838	68.00717653426216	0.185068464656542	3.427630923147568	6.439156625375673	0.049180534814780005	6.975753010823656	1.132750736560058
