time	EGF	GS	Grb	PLCg	PLCgP	PLCgl	R	R2	RG	RGS	RP	RPLCg	RPLCgP	RSh	RShG	RShGS	RShP	Ra	SOS	ShG	ShGS	ShP	Shc
23.0.200000000000003.0	580.3579128901524	2.416821171758338	21.132856994905197	36.74676233730558	4.260152963035319	51.24601190249324	0.357912890151917	12.436176973425948	1.304398652754931	0.574386179014983	1.508020291096627	3.211775169008191	9.535297628157746	0.6686657915320401	2.180888903489471	2.373346393346603	10.762726034162739	10.530723077869522	2.078252068711863	28.46010751756232	26.55719418716826	51.51923180041298	27.47783937232535
24.0.	580.3650199197854	2.347717730243531	20.43640978586819	34.652553268112456	4.30493493875352	53.41632990400895	0.365019919784959	12.942449762584081	1.334127179988844	0.5681436641541	1.571595494771056	3.166911987338984	9.459269901786186	0.6379265790506601	2.066918030770706	2.256720627390036	10.44171199263812	10.743429639269488	2.032332329042769	29.19487733241509	26.795085649169614	53.54321448775551	25.06354530081002
24.0.8.0	580.3724185770924	2.283950784019413	19.807451244778647	32.599553007485675	4.345583383293129	55.568963087794444	0.37241857709243403	13.470546730837833	1.363058154008821	0.56252836394143	1.6378016127722321	3.116100303200235	9.369800218226606	0.606733546988373	1.9584420561443512	2.144299300374161	10.102443406799338	10.964074036320778	1.9937085310966811	29.864757076164928	27.01551302056837	55.519296377021284	22.788515215938965
25.0.6.0	580.3800837368885	2.225376213256798	19.23954357271919	30.59225812296661	4.381738089828318	57.70092002534084	0.38008373688884706	14.01997656265834	1.3913815929449211	0.5575574094108531	1.706562996991484	3.059110026957764	9.265973734906554	0.575225963009393	1.855345617028991	2.036143085030191	9.746707453074023	11.1919473790861	1.960945210495059	30.47467442780202	27.21997808180716	57.43851318152984	20.653412190718146
26.0.400000000000002.0	580.387990740728	2.171773891509928	18.72689930279282	28.635223889267685	4.41304878550907	59.80899894912798	0.387990740728656	14.589975451625683	1.419276945867192	0.553241130868223	1.7777637186405202	2.995774354440541	9.146954021654803	0.5435605179041341	1.7574615795335582	1.932266421566446	9.376563410617072	11.426334153834958	1.9329633804595452	31.029325552266037	27.40975517559591	59.292823357460634	18.65824398505596
27.0.200000000000003.0	580.3961145062262	2.122881947774977	18.26431836424168	26.7329984568832	4.439182975481222	61.88980364365688	0.396114506227254	15.179470693109135	1.446910874227105	0.5495847577920431	1.851243613650893	2.926003351903026	9.012011572075751	0.511909402115976	1.664595152194523	1.83264789260278	8.994320695679965	11.666489483070302	1.908936566235083	31.533112175571834	27.58594883559517	61.07516427267842	16.802301573561078
28.0.	580.4044287870144	2.078418845048336	17.847126716209324	24.890047488209326	4.4598347110022765	63.939765530701145	0.40442878701564106	15.78705019515016	1.474435613694078	0.546589526226643	1.926795300987077	2.849797442234062	8.860554827853269	0.48045756327451505	1.5765418125524482	1.7372393749549242	8.602513551513791	11.91162079610239	1.888220277721607	31.990116135265822	27.749531976048537	62.77949113360673	15.084108452782983
28.0.8.0	580.4129055881256	2.03809717420052	17.471118363580302	23.11067067144583	4.474734159105073	65.95517249220057	0.412905588126494	16.410940452749323	1.501987716410986	0.5442533811413021	2.00416255094788	2.767259897884758	8.692162779363867	0.449399096225894	1.4931000962265641	1.645973946617983	8.203870206664122	12.160874163408103	1.8703036606379682	32.404097484420184	27.901371837402277	64.40080272867641	13.50138460376633
29.0.6.0	580.4215147459712	2.001631975656572	17.132501689216323	21.39891238565321	4.48365772187353	67.93220481320107	0.421514745971779	17.048995658351217	1.529687060814923	0.542571402312897	2.083040367997476	2.678607309085273	8.50661777018702	0.41893278963225505	1.414080199102443	1.558772539948865	7.801274715306283	12.41332562855087	1.8547758154194751	32.778506866285866	28.04224826666223	65.93515572731839	12.051028895743437
30.0.400000000000002.0	580.4302236840016	1.9687455325176382	16.827850549578937	19.758469653929822	4.486438325353387	69.86697836790772	0.430223684001838	17.69870047346072	1.557636077133077	0.541536043259028	2.163077097375601	2.584176925833403	8.303936726975785	0.3892569409036	1.339309197005629	1.475549356515877	7.397720383135552	12.667977872801586	1.8413018793878901	33.11650605567033	28.172867188319614	67.37966763482987	10.729123243619323
31.0.200000000000003.0	580.4389973542544	1.939169944995129	16.55406031431703	18.19260128652787	4.482975380091757	71.75559482075101	0.438997354254396	18.357188518789496	1.585919177516348	0.541137247606438	2.243878762765037	2.484429802882874	8.084398709746624	0.360563645549612	1.268633545282435	1.396216082455812	6.996254600012493	12.92376246053123	1.829605696720453	33.42099265960471	28.293871028222213	68.73250749380622	9.53096094506626
32.0.	580.4477983710831	1.9126483565748351	16.308308876614028	16.704042668959417	4.47324382038863	73.59419818643143	0.44779837108283504	19.021277839905395	1.614602405242735	0.5413624911086431	2.325015696032152	2.379948834156364	7.848566490064313	0.333032855791736	1.201919405332923	1.3206849635527131	6.599915965316489	13.179547735910214	1.8194570171338542	33.69462632994425	28.405847171630004	69.99287296645952	8.451100341972142
32.0.800000000000004.0	580.4565873364529	1.888935404775557	16.08802255688171	15.294930882564813	4.4573015730521	75.37903661437552	0.45658733645293104	19.687523504731974	1.643733330749729	0.5421967867545711	2.4060313398791733	2.2714310564235918	7.597299873584129	0.306826572053476	1.1390512620628401	1.248870818219065	6.211665696219865	13.43415218219022	1.81066187573581	33.939854726041624	28.509335114515046	71.16095245373948	7.48344335714838
33.0.6.0	580.4653233467616	1.8677972686853581	15.890846734959803	13.966744672229453	4.4352948038362	77.10652777174707	0.46532334676159504	20.352286174963112	1.673341225646944	0.543622682625242	2.486452908510681	2.159674019519863	7.331758732667586	0.282083565756222	1.079929242354262	1.180692085787368	5.834316320979617	13.68636273561658	1.803055258842541	34.15893805588162	28.60483270405954	72.23787133028561	6.621336694895533
34.0.4.0	580.4739646600409	1.849011548735529	15.714620961601216	12.720263159415508	4.407460352076395	78.77332574268017	0.473964660040799	21.011814103105007	1.70343754105305	0.545620275834878	2.5658034046066582	2.045556524784142	7.053394221043912	0.25891502225878105	1.024465512539436	1.11607102749966	5.470461436577825	13.93495720135248	1.7964954495598011	34.35397143436619	28.69280169837018	73.22562211140895	5.857691756978774
35.0.2.0	580.4824694909391	1.8323671194240512	15.557358216466923	11.555546160989676	4.374124895511738	80.37638699247702	0.48246949093918706	21.662334713060897	1.7340167053100322	0.5481672601636001	2.643614339704579	1.930014565534774	6.7639273854869035	0.23740143492880603	0.9725801132239881	1.054933217405285	5.122410723331587	14.178729592759886	1.7908596334277571	34.526904598426924	28.773672769579353	74.12697931373411	5.185117829369764
36.0.	580.4907968905475	1.817664029097803	15.417227901341304	10.471937603671782	4.335700582540861	81.91303271527082	0.49079689054733006	22.300150905193824	1.765057240296057	0.5512390194470941	2.719438413371773	1.814013790395553	6.4653153081211014	0.21759097975105302	0.9241965732367441	0.9972064780073641	4.792134369256468	14.416516955298565	1.7860404663678011	34.67955875149381	28.84785000707998	74.94540080104949	4.596062040124915
36.0.800000000000004.0	580.4989076604921	1.804713474096246	15.292542090997603	9.468091964870396	4.292677112448444	83.38100483365021	0.49890766049216406	22.921736640903287	1.7965231773916521	0.554808773359321	2.7928613901734503	1.6985201790179651	6.15970591001309	0.199499467411363	0.879237622761692	0.9428194283006611	4.481220538143126	14.647226084556552	1.781943388090253	34.81364049693942	28.915714936153563	75.68491838857908	4.082949121710894
37.0.6.0	580.5067652470556	1.793337842586504	15.181744517654046	8.542022101893071	4.245610510573963	84.77851307329891	0.5067652470553501	23.523826303573045	1.828365735980591	0.558847777044438	2.863512476634528	1.584470811978707	5.849383502255469	0.183111825415181	0.8376212928785971	0.8916998172200751	4.190848566698498	14.869858533586322	1.778484518726225	34.930752972213114	28.977630044422806	76.35002128599619	3.63831419515535
38.0.400000000000006.0	580.5143365621369	1.783370803222199	15.083401744255653	7.691165435213783	4.195109104349896	86.1042708963516	0.5143365621364631	24.10349282027033	1.8605252113864321	0.5633255713708061	2.931072634595965	1.472746601735857	5.536707962348993	0.16838492771788402	0.7992576418970571	0.8437728115328851	3.9217793174550053	15.083532437241052	1.775589014033863	35.032404416494856	29.033941799840306	76.9455364898663	3.254922595195548
39.0.2.0	580.5215926837673	1.774657403192132	14.996195989980128	6.912464381520973	4.141817426189128	87.3575186205031	0.5215926837675601	24.658210496538945	1.892933007153253	0.568210276661377	2.995280452964693	1.364148633323696	5.224050938463236	0.15525148255558002	0.7640462884596421	0.798959393064635	3.6743627149726983	15.287499947916873	1.7731897810704211	35.12001449547751	29.084983146011496	77.4765104269063	2.9258720525519673
40.0.	580.5285093989548	1.767054137468254	14.9189191079364	6.202456289120463	4.08639892354375	88.53803273073773	0.5285093989552471	25.18589982998602	1.925513739744413	0.573468919819558	3.055935410408819	1.259379378907338	4.9137326776908505	0.143624623633756	0.731874860952025	0.7571749964398551	3.448561140264315	15.481159445350801	1.771226475600891	35.19491876696816	29.131075470671497	77.94809598537732	2.644674155692905
40.0.800000000000004.0	580.5350675646412	1.7604289543237561	14.850467276072692	5.5573679459326915	4.029518427528068	89.64612114399542	0.535067564641681	25.684953049700038	1.9581873424871312	0.57906778294143	3.112898569111941	1.159029560883943	4.607962921659999	0.133402830379163	0.702618398106264	0.7183284871741531	3.243986221964544	15.664062106541055	1.7696447172629561	35.258371700596996	29.172530058297763	78.36544858564952	2.405313717831466
41.0.6.0	580.541253276931	1.75466116963794	14.789836041167748	4.973209977712356	3.9718253137473822	90.68260494355336	0.5412532769313141	26.154240592194114	1.99087109964427	0.584972760792708	3.166090920013056	1.063570916273936	4.308788848713092	0.12447482625712201	0.676139663718279	0.6823215439275561	3.059945765437321	15.835912849125735	1.768395470257934	35.31154866572778	29.209649055383924	78.73363420408707	2.202286275460857
42.0.400000000000006.0	580.5470578527467	1.7496412723277142	14.73611544420374	4.445867048418289	3.9139381892025122	91.64878779102051	0.5470578527468051	26.59310000856001	2.02348154997123	0.591149714832904	3.215489736067186	0.9733546295994071	4.018052341759387	0.11672416054338701	0.652290275790395	0.6490484714976621	2.895497162278833	15.996566045452342	1.767434547104145	35.355547277138925	29.24272599423763	79.05755137285935	2.030615285653692
43.0.2.0	580.5524776402843	1.7452706137952072	14.688485044923635	3.971180602344391	3.856431774495705	92.54641479256185	0.5524776402843851	27.001309786527205	2.055936210757774	0.597564812606551	3.261123373948097	0.8886148059141431	3.73735802468398	0.11003325534465401	0.6309125024440021	0.6183964361347131	2.749503616921184	16.146016709150963	1.7667222013691801	35.39138844324392	29.2720459360944	79.34186823531499	1.8858515745020321
44.0.	580.5575136839811	1.741460984196731	14.646208746430416	3.5450218269498572	3.799826444839128	93.37762300305738	0.557513683981548	27.379051206832056	2.088155086753602	0.6041848430601251	3.303064996721014	0.809476081865466	3.46805264328826	0.10428678263527301	0.611841546768295	0.590246084897566	2.620689854831639	16.284388060711805	1.766222782607779	35.420017402655624	29.297885305237852	79.5909748368707	1.76405818610299
44.0.800000000000004.0	580.56217127565	1.738134086639339	14.608629391583541	3.163353455671911	3.744580672590899	94.14488597904572	0.562171275650112	27.726861632463805	2.120061942180026	0.6109775004377841	3.341425677343136	0.7359643293791861	3.211215563312367	0.09937431424088401	0.594908131100356	0.564472488048204	2.507694544323175	16.411916478691975	1.7659044331160492	35.44230496825228	29.32051149175868	79.80895004951152	1.6617840127648682
45.0.6.0	580.5664594259349	1.735220926528683	14.575163158236114	2.8222798847635833	3.6910864023469943	94.85095484069132	0.5664594259350261	28.0455825926312	2.151585327095633	0.6179116316311091	3.37634729633598	0.6680193831151411	2.967659489083066	0.09519225313661901	0.579941196563017	0.5409463288690041	2.409117364753856	16.528934847635657	1.7657388116195991	35.45904912972498	29.34018230135166	79.99954191217168	1.576029513429136
46.0.400000000000006.0	580.5703902897162	1.7326611370382192	14.545293818835411	2.518085790590194	3.639667206144518	95.49879819403546	0.5703902897163701	28.336305739391403	2.1826593608658422	0.6249574440170971	3.407995578886754	0.605508795443478	2.737940013786483	0.09164510305295401	0.566770552825929	0.519535258742938	2.323559387686918	16.63585524088398	1.7657008336543711	35.47097710112733	29.357145326547435	80.16615974055989	1.504207529456584
47.0.2.0	580.5739785761316	1.730402263168024	14.518566952301196	2.247263976447734	3.590578923554927	96.09154302893029	0.573978576132114	28.600319304243804	2.213224284862559	0.632086672773569	3.436553538518586	0.548241761343367	2.522372309723813	0.08864616446805501	0.555229341838396	0.500105336002942	2.249656123569733	16.733151749178166	1.7657684221855452	35.478747843183534	29.371637305869974	80.31187611583499	1.444101769232374
48.0.	580.5772409693341	1.728399026447919	14.494584204517613	2.006533548107885	3.54401239488766	96.63241838311649	0.577240969335144	28.839057143142004	2.24322680356789	0.639272708321305	3.462215515805225	0.49598253018290706	2.321053143705205	0.08611776033365501	0.545156213300469	0.482522473518029	2.186103169557759	16.821344107795902	1.7659222649727422	35.48295504358692	29.383883526740064	80.43943678168944	1.393825031273642
48.0.800000000000004.0	580.5801955806712	1.726612590467458	14.472997691149407	1.792849730063967	3.500097844792567	97.12470318766279	0.580195580672004	29.05405189856963	2.272620237998639	0.6464906858632931	3.485181928242249	0.448462805756413	2.13388643172441	0.08399109746064501	0.536397144840503	0.466653830554394	2.131674845292569	16.900982606722437	1.766145577387535	35.484130503399136	29.394097315727382	80.55127653279474	1.351778729930605
49.0.6.0	580.5828614473413	1.725009844569188	14.45350462601563	1.603406715644387	3.458910463054088	97.57167931888499	0.582861447341477	29.246893277636026	2.301364518007872	0.6537175399669151	3.50565478551836	0.40539281057112003	1.960610691845541	0.082205863009199	0.52880687296904	0.452369097424938	2.085236516186016	16.972634606388397	1.766423870905766	35.482747853913374	29.402479647133262	80.64953932869693	1.3166148206672261
50.0.400000000000006.0	580.5852580872643	1.7235627196734802	14.435842242969876	1.435634924047101	3.4204767512921013	97.97659050616313	0.585258087263812	29.419191979393283	2.329426040869009	0.660932027785431	3.52383397497436	0.366470842440263	1.800826976057504	0.080709643446736	0.522249929565143	0.43954163528763	2.045751488029893	17.036872837037617	1.766744728435263	35.47922651503139	29.409218888818263	80.73610108124807	1.287200818572865
51.0.2.0	580.5874051152047	1.7222475466934761	14.41978306176197	1.287193945975489	3.384781249437585	98.34260740544808	0.5874051152035611	29.572549420861588	2.356777422971183	0.668114724879556	3.5399142851677903	0.331391274478879	1.654026124660088	0.079457238555693	0.516601301593133	0.428049446929587	2.012283432690036	17.0942655392213	1.767097588110794	35.47393580178467	29.41449069338665	80.81259380972632	1.262588275333903
52.0.	580.5893219213247	1.721044464636279	14.405130530741996	1.15596232372924	3.351773315222482	98.67279885857526	0.589321921323611	29.708533115013854	2.383397169822023	0.675247997726099	3.554083110185028	0.29985104208331603	1.5196144603898132	0.078409927770241	0.5117467484885341	0.41777596657807003	1.9839952969740122	17.145368408614345	1.7674735373044062	35.467199088252016	29.41845803375521	80.88043011111635	1.241984827065522
52.0.800000000000004.0	580.5910274103624	1.719936882467986	14.391715062962902	1.040025153307435	3.321373695591569	98.97010912560353	0.59102741036184	29.828657341518653	2.409269287208968	0.6823159569392091	3.566518761998512	0.27155472431961203	1.396937301177971	0.077534731757187	0.5075828224177751	0.40861066714718103	1.960145580482954	17.190718239702058	1.767865118464355	35.45929794587489	29.421271374981334	80.9408271353202	1.224729742018463
53.0.6.0	580.5925397974798	1.718910996258405	14.379390468141608	0.9376603320347571	3.293480694585891	99.23734070227594	0.592539797479771	29.93436861292638	2.434382853610107	0.689304395029243	3.577389310823642	0.24621836628665303	1.28529990481687	0.07680369957511	0.504016642099373	0.400449491591908	1.9400827658393591	17.23082811732288	1.768266148100797	35.45047618424989	29.423068969019713	80.99482947429033	1.210272773334302
54.0.400000000000006.0	580.593876455441	1.717955361061113	14.36803077148853	0.8473241171608591	3.267975803295745	99.47714221404287	0.593876455441197	30.027035362819728	2.458731571012585	0.6962007122282731	3.586851872160808	0.22357220828715602	1.1839856572135	0.07619324131504601	0.50096547202976	0.393195121167758	1.923238564562952	17.2661839789636	1.7686715498559722	35.44094373532527	29.423977255686953	81.0433305634947	1.198156046417543
55.0.2.0	580.5950538070138	1.7170605154198881	14.357527401699743	0.76763651627044	3.244728711035204	99.69200080571424	0.595053807014157	30.10794125503819	2.48231330837696	0.7029938335567351	3.595052262263737	0.203362491934298	1.092271475045948	0.07568351788338601	0.49835615683150203	0.386757097523234	1.909120517983836	17.297242360110122	1.769077202188734	35.43088033528071	29.42411135131148	81.08709235119123	1.187998671994638
