	A	E	G	R
0	1.0	0.0	100000000.0	0.0
1	4.526662899716151	6118.2320901552785	2215144.5249874266	1561.5715877600057
2	4.0131867113219855	9623.430809823727	3709644.8935557455	2870.407905537923
3	4.025442353045756	11712.138979772846	4591500.454370577	3887.025569511711
4	4.256906366402766	13312.780914381032	5247280.848707642	4796.636331599291
5	4.595014452090708	14764.458703602762	5830606.906400266	5701.846018685978
6	4.986630391330119	16226.474062024392	6413339.928042542	6662.780496148135
7	5.4145843684610995	17746.812418710524	7017457.159669736	7713.604177908019
8	5.867225995419915	19352.53099941821	7655498.526860299	8883.572093006662
9	6.341104221416758	21040.728618745416	8326226.746831088	10186.137090663526
10	6.8323859483852925	22809.934016537678	9029554.542225802	11631.614608078946
11	7.334508425554963	24651.26598457133	9762296.563281296	13232.048834406709
12	7.841237546721221	26551.429897233193	10519354.664954087	14992.250252724765
13	8.345987343595297	28492.96200154072	11293909.162606318	16909.645671291568
14	8.84176249938548	30454.981556924555	12077756.632612476	18974.2277682817
15	9.32133718219032	32413.833026907705	12861558.93387031	21167.926044638974
16	9.777410455899934	34343.794166751984	13635105.87874308	23465.28219481734
17	10.203314885179912	36218.49627283783	14387867.033352122	25833.752194783618
18	10.59353694082182	38012.27480839656	15109524.15333955	28235.345342912842
19	10.94410096049613	39701.73173971528	15790582.784502119	30628.238458144086
20	11.252779845139713	41267.150904625574	16422948.342743233	32969.48800136388
21	11.519081308937103	42693.55144635926	17000375.87507502	35217.83428278121
22	11.74409474848299	43971.40204121248	17518781.048059855	37336.65167143702
23	11.930354459030708	45096.97647096558	17976394.81507524	39296.351698997525
24	12.081365773399645	46071.83209101085	18373584.69211124	41076.016333301544
25	12.201302806352901	46902.190068949836	18712625.308882173	42663.15040790909
26	12.294510801863183	47597.73116785997	18997227.442305896	44054.08133807407
27	12.365280399317216	48170.7200394659	19232185.1501235	45252.029391696306
28	12.417663764704246	48634.806134112354	19422900.311255474	46266.7349030338
29	12.455254125680122	49004.210095660754	19575054.86596611	47112.00482015673
30	12.48133922646134	49293.01700981832	19694291.132657904	47804.571300300435
31	12.498516901771293	49514.4132741242	19785930.527137052	48362.832761193364
32	12.509065787120038	49680.544665954425	19854894.55935856	48804.89225702982
33	12.514823232780547	49802.26557170599	19905590.603317816	49148.87460628829
34	12.517192195323428	49888.952717257394	19941840.792092808	49411.57574994222
35	12.517285082842314	49948.5073245104	19966875.115082763	49607.989969944894
36	12.515916837449382	49987.45879811052	19983369.57926678	49751.38601016517
37	12.513682703345687	50011.10447289156	19993501.15891541	49853.073629087216
38	12.511016856376491	50023.66713589391	19999009.05638844	49922.55486565889
39	12.508216291024317	50028.45077458778	20001257.275236942	49967.67039206517
