	APC_PS_VIIIa_l	APC_PS_Va_l	APC_PS_l	APC_f	APC_l	AT_XIa_l	AT_f	II_f	II_l	IIa_AT_f	IIa_TM_PC_l	IIa_TM_l	IIa_f	IX_f	IX_l	IXa_AT_f	IXa_VIIIa_X_l	IXa_VIIIa_l	IXa_f	IXa_l	LIPID	PC_f	PC_l	PS_f	PS_l	TFPI_Xa_TF_VIIa_l	TFPI_Xa_l	TFPI_f	TF_VII_Xa_l	TF_VII_l	TF_VIIa_IX_l	TF_VIIa_IXa_l	TF_VIIa_X_l	TF_VIIa_Xa_l	TF_VIIa_l	TF_l	TM_l	VIII_IIa_l	VIII_Xa_l	VIII_f	VIII_l	VIII_mIIa_l	VIIIa_f	VIIIa_l	VIIIai_f	VIIIai_l	VII_Xa_l	VII_f	VII_l	VIIa_f	VIIa_l	V_IIa_l	V_Xa_l	V_f	V_l	V_mIIa_l	Va_f	Va_l	Vai_f	Vai_l	XI_IIa_l	XI_f	XIa_IX_l	XIa_l	X_f	X_l	Xa_AT_f	Xa_Va_II_l	Xa_Va_l	Xa_Va_mIIa_l	Xa_f	Xa_l	alpha2M_IIa_l	alpha2M_Xa_l	alpha2M_l	mIIa_AT_l	mIIa_f	mIIa_l
0	0.0	0.0	0.0	0.0	0.0	0.0	3400.0	1400.0	0.0	0.0	0.0	0.0	0.0	90.0	0.0	0.0	0.0	0.0	0.0	0.0	170000.0	60.0	0.0	300.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	1.0	0.0	0.0	0.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.1	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	170.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2600.0	0.0	0.0	0.0
1	2.537581547383743e-19	2.168623972654166e-17	7.757235992822232e-11	1.207736025015378e-12	6.202425191704653e-12	2.4682442631207136e-13	3399.9999993101183	583.6703260958111	816.329673899631	5.303500249641167e-12	4.377028205216245e-11	1.448030813444377e-10	3.74555616350375e-10	0.6319448974520301	89.3677496231338	2.6931733816295614e-09	5.460733367861814e-13	1.0305637008235513e-12	9.843778762272025e-07	0.0001425507000805602	32525.912424870246	24.8532610832652	35.1467389166061	3.6445459960253763	296.3554540038973	1.6881018401522895e-11	3.5135897206984093e-06	2.499996486393403	1.2518994319215063e-10	0.0009393010072882325	0.00016194162578191262	0.0	0.00014742647210850738	0.00018597918427896935	0.00046906686934141024	0.0030962846991300047	0.9999999998114266	1.6150060251497879e-12	4.40853742525109e-06	0.004277928636322679	0.6957175078582077	1.1356307077554374e-11	3.0072618562066885e-09	1.51946234102335e-07	6.262026809680604e-22	3.568197539000434e-20	1.28396217371255e-06	0.3899652130524756	9.609061789080624	0.0013638748166965582	0.09770412378716543	8.60928070264005e-11	0.00021287271143699535	0.17674158815315125	19.823032334786262	5.526635366445552e-10	1.1562341766696386e-07	1.3086904426938637e-05	2.4166877211485705e-20	3.0416647145991143e-18	8.730433725862819e-11	29.999999999837907	1.5643016261328996e-11	5.890596524348415e-11	62.68663802439308	107.31259019120411	6.87183375612028e-07	4.623905219092272e-10	6.470842116547927e-10	7.308890612499154e-11	5.3919924220051114e-05	0.00016137164746972497	1.4844867636161924e-12	3.1986540758667316e-07	2599.9999996801334	9.599896657704828e-13	7.062263584998033e-11	2.6420856458116258e-09
2	1.8797981411690183e-15	1.8039027483384344e-13	4.81083486778876e-08	4.115678296106003e-10	1.992695567307508e-09	1.666754809270312e-10	3399.9999946079806	583.6705268493554	816.3294725485805	1.4491851745670977e-09	1.0176613137456922e-08	3.08203021590955e-08	4.165282998991459e-08	0.6319419482147809	89.36728346559042	2.0829390453543477e-08	3.5803333144859313e-11	6.516928216319102e-11	3.551507760453777e-06	0.0005077393127811134	32525.89336013014	24.853269549282604	35.14673039002803	3.644547998994803	296.3554519528969	4.548423960668307e-10	2.7440052022203465e-05	2.49997255949314	7.139242283915998e-10	0.0015031732820694832	0.00026326828183283717	0.0	0.00023108860667231328	0.0003251355408363011	0.0007333734042925876	0.0019439597155298518	0.9999999590030847	1.895880479145564e-10	1.7254491935834497e-05	0.004277845657274844	0.6957035505571669	1.6720611063146435e-09	2.6714310214029152e-08	1.320616687242783e-06	1.5400319142646924e-17	7.906647778598254e-16	4.56687735573532e-06	0.38993495151990937	9.60831105523336	0.001358628540478383	0.09733475754443022	1.0642049116317796e-08	0.0009170528745947548	0.1767345008109009	19.822219924487992	8.493518756507712e-08	1.147302156264288e-06	0.0001272105688908843	6.662595762595863e-16	7.634454109350793e-14	1.0399532112599253e-08	29.99999996747894	6.162029092067052e-09	1.579282857901114e-08	62.68610574137157	107.31159634679987	5.3692287196817055e-06	2.6814823069434972e-08	3.728662979122245e-08	4.2765231791356986e-09	0.00019541539573208973	0.00057201994634649	4.056370527562149e-10	2.4992317833849607e-06	2599.999997500364	3.471883281510859e-10	1.034460069378603e-08	3.6793820290886883e-07
3	1.607051727287236e-13	1.6064113224209292e-11	1.0396098474737798e-06	7.226065342898538e-09	3.451532636102848e-08	3.972014710456501e-09	3399.9999832486847	583.6707604407588	816.3292323004783	2.375242288974044e-08	1.4500029378699183e-07	4.298905499838705e-07	4.5529119813732733e-07	0.6319384165526358	89.36672023627261	6.463035110340145e-08	3.2103418007449944e-10	5.78929711884816e-10	7.08399565093634e-06	0.0010086423615210524	32525.870597365334	24.853279258351087	35.14671951528121	3.644550512231404	296.3554484481428	2.673603202517233e-09	8.506385571713891e-05	2.4999149334706843	1.7220635149979796e-09	0.0018376675725316311	0.00032544459463806924	0.0	0.0002824897774176418	0.0004104400413506393	0.0008957833313942853	0.001248170287001014	0.9999994251091562	2.099936798134633e-09	3.50929929863608e-05	0.0042777215014292635	0.6956827972515076	2.0695387310882412e-08	8.709199941561231e-08	4.277466541197703e-06	1.6787307940535898e-15	8.520279809701672e-14	9.00722472587743e-06	0.389902151273601	9.607494208626797	0.0013606010898253142	0.09748220207205478	1.1944749537902786e-07	0.0019280883889290026	0.17672303968531827	19.820915021414628	1.0628792368232081e-06	3.885825412091973e-06	0.00042823105859706063	7.544449857091803e-14	8.558020105042735e-12	1.156173893348793e-07	29.999999514946335	1.1069258866741508e-07	2.547716782786223e-07	62.68540405545715	107.31030602164523	1.6652549537982295e-05	2.1634454066124145e-07	3.003505312952355e-07	3.458061724386514e-08	0.00038774555617373364	0.0011270352037650473	6.648469080902391e-09	7.751314626335872e-06	2599.9999922420375	6.412930601521649e-09	1.278741799745544e-07	4.492228215705954e-06
4	3.1140946694733975e-12	3.1538099818209747e-10	8.857382655894723e-06	5.345073804686056e-08	2.5339070892501964e-07	3.808936659351601e-08	3399.9999635523427	583.6710025228717	816.3289573241473	1.676820198698789e-07	8.837440071009573e-07	2.589804162496177e-06	2.3318860738378247e-06	0.631934475757265	89.36609527385849	1.4047602247130734e-07	1.4400393290356243e-09	2.5837533849260463e-09	1.1216443411096173e-05	0.0015939141056936373	32525.846185209462	24.8532865695282	35.14670338218526	3.64455312020542	296.35543802209367	8.91543883780579e-09	0.00018406512869415274	2.499815925955872	2.9841608625533038e-09	0.0020332099907360165	0.000364153143723625	0.0	0.00031453420308291045	0.00046341806591298525	0.0009970517159088145	0.0008276209810359461	0.9999965264518302	1.083262579648185e-08	5.574736609368813e-05	0.004277564610162453	0.6956566988521266	1.1610319255673408e-07	1.9728338949861247e-07	9.660922835492956e-06	5.234303320399882e-14	2.6141967862373404e-12	1.4097693151694919e-05	0.38986062737901905	9.606460506600234	0.0013694623471533468	0.09812292696148003	6.20676515409251e-07	0.003112779988929567	0.17670778789788597	19.819184498987195	5.999232876225968e-06	8.89237503901503e-06	0.000977208522657375	2.3893290567539456e-12	2.6716462682614235e-10	5.976441362106547e-07	29.999996766948133	8.221915575164349e-07	1.7751268136962972e-06	62.68459561425927	107.30883276949072	3.605180812353165e-05	8.683212413659323e-07	1.2044532950895409e-06	1.389594361787738e-07	0.0006086845036439052	0.0017632312701822723	4.693536872930475e-08	1.6781148574182783e-05	2599.999983171917	4.9603765088026516e-08	7.168963240574708e-07	2.501465937369348e-05
5	3.679130960005272e-11	3.675433985236108e-09	4.67174710517426e-05	2.536465056303586e-07	1.196554706098902e-06	2.2986719450475855e-07	3399.9999341492558	583.671229667995	816.3286224082202	7.677139935511376e-07	3.461355113133946e-06	1.0069856007872054e-05	8.07026583731967e-06	0.6319302495536689	89.36542627525017	2.5224960248376904e-07	4.542986173415586e-09	8.127510039862493e-09	1.5747558167592702e-05	0.0022352902345274444	32525.820408921878	24.85328102261418	35.14666734464628	3.644555520565042	296.3553977582519	2.192251641238126e-08	0.0003283982228378197	2.4996715798546507	4.3585049688567704e-09	0.002142066681985537	0.00038828689124206724	0.0	0.0003345524142918353	0.0004963338654399123	0.0010603320077799804	0.0005784018582392855	0.9999864687888789	3.765169416605214e-08	7.796513401966767e-05	0.004277375588337389	0.6956253404014539	4.313537003244377e-07	3.7751804835236017e-07	1.8459603205406313e-05	8.352553137377413e-13	4.14174326645251e-11	1.9545840726779806e-05	0.38980697066448666	9.605126605368268	0.001384979421225995	0.0992403005635334	2.1668809264751876e-06	0.004394454202115871	0.1766887338555477	19.817026351805694	2.237303113324922e-05	1.6795218635427387e-05	0.001842896781359685	3.7738749656163346e-11	4.192886106145457e-09	2.0799264814254405e-06	29.999985772035142	3.885592090206981e-06	8.032579100616453e-06	62.683718198361596	107.30724032849717	6.4355954592592e-05	2.4426106931017086e-06	3.3865517218338137e-06	3.91156120600511e-07	0.0008454364099597215	0.0024442239859528256	2.1488851040606006e-07	2.9955968751745717e-05	2599.9999698291435	2.4496060844304394e-07	2.662394235003543e-06	9.250973976949762e-05
6	2.154616460761892e-10	2.095733632990396e-08	0.00015641752911406498	8.047902548724158e-07	3.787437445960335e-06	8.347421867593643e-07	3399.9998934594446	583.6714180553741	816.328179530682	2.3897279044957584e-06	9.719448108212237e-06	2.816905118700068e-05	2.1124414748315156e-05	0.6319258196001235	89.36472329697649	4.031129455272967e-07	1.1347155794320407e-08	2.026956723807689e-08	2.053635581555077e-05	0.0029130056371674674	32525.792649301136	24.853244446071706	35.14658480355064	3.64455727008097	296.3552862912174	4.456657339395309e-08	0.0005208050470178894	2.4994791503864136	5.767737226664359e-09	0.002204284004516778	0.00040463094006269723	0.0	0.00034814181464683274	0.0005185379126419486	0.0011033052284058953	0.0004210497654152266	0.9999621115007047	9.87826567712873e-08	0.00010078583868052958	0.004277149700589075	0.6955879233104824	1.1785767337748384e-06	6.584640769063091e-07	3.2173234828499526e-05	5.140141167557832e-12	2.546266016909999e-10	2.512708614702836e-05	0.38973867066049667	9.603430910054994	0.0014069435450963866	0.10081939841868105	5.6984079796367254e-06	0.005714329206104973	0.1766654509349821	19.814391427491447	6.124955598475209e-05	2.845126139589196e-05	0.003119223789848767	2.284203780169182e-10	2.5351474828283898e-08	5.460805966974628e-06	29.99995659818597	1.2275760639903023e-05	2.4830505245960427e-05	62.68280174847538	107.30557640241923	0.00010211805011457696	5.546460271921467e-06	7.687818596831822e-06	8.885361641157307e-07	0.0010881859562610003	0.003142100486948613	6.68901538308951e-07	4.753321032694326e-05	2599.9999517978895	7.949239274763706e-07	7.273057489967075e-06	0.00025215329328050526
7	1.008813890148942e-09	9.380304354742644e-08	0.000429194997837078	2.120310312227391e-06	9.961470456422744e-06	2.4720075764593754e-06	3399.999839138019	583.6715425880087	816.3275245695155	6.204527491585332e-06	2.2998319314856287e-05	6.648295964796367e-05	4.7536756750439887e-05	0.6319211926088342	89.36397967355123	5.949920353446264e-07	2.509718903219836e-08	4.479104644915152e-08	2.5564902866512725e-05	0.0036246522088313133	32525.760236095462	24.853138044890493	35.14639758519979	3.6445575651164797	296.35501314507405	7.989644792219196e-08	0.0007617982050108279	2.499238121898546	7.158309458941953e-09	0.002237081032189178	0.00041606907859725563	0.0	0.00035768269996352617	0.0005339889948159869	0.0011334901082808758	0.00032160103139579517	0.999910518721037	2.226273606673453e-07	0.00012379104950617075	0.004276869326282939	0.6955414970011555	2.7397477255758604e-06	1.0995543033493799e-06	5.370847724412508e-05	2.614688642481123e-11	1.29322477940235e-09	3.074316210018311e-05	0.3896548894898427	9.60135218495224	0.0014351923831576168	0.10284859104405425	1.2862217664021194e-05	0.0070468187327937	0.17663649070897916	19.81111415348739	0.000142565746068187	4.538202236045783e-05	0.004973165874745428	1.1240522854630549e-09	1.2456199620179823e-07	1.2313355198178676e-05	29.99988894600455	3.2182769338652414e-05	6.408586334736622e-05	62.6818618084446	107.30385853850824	0.00014945679708446417	1.1131496765761838e-05	1.5426551154116833e-05	1.783672989437925e-06	0.0013326573566723383	0.0038446940501914205	1.736690606032685e-06	6.956812615425776e-05	2599.9999286951843	2.133658542921722e-06	1.690555317215358e-05	0.0005852251463968901
8	4.031310285019267e-09	3.5356530510668065e-07	0.0010352294114561265	4.952445578481476e-06	2.3237382264101698e-05	6.4185620279368534e-06	3399.9997670279786	583.6715703976869	816.326478414017	1.43238589763809e-05	4.8757366005022094e-05	0.00014069048150359016	9.712037232600502e-05	0.6319163118690247	89.36317261665182	8.299349912312487e-07	5.1809062791326155e-08	9.241522764714474e-08	3.090301106756329e-05	0.004380258854798467	32525.71794037647	24.852889874965623	35.14599759083251	3.644554931710547	296.3544094812816	1.309887704853352e-07	0.0010510915963245898	2.4989487774149097	8.516665586371105e-09	0.0022497742942495353	0.0004241528366986929	0.0	0.0003644555168405812	0.0005448255046765842	0.001154931574414661	0.000261720767683872	0.9998105521524911	4.552976153116213e-07	0.00014673917940655036	0.004276499652816828	0.6954802449697677	5.741227860464449e-06	1.809048449996233e-06	8.835658254360826e-05	1.1484957543554421e-10	5.67108858371189e-09	3.633693238978232e-05	0.3895553999929026	9.598883405532959	0.0014695743791157696	0.10531700393031623	2.6331288544720207e-05	0.008377169532247977	0.17659900210828613	19.806869230670966	0.00029900801493153086	7.032726684178138e-05	0.007705281457399728	4.711141487505372e-09	5.212398908574747e-07	2.5192072697159004e-05	29.99974644976507	7.47826172731745e-05	0.00014715698293756883	62.68091123319052	107.3020914652784	0.00020633536755921967	2.0726914978494176e-05	2.872153797638609e-05	3.3216914928814207e-06	0.0015763805608044012	0.004544962307918943	4.0093482578444155e-06	9.604357393731886e-05	2599.9998999470786	5.064299778506844e-06	3.5425204929285205e-05	0.0012250208560455448
9	1.4582637843428244e-08	1.1959415407910083e-06	0.0022639346756003972	1.0565547707945153e-05	4.952750570053835e-05	1.5030372049353988e-05	3399.999669934964	583.6714536311257	816.3247486008281	3.0285315096684383e-05	9.567686777680016e-05	0.0002757373273296707	0.00018569455930698097	0.6319110376673733	89.36225829131995	1.11117248747674e-06	1.0289680309291702e-07	1.8350271181255535e-07	3.671628628677612e-05	0.005203481910998887	32525.656930473244	24.852377731388298	35.14520135349079	3.644546834548801	296.35318802025165	2.0085715976254962e-07	0.0013882432128489541	2.4986115559299957	9.815362902751522e-09	0.0022507956378139803	0.0004303137989973704	0.0	0.00036964446483155863	0.0005530121521037022	0.0011713709030706438	0.00022465237066007527	0.9996285858048932	8.710492503796688e-07	0.00016938576511388393	0.004275980906042678	0.6953941961522714	1.1187200446812126e-05	2.9704900044344347e-06	0.00014508500143250463	4.461973737257444e-10	2.2007087273924428e-08	4.185046019643089e-05	0.38944010512412436	9.596019700393049	0.001509928585128125	0.108213067808162	5.0405069214111137e-05	0.00969052376589952	0.17654808282313517	19.8010978599098	0.0005829332307954832	0.00010793272807872171	0.01182505119252674	1.7290035915938888e-08	1.9108354161641047e-06	4.821144649088193e-05	29.999468334948318	0.00015876144433680785	0.0003096617888060262	62.679966404135634	107.30027431495584	0.0002726866949119796	3.6956108022615135e-05	5.1208049205302384e-05	5.923056329681625e-06	0.0018168532867802094	0.005235751986751587	8.477071481950456e-06	0.00012692833615525478	2599.9998645945934	1.0951483425054362e-05	6.903189209325198e-05	0.002385426368945707
