time	TFPI	VIIa_TF	VIIa_TF_X	VIIa_TF_Xa	X	Xa	Xa_TFPI	Xa_TFPI_VIIa_TF
4.0.8.0	0.004166520761355001	0.126942029113701	0.010003839644722	0.128068133678062	18.74975194916556	148.71624359827294	1.660846781675122	0.7349856975635171
4.0.96.0	0.004129140253995	0.12367408047594601	0.009407641011489	0.12511128331565702	18.09844729435762	149.37106392156917	1.6540631645490902	0.74180669519691
5.0.12.0	0.004094570985295001	0.120642361383077	0.0088660136636	0.122356578682715	17.48528116812509	149.98749181051383	1.64776968274409	0.748134746270609
5.0.28.0	0.004062537343747	0.117828593614477	0.008372665594368	0.11979046450954801	16.906809204275373	150.56899120296438	1.641928486374639	0.7540079762816071
5.0.44.0	0.004032797382532	0.11521607267128602	0.007922147291226	0.11740024972839101	16.35997992349825	151.11863147686455	1.6365049723083631	0.7594612303090991
5.0.6000000000000005.0	0.004005137814031	0.112789511455954	0.007509723793558001	0.11517406615712801	15.842082679163601	151.6391396686996	1.631467463592601	0.764526398593361
5.0.76.0	0.003979369885116	0.110534902124962	0.0071312684528	0.113100825124143	15.350703424573926	152.13294485173415	1.626786925816781	0.7692327042980961
5.0.92.0	0.003955325955242	0.10843939367285901	0.006783174344719	0.111170173449326	14.883686988599031	152.60221598956207	1.622436715511654	0.773606958533098
6.0.08.0	0.003932856639656	0.10649118317578801	0.006462280104559	0.10937244977419701	14.439104789247336	153.04889433751347	1.6183923564148799	0.7776737869454571
6.0.24.0	0.003911828410332	0.10467941893077301	0.006165807597693001	0.10769864192422501	14.015227108653775	153.47472127023454	1.6146313400423522	0.78145583154731
6.0.4.0	0.003892121570123	0.102994113984521	0.0058913093431240005	0.106140345759286	13.610499208700249	153.8812622577673	1.6111329475168001	0.7849739309130711
6.0.5600000000000005.0	0.0038736285331930002	0.10142606876144801	0.0056366240059220005	0.104689725802329	13.223520692122126	154.2699275866027	1.6078780900364982	0.7882472814303021
6.0.72.0	0.0038562523582670004	0.099966801682246	0.005399838591279	0.10333947781569501	12.853027615754696	154.64199032019658	1.604849165730948	0.79129358191078
6.0.88.0	0.0038399054917570004	0.09860848681770801	0.005179256225283001	0.10208279340748301	12.497876945407175	154.9986019104518	1.6020299309587092	0.794129163549527
7.0.04.0	0.00382450868607	0.09734389775225101	0.004973368609758001	0.10091332668826201	12.15703300952639	155.34080580386163	1.599405384364194	0.796769106949731
7.0.2.0	0.00380999006482	0.096166356941891	0.0047808324011950004	0.09982516295471001	11.829555664318175	155.66954933039068	1.5969616622329692	0.799227347702205
7.0.36.0	0.0037962843118900004	0.09506968994520901	0.004600448895170001	0.098812789346712	11.51458992869165	155.9856941173783	1.594685943875195	0.801516771812909
7.0.5200000000000005.0	0.0037833319653180005	0.09404818398605701	0.004431146504215	0.097871067404473	11.211356885150689	156.2900252329059	1.59256636592942	0.8036493021052561
7.0.68.0	0.0037710788003410003	0.093096550375346	0.004271965603812	0.09699520743961501	10.919145674066463	156.5832592316904	1.5905919446184251	0.8056359765812281
7.0.84.0	0.0037594752885450004	0.09220989037822601	0.004122045392061	0.096180744627017	10.637306434815459	156.86605125045392	1.5887525051087512	0.8074870196026981
8.0.	0.0037484761222630002	0.091383664163614	0.003980612466634	0.095423516720884	10.365244069013352	157.1390012779213	1.587038617228861	0.8092119066488691
8.0.16.0	0.0037380397951070005	0.090613662516869	0.0038469708704410004	0.09471964329802	10.10241271928622	157.4026597063403	1.585441536890215	0.810819423314671
8.0.32.0	0.0037281282309640004	0.089895981034165	0.0037204933968690004	0.09406550643276801	9.848310872318313	157.65753225608287	1.58395315263283	0.8123177191362001
8.0.48.0	0.0037187064549940004	0.08922699655001701	0.0036006139781290004	0.093457732710853	9.602477007805152	157.90408435196073	1.582565936783997	0.813714356761003
8.0.64.0	0.0037097423011270003	0.08860334557784601	0.0034868210073740005	0.09289317649311701	9.364485725832303	158.1427450189682	1.581272900777202	0.8150163569216641
8.0.8.0	0.0037012061513990004	0.08802190456836301	0.0033786514678740003	0.09236890434433301	9.1339442944306	158.37391035590844	1.580067554229162	0.8162302396194321
8.0.96.0	0.0036930707031150004	0.08747977181218	0.0032756857613940003	0.09188218054687401	8.910489566901516	158.5979466374932	1.578943867417325	0.8173620618795531
9.0.120000000000001.0	0.003685310760438	0.08697425083205701	0.0031775431438080004	0.091430453623686	8.693785225189622	158.8151930888032	1.577896236839106	0.81841745240045
9.0.28.0	0.0036779030474500003	0.08650283512676801	0.003083877689225	0.09101134379969401	8.483519311287994	159.0259643702704	1.576919453568228	0.8194016433843151
9.0.44.0	0.0036708260401510004	0.08606319414320901	0.0029943747151710003	0.09062263133534501	8.279402013552016	159.2305528064375	1.5760086741535662	0.820319499806277
9.0.6.0	0.0036640598151880003	0.08565316036619801	0.0029087476108	0.09026224567047601	8.081163678995123	159.42923038753867	1.5751593938322772	0.8211755463525281
9.0.76.0	0.0036575859134330003	0.085270717426755	0.00282673501817	0.08992825532086901	7.88855302625306	159.62225056932124	1.574367421852351	0.82197399223421
9.0.92.0	0.0036513872167200003	0.084913989139657	0.0027480983233920003	0.089618858473965	7.7013355370201975	159.80984989339902	1.573628858720286	0.8227187540629881
10.0.08.0	0.0036454478363140003	0.084581229389961	0.00267261942031	0.08933237423395901	7.51929200645653	159.99224944772544	1.572940075207907	0.823413476955773
10.0.24.0	0.0036397530118430005	0.08427081279600401	0.002600098714263	0.08906723447008301	7.342217235399451	160.1696561844279	1.572297692968497	0.8240615540196541
10.0.4.0	0.003634289019573	0.083981226083435	0.0025303533377780004	0.088821976225241	7.169918849242771	160.34226411021368	1.5716985666268721	0.824666144353549
10.0.56.0	0.00362904308905	0.083711060111015	0.002463215553614	0.08859523464525601	7.002216230110698	160.51025536277945	1.571139767220827	0.8252301896901181
10.0.72.0	0.003624003327261	0.0834590024945	0.002398531323731	0.08838573639189501	6.838939550493979	160.67380118511764	1.5706185668828572	0.8257564297898771
10.0.88.0	0.0036191586495370005	0.083223830779868	0.002336159025442	0.08819229350553401	6.6799288978607265	160.83306280825784	1.570132424661299	0.826247416689158
11.0.040000000000001.0	0.0036144987165270003	0.08300440612161501	0.002275968298303	0.08801379768581201	6.525033480932204	160.98819225180029	1.5696789733891952	0.8267055278942721
11.0.200000000000001.0	0.003610013876659	0.08279966742578601	0.0022178390073230004	0.087849214960956	6.374110909347167	161.13933305056125	1.569256007517398	0.827132978605938
11.0.36.0	0.003605695113533	0.082608625921037	0.002161660309808	0.087697580718558	6.227026539346212	161.286620914739	1.56886147183586	0.8275318330506011
11.0.52.0	0.0036015339977950003	0.082430360124189	0.002107329814645	0.08755799507263501	6.083652878906997	161.4301843302035	1.568493451013665	0.827904014988534
11.0.68.0	0.0035975226430590003	0.08226401116967601	0.002054752824176	0.08742961854355501	5.94386904646612	161.57014510480914	1.5681501598943401	0.8282513174625961
11.0.84.0	0.0035936536654940002	0.082108778474876	0.0020038416499190003	0.08731166802916601	5.807560277986061	161.70661886600038	1.5678299344884592	0.8285754118460431
12.0.	0.0035899201467520002	0.081963915715692	0.001954514994423	0.087203413047002	5.674617477676561	161.83971551442886	1.5675312236103571	0.828877856242886
12.0.16.0	0.003586315599921	0.08182872708888701	0.001906697392413	0.087104172228897	5.544936808167964	161.96953963781078	1.567252581110268	0.829160103289806
12.0.32.0	0.0035828339382320004	0.081702563839619	0.0018603187051210001	0.08701331005066701	5.418419316367338	162.09619088881524	1.566992658657166	0.829423507404597
12.0.48.0	0.0035794694462850003	0.08158482103437001	0.001815313662412	0.08693023378077	5.294970591613094	162.21976433039018	1.566750199031259	0.829669331522451
12.0.64.0	0.0035762167535580004	0.08147493456108501	0.001771621447882	0.08685439063299501	5.174500453086639	162.34035075158616	1.5665240298883951	0.8298987533580421
12.0.8.0	0.0035730708100100003	0.081372378339769	0.0017291853226200002	0.086785265109263	5.056922663744831	162.4580369566333	1.5663130579616351	0.8301128712283511
12.0.96.0	0.0035700268635920004	0.08127666172813401	0.0016879522838200002	0.08672237651967	4.942154668309514	162.57290602975047	1.5661162636680261	0.8303127094683791
13.0.120000000000001.0	0.0035670804395060004	0.081187327108086	0.001647872754796	0.08666527666771201	4.8301173530938435	162.68503757792294	1.5659326960910809	0.8304992234694101
13.0.280000000000001.0	0.0035642273210620004	0.08110394763996001	0.0016089003033300001	0.08661354768957401	4.720734825662778	162.79450795366503	1.565761468311794	0.830673304367139
13.0.44.0	0.003561463532001	0.081026125172412	0.0015709913856260002	0.086566800037063	4.6139342125201175	162.90139045958878	1.565601753063091	0.830835783404902
13.0.6.0	0.003558785320161	0.080953488296799	0.0015341051133780001	0.08652467059452601	4.50964547318913	163.00575553642287	1.565452778684534	0.8309874359953001
13.0.76.0	0.0035561891423690002	0.080885690535744	0.0014982030417520001	0.08648682092076701	4.4078012292107545	163.10767093596894	1.565313825355884	0.8311289855017411
13.0.92.0	0.003553671650474	0.080822408656331	0.0014632489762940002	0.08645293560755901	4.308336606724032	163.20720188034258	1.5651842215897	0.831261106759821
14.0.08.0	0.003551229678413	0.08076334109912901	0.001429208796965	0.086422720746976	4.211189091420179	163.30441120871438	1.565063340964648	0.831384429356934
14.0.24.0	0.003548860230232	0.08070820651485201	0.0013960502977070001	0.08639590250026001	4.116298394775601	163.39935951265687	1.564950599082578	0.831499540687185
14.0.4.0	0.0035465604689900003	0.08065674240110901	0.001363743040078	0.086372225761445	4.023606330571725	163.49210526109604	1.564845450733632	0.831606988797372
14.0.56.0	0.003544327706472	0.080608703832227	0.001332258219641	0.08635145290945101	3.933056700802082	163.58270491577568	1.564747387254838	0.8317072850386841
14.0.72.0	0.003542159393642	0.080563862275652	0.0013015685439560002	0.086333362642735	3.844595190150436	163.67121303805698	1.5646559340686932	0.831800906537661
14.0.88.0	0.003540053111791	0.080522004488898	0.0012716481210670002	0.08631774889103401	3.75816926829908	163.75768238780117	1.564570648389201	0.831888298499005
15.0.040000000000001.0	0.003538006564311	0.080482931491459	0.001242472357559	0.086304419799077	3.673728099394457	163.84216401501388	1.564491117083778	0.8319698763519091
15.0.200000000000001.0	0.0035360175690620005	0.080446457606496	0.001214017865288	0.086293196777494	3.591222458058724	163.92470734486824	1.564416954680211	0.8320460277507271
15.0.36.0	0.0035340840512710003	0.08041240956747	0.0011862623760090002	0.08628391361647801	3.510604651391501	164.005360256668	1.564347801508681	0.8321171144400481
15.0.52.0	0.0035322040369360004	0.08038062568526501	0.001159184663186	0.08627641565803801	3.431828446456372	164.08416915726013	1.564283321969548	0.8321834739935151
15.0.68.0	0.003530375646682	0.08035095507162701	0.0011327644703370001	0.086270559022983	3.354849002792278	164.1611790493619	1.564223202918257	0.8322454214350591
15.0.84.0	0.0035285970900560005	0.08032325691506301	0.001106982445323	0.086266209889003	3.279622809531216	164.23643359522535	1.564167152159325	0.8323032507506161
16.0.	0.003526866660199	0.08029739980561801	0.001081820080065	0.086263243816492	3.206107626741407	164.3099751760231	1.564114897041967	0.8323572362978301
