time	C1	C2	C2a	C2b	C3	C3a	C3b	C4	C4BP	C4BP_C4b	C4BP_GlcNac_LF_CRP	C4BP_PC_CRP	C4BP_PC_CRP_LF	C4a	C4b	C4b_C2a	C4b_C2a_C4BP	CRP	GlcNac	GlcNac_HF	GlcNac_HF_MASP	GlcNac_LF	GlcNac_LF_C1_MASP	GlcNac_LF_CRP	GlcNac_LF_CRP_C1	GlcNac_LF_CRP_MASP	GlcNac_LF_MASP	HF	LF	MASP	PC	PC_CRP	PC_CRP_C1	PC_CRP_LF	PC_CRP_LF_C1	PC_CRP_LF_C1_MASP	PC_CRP_LF_MASP	X	dC3b	dC4b_C2a	dC4b_C2a_C4BP	iC4b_C2a
7000.0.	2469.970028640104	189.17560564791626	0.128690603292566	120.82439435208319	4512.666910194684	137.33308980531598	0.180455723037481	617.6595705099508	10.106417774397693	27.310256389560244	7.705018222549079e-26	0.002784918798634	0	152.34042949004987	4.334469351698876	0.03342330683151	0.21066245905786102	1.9672242808608522	-7.694420274669404e-26	-2.2380408144349324e-27	-5.6005683480122026e-27	-2.7558060647966866e-24	0	5.366625933097618e-28	1.188662177162147e-24	1.34043350518576e-27	-6.898953109385459e-24	-2.499416145227739e-24	19.99986755113778	6.79990542311268	3.880860849492401e-06	1.9345854199426753e-05	0.029839005624061003	3.600861317346122e-08	3.78359663197592e-05	9.451828657032208e-05	5.8600751959328704e-08	0.0005	0.07491019868352601	0.16390170562966902	1.033048798975125	116.8665542479206
7200.0.	2469.969546520166	184.75160776703132	0.09943637163780701	125.24839223296796	4493.233427051547	156.76657294845054	0.21380120279088802	610.8260997323272	8.30136362898343	28.51535009201328	6.146655091951433e-26	0.002302659020711	0	159.1739002676736	5.509594314329985	0.039770782621167004	0.20590496799527702	1.967224304824565	-7.634045933950538e-26	-2.238020139300711e-27	-5.600505552679332e-27	-2.734181856694697e-24	0	5.165465032250852e-28	1.127942570212082e-24	1.297302604516464e-27	-6.844814575647846e-24	-2.499416228698207e-24	19.999862063031753	6.799901502288777	3.904824562364629e-06	1.9458341964108152e-05	0.030315640844470002	3.702830157588089e-08	3.9402228762568065e-05	9.843674222850068e-05	6.096899811103972e-08	0.0005	0.08875238971089301	0.195061686059526	1.00989048136651	120.96642467869395
7400.0.	2469.969133576863	180.3604171316366	0.076797094342123	129.63958286836274	4470.234586388966	179.7654136110313	0.252505820981729	603.9227858489019	6.794983811944929	29.541473377641502	4.6218364587073525e-26	0.001889657740498	0	166.07721415109907	6.9729549994366735	0.047207739357143	0.20006360959403602	1.967224314893802	-7.574145816621596e-26	-2.238018649989595e-27	-5.6004980187155264e-27	-2.7127275038745606e-24	0	4.736719459741118e-28	1.067573330017989e-24	1.190965166516705e-27	-6.791101291119483e-24	-2.4994162377214827e-24	19.999856553103967	6.799897565678365	3.914893800100246e-06	1.950290173862341e-05	0.03072307756788	3.8005135692549274e-08	4.097456931003418e-05	0.00010237098093100001	6.33407042214703e-08	0.0005	0.104822752037575	0.231578483592552	0.9814150240303021	124.96182797369288
7600.0.	2469.9687949856357	176.01450024922087	0.05966847899631501	133.98549975077847	4443.198515444479	206.8014845555166	0.29530594316678505	596.9673520924749	5.579476369581734	30.375379962641684	3.432325024790647e-26	0.0015510639890330001	0	173.0326479075259	8.73143667310172	0.055535303738452	0.193259710461816	1.967224315294622	-7.514716327072498e-26	-2.2380185452757952e-27	-5.600494470350933e-27	-2.691441720387622e-24	0	4.282310447469479e-28	1.004456235118158e-24	1.077308400121322e-27	-6.737810062595295e-24	-2.4994162413745606e-24	19.999851037693734	6.799893625019094	3.915294619182824e-06	1.950170780549601e-05	0.03105615670223	3.895149474639071e-08	4.254837390941023e-05	0.00010630927013400001	6.571077276604976e-08	0.0005	0.12259820871243701	0.27247912247578604	0.948211034529797	128.8324063444694
7800.0.	2469.968526558452	171.72538504892552	0.046890928860843006	138.27461495107383	4411.818202443554	238.1817975564429	0.34021913951779104	589.9773379928808	4.622422761010129	31.029172643268712	2.5438454149931378e-26	0.001282658420151	0	180.02266200711995	10.765765341637868	0.06442130293072801	0.185732608723151	1.967224311293247	-7.455753774452109e-26	-2.2380185401528252e-27	-5.600491210990775e-27	-2.6703231854012347e-24	0	3.830991118039169e-28	9.389185553917494e-25	9.642845882366115e-28	-6.684937591538669e-24	-2.499416244639045e-24	19.999845525974848	6.799889686940692	3.911293243940976e-06	1.9480795857958562e-05	0.031319075465553	3.988366069631507e-08	4.412108222004329e-05	0.00011024498178400002	6.807752775433366e-08	0.0005	0.141256087801495	0.316133311959205	0.9114409550835441	132.5614587815525
8000.0.	2469.9683175684195	167.5025818306279	0.037388965174207006	142.49741816937146	4375.995159425154	274.0048405748368	0.38509884107864	582.9682910021696	3.877735719866242	31.531136922256405	1.8870245519190742e-26	0.001073692476805	0	187.0317089978313	13.040542871377173	0.073497183890794	0.17776482465367902	1.967224306674785	-7.397254483150463e-26	-2.2380185421162907e-27	-5.600487975851297e-27	-2.64937058269027e-24	0	3.387801286231013e-28	8.716474945772202e-25	8.532703729095406e-28	-6.632480584518876e-24	-2.4994162478722217e-24	19.999840020733597	6.799885753485874	3.9066747814030175e-06	1.9458030578261032e-05	0.031522563551384004	4.0813422865255655e-08	4.569193889409296e-05	0.00011417607280200001	7.044133070874891e-08	0.0005	0.159904324009452	0.36072947725325805	0.8724819002439911	136.13755764141695
8200.0.	2469.9681553834785	163.35318778145492	0.030277197656131002	146.64681221854443	4335.829518468129	314.170481531865	0.42811058192928003	575.952893594194	3.2984233101749902	31.913860719116617	1.399334091892307e-26	0.0009115250135240001	0	194.0471064058068	15.516710665801524	0.08244213327602401	0.169612690454494	1.967224303099206	-7.339214806430061e-26	-2.238018544646166e-27	-5.600484745751011e-27	-2.628582605902236e-24	0	2.953018140542734e-28	8.0326359120311095e-25	7.443685133825023e-28	-6.580435769925637e-24	-2.4994162510997905e-24	19.9998345212367	6.799881824152505	3.903099203075832e-06	1.9440832777598092e-05	0.031679252291158005	4.174601035545398e-08	4.7261169825538174e-05	0.00011810304435400001	7.280314622510241e-08	0.0005	0.177779798851388	0.40468927439226104	0.8325887268627291	139.55466013004434
8400.0.	2469.968028643959	159.2820800933505	0.024886863796365	150.71791990664886	4291.576778750611	358.4232212493825	0.46793372993089505	568.9409951909171	2.844222347136899	32.20655432367704	1.032585598867434e-26	0.0007847950083170001	0	201.05900480908394	18.159417442553934	0.09101909864289301	0.161474115419935	1.9672243008607602	-7.281631128089978e-26	-2.238018547314412e-27	-5.6004815183915265e-27	-2.6079579594852517e-24	0	2.525497846529022e-28	7.342445449954578e-25	6.373008803779356e-28	-6.528799902325712e-24	-2.4994162543244826e-24	19.99982902566585	6.799877897644644	3.900860756789788e-06	1.943025908077416e-05	0.031800499537664	4.268246689361325e-08	4.8829296352302124e-05	0.00012202719151000001	7.516384954725525e-08	0.0005	0.19433272178903901	0.44684571538146406	0.792734457356968	142.81120919643945
8600.0.	2469.967928370698	155.29236397084662	0.020737513487889003	154.70763602915272	4243.596582768331	406.4034172316609	0.5037487288169991	561.9400953934888	2.483737828878549	32.43236322407899	7.522192909403073e-27	0.0006845248499020001	0	208.05990460651228	20.940642866767888	0.09907319909624701	0.153487003159614	1.967224299719184	-7.224499862249575e-26	-2.2380185500794514e-27	-5.6004782926394885e-27	-2.5874953587692937e-24	0	2.1039615861453317e-28	6.649318649229319e-25	5.317455814315602e-28	-6.47756976362329e-24	-2.49941625754747e-24	19.999823532309126	6.799873972735416	3.899719180482749e-06	1.9424997223559052e-05	0.031895282742791	4.362218859943753e-08	5.039680412291595e-05	0.000125949740527	7.75240628174153e-08	0.0005	0.209221640305632	0.48643591846155104	0.753599929473702	145.90893291290595
8800.0.	2469.967847881393	151.38583005779614	0.017491521998828002	158.6141699422032	4192.308169563255	457.69183043673775	0.535135252930871	554.955906651574	2.193612596258946	32.60854404619865	5.341779183442667e-27	0.000604034247059	0	215.044093348427	23.838870882023365	0.106514682481881	0.145740739049112	1.9672242993376081	-7.167817452498286e-26	-2.238018552914101e-27	-5.6004750676658425e-27	-2.567193529704937e-24	0	1.6874087318434181e-28	5.9556197727655025e-25	4.274481302531475e-28	-6.4267421626762095e-24	-2.499416260769609e-24	19.999818039904046	6.799870048517966	3.8993376049841554e-06	1.9423374193336273e-05	0.031970282945156005	4.456424504216424e-08	5.196404970082921e-05	0.00012987159785600002	7.98841831179057e-08	0.0005	0.222271209585988	0.523017507111174	0.7156283599051141	148.8517683714594
9000.0.	2469.9677823185516	147.56332538874162	0.014912514311095	162.43667461125773	4138.1567893046895	511.8432106953029	0.5619602344717061	547.9928331537598	1.95679485476556	32.74762761772099	3.618070245432833e-27	0.000538467360731	0	222.00716684624115	26.837777131572953	0.113300296139359	0.138289468842609	1.967224299433645	-7.111580371222389e-26	-2.2380185557942982e-27	-5.600471842908985e-27	-2.547051208618328e-24	0	1.27514940314588e-28	5.262972080280349e-25	3.242323420282285e-28	-6.376313934667958e-24	-2.499416263991485e-24	19.999812547624924	6.799866124398397	3.899433641792024e-06	1.9424019464392533e-05	0.032030356811055004	4.550783768084222e-08	5.353126566175509e-05	0.00013379335716100002	8.224444597885265e-08	0.0005	0.23342564947165903	0.556377019733139	0.679089635111617	151.64504096899014
9200.0.	2469.9677281649706	143.82502688542044	0.012833850441477002	166.1749731145789	4081.5902806156546	568.4097193843396	0.584285245019676	541.0543324353318	1.7608713404781642	32.858649109827475	2.234897324672771e-27	0.00048430815921400003	0	228.945667564669	29.924879190703553	0.11941814747567502	0.131163026449896	1.967224299805417	-7.055785119051289e-26	-2.238018558701942e-27	-5.600468618020748e-27	-2.5270671419972492e-24	0	8.667313366312358e-29	4.572494592380684e-25	2.219825332807287e-28	-6.32628194048462e-24	-2.4994162672134667e-24	19.999807054976387	6.799862200019959	3.899805413010891e-06	1.9425962614221354e-05	0.032079021049114004	4.645238561584883e-08	5.509859121243887e-05	0.000137715375065	8.460497977966626e-08	0.0005	0.24271021409376303	0.586455414604726	0.6441336324338061	154.29488452342795
9400.0.	2469.9676828580946	140.17063537201116	0.011136573803169	169.82936462798818	4023.0435534054645	626.9564465945302	0.602297770829723	534.143175272845	1.596751609639261	32.948146783820846	1.1100967472320632e-27	0.000438994864585	0	235.85682472715573	33.09044988914935	0.12487673960071101	0.12437489479112601	1.967224300318707	-7.000428224428225e-26	-2.238018561624649e-27	-5.600465392803776e-27	-2.5072400863226407e-24	0	4.618625331286233e-29	3.8849660633699582e-25	1.2062399581040259e-28	-6.276643066209126e-24	-2.499416270435761e-24	19.99980156168877	6.799858275188117	3.900318702402987e-06	1.942856166288574e-05	0.032118837943787004	4.7397494536899016e-08	5.6666101879507044e-05	0.000141637846042	8.696584449665825e-08	0.0005	0.25020259165783704	0.613294093066798	0.6108292860027741	156.80784656053464
9600.0.	2469.9676445100163	136.59951167044608	0.009734486657841001	173.40048832955327	3962.928787141256	687.0712128587392	0.616262544267784	527.2616293198289	1.457708560328749	33.02089627597374	1.8458907517400411e-28	0.00040064006455100003	0	242.7383706801717	36.32672056130199	0.129697424712008	0.11792772812702601	1.967224300887879	-6.945506243265115e-26	-2.2380185645543592e-27	-5.600462167160437e-27	-2.487568807934015e-24	0	6.035368283844338e-30	3.2009343888204542e-25	2.0108320098139e-29	-6.227394222721633e-24	-2.499416273658475e-24	19.99979606763882	6.799854349813625	3.9008878745979655e-06	1.943140832026938e-05	0.03215169527804	4.83429053642309e-08	5.823383192824487e-05	0.000145560859321	8.932705753975445e-08	0.0005	0.2560126484942	0.636997742191675	0.579191768703052	159.19062488855636
9800.0.	2469.967611711312	133.11077231220682	0.008564142887564	176.88922768779253	3901.6296303377712	748.3703696622248	0.6264877888494691	520.4115887335892	1.3387012797517341	33.08042843771719	-5.8483980658622135e-28	0.000367834639268	0	249.58841126641147	39.62731928378876	0.13390932689581	0.111817102717047	1.967224301459952	-6.891015758650176e-26	-2.238018567486003e-27	-5.6004589410564594e-27	-2.468052082917293e-24	0	-3.3792009991113137e-29	2.520788926468334e-25	-7.959639301685042e-29	-6.178532345376143e-24	-2.499416276881647e-24	19.999790572795085	6.799850423873279	3.901459947963018e-06	1.9434250715268154e-05	0.032179002445116005	4.928845060820658e-08	5.980178977565663e-05	0.000149484438115	9.168861049408824e-08	0.0005	0.26026837809122	0.657709336942037	0.5492010218127571	161.4498941799412
10000.0.	2469.967583395084	129.70335748324845	0.007578117925242001	180.2966425167509	3839.498160709006	810.5018392909902	0.633302042700673	513.5946663209277	1.2359022060227471	33.12938894341453	-1.230331550952201e-27	0.00033951187183800004	0	256.40533367907256	42.98688033683184	0.137545957724506	0.10603405379001801	1.967224302003212	-6.836953380600816e-26	-2.2380185704164812e-27	-5.6004557144965604e-27	-2.448688697011436e-24	0	-7.330435580909477e-29	1.844808507740601e-25	-1.785117535177399e-28	-6.130054393739044e-24	-2.4994162801052756e-24	19.999785077181905	6.799846497384039	3.902003209302047e-06	1.943693863952935e-05	0.032201826368179004	5.0234022975796976e-08	6.136996814203651e-05	0.00015340856548800002	9.40504798219304e-08	0.0005	0.26310625379401303	0.6755934741888621	0.520814313049052	163.59219353305025
10200.0.	2469.9675587425927	126.37607985518336	0.006740439531545001	183.62392014481597	3776.8537326254145	873.1462673745812	0.6370383864266831	506.81225975368193	1.1463667101505899	33.16978749525821	-1.7761729934639183e-27	0.00031485312792000003	0	263.18774024631824	46.400773045775075	0.14064296948498	0.100566791594258	1.967224302499569	-6.783315745772784e-26	-2.2380185733439683e-27	-5.6004524875085996e-27	-2.42947744550121e-24	0	-1.125076440880862e-28	1.1731936642123152e-25	-2.766529644250892e-28	-6.081957351303023e-24	-2.499416283329336e-24	19.999779580856217	6.799842570386331	3.9024995663770845e-06	1.9439386900592772e-05	0.03222098584179	5.117955420028449e-08	6.293835059193409e-05	0.000157333201042	9.641263364235037e-08	0.0005	0.26466466313769205	0.6908253105910751	0.49397474825822	165.6238552739749
10400.0.	2469.9675371172575	123.12766019407319	0.006023445831549	186.8723398059262	3713.983102247523	936.0168977524728	0.6380238452404671	500.0655997684945	1.067800630662096	33.20317138016807	-2.240987313572966e-27	0.00029322188082400003	0	269.9344002315056	49.86491249124227	0.143236668829849	0.095401866026704	1.967224302939553	-6.730099517309551e-26	-2.2380185762674462e-27	-5.600449260133461e-27	-2.410417133161284e-24	0	-1.5140629107387662e-28	5.0608857067378824e-26	-3.7403123496646067e-28	-6.0342382253360946e-24	-2.499416286553788e-24	19.999774083892788	6.799838642933448	3.902939549667755e-06	1.9441551440684642e-05	0.032237117520931	5.212500118989221e-08	6.450691569389423e-05	0.000161258291523	9.877503599612249e-08	0.0005	0.265079495707983	0.7035832444976571	0.468617057475869	167.550961664322
10600.0.	2469.967518017989	119.9567536546814	0.005405594147967	190.043246345318	3651.1414020596294	998.8585979403659	0.636572429982994	493.3557856921225	0.9983950985483201	33.23074740155222	-2.6392494202408685e-27	0.00027411706259500003	0	276.64421430787763	53.37562615515489	0.14536304080644702	0.090524958430352	1.9672243033190902	-6.677301384573035e-26	-2.2380185791864113e-27	-5.600446032418638e-27	-2.391506574158601e-24	0	-1.9000374068953172e-28	-1.56403783650291e-26	-4.706552820751741e-28	-5.986894046630344e-24	-2.499416289778583e-24	19.999768586374927	6.799834715084854	3.903319087199358e-06	1.944341390871189e-05	0.032250722579279	5.307033703053713e-08	6.60756396372947e-05	0.000165183777505	1.011376494933825e-07	0.0005	0.264481245586111	0.7140441107467821	0.44467153499522805	169.3793206049882
10800.0.	2469.967501045788	116.8619694789535	0.004869910466157	193.13803052104592	3588.5536640412697	1061.4463359587269	0.6329807491989451	486.6838119719632	0.936707826592398	33.253468465956274	-2.982350492646524e-27	0.000257139676557	0	283.3161880280369	56.92955895150048	0.14705711688303102	0.085921419955387	1.967224303637441	-6.624918062943107e-26	-2.2380185821006784e-27	-5.60044280441425e-27	-2.3727445919798306e-24	0	-2.283028303407604e-28	-8.142109392623881e-26	-5.665322680849396e-28	-5.939921869316138e-24	-2.4994162930036735e-24	19.99976308838867	6.799830786902029	3.903637438007598e-06	1.9444971791209842e-05	0.032262200102831005	5.401554520460782e-08	6.764449785774379e-05	0.00016910959754100002	1.035004369350645e-07	0.0005	0.262993183785871	0.722380068985884	0.42206672243917503	171.11445423669363
11000.0.	2469.9674858795365	113.84188593352143	0.0044028766259160005	196.15811406647794	3526.416677767117	1123.5833222328793	0.627525445733714	480.0505882296794	0.8815767697384971	33.27209577584553	-3.2793573249858676e-27	0.00024196859739900002	0	289.9494117703207	60.52360480462254	0.14835257641778501	0.08157663608287201	1.96722430389587	-6.572946293608982e-26	-2.2380185850102554e-27	-5.6004395761705716e-27	-2.3541300193562396e-24	0	-2.663060209231835e-28	-1.4672833674280902e-25	-6.6166839009386405e-28	-5.893318770671568e-24	-2.499416296229007e-24	19.99975759001935	6.799826858445952	3.9038958669792e-06	1.9446232088078824e-05	0.032271871293947	5.496061585378188e-08	6.921346602642007e-05	0.000173035690693	1.05863362273069e-07	0.0005	0.260730290050746	0.728756641251961	0.40073122872710704	172.7615962995638
11200.0.	2469.9674722582326	110.89506176655023	0.00399362048425	199.10493823344913	3464.90103179817	1185.0989682018258	0.6204619285123241	473.45695458933665	0.832056569531161	33.28724403804972	-3.537561967262002e-27	0.000228342808442	0	296.54304541066347	64.15485675964834	0.149281507665801	0.07747627079755001	1.9672243040968032	-6.521382843363789e-26	-2.2380185879152672e-27	-5.600436347736574e-27	-2.335661698189857e-24	0	-3.0401554202847e-28	-2.115588971221848e-25	-7.560692515372792e-28	-5.847081850936202e-24	-2.4994162994545356e-24	19.99975209134945	6.7998229297755906	3.904096799254052e-06	1.9447207267061433e-05	0.032279997236897	5.590554335935954e-08	7.078252063360707e-05	0.000176961998026	1.082263911503617e-07	0.0005	0.25779872369379203	0.733331534833305	0.38059495182852005	174.32569539861407
11400.0.	2469.9674599677887	108.02004508788674	0.0036333187713430003	201.97995491211267	3404.1532311126593	1245.846768887337	0.612024018929741	466.90369351771363	0.787371215535503	33.29941471610204	-3.76288510726829e-27	0.00021604820433100003	0	303.0963064822865	67.82057017284254	0.149874278106114	0.073606426873158	1.967224304243285	-6.470224504401685e-26	-2.238018590815907e-27	-5.600433119159089e-27	-2.31733847948069e-24	0	-3.414334833365248e-28	-2.759109051024963e-25	-8.497400967648342e-28	-5.801208233128137e-24	-2.4994163026802126e-24	19.999746592457473	6.7998190009470765	3.904243282157379e-06	1.9447912706634102e-05	0.032286792097111	5.685032478483576e-08	7.235163931309451e-05	0.00018088846343900002	1.1058949117519489e-07	0.0005	0.254295675063625	0.7362540031443621	0.361589883088895	175.81142219161043
11600.0.	2469.9674488311102	105.21538031565551	0.0033147515433330004	204.7846196843439	3344.2978151255197	1305.7021848744782	0.602424234762152	460.3915390571827	0.7468783924620841	33.30902076321163	-3.9601759916315234e-27	0.000204907670393	0	309.60846094281743	71.51813524680479	0.15015947947399902	0.06995374751877201	1.967224304338648	-6.419468094117257e-26	-2.2380185937123983e-27	-5.6004298904823635e-27	-2.2991592232548276e-24	0	-3.785618527689392e-28	-3.397835305792916e-25	-9.426859593683424e-28	-5.755695062863649e-24	-2.499416305905993e-24	19.99974109341736	6.799815072013287	3.904338644632236e-06	1.944836505825414e-05	0.032292433043222005	5.7794958851745033e-08	7.392080100235831e-05	0.000184815034088	1.1295263202552969e-07	0.0005	0.250309482444257	0.737664574487495	0.34365061970175503	177.2231791136855
11800.0.	2469.967438700554	102.47961365417058	0.0030319655094920004	207.52038634582888	3285.4394241628424	1364.5605758371548	0.591854510656598	453.92118408684405	0.710042328121481	33.3164052349741	-4.133438151773334e-27	0.000194773542	0	316.07881591315606	75.24505629786208	0.15016392419993402	0.066505476549281	1.967224304386289	-6.369110454906891e-26	-2.238018596604975e-27	-5.600426661747875e-27	-2.2811227984932836e-24	0	-4.154026124646581e-28	-4.031767577021226e-25	-1.0349117549870821e-27	-5.7105395081790104e-24	-2.4994163091318348e-24	19.999735594298283	6.799811143023694	3.904386285407571e-06	1.944858125117849e-05	0.032297067788704004	5.8739445290910184e-08	7.548998599970889e-05	0.000188741660527	1.153157854515081e-07	0.0005	0.24591993061343	0.7376950335625351	0.32671467024849404	178.56511166625398
12000.0.	2469.967429452132	99.81129744329688	0.002780017311326	210.1887025567025	3227.664779394273	1422.335220605724	0.5804872050124921	447.4932860762845	0.6764129123561661	33.3218554357848	-4.286001230813061e-27	0.000185521812614	0	322.5067139237156	78.99893594853906	0.14991267616700002	0.063249489591281	1.9672243043895472	-6.319148453971958e-26	-2.238018599493881e-27	-5.600423432994312e-27	-2.2632280830615307e-24	0	-4.51957701507448e-28	-4.660912132158625e-25	-1.126422339152321e-27	-5.665738759354125e-24	-2.4994163123576987e-24	19.99973009516466	6.799807214024377	3.904389543123409e-06	1.9448577865611293e-05	0.032300820384604	5.968378441049087e-08	7.705917595784925e-05	0.00019266829670400003	1.1767892521358859e-07	0.0005	0.241198668728888	0.736468572260332	0.31072261591410705	179.84112058576628
12200.0.	2469.9674209810228	97.20899363076418	0.002554775254895	212.79100636923522	3171.04455360805	1478.9554463919476	0.568476285098864	441.10847167454364	0.6456094754060461	33.325613790085704	-4.4206531724822464e-27	0.000177047640999	0	328.8915283254565	82.77746294138989	0.149429104650488	0.060174304795241	1.9672243043516242	-6.269578983123754e-26	-2.238018602379345e-27	-5.600420204257633e-27	-2.245473963639665e-24	0	-4.882290493320946e-28	-5.285280344700405e-25	-1.2172225420748411e-27	-5.621290028737878e-24	-2.49941631558355e-24	19.999724596076337	6.799803285058126	3.904351620632959e-06	1.944837078422816e-05	0.032303795712899	6.062797682898924e-08	7.862835383949112e-05	0.00019659489985300002	1.200420269862638e-07	0.0005	0.236209702399611	0.7341000540317051	0.295618169096087	181.0548744101455
12400.0.	2469.96741319805	94.67127655618964	0.00235276541327	215.3287234438098	3115.6351197865224	1534.364880213475	0.555958608863895	434.7673403908348	0.617308077387823	33.327886270745275	-4.5397429322747605e-27	0.00016926183347900001	0	335.2326596091653	86.57840266002283	0.14873495267571302	0.057269079375359	1.967224304275547	-6.220398958590047e-26	-2.238018605261588e-27	-5.600416975571188e-27	-2.2278593356531606e-24	0	-5.2421858387188625e-28	-5.90488766923269e-25	-1.3073171892729241e-27	-5.577190550574962e-24	-2.499416318809354e-24	19.999719097088764	6.799799356164613	3.904275543012504e-06	1.9447974986197543e-05	0.032306083004722	6.157202329601616e-08	8.019750385142639e-05	0.00020052143032500003	1.224050682418746e-07	0.0005	0.23100992613755902	0.73069634995298	0.281348161373564	182.20982210738083
12600.0.	2469.967406026908	92.19673518932464	0.0021710502877870003	217.8032648106748	3061.4801708550103	1588.5198291449876	0.5430552463502281	428.4704675599207	0.5912314569915811	33.328849002086955	-4.6452610191572385e-27	0.00016208806569500001	0	341.52953244007944	90.3995896776049	0.147850414566976	0.054523596308085	1.9672243041641422	-6.171605320823223e-26	-2.238018608140818e-27	-5.600413746965871e-27	-2.210383103204197e-24	0	-5.599282356609639e-28	-6.519752838287466e-25	-1.3967111125261991e-27	-5.53343758083419e-24	-2.4994163220350798e-24	19.999713598253308	6.799795427380574	3.9041641382466585e-06	1.9447404467358483e-05	0.032307758618972005	6.251592459016239e-08	8.176661136770671e-05	0.000204447851405	1.247680281280303e-07	0.0005	0.22564967229107702	0.7263567193360211	0.267862481796044	183.3092055315548
12800.0.	2469.967399401943	89.78397493168454	0.0020071332389490003	220.21602506831493	3008.6122090961126	1641.3877909038852	0.529872797141011	422.21840673954324	0.567141024429305	33.328653472130625	-4.7389032011846536e-27	0.000155460670299	0	347.7815932604569	94.23892185324975	0.146794217949515	0.05192824450386	1.9672243040200352	-6.123195034310003e-26	-2.238018611017227e-27	-5.6004105184702865e-27	-2.19304417900355e-24	0	-5.953599399251716e-28	-7.129897227616703e-25	-1.4854091550805882e-27	-5.4900283970381995e-24	-2.4994163252606987e-24	19.999708099617507	6.799791498740017	3.90402003139637e-06	1.9446672209529695e-05	0.032308888254939	6.345968144992999e-08	8.333566284860363e-05	0.00020837412910200003	1.271308873431842e-07	0.0005	0.22017325848205102	0.7211732128843431	0.255113982659258	184.3560715481051
13000.0.	2469.9673932663845	87.43161906585622	0.0018588817867780001	222.56838093414328	2957.053907106858	1692.9460928931405	0.516504675678448	416.0116916531572	0.544830429508764	33.327430687542396	-4.8221213026143866e-27	0.00014932286163100002	0	353.9883083468429	98.09435560694354	0.145583707827041	0.049473994676638	1.9672243038456512	-6.075165087382661e-26	-2.2380186138909932e-27	-5.6004072901109154e-27	-2.175841484303015e-24	0	-6.305156369979705e-28	-7.735344350587318e-25	-1.573416173033794e-27	-5.44696029809449e-24	-2.4994163284861847e-24	19.9997026012254	6.799787570274431	3.903845647639061e-06	1.944579020379349e-05	0.032309528727886005	6.440329454033868e-08	8.490464575959448e-05	0.00021230023194800002	1.294936280164832e-07	0.0005	0.21461952167487303	0.7152310856106221	0.24305836325930702	185.35328372275492
13200.0.	2469.9673875709072	85.13830991820127	0.001724466364465	224.86169008179826	2906.81934464507	1743.1806553549286	0.5030323429418311	409.8508377658942	0.524120361559969	33.325294508101656	-4.896164012925239e-27	0.00014362530077500002	0	360.1491622341059	101.96390211057007	0.144234930233088	0.047152372662432	1.967224303643223	-6.027512492031748e-26	-2.2380186167622813e-27	-5.600404061912272e-27	-2.1587739488283766e-24	0	-6.653972720065463e-28	-8.33611945246793e-25	-1.660737034495638e-27	-5.404230604127795e-24	-2.499416331711512e-24	19.999697103117736	6.799783642012969	3.903643220240189e-06	1.944476948827171e-05	0.03230972940422	6.534676443192807e-08	8.647354849287147e-05	0.00021622613080500002	1.318562335928311e-07	0.0005	0.20902233005169202	0.7086092080932831	0.231654040871194	186.3035335080698
13400.0.	2469.9673822724626	82.90270978664854	0.0016023104629680001	227.097290213351	2857.9151273015314	1792.084872698467	0.48952647231422103	403.73634356256593	0.5048543142107851	33.322344346442954	-4.962109905049189e-27	0.00013832492774300002	0	366.2636564374342	105.8456241881028	0.142762714393692	0.04495543135182101	1.9672243034148051	-5.980234283720301e-26	-2.238018619631241e-27	-5.600400833897075e-27	-2.141840510712889e-24	0	-7.000067939298282e-28	-8.932249182625019e-25	-1.7473766173739612e-27	-5.361836656313762e-24	-2.499416334936659e-24	19.999691605332284	6.799779713982645	3.903414801506167e-06	1.9443620206123512e-05	0.032309533369502	6.62900915953601e-08	8.804236029286741e-05	0.00022015179867300002	1.342186887255471e-07	0.0005	0.20341106752242402	0.701380470122492	0.22086201436990702	187.20935088943259
13600.0.	2469.9673773333243	80.72350167459585	0.001491050289533	229.27649832540374	2810.341393973618	1839.6586060263805	0.476048041016121	397.66869158201354	0.48689511582381206	33.31866736764858	-5.020894326743662e-27	0.00013338400497700002	0	372.3313084179866	109.73763377522342	0.14118075217012302	0.042875722137491	1.967224303162278	-5.933327521199503e-26	-2.2380186224980132e-27	-5.60039760608638e-27	-2.125040116431293e-24	0	-7.343461544482653e-28	-9.523761327978659e-25	-1.83333980645738e-27	-5.319775816713907e-24	-2.499416338161602e-24	19.99968610790407	6.79977578620851	3.903162275020346e-06	1.9442351665110072e-05	0.032308978385121	6.723327640042199e-08	8.96110711865351e-05	0.00022407721051800002	1.3658097917641041e-07	0.0005	0.197811087355644	0.6936121712448581	0.21064572530807402	188.07311447275015
