	APC	HC	HC3	HC36	HC5	HC53	HC536	HC56	LC	LC_APC	Va	Va3	Va36	Va36_APC	Va3_APC	Va5	Va53	Va536	Va536_APC	Va53_APC	Va56	Va56_APC	Va5_APC	VaA3	VaA36	VaA53	VaA536	VaLCA1	VaLCA1_APC	Va_APC
0	1e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	7.65552203005178e-10	5.0093548856919414e-11	-2.3651618046616327e-13	-4.976500918150067e-17	-7.838082347014755e-12	-2.878347483504049e-12	-2.0077256807085555e-14	-1.1669863242661011e-14	-7.143546819686961e-10	7.534634879295717e-10	2.6629401993145974e-07	-1.4165435580739028e-09	-2.8406828609272656e-13	-1.0003670099852939e-13	-3.0011660984933566e-10	-4.6579657252999375e-08	-2.9019662005530684e-08	-2.6673761403738606e-10	3.687605239076039e-10	2.79819919405334e-08	-1.0034204023003208e-10	7.068302806275524e-11	-9.08696916392377e-09	-4.2379892999612865e-10	-8.795567253434445e-14	1.3952792373998953e-10	2.1689234199157557e-11	2.5691134926709187e-09	-2.831783220400432e-09	-7.72148215256389e-09
2	-2.5967306933063108e-09	1.4812992180852754e-10	-8.413601009981822e-13	-1.2598459005223466e-16	-2.0742838524556315e-11	-5.7506824321903583e-11	-8.469282874677185e-13	-1.1707075123287267e-13	-7.592080341809872e-09	7.66015511564769e-09	4.7493213773433474e-07	-2.930193963987745e-09	-3.6922938929029297e-13	-3.3813992733522727e-13	-7.401768414734803e-10	-6.251474776178379e-08	-2.646686412704763e-07	-4.006025541501062e-09	4.950785816735579e-09	1.974592760108166e-07	-5.106478314180119e-10	-8.953498867907807e-11	-1.0246667950694521e-07	-1.6570791305292536e-09	-3.256394861909993e-13	-2.2442826246082317e-08	3.391040517394668e-10	5.469383751272477e-08	-7.84549644770828e-08	-1.5721792295786724e-08
3	1.7114523044916385e-09	2.618313987567677e-10	-1.4696737988105437e-12	-1.7761256281188486e-16	-2.187138720821549e-11	-1.595998863321326e-10	-2.9319045208518248e-12	-2.0923035670193153e-13	-1.6228008778222754e-08	1.6303757917150285e-08	5.503344600939143e-07	-3.0409557385186302e-09	-2.496881413366785e-13	-1.9251617387990146e-13	-3.5167987157371557e-10	-5.393327245077332e-09	-4.943888288855988e-07	-1.0097925842723551e-08	1.2173266456601261e-08	3.6188817644502705e-07	-4.4601748924611293e-10	-5.627928960464202e-10	-1.3476677387252613e-07	-2.801217352556953e-09	-4.7504117168835e-13	-6.70286690171615e-08	1.0342557720964215e-09	1.709723058781071e-07	-2.3976841151690026e-07	-6.626802450051862e-09
4	7.701469350330917e-10	4.169096392705024e-10	-2.186143015434419e-12	-1.4834084455261317e-16	3.988888175048001e-11	-5.667027529266686e-10	-1.6206221116160225e-11	-6.9257249347227146e-15	-7.899828185019179e-08	7.886997818008891e-08	7.479953633289146e-07	-3.45310164249834e-09	1.4326771694916255e-13	-4.0361584333176425e-13	-7.615493895490489e-10	2.9911138054449714e-07	-1.9688380222484896e-06	-6.42272638209094e-08	7.221789730259437e-08	1.6559134109981341e-06	9.816577550742828e-10	-2.354353676032862e-09	-3.4804917535697443e-07	-4.2392704436811145e-09	-5.656047030454819e-13	-1.7297086637415368e-07	3.652149892199743e-09	1.2581982716009257e-06	-1.4317568241312601e-06	-1.4849127246191617e-08
5	3.56427555149831e-10	5.536266619151216e-10	-2.835304357568379e-12	-9.774700146778796e-17	4.939633215466935e-11	-6.516112753586265e-10	-1.6501316630449845e-11	-2.059891622140824e-13	-8.754743067519983e-09	8.686612078334109e-09	6.605347228771255e-07	-3.109803499269637e-09	2.488594849208524e-13	9.708070183412137e-14	3.0185652712885866e-10	4.6491913263231045e-08	-4.088619318316001e-07	-1.3524055377591006e-09	7.950469680923456e-09	1.6769681085144702e-07	-9.65591892239113e-10	-2.943453942408982e-10	-1.818873264995526e-08	-5.226732787928806e-09	-4.5332730275152225e-13	-2.560385445712567e-07	5.8665501315926615e-09	-9.362598161629731e-08	-1.6177319893859451e-07	5.264003209104659e-09
6	3.560331696411254e-10	6.293183560402837e-10	-1.9776171374437103e-12	1.7554608175054958e-16	9.181620472221683e-11	-6.530982800237143e-10	-1.469093807818563e-11	-4.4249618560015324e-13	5.8410359104330726e-09	-5.790110505549169e-09	3.696698463225491e-07	4.114733727476279e-09	1.3198366685232318e-12	1.8281803657755185e-13	6.179797299517879e-10	2.0449807429350524e-07	-7.651604767736198e-09	8.818499589769305e-09	-4.615757252783356e-09	-1.3793617822421993e-07	-1.150526478527862e-09	1.0096788916362468e-10	4.6103450155457006e-08	-3.6735663244307945e-09	5.2061961787978544e-14	-3.0793046732385154e-07	7.479076962416624e-09	-3.9378534526448226e-07	8.966044064058521e-08	2.1502991579717903e-08
7	3.546919523846374e-10	7.114752507613217e-10	-2.0292826686926286e-12	3.9475465637774735e-16	1.3407759662736598e-10	-6.753757717088193e-10	-1.4222329054056706e-11	-6.139517243998025e-13	-6.361448169703544e-10	7.894567239580056e-10	3.9826686915983713e-07	-2.2475199180143647e-10	1.065015715724025e-12	1.6918695205930674e-13	3.4973736463338975e-10	2.0485018559424168e-07	-1.0639063528624289e-07	2.3542200319065364e-09	7.301157124119537e-10	1.5997513920867607e-08	-8.348569760298971e-10	-4.285579361335007e-11	2.2237358122938512e-08	-3.665116011012903e-09	4.724125211314726e-13	-3.419275365315964e-07	8.665956426855877e-09	-3.0703125877825665e-07	-2.9894964924969315e-08	-5.212222655644296e-10
8	3.546984729824767e-10	7.658483046153529e-10	-1.2305385156726663e-12	6.091801369853323e-16	1.9771412093851983e-10	-6.838472083513921e-10	-1.3714095968516977e-11	-7.659947343563102e-13	6.959161726585257e-10	-4.319109754941754e-10	2.6385740799138896e-07	3.850247217061214e-09	1.0381768548172118e-12	7.451643022292593e-14	1.8540253716061134e-10	3.0778271454038835e-07	-4.1747049253584805e-08	2.4412679173738645e-09	-2.6857792862718913e-10	-9.529733671582848e-09	-7.35975734258334e-10	-8.68980779225482e-12	2.0227790416386372e-08	-2.337109712498129e-09	8.564221476011623e-13	-3.632161645113389e-07	9.51184883600971e-09	-3.4579086855488535e-07	-1.0249700410787447e-08	9.720646851324067e-09
9	3.5469129775920923e-10	8.170953464352442e-10	-1.000477042455828e-12	8.437637054738355e-16	2.613370715877507e-10	-6.884221080275156e-10	-1.3420959519048322e-11	-8.84049378199337e-13	2.9061455539288144e-10	8.409111242687745e-11	2.4846008771649526e-07	1.1276036803315968e-09	1.1363983466711469e-12	1.0678860831965798e-13	2.9565135381784304e-10	3.083050632469786e-07	-2.22056645789326e-08	1.4286340895461683e-09	1.0733221584154907e-10	3.11220667341773e-09	-5.73043532489698e-10	-1.4471143108648561e-11	2.3384450945666245e-08	-1.8763463570126177e-09	1.2890950420694507e-12	-3.7390726022887196e-07	1.0157867177953724e-08	-3.4647974027789486e-07	-1.9144710034987084e-08	1.820650790557662e-09
