	ATIII	II	IIa	IIa_ATIII	IX	IXa	IXa_ATIII	IXa_VIIIa	IXa_VIIIa_X	TF	TFPI	TF_VII	TF_VIIa	TF_VIIa_ATIII	TF_VIIa_IX	TF_VIIa_X	TF_VIIa_Xa	TF_VIIa_Xa_TFPI	V	VII	VIII	VIIIa	VIIIa1_L	VIIIa2	VIIa	Va	X	Xa	Xa_ATIII	Xa_TFPI	Xa_Va	Xa_Va_II	mIIa	mIIa_ATIII
0	3.4e-06	1.4e-06	0.0	0.0	9e-08	0.0	0.0	0.0	0.0	5e-12	2.5e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-08	1e-08	7e-10	0.0	0.0	0.0	1e-10	0.0	1.6e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	3.3999999939006213e-06	1.399999989155595e-06	1.019807932700745e-14	5.714960519451983e-16	8.999995077224228e-08	4.30633215277686e-14	2.0139263866669417e-16	6.887116315018983e-23	1.2489714645167196e-22	3.949932261646127e-12	2.499982101563096e-09	9.792099769040597e-13	2.846541539495757e-14	9.289645340910079e-17	5.963043354779293e-15	1.593735087960122e-14	4.806452969792148e-15	1.5592602397274635e-14	1.9999990530308042e-08	9.998886935591685e-09	6.999996685607813e-10	3.2743672913924517e-16	4.002295860160654e-18	4.002295860160654e-18	1.0006299666996193e-10	9.468070665385364e-15	1.599995932237986e-07	3.6290140256303054e-13	5.230936630371694e-15	2.305834506876445e-15	8.822266232065273e-19	7.390727833012976e-19	7.143272806842619e-17	2.657479448277307e-18
2	3.3999999609272795e-06	1.399999929028093e-06	5.841455276731439e-14	5.947618179100229e-15	8.999985516745995e-08	1.3508205572067177e-13	1.2241888949871627e-15	4.135691251210119e-21	7.714558101901138e-21	3.13298841068195e-12	2.499937402333585e-09	1.739908382450308e-12	3.999413694421876e-14	2.837569487519167e-16	8.526283573303187e-15	2.262374278069337e-14	6.8486127897465044e-15	4.882667383102857e-14	1.999990144818428e-08	9.997461717382282e-09	6.999965506864493e-10	3.378387584892608e-15	7.091411540548371e-17	7.091411540548371e-17	1.0067127102840094e-10	9.846135189699198e-14	1.599987613654037e-07	1.1152124762567055e-12	3.1261626526641895e-14	1.3770992584441917e-14	4.919209231509764e-17	4.127174061992984e-17	6.212933548600926e-15	3.5553059236447737e-16
3	3.3999998801578213e-06	1.3999997353835585e-06	1.546191627480064e-13	2.3266139915602816e-14	8.999974201535635e-08	2.455135658736757e-13	3.428674219060565e-15	4.210085936187607e-20	7.95918255155108e-20	2.5047546337753306e-12	2.4998730081571946e-09	2.3233453459596617e-12	4.219069150607735e-14	5.125650689413957e-16	9.042281850333118e-15	2.394060302825961e-14	7.255610333780182e-15	8.895826847761689e-14	1.9999614483946927e-08	9.995471811087303e-09	6.999865069381419e-10	1.310243493661592e-14	3.9050522855535255e-16	3.9050522855535255e-16	1.0203294354647387e-10	3.846677081366836e-13	1.599977651147885e-07	1.989447292905299e-12	8.640143791425684e-14	3.8033574327806785e-14	4.611629919933409e-16	3.8718195292750163e-16	8.011059459932837e-14	6.233362013234104e-15
4	3.399999711187813e-06	1.3999991171762638e-06	2.9399038731999205e-13	6.056036446452473e-14	8.999962986183317e-08	3.5458263950779514e-13	6.924875137748857e-15	2.105698032768895e-19	4.0130365542041562e-19	2.020242438140121e-12	2.4997952475157505e-09	2.7714594844228745e-12	4.017284714580985e-14	7.404243164386793e-16	8.630040298564337e-15	2.282701347395149e-14	6.9218330818805696e-15	1.2900591912036082e-13	1.999899654089655e-08	9.992836063487953e-09	6.999648789313787e-10	3.37827121785862e-14	1.3377445690214313e-15	1.3377445690214313e-15	1.0418417895018858e-10	9.99577527961547e-13	1.5999677335219365e-07	2.8160541187646546e-12	1.7221037997998806e-13	7.574656512894165e-14	2.109636862492745e-15	1.7719386349990262e-15	4.781249023658024e-13	4.837614326126561e-14
5	3.3999993513415473e-06	1.3999973809445145e-06	4.641463700195037e-13	1.2420111094658144e-13	8.999952638261414e-08	4.541111008134644e-13	1.1649120207939609e-14	6.981869651373649e-19	1.3374076550903911e-18	1.6459389586519321e-12	2.4997083624823756e-09	3.1156168150174695e-12	3.652252216498571e-14	9.511175592708448e-16	7.855129230839978e-15	2.0767147867796936e-14	6.299094342433535e-15	1.6604921516527328e-13	1.999794209521337e-08	9.9895980396787e-09	6.999279733324674e-10	6.85867116854873e-14	3.4379202521930925e-15	3.4379202521930925e-15	1.0704789927995242e-10	2.0461565169628327e-12	1.599958564282754e-07	3.52734969618676e-12	2.8576866150407963e-13	1.2558830245889153e-13	6.384416972218258e-15	5.363852702111577e-15	1.7992557093550667e-12	2.2608844249461557e-13
6	3.399998562662776e-06	1.3999932559647059e-06	6.514891940369111e-13	2.1822904297855545e-13	8.999943370487266e-08	5.418430833000811e-13	1.7467922608878717e-14	1.7923987851967992e-18	3.4456606951081655e-18	1.3568252345252683e-12	2.4996152712204987e-09	3.3793360589239033e-12	3.24302184487241e-14	1.1400292841371114e-15	6.978883362490939e-15	1.844621220812107e-14	5.596085642392907e-15	1.9924727760496399e-13	1.9996384273994333e-08	9.985853038822157e-09	6.998734495898011e-10	1.1921867820935348e-13	7.326493929728998e-15	7.326493929728998e-15	1.1050378641236756e-10	3.58833911668887e-12	1.5999503428038192e-07	4.10712525129002e-12	4.22432954821448e-13	1.8548150189589288e-13	1.488176200919635e-14	1.250512697515929e-14	5.083744655877379e-12	7.780672744348861e-13
7	3.3999968972346503e-06	1.3999849003528038e-06	8.444629807612864e-13	3.4449743172609513e-13	8.999935192438357e-08	6.176897009152147e-13	2.4240480392252652e-14	3.8527327452337934e-18	7.42551962624021e-18	1.1335612022330388e-12	2.499518152768474e-09	3.5808415238799247e-12	2.849958997148356e-14	1.3068113057003913e-15	6.134156858691724e-15	1.6212157273197843e-14	4.918842818153202e-15	2.2852571565981185e-13	1.999429249527733e-08	9.981703495578853e-09	6.99800237334706e-10	1.8606956221917638e-13	1.3681824822119476e-14	1.3681824822119476e-14	1.144300656233783e-10	5.654239226433817e-12	1.5999430828237397e-07	4.5579816024356095e-12	5.77484870250668e-13	2.533215158657353e-13	2.894229467136796e-14	2.4323201571030123e-14	1.1731127826039988e-11	2.155235756161767e-12
8	3.399993686241822e-06	1.3999701104456005e-06	1.033648322850313e-12	5.033055623921971e-13	8.999928021430722e-08	6.825449839042052e-13	3.183206477393983e-14	7.269836793101152e-18	1.4038240504090872e-17	9.607138027384212e-13	2.49941871078162e-09	3.734695515557647e-12	2.5030787777006814e-14	1.453062968374538e-15	5.387336016366453e-15	1.4238509629975883e-14	4.3203066372031205e-15	2.5416067867500694e-13	1.9991661963002765e-08	9.977248477425666e-09	6.997081687050961e-10	2.6863234769943823e-13	2.3177639126824875e-14	2.3177639126824875e-14	1.1871223637707178e-10	8.247089939399518e-12	1.5999367131904409e-07	4.8913936739657814e-12	7.464781512564673e-13	3.271285397056678e-13	4.94149712609974e-14	4.1532086584069854e-14	2.3280379091095687e-11	5.030689336740962e-12
9	3.3999879570162485e-06	1.3999464048350859e-06	1.2125520106634194e-12	6.93265508941644e-13	8.99992171129455e-08	7.379790385278628e-13	4.012351436014497e-14	1.2449433850233165e-17	2.4075587425178827e-17	8.271533806418441e-13	2.4993181443990966e-09	3.851421481636425e-12	2.2064804922715397e-14	1.5817365857920047e-15	4.7479765964286856e-15	1.2549724119216533e-14	3.8080246590844006e-15	2.766728708384952e-13	1.9988515876762218e-08	9.97257628048338e-09	6.99598055686677e-10	3.654608668124055e-13	3.6446921489059996e-14	3.6446921489059996e-14	1.232508728972604e-10	1.1343375599328195e-11	1.5999311035584092e-07	5.125116698855454e-12	9.255423965523224e-13	4.051827300653679e-13	7.647154204998782e-14	6.427609641442558e-14	4.124260070290356e-11	1.0382470595360294e-11
