[AA]	[5-HPETE]	[5-HETE]	[LTA4]	[LTB4]	[w-LTB4]	[PLA2]	[15-LOX]	[12-LOX]	[COX-2]	[PGES]	[15-HPETE]	[TXAS]	[5-LOX]	[LTA4H]	[CYP4F3]	[PHGPx]	[exo-AA]	[15-HETE]	[12-HPETE]	[12-HETE]	[PGH2]	[PGE2]	[TXA2]	[TXB2]
0.001	0.001	0.001	0.001	0.001	0.001	1.5	1.5	0.5	0.2	0.5	0.001	0.5	5.0	0.76	0.07	0.8	0.0	0.001	0.001	0.001	0.001	0.001	0.001	0.001
0.14363078637406512	-3.0752644517034944e-49	0.03186711393409682	-2.493987605982949e-102	-3.936243728234008e-65	90.1063297300958	1.5	14.999999999999954	2.151632637147229e-11	0.2	0.5	32.85050649004403	-5.7519367006809565e-55	-5.290811851524959e-61	0.002092134604368731	0.07	0.8	0.0	2718.2435957066564	-6.554602329491215e-12	0.24855819469165644	0.3698671195564647	432.1807893853509	-5.500178818534595e-51	0.012536848381363703
0.14329814034407723	-3.993893446217551e-52	7.897360079522393e-05	-4.840621888072097e-121	-1.1924525864580257e-84	90.1063297300958	1.5	14.999999999999977	7.315068767666373e-08	0.2	0.5	32.87655755689501	-6.852117199227312e-54	-5.762053447626204e-75	0.002092134604368731	0.07	0.8	0.0	2719.345960593665	8.246416418499522e-10	0.24855794526207445	0.2647205601951921	618.5142558688003	-1.2301771120836183e-51	3.1069021855810805e-05
0.1437354529198183	1.7300338664631895e-54	1.9541911662581114e-07	2.839717130897309e-125	7.011927468537506e-89	90.1063297300958	1.5	14.999999999999984	2.362844276595508e-10	0.2	0.5	32.889504558134405	2.1578301274533246e-56	1.6414986176355709e-78	0.002092134604368731	0.07	0.8	0.0	2719.9327281878564	-4.2405724321333404e-11	0.2485557641568672	0.2176517871952141	762.2012165056832	2.47605590550485e-51	7.687987814097169e-08
0.14375725357602392	2.695585529042914e-55	4.838438496485075e-10	1.068718457738138e-130	5.3527588602750305e-93	90.1063297300958	1.5	14.999999999999988	-1.6902498122831167e-10	0.2	0.5	32.89762696974292	2.4796751684740717e-56	1.5876401838602399e-84	0.002092134604368731	0.07	0.8	0.0	2720.2837057970796	1.5933527257925814e-12	0.2485539480889294	0.18922958115749688	883.5614009971895	8.084518466024566e-53	1.9034911651689857e-10
0.14422363026423612	3.103183233546576e-54	1.198088777265512e-12	6.87331240879134e-136	3.1574448648295822e-96	90.1063297300958	1.5	14.999999999999991	-1.2918577208856102e-07	0.2	0.5	32.90264664164108	2.5079547583414312e-54	9.024929674791008e-88	0.002092134604368731	0.07	0.8	0.0	2720.52415938608	5.4623407661048275e-09	0.24855279636898928	0.16985607564129054	990.6035707282647	1.187084519340685e-52	4.713403723680155e-13
0.14378266231979484	-1.597713079580783e-66	-9.872597184592593e-14	-3.0669022398613767e-139	-5.444275819051436e-104	90.1063297300958	1.5	14.999999999999993	4.4040801718582045e-13	0.2	0.5	32.907281690728524	-2.275779087855675e-60	1.7815409187440643e-90	0.002092134604368731	0.07	0.8	0.0	2720.7015324048607	4.94343291277622e-16	0.24855280378930872	0.15544051974477527	1086.9818182805377	-1.1594760395599798e-53	-3.88398065446034e-14
0.14379118607051689	-1.590434804626973e-66	-1.2674865926738175e-16	-3.9135508677528385e-139	-4.749979250115598e-104	90.1063297300958	1.5	14.999999999999996	5.972249181134155e-12	0.2	0.5	32.91047007026986	-3.4835926570307247e-59	1.4473146460860846e-89	0.002092134604368731	0.07	0.8	0.0	2720.838900104261	-4.304956482815765e-15	0.24855280383821995	0.14423797397314375	1176.1176757267424	-4.476910537005908e-53	-4.986421823647145e-17
0.14379806579208995	-1.4996101456732393e-66	-1.246506428474756e-19	6.5381579981512294e-139	-5.856698566442291e-104	90.1063297300958	1.5	14.999999999999995	5.284980422593934e-14	0.2	0.5	32.9130481045052	-1.4458252679705855e-61	-1.3244732119895609e-89	0.002092134604368731	0.07	0.8	0.0	2720.9502282026274	1.3773435179083966e-16	0.24855280376781078	0.13522291450618687	1259.1081296100037	6.704486013151804e-53	-4.90388371300315e-20
0.14380369911104288	1.8834237826784562e-81	-5.3020551382725285e-21	-1.2039765982183824e-146	4.813287734190326e-115	90.1063297300958	1.5	14.999999999999996	4.204137449850199e-16	0.2	0.5	32.91515860685633	-1.4024023297134867e-63	7.341280415258659e-94	0.002092134604368731	0.07	0.8	0.0	2721.0413588594806	6.417972060959721e-19	0.2485528037675937	0.12781353280821214	1336.053168821862	-1.6442218205665935e-57	-2.0858826913419248e-21
0.14380849777724428	-3.715137962776382e-82	1.1573341786768906e-22	2.3473223283372526e-147	3.3334721237877515e-114	90.1063297300958	1.5	14.999999999999995	2.9134472222553152e-15	0.2	0.5	32.91695618071157	-1.0729917269940595e-62	5.149496045501207e-93	0.002092134604368731	0.07	0.8	0.0	2721.118945095907	4.885935831934692e-18	0.24855280376768624	0.12150923050919168	1408.9188339462398	-1.1094546578321042e-56	4.553070966717826e-23
0.1438126708986809	-1.6939702571112004e-82	7.073114838103188e-22	1.097131655492165e-147	5.775936349553211e-113	90.1063297300958	1.5	14.999999999999996	1.2723957975126355e-14	0.2	0.5	32.91852015833493	-4.662575804103687e-62	2.2490481621691926e-92	0.002092134604368731	0.07	0.8	0.0	2721.1864915307583	2.1229030481718686e-17	0.2485528037681834	0.11602535883627764	1479.2361074586272	-4.863587322294262e-56	2.7826356818084903e-22
0.14381625295670725	2.973205438703295e-82	-4.42081526337009e-22	-1.8935932373779192e-147	-1.5175980574293973e-112	90.1063297300958	1.5	14.999999999999996	-4.1018674459612525e-15	0.2	0.5	32.9198619222907	1.5089708985645174e-62	-7.220879591861572e-93	0.002092134604368731	0.07	0.8	0.0	2721.2443950851466	-6.590926967543959e-18	0.24855280376830727	0.11132277130832584	1546.4028983984858	1.5401601026096907e-56	-1.739193916132728e-22
0.1438195191496209	-1.1797832924282605e-82	-1.5183274099523457e-22	7.329367534116061e-148	5.034919747823493e-113	90.1063297300958	1.5	14.999999999999995	-9.772344113109136e-15	0.2	0.5	32.921084631004824	3.5044636769474158e-62	-1.7283903796508552e-92	0.002092134604368731	0.07	0.8	0.0	2721.29711109141	-1.648104996323009e-17	0.24855280376807823	0.10703142830582235	1610.795372379604	3.804594730536508e-56	-5.973255240875258e-23
0.14382238014931553	-8.93245365699272e-83	2.3353868677979377e-22	5.8013545983131646e-148	1.6205323052005404e-112	90.1063297300958	1.5	14.999999999999996	9.974734806009025e-15	0.2	0.5	32.92215687110037	-3.5648967797099425e-62	1.7595253337379074e-92	0.002092134604368731	0.07	0.8	0.0	2721.3434135005687	1.6288126533175803e-17	0.24855280376814115	0.10326747338273322	1672.7519640774537	-3.8542536431862903e-56	9.187650671460357e-23
0.14382491848859932	1.2903287289830288e-82	-2.95918344090798e-23	-8.148530151962665e-148	-1.896400263669137e-112	90.1063297300958	1.5	14.999999999999998	-3.133544148856797e-15	0.2	0.5	32.92310771281656	1.2160418363229715e-62	-5.495460730559161e-93	0.002092134604368731	0.07	0.8	0.0	2721.384445516622	-4.6685604303941246e-18	0.24855280376808211	0.09993699158289879	1732.5310757620769	1.1083528033883532e-56	-1.164173015731161e-23
0.14382726387101377	-3.895615148080394e-83	-8.552094698124601e-23	2.3441157234430518e-148	4.158965177189991e-113	90.1063297300958	1.5	14.999999999999996	-7.147958258255101e-15	0.2	0.5	32.92398552441019	2.401450390735527e-62	-1.2637877424383687e-92	0.002092134604368731	0.07	0.8	0.0	2721.4222757533553	-1.2043938082460294e-17	0.248552803767976	0.0968555724669722	1790.347366614777	2.9052235816755175e-56	-3.364481477525169e-23
0.14382938278083615	-4.6511683303625856e-83	4.517294604070635e-23	3.009808757133788e-148	1.1050474740665597e-112	90.1063297300958	1.5	14.999999999999996	6.6292683797941594e-15	0.2	0.5	32.92477946341598	-2.2974260605904017e-62	1.1676238313313564e-92	0.002092134604368731	0.07	0.8	0.0	2721.4565452826428	1.0553217499193347e-17	0.24855280376799435	0.09406601978503709	1846.3824145461367	-2.601124773875393e-56	1.7771498750186894e-23
0.14383130568431945	5.45894171396047e-83	1.782025455932602e-23	-3.412447126358904e-148	-1.2234285208222382e-112	90.1063297300958	1.5	14.999999999999996	-1.26893344848003e-15	0.2	0.5	32.92549977384936	6.041309594394605e-63	-2.205072411008931e-93	0.002092134604368731	0.07	0.8	0.0	2721.4876271506782	-1.574293646933744e-18	0.24855280376797492	0.09154303317155134	1900.7914973434797	3.443614353800816e-57	7.01067031013858e-24
0.1438330955666826	-1.1468562884630927e-83	-2.555953023383482e-23	6.494376626251292e-149	1.825737019200629e-113	90.1063297300958	1.5	14.999999999999998	-4.616275961434725e-15	0.2	0.5	32.926169705615955	1.4217410362712346e-62	-8.15681572375918e-93	0.002092134604368731	0.07	0.8	0.0	2721.516498502252	-7.708547098634421e-18	0.2485528037679249	0.08919221909738496	1953.7085989148593	1.9711324130926713e-56	-1.005538047477887e-23
0.1438347445452285	-2.315583822647927e-83	2.523089176404616e-24	1.489521353177755e-148	7.07163933329851e-113	90.1063297300958	1.5	14.999999999999998	3.657126171654038e-15	0.2	0.5	32.926787407973514	-1.2455236417786527e-62	6.429391312630268e-93	0.002092134604368731	0.07	0.8	0.0	2721.543149237507	5.629407214834974e-18	0.24855280376792538	0.08702094413397977	2005.2501534864164	-1.440606951559814e-56	9.92609074127694e-25
0.14383626575754582	2.2660816123188887e-83	9.581016028794997e-24	-1.398898124362103e-148	-6.69952175003838e-113	90.1063297300958	1.5	14.999999999999995	-2.7914974352783474e-16	0.2	0.5	32.92735721648068	2.8432365626566885e-63	-4.67597405434575e-94	0.002092134604368731	0.07	0.8	0.0	2721.567733166068	-8.09119229280935e-20	0.2485528037679173	0.08502407893339414	2055.518208948724	-5.6341636045908585e-58	3.769269647098441e-24
0.14383769072703062	-2.565988191173383e-84	-4.7480360182304275e-24	1.2092211042539985e-149	3.187364479267162e-114	90.1063297300958	1.5	14.999999999999996	-2.7417120483453285e-15	0.2	0.5	32.92789063054819	7.667532819773251e-63	-4.840428125148782e-93	0.002092134604368731	0.07	0.8	0.0	2721.5907241113664	-4.5096607704680164e-18	0.2485528037678931	0.08315302753617328	2104.6028163068945	1.2260503568268195e-56	-1.8679259060896273e-24
0.14383902056148148	-1.1140279189399737e-83	-2.1210567335031604e-24	7.110492478159256e-149	4.1724149358975754e-113	90.1063297300958	1.5	14.999999999999996	1.7997823486749746e-15	0.2	0.5	32.928388687266555	-6.279270531536523e-63	3.1564070788161487e-93	0.002092134604368731	0.07	0.8	0.0	2721.6122057766315	2.647452851405421e-18	0.24855280376788877	0.08140238081139865	2152.5838460082873	-6.901785932335793e-57	-8.344454013373213e-25
0.14384026225046417	9.21901406342409e-84	2.7815584647597866e-24	-5.603906376308421e-149	-3.3135892578175744e-113	90.1063297300958	1.5	14.999999999999995	8.298355833076181e-17	0.2	0.5	32.92885375334179	1.5028902269902018e-63	1.6177028354203576e-94	0.002092134604368731	0.07	0.8	0.0	2721.6322668976804	3.6531565915503113e-19	0.24855280376788408	0.07977149539845933	2199.5325676923167	-1.8375835365187113e-57	1.0942935343536256e-24
0.1438414322125538	-6.2878435719605086e-86	-1.9974221239811679e-25	-1.654743375031977e-150	-2.574252813895326e-114	90.1063297300958	1.5	14.999999999999995	-1.5319893314521848e-15	0.2	0.5	32.92929175880605	3.929264868410512e-63	-2.7018709895635976e-93	0.002092134604368731	0.07	0.8	0.0	2721.651147883096	-2.4706756110983403e-18	0.2485528037678718	0.07823536679047731	2245.5129128440853	7.091291027009891e-57	-7.858062821039102e-26
0.14384253393486854	-5.215269667534033e-84	-1.0716739054480266e-24	3.297559953302495e-149	2.299148228439377e-113	90.1063297300958	1.5	14.999999999999998	8.061881959533898e-16	0.2	0.5	32.929704332357204	-3.1255881543168015e-63	1.4090807336249705e-93	0.002092134604368731	0.07	0.8	0.0	2721.6689388966806	1.1109220079757405e-18	0.24855280376786718	0.07678562323370683	2290.5824573927152	-2.8067366507047065e-57	-4.216074695264571e-25
