	CC	CCPT	CLK	PDP	PER	PT	TIM	VRI	clkm	clkp	pdpm	pdpp	perm	perp	prcpdp	prcper	prct	prcv	prpc	prvc	timm	timp	vrim	vrip
0	0.5566	0.4982	3.6628	4.1953	2.7527	0.4014	2.7527	3.175	0.2583	0.003185	0.3175	0.003185	0.2395	0.003185	0.0	0.0	0.0	0.0	0.0	0.0	0.2395	0.003185	0.2571	0.003185
1	0.978450098068536	0.4655199742661111	3.6944389773980215	4.146001316246131	2.612530205725304	0.21339701498142313	2.612530205725303	3.0769167629295304	0.25006438245251245	0.003185	0.3060071310653324	0.003185	0.2324995766256423	0.003185	0.031902375713018016	0.034150860193086066	0.034150860193086066	0.048876834303263554	0.42282497073756853	0.49008504000156133	0.2324995766256423	0.003185	0.24785902168919102	0.003185
2	1.49950598702704	0.44933605263340204	3.904245534409395	4.090361888202683	2.5493542563990883	0.13757050052006073	2.5493542563990874	3.0025459570460247	0.2561206567354351	0.003185	0.2993155693411718	0.003185	0.23006773911503303	0.003185	0.07816267548097774	0.08105192174822058	0.08105192174822058	0.11420872744648962	0.43031055792198886	0.48136550059056593	0.23006773911503303	0.003185	0.24640655134727157	0.003185
3	2.0638779378839707	0.45042052219951706	4.164070450026226	4.035329937647934	2.5354587453737505	0.09832667376409611	2.5354587453737505	2.992560456315371	0.26116304768961446	0.003185	0.2975245731346134	0.003185	0.2323317972414459	0.003185	0.13785757727983253	0.13910106206368908	0.13910106206368908	0.1923148362673777	0.4338524251004962	0.47708174797567166	0.2323317972414459	0.003185	0.25252994756160124	0.003185
4	2.575813164912944	0.46037708448975384	4.409668242354515	3.9869269739785635	2.5576578180299023	0.08057899350666624	2.557657818029902	3.058602425855145	0.26459067763716504	0.003185	0.29992376834482654	0.003185	0.23874253084710723	0.003185	0.20597309384327211	0.20265431319304378	0.20265431319304378	0.27409199754517766	0.43309446812847463	0.47822293282227385	0.23874253084710723	0.003185	0.2648738733046864	0.003185
5	2.9557802501125967	0.47818848550331206	4.601341934713153	3.948438134389707	2.602904499982886	0.07265422047468661	2.602904499982886	3.187735847234583	0.2660870824132825	0.003185	0.3050081560590194	0.003185	0.24796674234380803	0.003185	0.274743493343565	0.26403219792211186	0.26403219792211186	0.34913670658991414	0.4282395769885217	0.48443777760883877	0.24796674234380803	0.003185	0.28104996510155483	0.003185
6	3.151583216340156	0.49982843696881163	4.71123296305723	3.921617093974989	2.662816535037766	0.07369704832042803	2.662816535037766	3.364467493936581	0.2654584763611064	0.003185	0.31170143275128137	0.003185	0.25899161415023325	0.003185	0.337594362756754	0.3170495133999018	0.3170495133999018	0.4101834844538455	0.4198744698512165	0.49487226238107473	0.25899161415023325	0.003185	0.2993744002947833	0.003185
7	3.1220130745959085	0.5246708826454196	4.721512134777618	3.9066964619526496	2.728281075599295	0.07563769536474643	2.728281075599295	3.5700092515729596	0.26282070225583304	0.003185	0.31911738571332227	0.003185	0.27089353478534717	0.003185	0.3890247307521997	0.3569499947587092	0.3569499947587092	0.452888967656945	0.4091856398006803	0.5080050372562682	0.27089353478534717	0.003185	0.3184597972315784	0.003185
8	2.8644766641822743	0.5496758630960957	4.6283845725532435	3.902994706152277	2.797883110284076	0.0865615229775617	2.7978831102840767	3.7891977676834827	0.2585290816156483	0.003185	0.32674602788480805	0.003185	0.2830582982640902	0.003185	0.42589117650954467	0.3812991250143252	0.3812991250143252	0.4760930383691436	0.39740728282885374	0.5223475256757435	0.2830582982640902	0.003185	0.3374530069093408	0.003185
9	2.3860630450601286	0.5735405289827438	4.437415012625976	3.9093307353881657	2.869764443689778	0.10856301107176693	2.8697644436897782	4.010701817237326	0.2531023822298849	0.003185	0.3342941000961262	0.003185	0.2950555689581476	0.003185	0.44656560821948066	0.38892176704375464	0.38892176704375464	0.4798205390642025	0.3856030055097883	0.5366626370251704	0.2950555689581476	0.003185	0.3557985554946084	0.003185
10	1.7195439464860478	0.5933922642078082	4.1620056380009895	3.9244688892257535	2.946433143490831	0.15453815989101477	2.946433143490831	4.227226069680373	0.24702818185597097	0.003185	0.3416111213433564	0.003185	0.3065850473807569	0.003185	0.45034062907979755	0.3792291416835154	0.3792291416835154	0.4639556441807146	0.3744340846886985	0.5502045600229084	0.3065850473807569	0.003185	0.3731082339492689	0.003185
