	alpha	beta	gamma
0	29.19988	188.8	0.3367
1	34.74661952720662	83.42957302621974	0.10151453689104388
2	40.65021812454007	230.24649486589726	0.38048626878323405
3	29.866835020853276	125.73789210559266	0.17478208555800887
4	40.1480161959708	71.25637125908275	0.08291284597140947
5	29.62473022498613	197.1628382363423	0.37134774948101495
6	34.10715783959205	86.6661435321434	0.10647434882552226
7	42.40076217615333	165.24680129199862	0.22504075860293846
8	29.514494696740194	132.34573133385095	0.18827660061784082
9	39.48591144652432	71.12770141322429	0.08295727618153555
10	30.191769356205107	203.53813699528362	0.39159153399354396
11	33.49586891055466	90.18697908037177	0.1119675528405245
12	43.03705882136035	127.54071673023495	0.1606172402146916
13	29.227933573007416	139.1378205592914	0.20289123091967212
14	38.83185321802454	71.62479675003479	0.08381441954327727
15	30.85266187803528	206.5430457019222	0.39552463034197405
16	32.936472903472506	93.84729740756347	0.11779248196346279
17	43.094399445599514	107.18687825159066	0.13034533328408376
18	29.024531776001094	145.56938463048616	0.2174914010237152
19	38.232524483084156	72.61655495955445	0.08531862952693055
20	31.444373497047074	205.5249013041356	0.38540804930883465
21	32.4947173695243	97.16435332786394	0.12317267793584835
22	42.86488918621259	97.99400254742282	0.1175643620258191
23	28.93318241773197	149.8765517009937	0.2276949123512063
24	37.81901002838617	73.93259565973356	0.0872086127565439
25	31.579847154730217	203.7084832592437	0.3793685461226403
26	32.36878632111029	98.56724606634847	0.12544856379279154
27	42.49908992980377	101.71996264134573	0.12303781033421989
28	29.0367952182304	147.1486475644595	0.22106560555878108
29	37.96401611518833	75.38941532958951	0.08911035555988196
30	30.578400123478627	201.94767035473856	0.3801478820872428
31	33.087192617012434	94.5312269152665	0.11874527423683257
32	41.243090841626156	154.3722646306407	0.20797634933164894
33	29.77986615128366	129.85313003820207	0.18288787733286951
34	39.343261570257745	79.7788610102806	0.0944894466860601
35	29.006906283465653	175.9239492786299	0.2982089667489314
36	35.42356750488418	84.16846841485062	0.10226259491952329
37	32.07758605443495	209.97487594221462	0.5662455619771787
38	31.974907431849772	103.6805352528937	0.13388517752808812
39	41.027313182393364	119.19342824243677	0.1500750772549775
40	29.516983804172703	135.75996468019255	0.19524268127916788
41	38.74151796676331	80.14662202912618	0.09523486731965371
42	29.08922287762561	179.24938444633278	0.3084588473011974
43	35.147617885180004	85.29608738508186	0.10399977785233129
44	32.45129863759247	219.62792227036473	0.6939751414627351
45	31.800645337205857	105.18126382041817	0.13646402375103567
46	41.02239166598569	113.40801568238143	0.14128477353865257
47	29.425542093063047	137.94023214964997	0.19996159072585748
48	38.54863874685724	79.87232526898141	0.09494143528318141
49	29.16131984153852	181.7354726639459	0.3163223918087577
50	34.94835883077502	86.06509120569406	0.10519804897668257
51	32.87554632148972	232.27156276639366	0.8089770061724764
52	31.635507927779276	106.65969838740152	0.13903097059912736
53	40.99529508520565	108.48386650953645	0.13397905792629541
54	29.34042594067221	140.15704401281877	0.2048465839797801
55	38.3541731166917	79.68478490237679	0.09476594013667544
56	29.246346419991205	184.1822065915176	0.3241922142248815
57	34.74953670904586	86.87758824240552	0.10646790767373011
58	33.41323704846105	248.7516087009067	0.8853946879165602
59	31.473188776024678	108.18114296588726	0.14169791434515222
60	40.941713884231156	104.26128001773859	0.1278404355064452
61	29.262745903865973	142.38694035268077	0.2098503451146242
62	38.159998503353656	79.57852481965844	0.09470026675258751
63	29.343564547085453	186.54819161468183	0.3318991409146223
64	34.553483070061965	87.72371595372654	0.10779361528674854
65	34.08545914474665	264.9202526581288	0.8838927186852685
66	31.31543017195172	109.72795344107546	0.14443668724859757
67	40.870232739554275	100.58719851543268	0.12259162298204997
68	29.191168894590326	144.67217553519401	0.21507422998183445
69	37.96271985544438	79.54735090106266	0.0947381548953913
70	29.455076536983245	188.853612070276	0.3394760080486862
71	34.35690522660473	88.61592820867587	0.10919687803354387
72	34.89988237910465	275.12237319961133	0.8079867495624407
73	31.159263882699012	111.33300522580971	0.147307150001705
74	40.7784660695242	97.39482413690561	0.11810215046083654
75	29.12683537250492	146.9913873770336	0.22047939511556597
76	37.76398573934879	79.59152164136403	0.09487801679673775
77	29.579918783603816	191.04839766294631	0.34672144226634805
78	34.16203680499189	89.54782348013	0.11066751386929177
79	35.79998628908012	275.3864997702804	0.6957991561817761
80	31.007080504544884	112.97297941207424	0.15027236297647073
81	40.67211308119121	94.6241817535025	0.11425802756267317
82	29.06978911491585	149.34386020594306	0.22607142859730775
83	37.56454885556252	79.69572868035563	0.09510219812701882
84	29.71933477575478	193.12455649675684	0.35358106110574594
85	33.96729232348234	90.52475135348216	0.11221519643484398
86	36.72460704283052	266.10292347319023	0.5815491690396765
87	30.857245199020713	114.66807509251367	0.15337142827292807
88	40.5516274589064	92.19157607930602	0.11092402522949038
89	29.02013397164939	151.75253105719096	0.23191549396613392
90	37.36182072987035	79.8767543531473	0.09543227971701794
91	29.872379297706665	195.03366545383764	0.35989345887572705
92	33.77432624342876	91.54211062929546	0.11383610186472885
93	37.59602223429218	250.43601647428744	0.48344773160594096
94	30.712075449988212	116.39407434042134	0.15656402933043465
95	40.42072034786737	90.08572653078826	0.10806956334044074
96	28.978739469229737	154.1854047747797	0.2379446777940833
97	37.159262900299616	80.11406304520926	0.0958411800427644
98	30.03913795259929	196.74923113806815	0.3656343975519345
99	33.5828605329728	92.5985750747707	0.11552691076597388
100	38.37388343300522	231.8015785887143	0.4046184741362648
