	species_1	species_10	species_11	species_12	species_13	species_14	species_15	species_7	species_8	species_9
0	6.69999967736e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	6.303695031585738e-05	7.614540166849489e-08	5.447517715227205e-07	1.511926097402659e-07	8.494288732920674e-08	7.196749124617588e-08	1.9987514141106314e-06	7.584383943258671e-07	1.421487188967919e-07	1.3801428657957955e-07
2	5.93082894787902e-05	1.4778735190840917e-07	1.0572854039335568e-06	2.934432668556059e-07	1.6486201539116472e-07	1.396786243385795e-07	4.665488642945141e-06	7.383878508873659e-07	2.2332559390563268e-07	2.678660233210575e-07
3	5.580015530937388e-05	2.1519213463945312e-07	1.5395059188597076e-06	4.2728069875267463e-07	2.4005443331154546e-07	2.0338507285487733e-07	7.231630573455999e-06	6.955248461386774e-07	2.6657437981622105e-07	3.9003785243789857e-07
4	5.249950793490557e-05	2.786102960904574e-07	1.9932057489236724e-06	5.532023844304327e-07	3.1079963426551095e-07	2.633236361701469e-07	9.667657430674623e-06	6.544160039630231e-07	2.8638811217456104e-07	5.049838914246539e-07
5	4.9394078205542264e-05	3.3827757393265196e-07	2.4200713848550695e-06	6.71676399346444e-07	3.773605919587318e-07	3.197171176109041e-07	1.1972789264462043e-05	6.157111978940812e-07	2.9187289630947074e-07	6.131314171201318e-07
6	4.647232207702784e-05	3.944157737633552e-07	2.8216896459420705e-06	7.831431557433225e-07	4.399847383759265e-07	3.727751528482941e-07	1.4149872645454645e-05	5.792946854926179e-07	2.887434503048975e-07	7.148824543426732e-07
7	4.372337880551074e-05	4.472335723447032e-07	3.1995534264810894e-06	8.880169975416221e-07	4.989048598220581e-07	4.226949690650909e-07	1.620341987572829e-05	5.450300383029174e-07	2.805695487737133e-07	8.106152317682174e-07
8	4.113702870681255e-05	4.969273292109556e-07	3.555067502096122e-06	9.866878118491863e-07	5.543400022989747e-07	4.696621520321132e-07	1.8138797397797e-05	5.127925397797476e-07	2.695861189712554e-07	9.00685652976496e-07
9	3.87036560095558e-05	5.436818004031268e-07	3.889553635867234e-06	1.0795224461366985e-06	6.064962677016225e-07	5.138513206819957e-07	1.9961776271318622e-05	4.824615772834523e-07	2.571775485001382e-07	9.854285901020462e-07
10	3.641421483818432e-05	5.876707920663158e-07	4.2042552542308176e-06	1.1668660060059497e-06	6.555675429289704e-07	5.554267448452449e-07	2.16782363903313e-05	4.5392441002277686e-07	2.441945867278061e-07	1.0651590684857727e-06
11	3.426019134112074e-05	6.290578881138116e-07	4.500342652760919e-06	1.2490433000234418e-06	7.017363116190441e-07	5.945430329892099e-07	2.329399397248308e-05	4.270749608277304e-07	2.311557705731154e-07	1.14017358557327e-06
