time	A1	A1_2	A2	A2_2	A3	A3_2	CREB_n	DUSP_c	DUSP_n	DUSP_n_ERK_n	DUSP_n_pERK_n	DUSP_n_ppERK_n	DUSPmRNA	ERK_c	ERK_n	Elk1_n	F	FOSn	FOSn_2	FmRNA	Fn	Kin	Kin_2	MEK	PreDUSPmRNA	PreFOSmRNA	PreFmRNA	RSK_c	RsD	RsT	c_FOS_c	c_FOSmRNA	pCREB_n	pDUSP_c	pDUSP_n	pDUSP_n_ERK_n	pDUSP_n_pERK_n	pDUSP_n_ppERK_n	pERK_c	pERK_n	pElk1_n	pMEK	pRSK_c	pRSK_n	pc_FOS_c	ppERK_c	ppERK_n
0.0.	182.3524	0	25.38702	0.0	13.09262	0.0	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	570.4179	1624.9	1510.0	0.0	0.0	0.0	0.0	0.0	82.66574	0.0	637.3212	0.0	0.0	0.0	353.0	247.4035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-8.758115402030107e-47	0.0
55.0.	182.3524	0	22.068837546773185	3.318182453226736	12.960943072951558	0.13167692704845702	999.9888740687095	2.8344430468051462e-18	1.560323365945738e-19	4.1499157063808673e-19	7.239038746319356e-21	1.74919487276424e-24	1.1256690518953813e-15	515.8967231647121	1620.3554183939334	1509.9961574181596	2.727878267345797e-93	4.5361304306239467e-20	1.3800029676432469e-24	2.324446015550976e-90	9.36304963762535e-95	81.47237147485156	1.193368525148383	615.4602336462848	1.758650901296133e-11	9.123003503100609e-14	7.557683280632566e-86	352.99891740696	231.9096670444179	15.493832955582198	1.236151824681954e-20	1.481491634119099e-16	0.011125931291729	3.0576945032963153e-25	1.589655957635086e-26	4.186510787251962e-26	7.3500631033720995e-28	1.7716679180415961e-31	52.870006452710335	4.348207876212586	0.0038425818406920003	21.8609663537152	0.000975446215511	0.00045780916105000004	8.298597096283841e-25	1.670296352266724	0.114653677545307
110.0.	182.3524	0	19.366888252993224	6.020131747006675	12.831978384046419	0.260641615953599	999.4610844178803	2.303015171835929e-10	2.1301343040495667e-11	5.638617848885571e-11	9.295004133557439e-12	1.513378600818695e-14	5.05426047936857e-08	317.4688599165493	1574.8324367388118	1509.7449233282302	7.009559832309021e-58	4.901694984181045e-12	5.9508305957081695e-15	3.0571732329454182e-55	4.094402160585169e-59	80.29797954642724	2.367760453572669	566.7724494271373	0.000431259843773	1.763258432409201e-06	5.0592928748773174e-51	352.9658953383917	221.3795971404613	26.023902859538808	7.811424944094498e-13	5.959287828533373e-09	0.5389155821201741	7.288085052245892e-16	8.287367500518473e-17	2.1834257554696918e-16	3.6104936070953734e-17	5.871585332299756e-20	204.51302956473697	40.54315036031849	0.25507667176937104	70.54875057286291	0.029665929800759	0.018965490451711	1.5609866537527651e-15	48.99257688246164	7.146356619326647
165.0.	182.3524	0	17.16780466007954	8.219215339920346	12.705669295749189	0.38695070425083405	996.1772089953394	1.988312834855779e-05	2.166647420865435e-06	4.971659089633195e-06	4.004697502453535e-06	1.957549411042808e-08	0.0029448462714600004	131.78180514086546	1352.4914007527252	1505.963810091345	3.777937121031174e-37	2.0647982387900532e-07	2.5854245886421954e-09	1.1105544825933008e-34	2.897794884629487e-38	79.14539615299577	3.520343847004128	510.19547883603406	15.963008138197317	0.030926558395608	1.230403047057971e-30	352.8253896539908	215.22494892364753	32.1785510763532	2.604190247225605e-08	0.00015576853713200001	3.822791004662065	2.8056679564922463e-10	6.43673913766758e-11	1.47246776367686e-10	1.1885094049693582e-10	5.805169942009751e-13	222.76785248825976	171.12211643894224	4.036189908654773	127.12572116396667	0.14923555483259202	0.108419562300525	2.349982973725923e-10	218.44532457157388	90.27530440911411
220.0.	182.3524	0	15.378714445992376	10.008305554007517	12.581960385174737	0.5106596148252951	985.6759191204627	0.007725277762959001	0.001533427447464	0.002575387810364	0.004958916138315001	5.1860737204339656e-05	0.5122987394173321	43.89441493297614	980.346786709811	1473.0866020224805	2.853646699057762e-23	0.00027883945562900004	1.2676864022254061e-05	5.238807655125362e-21	2.876541716757133e-24	78.01722334677937	4.648516653220503	456.7886000077543	949.4563095451616	11.248544828773149	3.525275067793939e-17	352.60684959586416	212.4704487237324	34.93305127626894	2.8006196766446103e-05	0.116688217346327	14.324080879538055	2.0667209740014937e-07	1.986833132747764e-07	3.328625340534267e-07	6.419900471737958e-07	6.7098544302237396e-09	114.92689349459673	298.3290165193828	36.91339797751795	180.53259999224673	0.33164260984941	0.26280603013326304	4.896321587308275e-07	414.0582524311863	335.69860413710074
275.0.	182.3524	0	13.92365625944938	11.463363740550509	12.460797416715137	0.631822583284908	969.1074896374299	0.072558439540041	0.02682931551851	0.033093277510072	0.09656694696284901	0.0015917295463720002	2.679310791036441	19.50874702457702	717.383619529824	1298.5408957544118	3.5693595189151927e-16	0.007422998853163	0.0006048258516400001	2.96345044221593e-14	5.0766588442900765e-17	76.91582985736314	5.7499101426367485	412.3452645508972	2510.9066157569614	41.750054913739746	8.703627207216141e-11	352.49215524917554	212.22781319716097	35.17568680284055	0.000579947865259	1.228281605034866	30.892510362570867	2.315153751540658e-06	9.879413817462539e-06	1.216741509996496e-05	3.5541099719623974e-05	5.856078138850285e-07	55.3180883301274	331.53381447466217	211.45910424558667	224.97593544910407	0.42454889261038803	0.355900485095882	1.2458523825762641e-05	492.93560186087905	587.1973340080912
330.0.	182.3524	0	12.740581579003393	12.646438420996498	12.342127315313698	0.7504926846863551	958.0204501710359	0.23909505313221002	0.144470022444307	0.17980394777691	0.370066558932582	0.010222713656607001	6.160888525444453	15.476692803951261	723.5067730837068	1051.7101878946755	1.2608916178483449e-12	0.035974827847156006	0.003705031601443	6.075992432325577e-11	2.09195666824546e-13	75.84334974148229	6.822390258517602	379.3157790330555	4088.7593004531004	67.8100468236509	1.024011237543118e-07	352.4679723987741	213.7337203742653	33.66977962573621	0.0025952219902660003	3.485678937766206	41.97954982896533	7.896012045069136e-06	0.000102641951638	0.00012761483479500001	0.00026283292624500003	7.258642135175853e-06	39.091237643134335	235.77090655016102	458.2898121053241	258.0054209669455	0.443633436258116	0.37768415940731603	5.8627301351026706e-05	507.7527166594292	699.659182711623
385.0.	182.3524	0	11.778860725557307	13.608159274442585	12.225898140424057	0.866721859575996	954.2247730606628	0.5515116077220661	0.46627366097717904	0.705576481639515	0.558645793351331	0.03192102882891	10.491735231507308	17.24850055320743	878.8153234336795	921.4311202999395	2.08736923344714e-10	0.09872606471267101	0.011068377899652001	6.811298045536946e-09	3.738446860531032e-11	74.80168297273138	7.864057027268528	358.00318145943373	5657.391822143557	89.57040628653407	7.746970679072494e-06	352.4680097570814	216.34080343298754	31.06269656701412	0.006862271916115	6.660889574565813	45.77522693933819	1.836885743551946e-05	0.000497273192632	0.000752121356752	0.000595691306974	3.4033709917048925e-05	35.8284042238713	110.23497344927529	588.5688797000611	279.31801854056727	0.443384145701932	0.37858968810763505	0.00015677961375700001	507.5374157956477	676.440199156227
440.0.	182.3524	0	10.997217604804296	14.389802395195595	12.112059060610447	0.9805609393896111	953.8448422715497	1.034691656904879	1.003167319656666	1.713399165327128	0.6335603422643921	0.061864468347379006	15.35804892642734	18.94957535186605	991.2633796956413	911.2985751025265	8.0242501575572e-09	0.20489275444071903	0.024787570147632002	1.996052580450788e-07	1.4963788723316922e-09	73.79249781429739	8.873242185702459	347.3372574967366	7212.9820917303405	107.73508189343964	0.00017620302856500002	352.46961336579596	219.50511925862955	27.898380741372357	0.013990267586302	10.560344005364056	46.155157728450504	3.487123922173826e-05	0.0012258349177180002	0.002093508251457	0.0007741633369780001	7.559191275603986e-05	36.513883377139884	58.10464338976337	598.7014248974741	289.9839425032644	0.442068565572767	0.37735902051476805	0.00032256812215300003	506.52364921094016	609.1426848409378
495.0.	182.3524	0	10.362025735581756	15.024994264418135	12.000560328716558	1.0920596712834971	954.077162650759	1.686748751242227	1.7663530733787751	3.231959937723104	0.675678547793364	0.09861127673872701	20.55300509038465	20.324709011384915	1061.5528139990956	959.029304599089	1.514914817154229e-07	0.35749825117556305	0.050481235092862	3.2146466730341137e-06	2.881162847150418e-08	72.8172348106363	9.848505189363527	345.4174175821341	8753.724383880906	122.89758867007922	0.002493648649678	352.47072088719165	222.7815442579707	24.6219557420312	0.024437583934694	15.023727791395423	45.92283734924185	5.784689508917838e-05	0.002188435411774	0.004004333333679	0.0008371417661910001	0.000122176438643	37.91839494505788	35.19239252082952	550.9706954009116	291.90378241786686	0.441140864520558	0.37659069723044003	0.0005736261127460001	505.80390536012607	551.3646584410145
550.0.	182.3524	0	9.845906545641531	15.54111345435836	11.891353257691236	1.201266742308817	954.5344928851634	2.50911750012179	2.769688753396573	5.2843974264145	0.7026956104155271	0.14272278966847002	25.940789294473515	21.66446413355539	1106.6881257933903	1025.77948471152	2.071403171222124e-06	0.551740829035905	0.099446382553315	4.06279433628538e-05	3.9742018602871707e-07	71.87711223254091	10.788627767458873	349.9256686342721	10278.719633829292	135.55377360752038	0.029720816246698003	352.4728810782025	225.83059684320546	21.572903156796446	0.03853888869901	19.918523968689755	45.46550711483702	8.790359368986623e-05	0.0033706192261510003	0.006431208929361	0.0008551691981850001	0.000173693160377	39.65621241311808	23.34091510700116	484.2205152884802	287.39553136572886	0.43931346879055905	0.37516875375839603	0.0009315685816700001	504.38174489151567	508.88163705688595
605.0.	182.3524	0	9.426579090752792	15.960440909247101	11.784390196963557	1.308229803036492	955.3842849690673	3.502337969398609	4.018444629202525	7.884606023741336	0.721925966289045	0.194143927143819	31.4325818038151	23.10676887171019	1137.9440801802405	1094.6657872617418	2.405338827675411e-05	0.778887902251688	0.18520426684687602	0.00044318836606000003	4.6439007233647975e-06	70.97313280617192	11.692607193827834	358.4696323420063	11787.617550901121	146.1175029854184	0.301731155671963	352.47653827596713	228.432156099829	18.97134390017283	0.05653248708369701	25.135382134001617	44.61571503093421	0.000125783866256	0.004778524606821001	0.00937637922105	0.0008584892904840001	0.00023087177240900002	41.70995844164151	16.52775586899974	415.3342127382591	278.8515676579946	0.436236505883946	0.372689568456027	0.0014193481322270001	501.98121175817874	477.0841280786212
660.0.	182.3524	0	9.0859179503242	16.301102049675702	11.679624509400709	1.4129954905993451	956.653268168228	4.6648617003045025	5.512609745151839	11.044370794298343	0.73670459753852	0.251999989924499	36.97043783313337	24.673933851398502	1161.8192789135499	1159.959739568729	0.00022947684414700002	1.037959815714175	0.312113217890687	0.003783871886266	4.475830597224291e-05	70.1060915597366	12.559648440263201	368.87970455203975	13280.15865404889	154.93404904668284	2.2351890910389	352.4814533132817	230.49194716223465	16.911552837767232	0.07858976914691501	30.5842436983087	43.34673183177324	0.00017243560114700002	0.006403338553701001	0.012829501309115001	0.0008557542401150001	0.000292725848595	44.029012350756815	12.294586826670303	350.04026043127146	268.4414954479612	0.43211852545543605	0.36928396176195405	0.0020485294384770003	498.75398280946933	451.39050239243915
715.0.	182.3524	0	8.809182849378892	16.577837150621004	11.577010548816062	1.515609451183995	958.2139862943579	5.99366397796874	7.2494693528651855	14.773041020138143	0.7486347725867031	0.31498039013205603	42.516297800016794	26.312740531210085	1181.6408578648854	1220.639447962883	0.001622720064527	1.336478505797301	0.47479281774785004	0.022519537370706003	0.00032098865682300004	69.276584623742	13.38915537625787	379.43660004852734	14755.850484459657	162.29121031652954	10.756711551963033	352.4871363496333	232.02516680184266	15.378333198159362	0.10482514200781001	36.19110172243925	41.78601370564325	0.00022915950383300003	0.008219009313746	0.016749575493697003	0.000848770086318	0.000357115517895	46.494654337509246	9.500372703600254	289.36055203711646	257.8845999514736	0.427370664033406	0.36528821433703	0.0028188929592270003	495.0106273461644	429.01272650581166
770.0.	182.3524	0	8.584389517894072	16.802630482105826	11.476503638015455	1.616116361984604	959.8808767536669	7.485150458855303	9.225468730573953	19.07510487862115	0.7584970155960861	0.38183970288346303	48.04460915131414	27.93028390558685	1198.8765836819275	1276.8612224688425	0.008076266777616001	1.6820686741694861	0.666702616766313	0.089977252672276	0.001621817371099	68.48501882597277	14.180721174027079	388.9812481402954	16213.887465248074	168.42836205311474	32.915969892518426	352.4930551299127	233.1164285315465	14.287071468455451	0.13529486132944502	41.89528484824624	40.11912324633439	0.000297817618923	0.010193035769692	0.021076767556823	0.0008380621626110001	0.000421899396471	48.94856389954613	7.56382707476811	233.1387775311574	248.33995185970542	0.42243641235525703	0.36108159213010904	0.00372943652235	491.09380216437836	408.66969741102025
825.0.	182.3524	0	8.401796432410576	16.985223567589337	11.378060047381698	1.714559952618366	961.4847515354968	9.135876312423502	11.437300265140687	23.948112336255438	0.7666862529945451	0.45176668069093806	53.53756857824328	29.425701136656023	1214.0116516956416	1328.1360133685557	0.028774575140788003	2.079429178743189	0.8833697784350211	0.251919222383633	0.005856275669818001	67.73162192900611	14.934118070993714	396.8904890874123	17653.243703772965	173.54345326772477	69.47913905172531	352.49874165128	233.87380867050084	13.52969132950113	0.170003400652461	47.64716346348025	38.51524846450462	0.000381117189561	0.012298751468939	0.025753219711226003	0.00082444689209	0.000485808225296	51.230883618729166	6.166940054636487	181.86398663144476	240.43071091258855	0.417704055039311	0.357004709363035	0.004783071595911	487.3112953578077	389.9960462940639
880.0.	182.3524	0	8.253486450076975	17.133533549922944	11.281636973900827	1.8109830260992361	962.9097885855323	10.94291863656603	13.882260634523224	29.382108339979744	0.773441897588617	0.524522981110844	58.98223150871929	30.715225372924582	1227.1015667393042	1372.596040689601	0.078107285728646	2.530625166862999	1.122272989656983	0.540763372446571	0.016063499386480003	67.01645336394833	15.649286636051556	402.9585268213616	19072.857537787462	177.7976788142877	115.0143522784222	352.50385166438525	234.39628322379042	13.007216776211557	0.20891289667894303	53.406174122217124	37.09021141446929	0.000483009638567	0.014523519565262	0.030740938252535002	0.0008091830814380001	0.0005487685489020001	53.21208543009266	5.125574855025601	137.4039593103978	234.3626731786393	0.41345785277942704	0.35331388120620105	0.005987024512404001	483.8954259541864	373.049111061812
