time	A1	A1_2	A2	A2_2	A3	A3_2	CREB_n	DUSP_c	DUSP_n	DUSP_n_ERK_n	DUSP_n_pERK_n	DUSP_n_ppERK_n	DUSPmRNA	ERK_c	ERK_n	Elk1_n	F	FOSn	FOSn_2	FmRNA	Fn	Kin	Kin_2	MEK	PreDUSPmRNA	PreFOSmRNA	PreFmRNA	RSK_c	RsD	RsT	c_FOS_c	c_FOSmRNA	pCREB_n	pDUSP_c	pDUSP_n	pDUSP_n_ERK_n	pDUSP_n_pERK_n	pDUSP_n_ppERK_n	pERK_c	pERK_n	pElk1_n	pMEK	pRSK_c	pRSK_n	pc_FOS_c	ppERK_c	ppERK_n
935.0.	182.3524	0	8.133026030486038	17.25399396951388	11.187192520804672	1.9054274791953891	964.0995015965758	12.90389888668161	16.55806051826773	35.360805286289775	0.7789609277143391	0.600358726228234	64.36890630451421	31.746855208780936	1238.1001351661253	1407.4310458193695	0.17318971625286	3.035749044234247	1.382324500851985	0.9679605613486311	0.035892750585284	66.33941532769859	16.3263246723013	407.24959956514493	20471.841854079506	181.31799248791188	164.6700738107175	352.50818718971396	234.76012898474266	12.64337101525923	0.251951511935862	59.13905318798266	35.90049840342591	0.000609298154991	0.016871152948026002	0.036031180031912004	0.00079370280376	0.000611727918827	54.81130381800393	4.327936438498927	102.56895418062965	230.07160043485607	0.40985997054695705	0.350162133431827	0.0073524622846140005	480.9846950295406	357.9786540583033
990.0.	182.3524	0	8.035187807755802	17.351832192244107	11.094685677602417	1.997934322397636	965.0447638996299	15.016760344712594	19.462370918495235	41.863962741330916	0.7834387269707771	0.679787241320558	69.69036791608146	32.503673768881704	1247.0249436619592	1431.0797342758972	0.331623444841231	3.5935620793082332	1.6633405015560672	1.531844409235826	0.069114390978323	65.70026411301382	16.9654758869861	409.97074849555815	21849.652453354713	184.2017167467174	215.87098591637425	352.51168683931166	235.01848972865554	12.385010271346307	0.299020272419875	64.81824925539577	34.955236100371714	0.000768653030872	0.019359616718498	0.041644715677541	0.0007793134432870001	0.0006762149330440001	55.999767264831995	3.703254997676463	78.92026572410205	227.3504515044428	0.40695910785391903	0.34760368029294103	0.008893888877899	478.6268300295691	344.84865420724367
1045.0.	182.3524	0	7.955724841469031	17.43129515853087	11.004076300602275	2.088543699397777	965.7665307677945	17.279457070354294	22.592382842197374	48.87007082820151	0.7870706796602891	0.7633292193107031	74.94150387080737	32.99839067381988	1254.0090523283257	1445.468075473738	0.570322043202092	4.202119719743215	1.965500932192299	2.224873001190975	0.11935915374377101	65.09862155659874	17.56711844340119	411.3832217106209	23206.156326382792	186.53020593115815	267.42536480101495	352.5143947005487	235.20636928757094	12.197130712430903	0.34999853711765905	70.42076213014415	34.23346923220734	0.0009744511732440001	0.022016747822090003	0.047626578292356	0.000767025681648	0.0007438953768460001	56.792733660180204	3.204983185082751	64.53192452626158	225.9379782893799	0.40471675117593103	0.34561470626797103	0.010628421012808	476.79742683855727	333.5781194319116
1100.0.	182.3524	0	7.891186987662366	17.49583301233754	10.915325093916348	2.177294906083713	966.300762602111	19.689691039315377	25.94455006358645	56.35853557782572	0.7900393465416751	0.8513144791518781	80.11908971412488	33.263487209888595	1259.2847121658654	1454.3321040341268	0.905028598938801	4.85930773208754	2.288880294567446	3.037325212748988	0.19001002980644702	64.53398649863787	18.131753501362002	411.7501561360758	24541.580798569034	188.37864003167698	318.78494338486286	352.5164212971357	235.34626266583152	12.057237334170226	0.40474840390139905	75.92759675502028	33.699237397890535	0.0012483613041330002	0.024877393908831	0.054041807773221005	0.0007575498739040001	0.0008163104795170001	57.23552011647507	2.801408442660858	55.66789596587245	225.5710438639249	0.403039773060753	0.344120881887988	0.012575156533961001	475.4253882062067	323.9578934079857
1155.0.	182.3524	0	7.838771575010805	17.548248424989076	10.82839359084258	2.264226409157469	966.6879433891369	22.244766961433566	29.514549731417997	64.31095744324588	0.792502089909864	0.943780655633603	85.2215083976627	33.34100547693923	1263.1386719718553	1460.311111855729	1.35015914736521	5.563205427781121	2.633139949343401	3.9589388804006793	0.28416660738389404	64.00574615570945	18.659993844290486	411.3104437656739	25856.374359129637	189.80374754365218	369.68981999503495	352.5179076412369	235.45260708132204	11.950892918679685	0.46311817361273006	81.32319142375503	33.31205661086453	0.0016279317057200002	0.027985715397999003	0.060980670941358006	0.0007514549782510001	0.0008949017457580001	57.38885896397113	2.470233209215716	49.6888881442703	226.01075623432658	0.40181027506523803	0.34302344852715105	0.014754828250055	474.41729746103437	315.70165402149564
1210.0.	182.3524	0	7.796202008510364	17.59081799148951	10.743244135825186	2.349375864174868	966.9668565972192	24.94156106333277	33.297398644171636	72.71149797268774	0.794584766341009	1.040462669323622	90.24835727723452	33.274460877782175	1265.8663871260944	1464.6924793221515	1.918788270201862	6.312245962471395	2.997407429314676	4.979618619645931	0.40464106479155304	63.513187325446566	19.152552674553398	410.2687332263562	27151.037790379578	190.81627203963993	420.013219590626	352.5189983554254	235.53481363385328	11.868686366148655	0.5249444663977471	86.59400712248684	33.03314340278214	0.002184488397698	0.031408344001308	0.068586594232662	0.000749506547841	0.0009814361500070001	57.31697376505164	2.195348723264962	45.3075206778478	227.05246677364445	0.40090779344166	0.342219182111688	0.01718979972473	473.67609628011536	308.5002508982796
1265.0.	182.3524	0	7.7616290951484945	17.625390904851365	10.659839866606582	2.432780133393469	967.1714665049009	27.776543494313085	37.2876212568247	81.54655278404027	0.796381152735225	1.140841946678965	95.19998224571596	33.103693192080584	1267.7386473794277	1468.1099363928545	2.622695687584504	7.105200678994519	3.380301598774234	6.089737032387265	0.5539677529385051	63.05550733954014	19.610232660459836	408.79420429163645	28425.977820313597	191.33476886477465	469.69273071779196	352.51982513933734	235.59918181711512	11.804318182886677	0.590052193752584	91.7256731307938	32.82853349509995	0.003072324380599	0.035273452641270006	0.07714043421561201	0.0007533590520970001	0.0010792071690090002	57.07967429324076	1.964851781522592	41.890063607143894	228.52699570836435	0.40022288533049805	0.34161298550941005	0.019904320294249	473.1127907899135	302.0630120519627
1320.0.	182.3524	0	7.7335508530354975	17.653469146964365	10.578144697078415	2.514475302921631	967.3297924786358	30.745716075680875	41.47933685632256	90.80391114329265	0.797954930254945	1.244219713741787	100.07701583106723	32.86235464855136	1268.983537449238	1470.9169572249073	3.47243812620182	7.941035239501966	3.780030441004035	7.2802539858091855	0.734418426659154	62.631824710247606	20.033915289752375	407.0234989339805	29681.409360636222	191.10870006246745	518.6985262254034	352.52049892975293	235.65006416977056	11.753435830231265	0.658251006569855	96.69768628168428	32.67020752136511	0.004698980197305001	0.039893810532424	0.087328442538692	0.000767440343191	0.0011966240565780002	56.728233306543814	1.769782874388349	39.08304277509174	230.29770106602027	0.399663513717946	0.341124105168903	0.022924851904805	472.6521280954174	296.14163280277586
1375.0.	182.3524	0	7.710747350419056	17.676272649580824	10.498123300324789	2.594496699675262	967.4639326639792	33.84384256561451	45.86589964964267	100.47094038142933	0.7993371206602711	1.349779855561613	104.87998479079846	32.57726800319404	1269.780936426397	1473.3252598300303	4.477430191040158	8.818668986593133	4.194487830082996	8.542751746923742	0.9480195132405671	62.241189403343334	20.42455059665663	405.0652064993845	30917.30734265702	189.6199293357686	567.017961588522	352.52110803431214	235.69056577339106	11.712934226610777	0.7293259602207041	101.47452644376786	32.536067336021425	0.008604145458582001	0.04629872900054	0.10140364637396201	0.000806839787113	0.001362397487488	56.30406951472178	1.603294966152852	36.67474016997019	232.25599350061606	0.39915650752701504	0.340687866685134	0.026280184900916003	472.2340662845166	290.5391675740449
1430.0.	182.3524	0	7.692227761319757	17.694792238680137	10.419741092001374	2.672878907998676	967.5906652707123	37.05225455400801	50.43500015354908	110.52305941524537	0.800456555714759	1.4565117848662221	109.60902009315245	32.268873342027284	1270.265029282547	1475.46446460938	5.646026671926777	9.736642862312264	4.621292910007343	9.869430321827492	1.196569739862054	61.882592695223074	20.783147304776893	403.0045699761029	32133.39567251948	186.03467196535877	614.6477702012859	352.52171967973817	235.72296661020238	11.680533389799306	0.8030198973431111	105.99360068610581	32.40933472928801	0.0297733767311	0.061269290815525006	0.134157811984034	0.0009721503512470001	0.0017685735628880002	55.83914894488832	1.4600876973915051	34.53553539061911	234.3166300238975	0.398646221040223	0.34025478757937905	0.030000961033466004	471.8128155071705	285.10904069917814
1485.0.	182.3524	0	7.677187353078811	17.709832646921093	10.342964214408523	2.749655785591518	967.7222738466937	39.319459882320835	54.76028840946529	120.0331212455384	0.79524408922621	1.551738406895958	114.26367132388714	31.952136720191707	1270.5289853714658	1477.4138059875913	6.985602742914545	10.692707767315603	5.05774478412162	11.253084005159018	1.4816573342892592	61.554976581362325	21.110763418637642	400.907807258685	33329.15804191971	179.37313445325313	661.5899491416911	352.52238312839734	235.7489815000975	11.6545184999042	0.879007664228396	110.15544762947091	32.277726153306304	1.118870767210743	0.507047629433872	1.105642401362902	0.0073507941756620005	0.014324773336145001	55.35720106634302	1.335983699081434	32.58619401240887	236.41339274131536	0.39809191481159906	0.339788451739757	0.034118197988371006	471.3547488951512	279.74844794275543
1540.0.	182.3524	0	7.664972544200303	17.72204745579961	10.267759520615328	2.82486047938471	967.8674930425846	39.91926741721737	57.17334837789386	125.33996816069937	0.7628457819790241	1.589115330673221	118.84280631017693	31.63728698773689	1270.6215282861465	1479.2223525090726	8.502630309619674	11.683476024952528	5.500660803827325	12.687069454174889	1.804676411844746	61.25724269482243	21.408497305177573	398.8258282689701	34503.85318569313	169.01294070873132	707.8495143666987	352.52313447367777	235.76992480966334	11.633575190338334	0.956870221858746	113.82839109085039	32.13250695741685	4.01281118422483	3.060999509613663	6.6964602657994625	0.040813600783676005	0.0849759937906	54.87477212955677	1.2274422761151151	30.77764749092903	238.49537173103016	0.39746370792900604	0.33926231494908504	0.038660459549062005	470.83508531926253	274.3846240752421
1595.0.	182.3524	0	7.655052519982623	17.731967480017296	10.194094559081849	2.898525440918186	968.0327837638067	40.2291634797218	58.31004844671314	127.8316966875031	0.7173556457631941	1.5887145555137598	123.34455456382238	31.33151621460406	1270.583690622731	1480.9221896735303	10.20274986445712	12.704296727375333	5.946221519030032	14.16527052351317	2.166842404829507	60.988260720393534	21.677479279606477	396.7973190000804	35656.512693635756	155.22891815342467	753.4332380497425	352.5240023505152	235.78681853633145	11.61668146367016	1.03608544707801	116.87668762466808	31.967216236194588	7.3354891815060395	7.096645743667018	15.53946137620211	0.087272064655041	0.19322315561140802	54.40338759392873	1.131738324579337	29.07781032647218	240.52388099991975	0.39673787051928106	0.338655419211467	0.043650163725347	470.2340205606418	268.9633798084098
1650.0.	182.3524	0	7.64699617639223	17.740023823607686	10.121937558636533	2.9706824413635	968.2227249982413	40.43679358274524	58.900893285302544	129.11474498636744	0.6702958907002351	1.571952314649818	127.76626777505457	31.03989568495312	1270.4486540088715	1482.5320472242538	12.09083761722121	13.749264694343392	6.390197515241912	15.682062554738634	2.569206481116088	60.746876286184815	21.918863713815202	394.8512470537362	36785.94530258768	139.1869908261939	798.3489216872161	352.52500622623637	235.8004658775354	11.603034122466294	1.116048239054239	119.20035529631642	31.777275001760117	10.897758815400632	11.8834504056124	26.02868330093955	0.135199053936246	0.317001134266576	53.95141552155336	1.046884599021827	27.467952775749524	242.46995294626393	0.39589837133161104	0.3379530831131	0.04910144746957101	469.5380229966234	263.4540931162418
1705.0.	182.3524	0	7.640453392579969	17.74656660741995	10.051257413769475	3.04136258623056	968.4397817809496	40.606190054310154	59.26661868950729	129.894761582438	0.625760291841676	1.548058701269136	132.10451599859135	30.765467063077242	1270.2307642182784	1484.0609448641367	14.17106793885877	14.811597733383005	6.8283058282954965	17.232277512102335	3.012668958215191	60.53191832260716	22.133821677392888	393.0088723678472	37890.761786907016	122.36824514414005	842.6049673164138	352.52615656568105	235.81150306911786	11.591996930883926	1.196116113141911	120.76011206383431	31.56021821905163	14.63353237478165	17.098096925506823	37.451870377928735	0.18049337214125502	0.446454357298592	53.5241069381041	0.9712971749936731	25.939055135866806	244.31232763215306	0.394936641398814	0.337147206107682	0.055019411658453005	468.739636942564	257.84766589164843
1760.0.	182.3524	0	7.635139819861242	17.751880180138684	9.982023670274053	3.110596329725982	968.6847293410157	40.76423983006144	59.544027643371855	130.4722435538384	0.584919126717054	1.520938264247632	136.35512159336983	30.509787229737547	1269.9314445975517	1485.5125729420188	16.446971292444406	15.88422362240599	7.25652401987711	18.81117065570335	3.49799174917644	60.34220588575893	22.323534114241134	391.2853498689655	38969.402871589285	106.00301813175751	886.2101167033261	352.52745769122066	235.82043703333747	11.583062966664341	1.275660689445878	121.575689018452	31.315270658985767	18.51343877822358	22.600437112859915	49.49877981910049	0.22197687275434702	0.577129372904924	53.124318199449164	0.9036752341656961	24.487427057983982	246.03585013103506	0.393849178574924	0.33623428359559504	0.061400043481316	467.83551650651356	252.1497176154957
1815.0.	182.3524	0	7.630824527231788	17.75619547276813	9.914206511213349	3.178413488786682	968.9571903494559	40.92234175426518	59.79132696355187	130.9743182716413	0.5478710080640801	1.492277690694302	140.51321556433868	30.2734085447828	1269.5448136985249	1486.8883367964215	18.921487878914206	16.960296736177835	7.671310574198919	20.414389066670445	4.025809888636043	60.17655444620255	22.48918555379752	389.69100267593916	40020.16352949335	90.86178874363185	929.1732885708095	352.52890988604526	235.82767341171484	11.575826588286986	1.354107699948216	121.70786064155587	31.0428096505455	22.523362805417005	28.328574528992068	62.03056575146071	0.259543274149439	0.706870050486576	52.75325940787157	0.842937749109899	23.111663203581017	247.63019732406138	0.392635813807226	0.33521382789792803	0.068230358906785	466.8250083270656	246.3746674927623
