	Ln_	NRLn	NRn	RE	REL
0	0.0	0.0	370.0	3.7	0.0
1	8.119742352955027e-05	0.024135461278960543	369.89315817657615	3.6172936378548535	0.08270636214514872
2	0.00014503012787627206	0.04780759969543693	369.7876626387996	3.5354702384949475	0.164529761505056
3	0.00021031189242001302	0.07200478052012001	369.6835630990396	3.455567879559583	0.24443212044042012
4	0.00027701706590413703	0.09671637875924964	369.58089062370914	3.3776070024682174	0.32239299753178585
5	0.0003451109646154695	0.12192944057241784	369.4796754234643	3.3016048640365314	0.39839513596347154
6	0.0004145516536946946	0.14762852494021506	369.37994699010744	3.227575515047432	0.47242448495256995
7	0.0004852947757093296	0.17379581051056908	369.28173391169423	3.155529722204597	0.5444702777954046
8	0.0005572729874152551	0.20041073799617007	369.1850635919104	3.0854743299064116	0.6145256700935912
9	0.0006304428962711309	0.22745077384767423	369.0899621561949	3.0174129300423287	0.6825870699576739
10	0.000704724319255264	0.25489060481784376	368.99645445768516	2.9513450625028246	0.748654937497178
11	0.0007800457692636977	0.2827028504057759	368.90456361087763	2.8872664612832737	0.8127335387167293
12	0.0008563280101220681	0.3108578817580891	368.81431117733024	2.825169059088202	0.874830940911801
13	0.0009334840016388612	0.3393241394231969	368.7257168571144	2.7650409965375444	0.9349590034624583
14	0.0010114238244355298	0.36806812208341144	368.63879855405617	2.706866676139526	0.9931333238604773
15	0.0010900514946918345	0.39705481942562504	368.55357196159036	2.650626781015964	1.0493732189840395
16	0.0011692682993500708	0.42624799643435907	368.4700509719285	2.5962989683629134	1.1037010316370903
17	0.0012489715917411736	0.4556096844161476	368.3882469281436	2.5438566125598165	1.1561433874401874
18	0.0013290556839669744	0.4851013891491728	368.30816910644126	2.4932704955904965	1.2067295044095077
19	0.001409414390965471	0.5146842315663551	368.229824543868	2.4445087754344	1.2554912245656038
20	0.0014899384988172673	0.5443184025760311	368.15321788603194	2.3975362886080225	1.3024637113919812
21	0.0015705243261204451	0.5739651125940207	368.0783514739459	2.3523165865399824	1.3476834134600217
22	0.0016510490940124405	0.603584127996603	368.0052252857584	2.308809413755009	1.3911905862449943
23	0.0017314383328952976	0.6331368546764213	367.9338370208994	2.266973875575787	1.4330261244242155
24	0.0018115548726186058	0.6625849520149408	367.8641820380826	2.2267669900980196	1.4732330099019835
25	0.001891311135705752	0.6918911433113203	367.7962534784886	2.188144621800446	1.5118553781995567
26	0.001970603509959102	0.7210192254881814	367.73004231282624	2.151061538314979	1.5489384616850237
