	Ta	Tastarstar	Tm	Tmstarstar	Ttot	Tv	V
31	0.9494698364102416	0.24128948764499936	132.5400442805254	0.0	253.63313099259022	119.9023273880097	181.78803152369093
32	0.9211802783177826	0.248456344732125	129.1529583187859	0.0	248.44448895238747	118.12189401055178	192.93197481785126
33	0.8936088191084718	0.25569419874626453	125.83072450343528	0.0	243.36347345937347	116.38344593808357	204.64658242565176
34	0.8669512743479845	0.2626112515738458	122.57595167115299	0.0	238.4009166965929	114.69540249951822	216.62860644031886
35	0.8410806587798482	0.2694611995545698	119.39342152792541	0.0	233.55977853061938	113.05581514435968	228.9660085383129
36	0.815980349956435	0.2763286045242498	116.27978542645624	0.0	228.83189929665468	111.45980491571788	242.20629835765897
37	0.7916451360136726	0.2829583417667468	113.2355881733902	0.0	224.21928842072901	109.90909676955852	255.45287474521004
38	0.7688869206910888	0.2883741184987516	110.29160467566426	0.0	219.80650469528578	108.45763898043178	268.2811893344719
39	0.746596780208984	0.29482152088599184	107.4488194526919	0.0	215.55599100770337	107.06575325391661	282.4788227813261
40	0.724393704452175	0.30194547462228377	104.6576054147768	0.0	211.33164772779145	105.64770313394031	298.0088339639301
41	0.7034360784587687	0.30735480339017546	101.92704694201929	0.0	207.21250685511228	104.27466903124416	312.40438309027746
42	0.682815591550909	0.3135269099960466	99.26929743420288	0.0	203.2105581541917	102.94491821844196	327.99563572527416
43	0.6632785857146396	0.31861844033251413	96.6810138462845	0.0	199.32247943572787	101.6595685633963	343.2001706486124
44	0.6446324426997943	0.3237392893051216	94.1923894026096	0.0	195.6126683389137	100.45190720429929	359.0713632590368
45	0.6263857625748783	0.3293585034855994	91.78255689946492	0.0	192.00857288939187	99.27027172386653	375.90014616061274
46	0.6087279754431087	0.33450228327140297	89.43033881344881	0.0	188.4766931055701	98.10312403340679	392.7662779475579
47	0.5918074528881525	0.3392060135546458	87.14762803118833	0.0	185.05523905282044	96.97659755518934	409.67610154997055
48	0.575497725488231	0.34398719610059647	84.94296940096702	0.0	181.75762984286325	95.89517552030748	427.3618283788859
49	0.5597385521941076	0.34859975233882856	82.80320326290064	0.0	178.55085220974047	94.83931064230691	445.31195328789795
50	0.5445128309055656	0.35293807816820194	80.72475633153049	0.0	175.43213550767786	93.80992826707367	463.281928283202
51	0.5298640015985792	0.3572350188842433	78.7191314243568	0.0	172.42205638828585	92.81582594344627	481.891913682447
52	0.5156698419806062	0.3613712025304578	76.76783185420071	0.0	169.4890260983664	91.84415319965467	500.7751792907708
53	0.5020933142604399	0.3650596552476357	74.87394957132699	0.0	166.64475002263958	90.90364748180457	519.8161050644655
54	0.48915540000091423	0.36846840221353594	73.05507128645361	0.0	163.9252995655343	90.01260447686627	538.1953190787864
55	0.4763887555668264	0.37252607138697075	71.2942282940795	0.0	161.2784924250136	89.13534930398035	558.8999910839533
56	0.4638883392231008	0.3763767037119814	69.56808496597141	0.0	158.66034795726853	88.25199794836207	579.7668795005211
57	0.4520167247315337	0.3794446680500161	67.88990591326306	0.0	156.11785019704482	87.39648289100026	599.5955359173565
58	0.44081234695762905	0.3821476350199833	66.27857390308417	0.0	153.69055555025164	86.58902166518992	619.6891699811049
59	0.4296394848292482	0.3855981553012783	64.72000662170304	0.0	151.33477248814714	85.79952822631363	640.8660551216651
60	0.41918320216031263	0.3881943239044485	63.20952523202987	0.0	149.04483800653105	85.02793524843649	662.5402996273774
61	0.408926944547228	0.3909527594267584	61.75369593685009	0.0	146.84171618673588	84.28814054591186	682.3562830307534
62	0.3983069576230721	0.39498723014957293	60.312357348786065	0.0	144.6226590668734	83.51700753031474	708.0408268569764
63	0.3893527912001594	0.39553018217382413	58.921962972837775	0.0	142.5066410024694	82.79979505625766	726.1686908601262
64	0.3801086725598484	0.39850023156710074	57.61293806672399	0.0	140.52744893292135	82.13590196207043	749.1265709933409
65	0.3711264680900403	0.4010563838289196	56.33142385346014	0.0	138.56437624444655	81.46076953906746	772.1468599123112
66	0.36241738806766993	0.4033543359141284	55.079476042266016	0.0	136.64023360822944	80.79498584198164	795.0428872126579
67	0.3541188475872539	0.4052769447441756	53.866869171685366	0.0	134.77585274791036	80.14958778389358	817.8578716398771
68	0.3459735656001033	0.4073920250648881	52.691930351399506	0.0	132.96595385942823	79.52065791736372	841.1797141577613
69	0.3381703141388076	0.4092472586586645	51.55090075395322	0.0	131.20143379101904	78.90311546426834	865.3186471433206
70	0.3311099327216715	0.41015299070487354	50.46611548025885	0.0	129.54156486793923	78.33418646425382	886.2097410640475
71	0.32390356850735486	0.41224589769686254	49.42818294795419	0.0	127.95080150420361	77.78646909004519	911.0092778650143
72	0.3157738393576855	0.4159909465957575	48.36780735291479	0.0	126.26626828435948	77.16669614549124	939.6663374589107
73	0.30906408062017715	0.4162770821444971	47.31631791639681	0.0	124.59965671918692	76.55799764002543	961.6741029741115
74	0.3026819534526507	0.4171275604751097	46.341861183077185	0.0	123.09705220613012	76.03538150912519	984.5487426716492
75	0.29621763585821176	0.41871745600664084	45.39682224176477	0.0	121.62199014836598	75.51023281473634	1009.7935461585313
76	0.28996872792879924	0.42006871852825195	44.47645186123547	0.0	120.17622518707331	74.98973587938079	1034.9308416500724
77	0.283914113272207	0.42132140531406026	43.58184033139463	0.0	118.76610427762695	74.47902842764606	1060.1384132807743
78	0.2780544835089412	0.42247100297902845	42.71313967388881	0.0	117.39337396830986	73.9797088079331	1085.4214841464564
79	0.2723439706902063	0.4236167210841678	41.86869148087157	0.0	116.05443373584514	73.48978156319919	1111.1146287436575
80	0.26686378518315895	0.42456593041215	41.04923061273231	0.0	114.75229331649881	73.0116329881712	1136.7016195819567
81	0.26145740328317657	0.4256547440005152	40.25228712108617	0.0	113.48195367696272	72.54255440859288	1162.6180033527796
82	0.25631830436703973	0.4264476070824508	39.4779973447983	0.0	112.24322512838049	72.08246187213273	1189.04940130294
83	0.25130315666057307	0.4272625393754458	38.7289466973925	0.0	111.0458609039117	71.63834851048321	1214.1672426524026
84	0.24613921006299588	0.42862128682348694	37.98939646033083	0.0	109.84910461009407	71.18494765287677	1242.9932961923653
85	0.24149279208005173	0.42888201839071205	37.26795170547984	0.0	108.67906514269863	70.74073862674804	1268.3952779747287
86	0.2371350140334912	0.42906786582830403	36.58602212387812	0.0	107.58371574851009	70.33149074477018	1294.0119294717379
