	CC	Cn	Mp	Mt	P0	P1	P2	T0	T1	T2
0	0.0	1.8	0.1	0.1	0.0	0.4	0.0	0.0	0.4	0.0
1	0.16341274961080424	1.5868141238009896	0.052630781793700274	0.052630781793700274	0.023207056863088594	0.04848553125743944	0.041248344500668215	0.02320705686308859	0.04848553125743946	0.041248344500668235
2	0.21303219292882933	1.441989979030442	0.060619517524875356	0.060619517524875356	0.016163218969197934	0.01902105651118315	0.021791230770888962	0.016163218969197934	0.019021056511183146	0.021791230770888962
3	0.2215624784577375	1.3275914583129467	0.08311224621859901	0.08311224621859901	0.01924203966926055	0.018371679333249877	0.021340002654677188	0.01924203966926055	0.018371679333249874	0.021340002654677188
4	0.21510373724185758	1.2290791439283815	0.1141041933744467	0.1141041933744467	0.026042014868642327	0.023561735167074913	0.023076812882942367	0.026042014868642327	0.023561735167074917	0.023076812882942367
5	0.20357050688113681	1.1405643688808924	0.154815040454941	0.154815040454941	0.035465506115930134	0.03140614693733924	0.02570329023375803	0.035465506115930134	0.03140614693733924	0.02570329023375803
6	0.19075654900907535	1.059509111344548	0.2078748261900822	0.2078748261900822	0.047949813050121755	0.0419040291908236	0.029440014755070323	0.047949813050121755	0.04190402919082361	0.029440014755070333
7	0.17811285198358753	0.9846969600411267	0.27616080872032484	0.27616080872032484	0.06430111577516089	0.0557062668052924	0.03475063613165942	0.06430111577516089	0.05570626680529238	0.034750636131659414
8	0.16620797437418056	0.915453655849797	0.36222946251730326	0.36222946251730326	0.0854066980040345	0.07360790660774724	0.04218849348995297	0.0854066980040345	0.07360790660774727	0.042188493489952975
9	0.15530571382954148	0.8513531073668861	0.46780096311850483	0.46780096311850483	0.11209794338809047	0.09638867669280844	0.05240009201950848	0.11209794338809047	0.0963886766928084	0.052400092019508474
10	0.14561064113572092	0.7921171369623994	0.593370976527989	0.593370976527989	0.14504409817276806	0.12471426659393034	0.06614659520080592	0.14504409817276806	0.12471426659393033	0.06614659520080593
11	0.13739779423891135	0.7375995528039679	0.7380884226157783	0.7380884226157783	0.18468441189680498	0.15907307464889836	0.08433217666565747	0.18468441189680498	0.1590730746488984	0.08433217666565748
12	0.13111689550898345	0.6878172509177823	0.8999220275676417	0.8999220275676417	0.23121248274400397	0.1997595171997051	0.10804067451803086	0.23121248274400397	0.19975951719970514	0.10804067451803087
13	0.12751537372239616	0.6430215024669131	1.0760083828361364	1.0760083828361364	0.2846041119424745	0.24689913573002528	0.13856796149976627	0.2846041119424745	0.2468991357300253	0.13856796149976627
14	0.1278060342914875	0.6038171140905706	1.2630271758798888	1.2630271758798888	0.34466318634967896	0.30049156717698694	0.17741354833894235	0.34466318634967896	0.30049156717698683	0.17741354833894235
15	0.1338862025832712	0.5713429530904448	1.457479923453472	1.457479923453472	0.41105725885310834	0.36043975852868304	0.22616782254569684	0.41105725885310834	0.3604397585286828	0.22616782254569667
16	0.14857098215349127	0.5475203334596589	1.6557968130955671	1.6557968130955671	0.48331759142695846	0.4265358976739575	0.28621964183178533	0.48331759142695846	0.42653589767395733	0.28621964183178505
17	0.17571694363878157	0.5353435117415997	1.8542078725976725	1.8542078725976725	0.5607753069109523	0.49838176579108157	0.3582573299876395	0.5607753069109523	0.49838176579108157	0.3582573299876395
18	0.22001274106427188	0.5391191060925301	2.048251268878477	2.048251268878477	0.642382795038874	0.5752287284029496	0.44168155121430247	0.642382795038874	0.5752287284029497	0.4416815512143025
19										
20										
21										
22										
23										
24										
25										
26										
27										
28										
29										
30										
31										
32										
33										
34										
35										
36										
37										
38										
39										
40										
41										
42										
43										
44										
45										
46										
47										
48										
49										
50										
51										
52										
53										
54										
55										
56										
57										
58										
59										
60										
61										
62										
63										
64										
65										
66										
67										
68										
69										
70										
71										
72										
73										
74										
75										
76										
77										
78										
79										
80										
81										
82										
83										
84										
85										
86										
87										
88										
89										
90										
91										
92										
93										
94										
95										
96										
97										
98										
99										
100										
