	A	I1	I2	S
0	500.0	10000.0	2000.0	2500.0
1	959.4417668860115	10777.471034103793	1921.1321523328127	2269.4406754979063
2	1161.2330952222546	11345.245050939631	1860.4985834875056	2162.5118116973117
3	1261.7437228537801	11795.979492055047	1813.8353489841281	2106.084116142059
4	1320.7928936575918	12169.992045500807	1778.2353588678855	2071.8868684774925
5	1361.4800688295804	12487.101059842415	1751.5205591729232	2048.666571771821
6	1392.9157692398276	12758.738748720869	1731.9705072817878	2031.6762581139858
7	1418.8567948179152	12992.608476751197	1718.1907699724554	2018.7029954829025
8	1440.9851890170705	13194.511864923155	1709.0385097978092	2008.5686684789619
9	1460.1671243808507	13369.108199492828	1703.5732398180612	2000.5557597797751
10	1476.9212928060404	13520.26343217664	1701.020636560509	1994.1790830690659
11	1491.6103259284416	13651.23841881291	1700.744325064823	1989.0865416678328
12	1504.5167005165024	13764.804418698122	1702.2224815233303	1985.0149495209255
13	1515.8718324142292	13863.335977098403	1705.0273972045532	1981.760287978351
14	1525.8710560497482	13948.865466668003	1708.8118880593288	1979.1631763650212
15	1534.682383010794	14023.141632056368	1713.2943432433424	1977.09722262392
16	1542.4513724596711	14087.670768510225	1718.2479447392698	1975.4613908534316
17	1549.3047213142252	14143.752722622126	1723.4911446029373	1974.1743523415457
18	1555.3529831189699	14192.509783934996	1728.8800661212015	1973.1703353672742
19	1560.6928247524356	14234.911997317708	1734.3018775905546	1972.3958985447543
20	1565.408903699265	14271.798486621976	1739.6692816814164	1971.8074884842658
21	1569.5754733712129	14303.895943660187	1744.9158333447633	1971.369440076055
22	1573.2577144220647	14331.833872618186	1749.9921512609878	1971.052551542954
23	1576.5128860628972	14356.157914190919	1754.8627105328226	1970.8328519318598
24	1579.3913300327813	14377.341145063421	1759.5031838110751	1970.690712359395
25	1581.9373235313792	14395.79396339898	1763.8982181097	1970.6100116072535
26	1584.1898469120445	14411.87245920734	1768.0395981438162	1970.5775723771858
