	ASL_b	ASL_c	ASL_m	ASLoOH_b	ASLoOH_c	ASLoOH_m	ASLpOH_b	ASLpOH_c	ASLpOH_m	AS_b	AS_c	AS_m	ASoOH_b	ASoOH_c	ASoOH_m	ASpOH_b	ASpOH_c	ASpOH_m
0	0.0	0.0	30.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8797.15	0.0	0.0	0.0	0.0	0.0	0.0
1	1127.7532948771732	318.1225534594508	23.101857125743674	288.9160751577143	81.51116248651903	0.2916894520817212	378.8661938045345	106.89018341631878	0.1585795966054742	48151.17918566186	13584.240488571793	8322.842920276824	1968.292807576246	555.3892913793218	1.0369872251731922	821.9573467389557	231.9343306844515	0.21109063546784476
2	1479.9040542964722	417.4301957703136	26.750904574987864	496.869969246209	140.15429919894888	1.1401781611412465	684.9402795596974	193.20649974440244	0.6367989174849481	82503.13522310174	23272.413151028228	7948.703718416492	5191.912172312424	1464.649869951946	5.8388283107638665	2296.225146970519	647.7793384270178	1.2403682018946194
3	1716.8277560779486	484.24984140516773	31.760641145098525	604.9281768266139	170.62689477944352	2.239696615855298	866.2361967340141	244.33395898447137	1.2768386046782287	107840.47812634772	30418.24840285068	7649.291088242202	8556.890659539595	2413.7413385844766	15.158227719943588	3966.402724585923	1118.862780334379	3.330536987143464
4	1905.6659227766033	537.5088976081144	36.512212121628586	665.5766566990776	187.73044973105462	3.415469255665397	978.1340090488436	275.89096062667323	1.9753749813781085	126636.91276886876	35719.366864522584	7406.550442519706	11757.560031602528	3316.4758278747904	28.939955626673616	5680.637051383297	1602.3649516789073	6.543392308738132
5	2061.2912719200194	581.4009335014133	40.67386456513411	705.0692346310632	198.86831591055986	4.590893385281679	1052.7816955186884	296.9433292397531	2.679568164680673	140549.62666527636	39643.13458189201	7207.066965806236	14689.698197162837	4143.46638925347	46.87388075850955	7372.140110977957	2079.4522418911083	10.87032925319397
6	2190.4663625135026	617.8330587026228	44.21788323638857	735.3500595290802	207.40860170097838	5.7351853537453845	1107.3046475484332	312.3204502609128	3.363820974004895	150772.18825090106	42526.17007465111	7040.715261598176	17324.599280566996	4886.62020091102	68.56730435791015	9009.417281567681	2541.2433953998766	16.27100066355703
7	2297.8200418257666	648.1107448078217	47.19956241956763	761.6651758019503	214.83061555661206	6.837802122569802	1150.7581409637935	324.5759237495165	4.016733966343	158189.4312319979	44618.02167325419	6899.798200242405	19665.734379416997	5546.917912854681	93.61355429428724	10577.891944953126	2983.627983761768	22.690507995301886
8	2387.007559762416	673.2649005973303	49.69301199206459	786.2285610371176	221.75865668370943	7.896670025270372	1187.9274107599178	335.0591901422227	4.634161110435624	163466.80724131415	46106.366231733824	6778.4396862730755	21730.5855777492	6129.29106461758	121.62190162294202	12071.68345175335	3404.947852162599	30.067982318165047
9	2461.036058367814	694.1436496782804	51.77115257249109	809.8919131877781	228.43288066887374	8.913015796394088	1221.3121304737558	344.4751587430234	5.215595205315714	167108.27009903107	47133.33371107027	6672.144723406492	23542.40422316074	6640.297981015733	152.2301336951177	13489.611110676358	3804.8702515434265	38.34101723408518
