time	ADP	ADP_cyt	AMP	ATP	ATP_cyt	Acetyl_CoA	Acetyl_CoA_cyt	Ala	Asp	Asp_cyt	CO2	Cit	Cit_cyt	CoA	CoA_cyt	Cytc2p	Cytc3p	DHAP	DPG	ETFox	ETFred	F6P	FAD	FADH2	FBP	Fum	G3P	GAP	GDP	GLC	GTP	Glu	Glu_cyt	H2O	IsoCit	IsoCitcyt	LAC	Mal	Mal_cyt	NAD	NADH	NADH_cyt	NADPH	NADPH_cyt	NADP_cyt	NADP_p	NAD_p	OG	OG_cyt	OXA	OXA_cyt	PEP	PYR_cyt	Pi	Pyr	Q	QH2	SCoA	Suc
100.0.	1.5140077663600873e-05	0.000137125070369	1.9987485552901538e-06	2.3392359789121814e-05	0.009373962233622002	0.000596099411373	3.0000003421322376e-05	0.0034404980870350005	0.000779967517991	0.00129614942919	0.0021732396981480003	0.000452215863984	0.000875486381396	3.117390098865292e-10	0.000271999996578	0.0007901730864090001	0.00231982691359	0.00769205388821	0.0040104254545470005	0.00023256749749000003	0.00039743250250900004	0.013491460076149	0.0010093773323890001	7.262266761003074e-05	0.000273856739187	0.000109990714723	0.007692946111789001	0.017819133425953003	0.000154038965368	0.013724778639653	0.004795961034631	0.003389534394973	0.002873850570809	0.00153570231146	6.349183676119774e-05	0.000122809926888	0.026237163101711	0.00048569575721600004	0.000363244750223	4.2752320367691455e-05	3.520307755316361e-05	0.004193935679632	0.000262703923972	0.0007768352226570001	0.0034598527773420005	0.009909296076027	0.010784796922446	1.7800550772292132e-06	1.049323800080815e-06	1.3090684592239489e-06	1.076676501351361e-07	2.9863184737103035e-05	9.379618296322516e-05	0.003193137347283	0.0006242263950980001	0.025387247341002003	0.028612752658997	2.7688734129830733e-10	0.0033942112833290003
110.0.	1.547990399155243e-05	0.00010112625607500001	1.0856529361848798e-06	1.7330082094955733e-05	0.009416596594902	0.00059609943969	3.000000357290993e-05	0.003440549173136	0.000776021589312	0.0012907914239590002	0.0021731407789410003	0.00044856682342700005	0.0008766667460670001	2.96830841075446e-10	0.00027199999642700003	0.0008558480882070001	0.0022541519117920002	0.007692005386729	0.004062642286439	0.00023288029515200001	0.000397119704847	0.011207927138854	0.001009313384428	7.268661557191126e-05	0.00015352327629600002	0.0001098077358	0.007692994613270001	0.023998486537457002	0.000154030676966	0.014389959658092002	0.004795969323033	0.0033934292375500004	0.0028792085760400003	0.001544484139598	6.0851699899051554e-05	0.00011879324295100002	0.029259230200023002	0.000484722411726	0.000365897863929	3.095119423825155e-05	3.3707848523801496e-05	0.004205736805761	0.00028090353897	0.0007861565075500001	0.003450531492449	0.009891096461029	0.010786292151476001	1.6900098204908488e-06	1.007933097436885e-06	1.236477340071047e-06	1.0336960803995101e-07	2.587600966219839e-05	6.842989581443385e-05	0.0031844586435680004	0.0006422593257170001	0.025416144275192003	0.028583855724807	2.6347844227819296e-10	0.003383782318873
120.0.	1.4201819601330682e-05	0.00027623430418500004	8.26063853503032e-06	1.3697539479855981e-05	0.009239224188198001	0.000596099455041	3.0000003719480064e-05	0.0034406004247650003	0.0007722303784140001	0.0012855748364800001	0.0021730680057160004	0.00044445543256700003	0.000876539957995	2.8876528201826263e-10	0.00027199999628	0.000921351199244	0.002188648800755	0.007691956591524001	0.0038490070073080003	0.00023319679026700003	0.00039680320973200004	0.012398922175514	0.001009249642187	7.275035781244759e-05	0.0010961664884160001	0.000109639250346	0.0076930434084750005	0.023068437318746002	0.00015402270210000002	0.014984229678944002	0.0047959772978990005	0.003397169196819	0.0028844251635190003	0.001552300039832	5.893422900935457e-05	0.000116079598413	0.030127763163573	0.00048387282052	0.000368540235781	9.820236910561401e-05	3.2866095696753554e-05	0.004138485630894	0.000299070388706	0.0007952263990610001	0.003441461600938	0.009872929611293001	0.010787133904303001	1.6267531464123129e-06	9.800188199877024e-07	1.198587652931099e-06	1.004925527210786e-07	4.379847237332885e-05	0.00020759510115500002	0.0031767195737880003	0.000660286087142	0.02544524133871	0.028554758661289002	2.561929191462555e-10	0.0033728996181440003
130.0.	1.3675846374828142e-05	0.00010638008404400001	1.200970232455603e-06	1.2209774335039842e-05	0.009418151815013001	0.0005960994643770001	3.0000003862673382e-05	0.003440651833538	0.00076854609115	0.0012804597966	0.0021730134462830003	0.000440059812644	0.000875552837874	2.8385842167862753e-10	0.000271999996137	0.0009867033643890001	0.00212329663561	0.007691907961774	0.004076823120764001	0.00023351475794000003	0.00039648524205900004	0.012376126012267001	0.0010091861065970001	7.28138934025743e-05	0.000150235918005	0.000109478883164	0.007693092038225001	0.026685836495410002	0.000154014903071	0.015515500396773001	0.004795985096928	0.00340080207531	0.0028895402033990002	0.001560432802324	5.748788399286982e-05	0.000114221795063	0.031826205304469	0.00048309693223200006	0.000371177399722	3.278626681721303e-05	3.23813523313739e-05	0.004203901733182001	0.000317207965449	0.0008041136609430001	0.003432574339056	0.009854792034550001	0.010787618647668001	1.5809248037498408e-06	9.609911901672985e-07	1.1757619823953289e-06	9.846704580110668e-08	2.6655331227728054e-05	7.279858945321848e-05	0.0031686453443660004	0.000678301978109	0.02547440225138	0.028525597748619003	2.517640371812238e-10	0.0033617266611230003
140.0.	1.470799837534941e-05	0.000241293734563	6.2880694215026394e-06	1.1048248046407902e-05	0.009278280439593	0.0005960994691880001	3.000000400346524e-05	0.0034407033924880003	0.000764939732394	0.0012754216598170002	0.002172964836542	0.000435498564908	0.0008740024435730001	2.813203602576353e-10	0.000271999995996	0.0010519217334160002	0.002058078266583	0.007691859365590001	0.0039050399511250003	0.000233833188518	0.000396166811481	0.010746617755349	0.001009122777754	7.287722224511734e-05	0.001123648864518	0.000109322580458	0.007693140634409	0.029456456368987003	0.00015400720184800002	0.015990530996191	0.004795992798151	0.0034043568751170004	0.0028945783401820003	0.001567840829858	5.6348998444759796e-05	0.00011292430812500001	0.033833137457165	0.000482362441319	0.000373811429946	8.763234369058889e-05	3.2086978900544395e-05	0.004149055656309001	0.000335318305661	0.0008128652697290001	0.0034238227302700003	0.009836681694338	0.010787913021099	1.545749239087409e-06	9.474713942214431e-07	1.163619858209247e-06	9.706382545879708e-08	4.079056941560704e-05	0.00018588831520000002	0.0031612898549100003	0.000696296622628	0.025503567415459002	0.028496432584540002	2.494913645677044e-10	0.0033503663660270004
150.0.	1.2740138534320881e-05	0.000116308713204	1.435982361574494e-06	1.060417021919225e-05	0.00941052948568	0.000596099472249	3.0000004142502653e-05	0.0034407550955690004	0.0007613899027990001	0.001270441245229	0.002172920895913	0.000430847798865	0.0008720854370220001	2.7972168412007773e-10	0.00027199999585700004	0.001117020513568	0.0019929794864310003	0.0076918105403270005	0.004084705007048	0.00023415165095300001	0.000395848349046	0.013383808622571	0.001009059655392	7.294034460765477e-05	0.00021090266111700002	0.00010916797996300001	0.007693189459672001	0.028702472858454002	0.000153999560887	0.016415041663004	0.004796000439112	0.0034078550016310005	0.0028995587547700004	0.001575530081532	5.540919216444003e-05	0.00011198890646500001	0.033872347765906	0.00048165016034800004	0.00037644642761000004	3.6202142967959496e-05	3.189768118667408e-05	0.004200485857032	0.000353402527255	0.0008215114089150001	0.003415176591084	0.009818597472744	0.010788102318813001	1.5166582170238859e-06	9.37260500605155e-07	1.156832203209573e-06	9.595034993657626e-08	2.7971647957831843e-05	8.063558560873149e-05	0.003153648443752	0.0007142697914650001	0.025532712023735003	0.028467287976264	2.48028582080891e-10	0.0033388826629210003
160.0.	1.4453394546931991e-05	0.00010099050609300001	1.084553466308304e-06	1.03777571002622e-05	0.009424712278792	0.0005960994742280001	3.000000428020036e-05	0.0034408069374710004	0.0007578854456430001	0.001265508415518	0.0021728794880650003	0.000426158102425	0.0008699294125550001	2.786686872067572e-10	0.000271999995719	0.001182011591893	0.0019279884081060002	0.007691762045130001	0.004103194196494	0.00023446998132100003	0.000395530018678	0.010732417126065001	0.0010089967390920001	7.300326090734189e-05	0.00041505310656400005	0.00010901354839	0.007693237954869	0.0338489740978	0.000153991951235	0.016794910947926	0.004796008048764001	0.0034113076168850003	0.0029044915844810004	0.001583015106645	5.4599024944260284e-05	0.000111287660569	0.036303870785777	0.00048094762615900004	0.000379083620406	3.51579986405653e-05	3.176461900517147e-05	0.004201530001359	0.00037146118432800003	0.0008300728538230001	0.003406615146176	0.009800538815671	0.010788235380994	1.492401081597648e-06	9.294824417130528e-07	1.1515207492836981e-06	9.511149114885603e-08	2.6240926776848552e-05	7.498658858226736e-05	0.0031462087121530004	0.000732219850052	0.025561828378434	0.028438171621565003	2.471029183226196e-10	0.003327315149851
170.0.	1.2390407858604412e-05	0.00018152845511300002	3.485841122722296e-06	9.988274884079525e-06	0.00934422551102	0.000596099475132	3.0000004416778003e-05	0.0034408589134190004	0.0007544173772	0.001260614669467	0.0021728370316370003	0.00042146113151000003	0.0008676175206770001	2.782035471705821e-10	0.00027199999558300003	0.0012469049978910002	0.0018630950021080001	0.007691713137496001	0.004041587282075001	0.00023478812832600002	0.000395211871673	0.013893578260915002	0.001008934028388	7.306597161129189e-05	0.00046593039456000005	0.00010885847266300001	0.007693286862503001	0.030515385478884	0.00015398436619100002	0.017134306333407002	0.004796015633808001	0.003414723709379	0.0029093853305320002	0.0015902714503400002	5.387406142183496e-05	0.000110737092084	0.035622918064346004	0.00048024789638200004	0.00038172485431800003	5.248684870840607e-05	3.166124137597233e-05	0.004184201151291	0.00038949449522000004	0.0008385626876700001	0.0033981253123290004	0.009782505504779	0.010788338758623001	1.469950982184446e-06	9.227782722002431e-07	1.1499567972265158e-06	9.438972615139377e-08	3.493280610793624e-05	0.00012055992086900001	0.0031389986995670003	0.000750143426868	0.025590914460208003	0.028409085539791	2.4666443537499195e-10	0.0033156884854940003
180.0.	1.352194572539136e-05	0.00010147587831100001	1.0921074859912249e-06	1.014901415241301e-05	0.009425379544324	0.000596099476361	3.0000004552445535e-05	0.0034409110190440004	0.0007509806213410001	0.0012557551261710002	0.0021727971982240003	0.000416777440374	0.0008652036206610001	2.775507281280309e-10	0.00027199999544700004	0.0013117092527930002	0.0017982907472060001	0.007691664609876	0.00413216840205	0.00023510609496200002	0.00039489390503700004	0.011912066810614	0.0010088715228040001	7.312847719568948e-05	0.00017103735763600002	0.00010870221313100001	0.007693335390123001	0.035154829969834	0.000153976794584	0.017438110910676003	0.004796023205415	0.0034181083596140005	0.0029142448738280003	0.001597902911111	5.32046040328131e-05	0.00011028179952100001	0.037557283204002	0.000479546496924	0.00038437160697100004	3.11392320631601e-05	3.1576022294348954e-05	0.004205548767936	0.000407502464822	0.0008469895964860001	0.0033896984035130004	0.009764497535177	0.010788423977705	1.449944428840723e-06	9.172289777011158e-07	1.1468186542818418e-06	9.377071053823038e-08	2.6395700882213213e-05	6.978332653114675e-05	0.003131410940608	0.0007680441816190001	0.025619971739021002	0.028380028260978	2.460873252502218e-10	0.003304017847723
190.0.	1.3496249576058651e-05	0.00026647761067900003	7.678813033081435e-06	9.77388146951716e-06	0.009254191935241001	0.0005960994766470001	3.0000004687258042e-05	0.0034409632503490002	0.0007475724263410001	0.001250927125556	0.0021727548654200003	0.00041212036277300004	0.0008627218515340001	2.7739857942792104e-10	0.000271999995312	0.001376431636853	0.001733568363146	0.007691615869465001	0.003924002271807001	0.00023542389434800002	0.00039457610565100004	0.012222246036292002	0.00100880922187	7.319077812957534e-05	0.001198006987416	0.00010854447107100001	0.0076933841305340004	0.034184908198277006	0.00015396923438	0.01770970361087	0.004796030765619	0.003421464323309	0.002919072874443	0.0016049507016810001	5.2573419874523516e-05	0.00010988858564600001	0.038003878746774	0.00047884074671400006	0.00038702372564000003	9.626310042000336e-05	3.149804254111479e-05	0.00414042489958	0.000425484984214	0.0008553596027170001	0.003381328397282	0.009746515015785	0.010788501957458	1.430688182467295e-06	9.120693073709869e-07	1.146138470612932e-06	9.3232713189309e-08	4.373612268506446e-05	0.00020534473980500002	0.0031244093468310004	0.0007859168817460001	0.025649001944769	0.028350998055230003	2.459541815566601e-10	0.0032923130072260005
200.0.	1.2814360777576272e-05	0.000107145010124	1.21792090932284e-06	9.982740176432543e-06	0.009420458458011	0.000596099477493	3.0000004821317862e-05	0.003441015603591	0.0007441893922450001	0.001246127251874	0.002172714226114	0.000407497447463	0.0008601950359900001	2.769572245935504e-10	0.00027199999517800005	0.0014410783959950002	0.001668921604004	0.007691567176830001	0.004144133356983	0.00023574154845400002	0.00039425845154500005	0.012989343324318002	0.00100874712513	7.325287486932534e-05	0.000190212655165	0.00010838511065200001	0.007693432823169001	0.035660916317895	0.00015396168456900002	0.017952610289885002	0.0047960383154300006	0.003424795004162	0.0029238727481250004	0.0016125804705920002	5.1967621188841053e-05	0.00010953294812400001	0.038510028487963005	0.00047812940423300004	0.00038968295472900004	3.325149306056573e-05	3.1426884142855425e-05	0.004203436506939	0.00044344186357300004	0.0008636759693140001	0.0033730120306850004	0.009728558136426	0.010788573115857	1.412343239055071e-06	9.073357652238765e-07	1.144426409997189e-06	9.267670082124007e-08	2.7232637196384052e-05	7.453403776812164e-05	0.0031168240761960003	0.000803765533557	0.025678006737068004	0.028321993262931004	2.455491368224168e-10	0.0032805800035020003
210.0.	1.4364848345642282e-05	0.00022035594543100002	5.237473327768735e-06	9.81289289508309e-06	0.009301847329999	0.000596099477882	3.0000004954649454e-05	0.0034410680753070005	0.0007408315447710001	0.0012413556246640002	0.0021726722908680003	0.00040291454399000006	0.0008576368804420001	2.767412178790185e-10	0.00027199999504500005	0.001505654902889	0.00160434509711	0.007691518614305001	0.003994038252245	0.00023605907456000002	0.000393940925439	0.010830376216916	0.00100868523214	7.331476785998422e-05	0.001078897259998	0.00010822398547600001	0.0076934813856940005	0.038381991557008006	0.000153954140413	0.018170026508953	0.004796045859586	0.0034281003799210004	0.0029286443753350003	0.0016197147566360001	5.1380635114851016e-05	0.00010920223682300001	0.040096939309051005	0.00047741117657600004	0.00039234825176700003	8.138708568942042e-05	3.1357239687871254e-05	0.00415530091431	0.000461372875254	0.0008719417736120001	0.0033647462263870003	0.009710627124745	0.010788642760312	1.394832816717233e-06	9.029123991046818e-07	1.1430399536389291e-06	9.220706772064707e-08	3.956344918044058e-05	0.000173915043852	0.0031097355825130003	0.0008215869128870001	0.025706988081920002	0.028293011918079	2.4537588108034817e-10	0.0032688229394840004
220.0.	1.2311852583418901e-05	0.00011855442356800001	1.491722513557691e-06	9.808892088136687e-06	0.009409451599246001	0.000596099478315	3.000000508727593e-05	0.0034411206622250003	0.0007374965004410001	0.001236609791288	0.0021726298157830003	0.000398374016998	0.0008550570138030001	2.7652362411669814e-10	0.00027199999491200004	0.0015701657830120002	0.001539834216987	0.007691469751969	0.004149188069424	0.000236376486807	0.000393623513192	0.013899221584572002	0.0010086235424650002	7.337645753479966e-05	0.000255020141028	0.00010806110693700001	0.007693530248030001	0.035983464684075005	0.000153946606418	0.018364240195186	0.004796053393581	0.0034313828373330004	0.0029333902087110004	0.001627109483031	5.0807262962164545e-05	0.00010888608723300001	0.039267027593441	0.00047668596628100006	0.000395020834414	3.7197913297063685e-05	3.1289755772821934e-05	0.004199490086702	0.00047927776470700005	0.0008801581832760001	0.0033565298167230005	0.009692722235292	0.010788710244227001	1.377233527103137e-06	8.984546510328739e-07	1.1426106356622102e-06	9.168853513697824e-08	2.8735240318956404e-05	8.348593353371754e-05	0.0031023871837110003	0.0008393815342610001	0.025735946692335	0.028264053307664003	2.45161138035841e-10	0.0032570445153380003
