	AMP	Acetic_acid	Amadori	C5	Cn	Formic_acid	Fru	Glu	Melanoidin	Triose	lys_R
0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	160.0	0.0	0.0	15.0
1	0.004967156581685711	0.00369821424351284	0.16290828565813326	0.03014126923946124	1.0840441449078945e-06	0.03014126923946124	0.6363375761702564	159.16095517708374	8.555413946469647e-05	0.001814617811657382	14.832039003620723
2	0.01883895460167359	0.01424417840570388	0.3073873316866671	0.06040390242965265	8.492238044238542e-06	0.06040390242965265	1.2654084998054789	158.32946142173333	0.0006465281755338371	0.007226858561985662	14.673127185536133
3	0.04017453558385549	0.030860931466928122	0.43535669587796855	0.09078611659764779	2.8538791860075663e-05	0.09078611659764779	1.887299395019011	157.50534645407714	0.002095595827650042	0.016189089891496283	14.522373172710532
4	0.0677220787128995	0.052860537975549966	0.5485190296043502	0.12128614674945519	6.74030583077274e-05	0.12128614674945519	2.502094043620268	156.68845190709564	0.004772676892460508	0.028654561757066394	14.378986214790297
5	0.10037681848482302	0.07962410092026263	0.6484089885201997	0.15190223152823198	0.00013119779548421309	0.15190223152823198	3.1098744020072155	155.8786298770333	0.008960698559434514	0.044576963688533214	14.24225349443555
6	0.1371703292829311	0.11059748267502528	0.7364035985348275	0.18263261859512822	0.0002259541117617452	0.18263261859512822	3.710720534675436	155.0757423952564	0.014890751292078916	0.06391053348806199	14.111535320890171
7	0.17725645992598874	0.14528513102910093	0.8137372852617593	0.21347556568355464	0.00035762184768430255	0.21347556568355464	4.30471074657471	154.2796604991379	0.022748098087825724	0.08661005044593839	13.986258156724436
8	0.21989484049887884	0.18324274772825636	0.8815197273467564	0.2444293411002304	0.0005320725293545271	0.2444293411002304	4.891921764485207	153.490263112331	0.03267909824869809	0.11263080905121536	13.865906333905675
9	0.264441326549801	0.2240730583201486	0.940746147343908	0.27549222451226885	0.0007550994544216437	0.27549222451226885	5.472428821350116	152.70743641623838	0.04479524738048578	0.14192861606414245	13.750017278725814
10	0.31033799872225687	0.2674213525550668	0.992308158879462	0.30666250751242463	0.0010324186619816704	0.30666250751242463	6.04630575111941	151.93107318565404	0.059177364387859525	0.17445978100087872	13.638176478010429
11	0.35710192817148323	0.3129704604372632	1.0370059819904782	0.3379384943089794	0.0013696698649738985	0.3379384943089794	6.613625091196403	151.16107204576318	0.0758802796813633	0.21018110676665402	13.530011810156683
12	0.40431594845603763	0.3604365992825546	1.0755585444511166	0.3693185022544377	0.0017724173784808585	0.3693185022544377	7.174458170324857	150.3973368538531	0.09493664957900634	0.24904988097626019	13.425188857513847
13	0.4516214485533713	0.409566101449965	1.1086114333549388	0.40080086223281347	0.0022461509685228667	0.40080086223281347	7.728875173692242	149.63977621963804	0.11635990232291883	0.2910238684799272	13.32340721576878
14	0.4987119895376281	0.46013249787622185	1.136743979291102	0.4323839189929671	0.0027962866610041154	0.4323839189929671	8.276945199388829	148.88830308054847	0.14014682546294624	0.33606130446463645	13.224397205708334
15	0.5453273060101157	0.5119337651056316	1.1604759431049143	0.46406603145336767	0.003428167546739967	0.46406603145336767	8.818736311695929	148.142834301081	0.16627998145488243	0.3841208877350424	13.127916769430097
16	0.5912480342978008	0.5647898925315409	1.1802734241807358	0.49584557295641635	0.004147064551558362	0.49584557295641635	9.354315588058226	147.40329031936201	0.19472981366604336	0.43516177444601617	13.03374872785543
17	0.636290468171222	0.6185404477529974	1.1965547724128067	0.5277209315055149	0.00495817727477761	0.5277209315055149	9.883749165910475	146.66959479420936	0.22545672295294353	0.4891435714441425	12.94169803646304
18	0.6803018906699476	0.673042388253081	1.209695898296359	0.5596905099542369	0.00586663483586427	0.5596905099542369	10.407102283048237	145.94167429148573	0.25841289083344765	0.5460263297537978	12.851589320200256
19	0.7231570945582692	0.7281684094169908	1.2200342820156629	0.5917527261236095	0.006877496612532629	0.5917527261236095	10.924439308955959	145.21945804669124	0.2935436109978056	0.6057705390934679	12.763265012428274
20	0.7647552833078174	0.7838054603848078	1.227872574128322	0.6239060128913362	0.007995752965754235	0.6239060128913362	11.435823772664966	144.50287775265133	0.3307884591604269	0.6683371225877758	12.676583683403445
21	0.8050170549274364	0.8398532929707563	1.233482116058105	0.6561488182692794	0.00922632598572946	0.6561488182692794	11.941318390239722	143.7918673518268	0.37008242301189287	0.7336874313777799	12.591418406002576
22	0.8438815218340254	0.8962230667664266	1.2371063230580264	0.6884796054650965	0.010574070257678357	0.6884796054650965	12.440985090785972	143.08636283778233	0.41135696986205444	0.8017832391498351	12.507655185245905
23	0.8813037971265514	0.9528361167728175	1.2389636722134627	0.720896852916391	0.01204377361568723	0.720896852916391	12.934885039463696	142.38630208041502	0.45454095947755857	0.8725867368447602	12.42519157118244
24	0.9172528888735457	1.0096229043508593	1.2392502454312897	0.7533990542966018	0.013640157872370209	0.7533990542966018	13.42307865734212	141.69162467753202	0.49956138729467336	0.9460605276302205	12.343935478400503
25	0.9517098891459702	1.066522101522834	1.2381419491418535	0.7859847185002151	0.015367879531067956	0.7859847185002151	13.905625639226107	141.00227182516088	0.5463440060377259	1.0221676220599518	12.263804155674464
26	0.9846663377860333	1.1234797545012432	1.2357965419015773	0.818652369614418	0.017231530492180295	0.818652369614418	14.382584970304771	140.31818619899815	0.5948138754834665	1.1008714333128784	12.184723244828936
27	1.0161227280767806	1.180448511579171	1.2323555057691908	0.8514005468791385	0.01923563875691147	0.8514005468791385	14.854014941761957	139.63931184507166	0.6448958539991243	1.182135772482902	12.106625912154916
28	1.0460871688923425	1.2373869222328895	1.2279457448069826	0.8842278046350482	0.021384669125192015	0.8842278046350482	15.31997316520634	138.9655940806243	0.6965150261929725	1.2659248439434385	12.029452060107714
29	1.074574238889478	1.2942588242065969	1.2226810701787252	0.917132712257511	0.023683023883296586	0.917132712257511	15.78051658573216	138.29697940745083	0.7495970528150766	1.3522032408225522	11.95314763811673
30	1.1016039834081601	1.3510327967461284	1.2166635249736844	0.9501138540805169	0.026135043481545307	0.9501138540805169	16.235701494043724	137.63341543442658	0.8040684637756024	1.4409359405728002	11.877664027842563
31	1.1272010207071108	1.407681665150269	1.2099845848376805	0.9831698293128032	0.028745007204403865	0.9831698293128032	16.685583537947274	136.97485080701856	0.859856908322412	1.5320883006122292	11.802957486132808
32	1.1513937491920825	1.4641820529434681	1.2027262432481138	1.0162992519465903	0.03151713383403502	1.0162992519465903	17.130217733197107	136.32123514338193	0.916891365993783	1.6256260540278913	11.728988641566032
33	1.174213654020475	1.5205139810453838	1.1949619828756857	1.0495007506592133	0.03445558230674909	1.0495007506592133	17.56965847365842	135.6725189770271	0.9751023191945667	1.721515305345072	11.655722043909282
34	1.1956947038652226	1.5766605099505755	1.1867576427695696	1.0827729687085796	0.037564452361725065	1.0827729687085796	18.003959540881688	135.02865370542827	1.0344218913951015	1.819722526363684	11.583125761970116
35	1.2158728236593435	1.632607418664544	1.1781721966137177	1.1161145638236138	0.04084778518213726	1.1161145638236138	18.433174113229263	134.38959154361052	1.0947839569613786	1.9202145520573044	11.51117102276557
36	1.2347854322864686	1.6883429154768548	1.1692584539831061	1.1495242080905086	0.044309564029173895	1.1495242080905086	18.857354774628103	133.75528548202178	1.156124227263092	2.022958576529265	11.439831886467342
37	1.2524710390984364	1.743857377821087	1.160063691224233	1.1830005878352554	0.04795371486919207	1.1830005878352554	19.27655352296226	133.12568924834775	1.21838031563397	2.1279221490231066	11.36908495404337
38	1.268968894464672	1.7991431190707963	1.1506302171573992	1.216542403502888	0.0517841069939731	1.216542403502888	19.69082177812423	132.50075727298565	1.2814917831979615	2.2350731699867157	11.298909105179977
39	1.2843186883943272	1.8541941796036177	1.1409958800863627	1.2501483695339652	0.05580455363404183	1.2501483695339652	20.100210389772066	131.8804446577852	1.3454001680469319	2.3443798871890236	11.229285263472388
40	1.298560290867343	1.9090061392673887	1.131194523078264	1.283817214238822	0.0600188125651524	1.283817214238822	20.50476964484079	131.2647071476414	1.4100490004048836	2.4558108918872845	11.160196185649518
41	1.311733528632371	1.9635759488616757	1.121256393291283	1.3175476796700172	0.06443058670809786	1.3175476796700172	20.904549274836466	130.65350110461267	1.4753838059280335	2.5693351150429704	11.091626272148321
42	1.3238779945151158	2.017901778812413	1.1112085097505	1.351338521493303	0.06904352472195058	1.351338521493303	21.29959846292755	130.04678348432725	1.541352098742326	2.684921823584971	11.023561396992067
43	1.3350328857778375	2.0719828834389453	1.1010749934437691	1.3851885088574234	0.07386122159079106	1.3851885088574234	21.689965850850008	129.44451181446232	1.6079033656054735	2.802540616719197	10.955988755172928
44	1.3452368681010647	2.125819479224964	1.090877363587564	1.4190964242630324	0.07888721920398241	1.4190964242630324	22.075699545647005	128.84664417507503	1.674989042561518	2.9221614222835943	10.888896725749863
45	1.3545279619542254	2.179412635586554	1.0806348037126434	1.4530610634310075	0.08412500693007317	1.4530610634310075	22.45684712626189	128.25313918057742	1.7425624853675132	3.0437544931475258	10.822274748965627
46	1.362943448581201	2.2327641768296504	1.0703644007311504	1.487081235170397	0.08957802218441883	1.487081235170397	22.833455649997127	127.66395596318102	1.8105789347743522	3.167290403654569	10.756113215913306
47	1.3705197932670554	2.2858765941830503	1.060081359675433	1.521155761246191	0.09524965099059979	1.521155761246191	23.2055716588482	127.0790541576655	1.8789954775559055	3.2927400461078933	10.690403369501617
48	1.3772925838164158	2.338752966908096	1.0497991965118827	1.5552834762471068	0.10114322853570668	1.5552834762471068	23.573241185715343	126.49839388734978	1.947771004070449	3.4200746272975295	10.625137215601264
49	1.3832964823040335	2.391396891557966	1.0395299113144234	1.5894632274535416	0.10726203971956037	1.5894632274535416	23.93650976052682	125.92193575109921	2.016866163069348	3.5492656650688255	10.560307443312206
50	1.388565188396594	2.4438124185406522	1.0292841437904237	1.623693874705851	0.11360931969794101	1.623693874705851	24.29542241625164	125.34964081130822	2.0862433143898356	3.6802849849314665	10.49590735342316
51	1.3931314127277492	2.4960039952356783	1.019071312976529	1.6579742902730736	0.12018825441989756	1.6579742902730736	24.650023694811296	124.7814705827543	2.1558664800771195	3.813104716708376	10.431930794218616
52	1.3970268589956019	2.5479764150022715	1.0088997427240807	1.6923033587222172	0.12700198115920855	1.6923033587222172	25.000357652907716	124.21738702221667	2.2257012943990873	3.9476972912238835	10.368372103881244
53	1.4002822136108393	2.599734771484087	0.9987767744132486	1.7266799767882044	0.13405358904006218	1.7266799767882044	25.346467867773573	123.65735251877946	2.2957149531552705	4.08403543703065	10.305226058820656
54	1.4029271418513678	2.6512844176703374	0.9887088681898673	1.761103053244567	0.14134611955702095	1.761103053244567	25.68839744284308	123.10132988475958	2.365876162632292	4.222092177174815	10.242487827326489
55	1.4049902895922708	2.702630929225763	0.9787016938959219	1.795571508774968	0.14888256708933992	1.795571508774968	26.02618901334363	122.54928234720194	2.436155088510714	4.361840825998897	10.180152928001108
56	1.4064992897880275	2.75378007165345	0.9687602127479995	1.8300842758456173	0.156665879409703	1.8300842758456173	26.35988475181253	122.00117353988414	2.5065233049821347	4.503254985981899	10.118217192481854
57	1.4074807729839982	2.80473777090105	0.9588887507068709	1.8646402985786372	0.16469895818744307	1.8646402985786372	26.689526373543767	121.4569674957766	2.576953744294726	4.6463085446161525	10.056676732014422
58	1.4079603812211265	2.8555100870605554	0.9490910643821283	1.8992385326264363	0.17298465948631034	1.8992385326264363	27.01515514196711	120.91662863991385	2.6474206469117223	4.790975671320443	9.995527907485041
59	1.4079627847724319	2.9061031908462533	0.9393704002302848	1.933877945047124	0.18152579425685067	1.933877945047124	27.336811873960357	120.38012178263892	2.7178995124385676	4.937230814388963	9.934767302558734
60	1.4075117012163076	2.9565233425671424	0.9297295477291588	1.9685575141810177	0.19032512882345834	1.9685575141810177	27.654536945095874	119.84741211318598	2.7883670514484113	5.0850486979756795	9.874391699606141
61	1.4066299164122709	3.006776873339329	0.9201708871421824	2.003276229528261	0.19938538536616346	2.003276229528261	27.9683702948231	119.31846519356918	2.858801138311932	5.234404319113664	9.814398058133634
62	1.4053393069993794	3.0568701683102324	0.9106964324229718	2.038033091627588	0.20870924239721572	2.038033091627588	28.27835143158873	118.79324695274846	2.929180765116765	5.385272944768958	9.754783495460902
63	1.4036608640855643	3.1068096516896015	0.9013078697538847	2.0728271119362587	0.21829933523252557	2.0728271119362587	28.584519437895747	118.27172368104682	2.999485996744091	5.5376301089285835	9.695545269416478
64	1.4016147178382568	3.15660177340298	0.8920065921621533	2.1076573127111677	0.22815825645802043	2.1076573127111677	28.886912975301982	117.75386202479672	3.069697927154618	5.691451609722268	9.636680762844989
65	1.3992201627241438	3.206252997201913	0.8827937306123412	2.1425227268911686	0.23828855639097707	2.1425227268911686	29.185570289359184	117.23962898119524	3.1397986369227477	5.846713506577509	9.578187469740785
66	1.396495683179425	3.2557697900821156	0.8736701819333242	2.177422397980595	0.2486927435363865	2.177422397980595	29.480529214493345	116.7289918933498	3.2097711520458154	6.003392117407565	9.520062982841452
67	1.3934589795217691	3.305158612876009	0.8646366339013725	2.2123553799340105	0.25937328503840973	2.2123553799340105	29.771827178827152	116.22191844549783	3.27959940404507	6.161464015831984	9.462304982531805
68	1.3901269939414977	3.354425911899622	0.8556935877680907	2.24732073704218	0.27033260712698165	2.24732073704218	30.059501208945335	115.71837665838582	3.349268191366299	6.320906028429303	9.404911226924128
69	1.3865159364327102	3.4035781115459693	0.8468413784926325	2.2823175438192713	0.28157309555961757	2.2823175438192713	30.343587934603363	115.21833488479463	3.4187631420804783	6.481695232021509	9.347879542994194
