	A1	A2	C1	C2	IPTG
0	0.1	0.1	20.0	20.0	1000.0
1	1.5838948134702646	2.766634750453021	1.9736832162929743	28.749592568712455	1000.0
2	1.409900478451286	5.124385461086468	1.1187645790934975	37.987899743521915	1000.0
3	1.2388707300770054	7.328382870853123	1.2116959860795518	46.69501088141476	1000.0
4	1.18367409743699	9.290547320041458	1.5612435553771495	53.20098959170005	1000.0
5	1.256646007408119	10.82815932760283	2.087890193226233	56.68881676857147	1000.0
6	1.464877757748559	11.814445388493496	2.8414544802843	57.17418272768012	1000.0
7	1.8417360973781751	12.198455578827751	4.002482326801645	54.77566322785295	1000.0
8	2.48266697462792	11.949326534838509	5.9887997313846	49.30666106143291	1000.0
9	3.6117379811854518	11.02436589315944	9.67545902295543	40.59443720208211	1000.0
10	5.6615438852029065	9.444198749136117	16.297231951680512	29.689488322143088	1000.0
11	9.042179941811966	7.446824932124251	24.943972830153808	19.350742296644356	1000.0
12	13.030430627302154	5.4557032086546	28.765393780588493	11.933105588562654	1000.0
13	15.31302078607307	3.826868022371438	22.184383565124413	7.788531370114997	1000.0
14	14.38345065184741	2.6860317941502587	10.82587588518323	5.899862768276761	1000.0
15	11.333546172288566	1.9726918688612618	3.344820833055771	5.175237432318008	1000.0
16	8.098243884883567	1.5649305721849105	0.7118779213647798	5.020527840237697	1000.0
17	5.570310094538864	1.3666294346198662	0.11934145500417295	5.340096169355739	1000.0
18	3.7896776354545727	1.3415494103000853	0.01797029014452285	6.413700576503788	1000.0
19	2.5715713169032983	1.524158588161553	0.0027715530075142973	8.904162274486557	1000.0
20	1.7440246792085554	2.032876380063647	0.0005294474293521446	13.93893103341643	1000.0
21	1.1826478850462596	3.0666602443786077	0.00016771175596206827	22.763441272621225	1000.0
22	0.8019531223022524	4.7994146143704075	0.00010655856773573148	35.26128425420229	1000.0
23	0.5438092963017157	7.140608130864509	0.00011060309781753067	48.55414780226739	1000.0
24	0.36877297388580565	9.64827669253204	0.00013459238783986813	59.00912137120476	1000.0
25	0.2500924577571876	11.832372376059466	0.00016472430698139182	65.44942310528006	1000.0
26	0.16962625096345985	13.459745497010315	0.00019769517926682538	68.84059208368568	1000.0
27	0.11507294003921696	14.54921702368583	0.00023451003691663357	70.480792131305	1000.0
28	0.07809167751413329	15.228473868011971	0.00027713978760303046	71.24207507832944	1000.0
29	0.0530272470731808	15.632217160925228	0.0003275037953707237	71.58892747683086	1000.0
30	0.03604548035554303	15.86441468205575	0.0003874327661822404	71.74573464635955	1000.0
31	0.024546976657938913	15.994849293033019	0.0004588354398363749	71.81641600886071	1000.0
32	0.016769654161568875	16.066860012232322	0.0005438543230832232	71.84823808692155	1000.0
33	0.011519272657397828	16.106095004561755	0.0006449876621470303	71.86254307903324	1000.0
34	0.007986727239294548	16.12725161833523	0.0007651927613977366	71.8689437620946	1000.0
35	0.005624194098707512	16.138562762449332	0.0009079863243862282	71.87176699798326	1000.0
36	0.004061169463692733	16.14456389787923	0.001077552919175545	71.8729603415997	1000.0
37	0.003047566415407941	16.147722133258036	0.0012788692543850562	71.87339975441493	1000.0
38	0.0024151659873479997	16.14936613416697	0.0015178501985795509	71.87347775303205	1000.0
39	0.002051516103858506	16.1502056491071	0.0018015218974405385	71.87336819497442	1000.0
40	0.0018822833488317504	16.15061703753054	0.0021382275268794658	71.87314542283117	1000.0
41	0.0018593391193839999	16.150798413338645	0.002537871836163302	71.8728379260193	1000.0
42	0.001952749034845754	16.150853067467683	0.0030122116734515084	71.87245240022965	1000.0
43	0.002145421597229734	16.150833965782276	0.0035752009208005644	71.87198441753893	1000.0
44	0.0024295716643177156	16.15076740005143	0.004243400220460494	71.87142303440002	1000.0
45	0.0028044354263274556	16.15066535877924	0.005036462682889449	71.87075254724314	1000.0
46	0.0032748532752943193	16.150531989981364	0.0059777102585540825	71.86995292276856	1000.0
47	0.0038504656817064755	16.150366966753417	0.007094817371370856	71.86899955425979	1000.0
48	0.004545354061063881	16.150167116413474	0.008420622244926438	71.86786256418586	1000.0
49	0.005378019041272444	16.149927169583563	0.009994087980553438	71.86650578430482	1000.0
50	0.006371626652061738	16.149640014704982	0.01186144154676405	71.86488540598148	1000.0
51	0.0075544872388975315	16.14929665711969	0.01407752715513185	71.86294824438004	1000.0
52	0.008960745103953078	16.14888598161436	0.016707401753849598	71.86062953607647	1000.0
53	0.010631287729998955	16.14839435135651	0.01982824088802711	71.85785010860288	1000.0
54	0.012614873925469696	16.147805048741176	0.023531581353272525	71.85451276693678	1000.0
55	0.014969515214312754	16.14709752887082	0.027925990171709998	71.85049760521805	1000.0
56	0.017764136757775086	16.14624644303489	0.033140222856484436	71.84565591454322	1000.0
57	0.02108056485313259	16.145220360613337	0.039326970318443726	71.8398021928888	1000.0
58	0.0250158952034024	16.14398009154956	0.04666730507947441	71.83270360089602	1000.0
59	0.029685324771588223	16.142476460295526	0.05537599122422772	71.82406588177498	1000.0
60	0.035225493118501164	16.140647371786454	0.06570775670092027	71.81351468754869	1000.0
61	0.04179849307043265	16.138413859949555	0.07796484809880415	71.80057021605226	1000.0
62	0.049596660894777385	16.13567478562266	0.09250610445443364	71.78461309726829	1000.0
63	0.0588482999818142	16.132299656483994	0.10975790668703438	71.76483766804581	1000.0
64	0.0698246241600917	16.128118840112187	0.1302276298384827	71.74018822073228	1000.0
65	0.08284819908586367	16.122910194746634	0.15452030429370198	71.70927125169132	1000.0
66	0.0983033813186632	16.116380621271983	0.18335973190399832	71.67023366235905	1000.0
67	0.11664940429245098	16.108140569873616	0.2176157935841765	71.62059356189292	1000.0
68	0.13843718704365357	16.097668481514088	0.2583408835442926	71.55700261263472	1000.0
69	0.16433147036402132	16.08426093090328	0.30682003595363705	71.47491030890845	1000.0
70	0.1951409217241107	16.066962060148747	0.3646424237475781	71.36808441791962	1000.0
71	0.23186048775237716	16.04446273898911	0.43380700674156847	71.22791802179945	1000.0
72	0.27573325339318483	16.014954483233804	0.5168845113508342	71.04241147869791	1000.0
73	0.3283441513002143	15.975914538829139	0.6172744205490981	70.79464933401287	1000.0
74	0.3917673610212821	15.92378322426103	0.739627433950888	70.46046632010534	1000.0
75	0.468806928890897	15.85346782133118	0.8905653305476747	70.00477289871878	1000.0
