	species_0	species_1	species_10	species_11	species_12	species_13	species_14	species_15	species_2	species_3	species_4	species_5	species_6	species_7	species_8	species_9
0	9.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.9	0.0	1.4	0.0	1.6	0.0	0.0
1	8.836547258409679	2.1005950949535546	0.0783996236509329	0.03888230498645615	0.33464027500947297	0.1673918497747425	0.11734962992201241	0.18524299940895878	0.20956434408476615	1.5943889772954254	1.2900682461824335	1.6002016264915808	0.19528058755887268	1.9614719982418	0.5649147287702503	0.07657448870092368
2																
3																
4																
5																
6																
7																
8																
9																
10																
11																
12																
13																
14																
15																
16																
17																
18																
19																
20																
21																
22																
23																
24																
25																
26																
27																
28																
29																
30																
31																
32																
33																
34																
35																
36																
37																
38																
39																
40																
41																
42																
43																
44																
45																
46																
47																
48																
49																
50																
51																
52																
53																
54																
55																
56																
57																
58																
59																
60																
61																
62																
63																
64																
65																
66																
67																
68																
69																
70																
71																
72																
73																
74																
75																
76																
77																
78																
79																
80																
81																
82																
83																
84																
85																
86																
87																
88																
89																
90																
91																
92																
93																
94																
95																
96																
97																
98																
99																
100																
