	AcCoA	AcP	Acs	HOAc	LacI	OAc	Pta
0	0.001	0.1	0.0	0.0	0.0	0.0	0.0
1	7.958279581115515e-05	1.4389501335380892	0.07003448665938383	2.4970912212100314e-05	0.0035017243329691933	1.149412291584475	5.18437022162562
2	0.0001583087745442419	2.8145478441402365	0.4436110999807892	9.405341447822159e-05	0.022180554999039464	2.268106354119215	3.9813283366288994
3	0.0003909926808675534	4.382177809057399	1.3357605355643443	0.00018937653653465074	0.06678802677821723	3.187290704300212	2.9535343567752883
4	0.0009597666701332768	6.197217644236575	2.8933838711155535	0.0002937935859876059	0.14466919355577768	3.839735320797876	2.1891448577984622
5	0.002144897586910717	8.253731017292342	5.118307932512171	0.000392723208254361	0.25591539662560864	4.207263679556279	1.6227735225368523
6	0.004420100300095681	10.46716150389008	7.837608677779056	0.0004762242748139886	0.3918804338889529	4.332687094425465	1.20379772186198
7	0.008469172525932678	12.689488261949284	10.766087761226395	0.0005395095060546874	0.5383043880613199	4.292791667793667	0.8920477314140078
8	0.0157299597440137	14.74685863206682	13.631436429877965	0.000582039744595139	0.6815718214938984	4.1403209370770195	0.6608070654159002
9	0.029325154741657613	16.43105766390868	16.23474326255695	0.000604131206706616	0.8117371631278477	3.850933801097221	0.489503730988243
10	0.05761512104298889	17.412301658236743	18.44936771309626	0.0006021395811683061	0.9224683856548134	3.2623713784553283	0.36263252669273355
11	0.12549123385594035	16.839831016807228	20.14344412061404	0.0005603343300417656	1.0071722060307025	1.9134069428885687	0.26865570853854714
12	0.16173700325818896	12.940074722723349	20.905305025009145	0.0004550352118191707	1.0452652512504577	0.3179400944098052	0.19903343172178511
13	0.12083809782312306	8.684548840066993	20.01318262582564	0.00034493325657000294	1.0006591312912823	0.11557880558569011	0.14745347509973483
14	0.09577520444859221	5.892390937419589	17.72426574023596	0.0002593161955868991	0.8862132870117977	0.06982563060926883	0.10924623042208152
15	0.08024886089073444	4.053678482998077	14.78848018791276	0.00019463971230544112	0.7394240093956378	0.051177430391654684	0.08094007375842742
16	0.07020725028293753	2.827248422232298	11.844579355396156	0.00014612860729776701	0.5922289677698077	0.04166709707365337	0.05996330097316922
17	0.0637010886328397	2.0030900762131023	9.235819557361255	0.00010992948956358844	0.46179097786806256	0.03629259935475948	0.04445738416492312
18	0.05944249367577176	1.4395003955841608	7.084023044556697	8.292651592409042e-05	0.3542011522278347	0.033030741117709685	0.03298913558264524
19	0.05659941925950733	1.0487627588941268	5.3764367609249035	6.28104385335568e-05	0.26882183804624504	0.031005412089526178	0.024531973741535713
20	0.05459968466047292	0.7751961955345058	4.05268248306117	4.78520238889081e-05	0.2026341241530584	0.029887849385752494	0.018341406011593436
21	0.053251150323137666	0.5836082403794849	3.041303059823418	3.6738299688991776e-05	0.15206515299117085	0.029434505100835687	0.013881403891046702
22	0.052066276815586905	0.45220381472677296	2.2755560631499328	2.8502875767929807e-05	0.11377780315749662	0.030152199125870548	0.010797119849555201
23	0.05104478487246196	0.3722606968022797	1.6992469076936798	2.246545915642674e-05	0.08496234538468396	0.03309637719853849	0.008917839124857848
24	0.049829774313988946	0.3418518032945983	1.269054299298245	1.823065115199983e-05	0.06345271496491221	0.04143022052163498	0.00825864261262043
25	0.047860544154855744	0.37312095256478484	0.9505778725128482	1.5750054043063058e-05	0.04752889362564238	0.065197824870314	0.009071994583217077
26	0.04359794433723394	0.5011958228169453	0.7202395560595106	1.5860757496828044e-05	0.03601197780297551	0.1396187736286265	0.011918692456879387
27	0.03471630030582322	0.8019844254689719	0.5696870790974128	2.222828701407776e-05	0.028484353954870627	0.3718015940042415	0.01752149514841434
28	0.026241292580008936	1.3327077288742855	0.5206920640074518	4.256064795580306e-05	0.02603460320037259	0.846917361009568	0.025110272751959317
29	0.0256321556317046	1.9985023088760763	0.6253914320208707	8.123191413229599e-05	0.03126957160104353	1.4224395388645252	0.029663796746001985
30	0.035216539036323234	2.5875161778700404	0.9080511939612905	0.00013215802243903374	0.04540255969806453	1.845504918728082	0.028183249974606493
31	0.055235113310294	2.8062734837331673	1.2778637560890536	0.00018004019490372924	0.06389318780445269	1.879243973851279	0.023843622793304174
32	0.07635601104198023	2.4226571980339653	1.516662677401506	0.00020579117982175258	0.0758331338700753	1.4208515725435202	0.019361172818311633
33	0.08038740599902994	1.6110723278712353	1.4638938880305143	0.00019788581044612898	0.07319469440152575	0.7155855807144851	0.01582851306115735
34	0.06414999804846348	0.9190000238812418	1.212940892453476	0.00016553969674119312	0.060647044622673826	0.2616646660091077	0.013671930816326306
35	0.05100135439815467	0.6809799096732495	0.9485999346128806	0.00013134532852051816	0.04742999673064405	0.18503669415323554	0.013189729641891457
36	0.043734326126301556	0.7372244947602584	0.7440075736427755	0.00010674638844808526	0.03720037868213876	0.270786739187944	0.014792781518337196
37	0.035649600524225944	1.005915202118832	0.6153476822997338	9.582580937784706e-05	0.030767384114986685	0.5227381804887365	0.018725204068143514
38	0.029743650567599315	1.4690516070689683	0.5879342792999412	0.00010277477866119649	0.02939671396499706	0.9480763925742193	0.023707685292120962
39	0.03078088428343196	2.0210373861863205	0.6967063988811	0.000127906013066268	0.034835319944055	1.4162783381652837	0.026253904323650063
40	0.04074001347952927	2.4594597499596875	0.9407643507192276	0.0001637573412507222	0.047038217535961366	1.7181434424425703	0.02475690379912994
41	0.05802239631150447	2.5392773715879766	1.2206663412015109	0.00019589696069768282	0.061033317060075545	1.6690546894863036	0.021288216829861786
42	0.07283694277054588	2.1411920053767903	1.3638479660246503	0.00020866842246953322	0.06819239830123253	1.2423548085119758	0.017775474714777983
43	0.07334836585161944	1.48001696425578	1.2844666808599006	0.00019544254360558951	0.06422333404299505	0.683993041431434	0.015099979091099313
44	0.06095412380174721	0.9550420588669141	1.0716277376251502	0.00016522132630289934	0.05358138688125752	0.3325362217224864	0.013698357713826423
45	0.049560293405809905	0.7828291393281244	0.8535788659750846	0.0001345732125728595	0.042678943298754234	0.27395627838877157	0.013991613879410031
46	0.04116973693703962	0.8932621017046005	0.6904370046283813	0.00011391773801425206	0.034521850231419064	0.4056529711832433	0.016374791666375517
47	0.03359020707898272	1.2258545180327796	0.6071324988683653	0.00010845740518539193	0.03035662494341825	0.7198625392234558	0.020599307237136943
