	s1	s16	s17	s19	s2	s3	s4	s42	s45	s5
23	-1.4935709562351924e-33	6.773419299044246e-06	3.226580694588214e-06	-2.8826088816638454e-07	-1.7237330461843962e-34	5.600097485925169e-06	-6.840816549071447e-07	2.461582701285453e-06	6.367544052473455e-15	-4.081747334086507e-09
24	-1.236245087058772e-34	6.64671548345406e-06	3.3532845100126408e-06	-4.506775325040485e-07	-1.4267527771949963e-35	5.505996017138324e-06	-9.398013128362683e-07	2.591396998819777e-06	6.533302691713513e-15	-4.8802025294722e-09
25	-1.0232536384674281e-35	6.436552129776537e-06	3.563447863530697e-06	-7.234028688184326e-07	-1.1809389462826591e-36	5.354949498129034e-06	-1.3624156598153635e-06	2.8050055004659277e-06	6.69276914596145e-15	-6.037710874051332e-09
26	-8.469582767992704e-37	6.031981864045177e-06	3.968018129108549e-06	-1.2689921188182186e-06	-9.77476138219968e-38	5.089983943719791e-06	-2.1711258756803947e-06	3.210990039143589e-06	6.846277744223489e-15	-7.882299418029394e-09
27	-7.010366693766712e-38	6.401862162898715e-06	3.598137830107469e-06	-4.7200507426915983e-07	-8.090677369876058e-39	4.99142928421239e-06	-1.4714433523665685e-06	2.882437952955472e-06	6.993819293176116e-15	-9.13243769020003e-09
28	-5.802557519928687e-39	6.750396256953219e-06	3.2496037359116894e-06	2.233318372627191e-07	-6.6967425335443686e-40	5.038060971832845e-06	-7.288555175665067e-07	2.4890034478576417e-06	7.135093864046367e-15	-9.751673337924534e-09
29	-4.802840599196989e-40	7.14605354182394e-06	2.853946450905803e-06	8.760394714753907e-07	-5.542967357412868e-41	5.220978013476907e-06	1.0667852421605361e-07	2.0490360568716296e-06	7.270258385799599e-15	-9.661039263750575e-09
30	-3.975363922213814e-41	7.74601435742463e-06	2.2539856351764124e-06	1.7682159422997117e-06	-4.587974970136013e-42	5.590181502229086e-06	1.3668971679586592e-06	1.3876169128958138e-06	7.398958292839488e-15	-8.4997234298529e-09
31	-3.290452387006349e-42	7.553493478380649e-06	2.4465065140955406e-06	1.0836252140084058e-06	-3.7975172807833e-43	5.816442446914041e-06	9.077961207680896e-07	1.6534258174582004e-06	7.523809954431411e-15	-7.728459845648332e-09
32	-2.7235435856967862e-43	7.2796124547735175e-06	2.7203875375824925e-06	4.365637805599233e-07	-3.143246768284052e-44	5.9075969642949525e-06	3.515904934173115e-07	1.93545170991864e-06	7.64398992333599e-15	-7.4297485624409845e-09
33	-2.2543069434713094e-44	6.974403009448588e-06	3.025596982791713e-06	-1.5290099338644812e-07	-2.6016998780555805e-45	5.875671236875862e-06	-2.6957098044316595e-07	2.251632765959172e-06	7.759698972241036e-15	-7.658776067425497e-09
34	-1.8659146202291457e-45	6.579354956372121e-06	3.420645035755936e-06	-7.950053377782296e-07	-2.1534555682275178e-46	5.7096741223477685e-06	-1.0767576260839236e-06	2.664686171802577e-06	7.871941877170597e-15	-8.573589346546397e-09
35	-1.5444380278684382e-46	5.893050412655227e-06	4.1069495793625004e-06	-1.8315450019756289e-06	-1.7824388291073814e-47	5.327247525935258e-06	-2.4936053196142866e-06	3.3973478886955976e-06	7.98227023972183e-15	-1.0692156426090694e-08
36	-1.2783483210143727e-47	6.2711900954207835e-06	3.728809896493816e-06	-8.844408510199972e-07	-1.4753441985917895e-48	5.142576276242282e-06	-1.7297028627994184e-06	3.013054670198512e-06	8.085397811090703e-15	-1.216171197832508e-08
37	-1.0581029477082116e-48	6.6775297105737145e-06	3.3224702812422947e-06	-1.8075858092029677e-08	-1.2211585995400172e-49	5.138802037072667e-06	-8.663760359609137e-07	2.5568035315930916e-06	8.183988119859898e-15	-1.289778505847747e-08
38	-8.75803432870643e-50	7.135140361386363e-06	2.864859630335587e-06	7.824669150543976e-07	-1.0107663870260316e-50	5.302181128936026e-06	9.74630244632882e-08	2.0504923173959554e-06	8.278047194688174e-15	-1.281498047289346e-08
39	-7.249121219153232e-51	7.77371172902368e-06	2.2262882626092083e-06	1.752484251946879e-06	-8.36622441611227e-52	5.668099840742534e-06	1.432182291087766e-06	1.3531276363342846e-06	8.367109986242581e-15	-1.1598198398385295e-08
40	-6.000177263262636e-52	9.072235868323639e-06	9.277641232288944e-07	3.6784068912384575e-06	-6.924815850544355e-53	6.436151199633123e-06	4.122653682701073e-06	-4.2322222547951475e-08	8.447464929855607e-15	-8.095591829562466e-09
41	-6.402674817027708e-54	7.221184480961263e-06	2.7788155105969318e-06	-4.399185834710522e-07	-7.38933903341472e-55	6.611202885166404e-06	1.7813936719352835e-07	2.0499001792658874e-06	8.44180234608514e-15	-6.855065498223701e-09
42	-2.4405938467928404e-55	6.5767458220747935e-06	3.4232541693981567e-06	-1.364728354760619e-06	-2.8166939431089476e-56	6.296021046608423e-06	-1.0608557620931176e-06	2.6454531302269552e-06	8.527046991277992e-15	-7.85154605911492e-09
43	-3.299353642712553e-57	7.893766806852617e-06	2.10623318453987e-06	1.2297395232719867e-06	-3.807790236714317e-58	6.4023736350807376e-06	1.6392333252727342e-06	1.2616536484998603e-06	8.60751141865635e-15	-7.120166920046034e-09
44	-7.983985173874699e-59	7.702532370731827e-06	2.2974676205815045e-06	5.970677624544284e-07	-9.214332286658985e-60	6.5694586306395645e-06	1.1725028286240493e-06	1.536005977637805e-06	8.686666677378408e-15	-5.9764355300926685e-09
45	-2.3462599068420614e-60	7.314752393883105e-06	2.6852475973555017e-06	-1.67025405796796e-07	-2.7078229658104784e-61	6.560740305969111e-06	3.992403638786342e-07	1.9210374937107604e-06	8.761392245764726e-15	-5.525463706355689e-09
46	-1.9420250980963115e-61	6.877960178077992e-06	3.122039813087081e-06	-8.456956864109372e-07	-2.2412948137034858e-62	6.384159046646508e-06	-4.55624077841575e-07	2.3394968178423916e-06	8.834926244548335e-15	-5.912561922889891e-09
47	-1.6074355064576883e-62	6.247516813619632e-06	3.752483177471619e-06	-1.7503695556592534e-06	-1.855144337484681e-63	6.018681883424856e-06	-1.724310136419643e-06	2.9792044858539852e-06	8.908749357896521e-15	-7.3775358147920185e-09
48	-1.3304920260576065e-63	6.54165635660354e-06	3.458343634421195e-06	-9.689181925849208e-07	-1.5355233465313675e-64	5.816371764813124e-06	-1.1441967823707384e-06	2.694202784375289e-06	8.97526625435206e-15	-8.349645401094196e-09
49	-1.1012628651608487e-64	6.872321623842309e-06	3.1276783671189972e-06	-2.3618925321012533e-07	-1.2709695413456762e-65	5.767055448742849e-06	-4.603930091656297e-07	2.341455428309538e-06	9.038694761224091e-15	-8.740795301681315e-09
50	-9.115273706493923e-66	7.25383537983533e-06	2.746164611065676e-06	4.5361061900606737e-07	-1.0519954507220122e-66	5.861769345991316e-06	3.2384562105937884e-07	1.9384554148379e-06	9.098993518799611e-15	-8.465656062029267e-09
51	-7.544812176352074e-67	7.795478324854679e-06	2.2045216659896034e-06	1.2926414610411851e-06	-8.707481905255106e-68	6.131672883056716e-06	1.4315637436033353e-06	1.3711639807567296e-06	9.15571717471904e-15	-7.249399505463875e-09
52	-6.244923916643045e-68	8.908767265767394e-06	1.0912327250266712e-06	2.942891876111931e-06	-7.207278422954091e-69	6.746148706788887e-06	3.6931522802289943e-06	2.1972668286651227e-07	9.205931904424572e-15	-4.111697328181324e-09
53	-5.16899212506522e-69	8.413880631131374e-06	1.5861193593120105e-06	1.4935071542615685e-06	-5.965543521213641e-70	7.057993000598702e-06	2.5534424474850055e-06	8.623804762710753e-07	9.55661256847567e-15	-1.9422926247980653e-09
54	-4.278431562277363e-70	7.739407875422405e-06	2.2605921148274872e-06	1.6297308994925687e-07	-4.9377459028297485e-71	7.092021781780107e-06	1.2558701770516727e-06	1.4844130036930133e-06	9.750103063322171e-15	-8.753053223749652e-10
55	-3.541304801825346e-71	7.00007055436303e-06	2.999929435799194e-06	-1.0570397635926693e-06	-4.0870265239388717e-72	6.871311879141959e-06	-1.8469566169422968e-07	2.1857984388137115e-06	9.83777162847636e-15	-1.0322227565503827e-09
56	-2.9311768850068266e-72	6.008759063942444e-06	3.991240925960692e-06	-2.4917489020343433e-06	-3.382876749045891e-73	6.351034708397189e-06	-2.1378656402327394e-06	3.1494732575795797e-06	1.0096859262180908e-14	-2.8485534044921167e-09
57	-2.4261673061211422e-73	6.370103427760756e-06	3.6298965621222605e-06	-1.5182701023566196e-06	-2.8000442454202547e-74	6.0340199110251265e-06	-1.4801441074933086e-06	2.854353619092211e-06	1.0116979956002577e-14	-4.106083838218431e-09
58	-2.008165330246616e-74	6.767432073141878e-06	3.232567916722346e-06	-5.808871974975997e-07	-2.3176273798691054e-75	5.912730664187628e-06	-6.634867511280263e-07	2.435588606451811e-06	1.0135772003565415e-14	-4.669782181976801e-09
59	-1.6621805031459296e-75	7.216693786659637e-06	2.78330620318723e-06	2.7967047145563573e-07	-1.9183256409981572e-76	5.971125858627565e-06	2.552492525002215e-07	1.9658974565763972e-06	1.0153130467176548e-14	-4.452922417052613e-09
60	-1.3758050611794656e-76	7.801598413991249e-06	2.198401575840291e-06	1.2169964269632833e-06	-1.5878192054836574e-77	6.2252347125774984e-06	1.4454560025380531e-06	1.3593672744504228e-06	1.0168458741359352e-14	-3.224862997296284e-09
61	-1.1387689620859684e-77	8.826988672795657e-06	1.1730113170256646e-06	2.7187860299521867e-06	-1.3142553982601888e-78	6.7929172356315145e-06	3.5119443806352153e-06	3.152854072118754e-07	1.0178677412922127e-14	-2.4111505150860804e-10
62	-9.425715790713981e-79	8.351494613257695e-06	1.648505376457629e-06	1.3508406230536171e-06	-1.087823629976731e-79	7.0749727577251095e-06	2.423995069619075e-06	9.256812324788978e-07	1.0284673183507081e-14	1.8183111596397561e-09
63	-7.801768499606153e-80	7.712834926703707e-06	2.2871650629541983e-06	1.0148779027002686e-07	-9.004035680601665e-81	7.0961634083334914e-06	1.1948177702662467e-06	1.5151837281001188e-06	1.03420882640277e-14	2.833428337257959e-09
64	-6.457609488015044e-81	7.012572069887042e-06	2.987427919743369e-06	-1.044493759917668e-06	-7.452739240392879e-82	6.8780731112626825e-06	-1.6911040079574217e-07	2.178992718541957e-06	1.0369582492554318e-14	2.689752140741896e-09
65	-5.34503430879895e-82	6.067734943227137e-06	3.9322650463208595e-06	-2.4049063517076557e-06	-6.168714136146603e-83	6.3759286650261245e-06	-2.0299427994198956e-06	3.0967126299085965e-06	1.0451994459451953e-14	9.651127383547543e-10
66	-4.4241436115424556e-83	6.412990694776083e-06	3.58700929476577e-06	-1.466485764803674e-06	-5.105912452598835e-84	6.069726437335117e-06	-1.39653794157174e-06	2.8097500222445494e-06	1.0458137969266075e-14	-2.213858968045946e-10
67	-3.6619122656202513e-84	6.7955993776923516e-06	3.2044006118441276e-06	-5.641988148300649e-07	-4.226219824459164e-85	5.9519217247986e-06	-6.115361430275322e-07	2.407876467723724e-06	1.046351126549265e-14	-7.409470039207855e-10
68	-3.031005007639155e-85	7.228697928951625e-06	2.7713020605803763e-06	2.6498131845861053e-07	-3.498088572897578e-86	6.007249824092758e-06	2.7274036933751246e-07	1.9564667864001644e-06	1.0467988889500592e-14	-5.092267861316351e-10
69	-2.508796139816243e-86	7.794967414731458e-06	2.2050325747975453e-06	1.1720712739990737e-06	-2.895406337601691e-87	6.251978306103764e-06	1.4233495291290433e-06	1.3709178346285213e-06	1.0470985550318587e-14	7.00050973816399e-10
70	-2.0765581235576117e-87	8.794968435771154e-06	1.20503155375923e-06	2.6376557861325552e-06	-2.3965596311015167e-88	6.802720834248242e-06	3.4367567009138955e-06	3.5459181539025023e-07	1.0469605093388734e-14	3.619919466912842e-09
71	-1.718789969450792e-88	8.3299593415312e-06	1.6700406478123392e-06	1.3072406933808803e-06	-1.983658732398398e-89	7.075672691026169e-06	2.3772737331764353e-06	9.47045957124e-07	1.0656455183947433e-14	5.639651230619539e-09
72	-1.4226613382838315e-89	7.708796383667707e-06	2.291203605589861e-06	9.283774911103937e-08	-1.641896122906799e-90	7.095057213040554e-06	1.1812517194601234e-06	1.520901421515963e-06	1.0742425539685352e-14	6.643242691472859e-09
73	-1.1775524173522097e-90	7.028551640401469e-06	2.9714483488279977e-06	-1.0192356813951005e-06	-1.359015456835616e-91	6.882240802765257e-06	-1.435161899663202e-07	2.165546519031162e-06	1.0770527306958964e-14	6.521311336477473e-09
74	-9.746730710239055e-92	6.113497444787379e-06	3.8865025443102155e-06	-2.3349810438805624e-06	-1.1248720221400684e-92	6.394696760802997e-06	-1.9451529924316893e-06	3.0537817278647785e-06	1.0902402134140694e-14	4.868709354107511e-09
75	-8.067476074782858e-93	6.444194037380013e-06	3.5558059517291404e-06	-1.4294624758483585e-06	-9.310689292230154e-94	6.09622499584586e-06	-1.3369702993902484e-06	2.7774315173823347e-06	1.08908422720095e-14	3.732819387745557e-09
76	-6.677538566734107e-94	6.812804039041889e-06	3.1871959500788872e-06	-5.582415669706225e-07	-7.706559803267816e-95	5.979664156662394e-06	-5.818159188912841e-07	2.3913814493499386e-06	1.0879219294382952e-14	3.2385085830555226e-09
77	-5.527072023132416e-95	7.229995228525518e-06	2.770004760607091e-06	2.4218479859242e-07	-6.378804204207152e-96	6.030232342608491e-06	2.6895013258521214e-07	1.957578087324428e-06	1.0867386893987066e-14	3.4670086156999186e-09
78	-4.574818227344836e-96	7.774706969806837e-06	2.2252930193383845e-06	1.1160382206554817e-06	-5.279806309730479e-97	6.2632611230813545e-06	1.3746644202297092e-06	1.3954076260698164e-06	1.085477534023061e-14	4.6349235071270786e-09
79	-3.786627300250887e-97	8.733760200931465e-06	1.2662397882297716e-06	2.52209463352543e-06	-4.3701536801969014e-98	6.789874482561464e-06	3.3045266667237467e-06	4.21791084844338e-07	1.083876165625064e-14	7.442449363175571e-09
80	-3.1342330117730015e-98	8.28614988778928e-06	1.7138501012323157e-06	1.2478389299712836e-06	-3.617224206376753e-99	7.050423251139467e-06	2.2888751034596926e-06	9.878877066783133e-07	1.0978403482154945e-14	9.387077651074924e-09
81	-2.594239092777097e-99	7.692001329449724e-06	2.3079986595158965e-06	8.524621035459644e-08	-2.9940162101137954e-100	7.068222659861507e-06	1.1431106057943646e-06	1.5385324592334053e-06	1.1034379310547427e-14	1.0358264421757814e-08
82	-2.1472801942973224e-100	7.041703191548246e-06	2.9582967974069386e-06	-9.781271361724332e-07	-2.4781801057898603e-101	6.863989713828702e-06	-1.243900050172045e-07	2.155840613891761e-06	1.1044814588998138e-14	1.0252582673495198e-08
83	-1.7773274042700544e-101	6.168573504129536e-06	3.831426484730392e-06	-2.233364925237083e-06	-2.051216895882771e-102	6.397663117439201e-06	-1.8443873989372393e-06	3.00427531192724e-06	1.1140071607493666e-14	8.68559113935812e-09
84	-1.4711134161059324e-102	6.481030338040853e-06	3.518969650840001e-06	-1.3707087295525214e-06	-1.6978147569359427e-103	6.111459134708635e-06	-1.2668588626934919e-06	2.7402799328845687e-06	1.1119146398545452e-14	7.60926784961373e-09
85	-1.2176567344021505e-103	6.831942789353054e-06	3.1680571995484048e-06	-5.403238893113869e-07	-1.4052999244767348e-104	5.998639506620417e-06	-5.488273668097322e-07	2.373627172043854e-06	1.1098541885607159e-14	7.142984118772183e-09
86	-1.0078678547841615e-104	7.229073806309723e-06	2.770926182612173e-06	2.2255529347137307e-07	-1.163182184432398e-105	6.04510905189724e-06	2.6030021019127273e-07	1.96140946094094e-06	1.1078104872434791e-14	7.364135177350688e-09
87	-8.34223294634811e-106	7.747214917586957e-06	2.252785071355741e-06	1.0545484196830512e-06	-9.627786713819824e-107	6.265298761927061e-06	1.3113689074090375e-06	1.4273677359766758e-06	1.1057301672117365e-14	8.478274201085406e-09
88	-6.904957847478887e-107	8.657855110587875e-06	1.342144878378303e-06	2.3902982504229265e-06	-7.969024822370201e-108	6.7643930366153675e-06	3.1435422593336697e-06	5.031638235494049e-07	1.1033823906472136e-14	1.1149027704615289e-08
89	-5.715309459960807e-108	8.231127636943876e-06	1.7688723519577832e-06	1.1814445951392432e-06	-6.596049383644625e-109	7.011078668080442e-06	2.1795225131878455e-06	1.0386043737240232e-06	1.109834291408138e-14	1.3000750031819681e-08
90	-4.730624421558858e-109	7.668669184209602e-06	2.3313308046734576e-06	7.893021674048463e-08	-5.459622531146623e-110	7.027559297335856e-06	1.0925605246227808e-06	1.562179670133095e-06	1.1116941745352985e-14	1.3928989453539194e-08
91	-3.9155897987022797e-110	7.053217051060408e-06	2.9467829378277237e-06	-9.284979574814786e-07	-4.5189895419087644e-111	6.8336889238137234e-06	-1.0864571771953993e-07	2.1480260847279958e-06	1.1111870677805544e-14	1.3836684051764672e-08
92	-3.2409766883689438e-111	6.228086148437937e-06	3.771913840406904e-06	-2.115319248195721e-06	-3.740417284048401e-112	6.392010264790458e-06	-1.7356710413403311e-06	2.951395131843029e-06	1.1155161708208121e-14	1.2362057935041929e-08
93	-2.6825920064538286e-112	6.52057388154466e-06	3.479426107321743e-06	-1.3006862003776497e-06	-3.095984473754315e-113	6.120426986151605e-06	-1.1916088812555838e-06	2.700833095770511e-06	1.1133598208782945e-14	1.1349667029527185e-08
94	-2.2204108714869162e-113	6.851857321455168e-06	3.148142667432435e-06	-5.161768332601823e-07	-2.5625803577063465e-114	6.012649263366878e-06	-5.14440168555636e-07	2.355384891348275e-06	1.1112398852493149e-14	1.0912598662322318e-08
95	-1.837858469106077e-114	7.226773331817549e-06	2.773226657091035e-06	2.0461611865372421e-07	-2.1210759115143784e-115	6.055373108941776e-06	2.4886519306514055e-07	1.9667841042218514e-06	1.1091417581268941e-14	1.1124034530350461e-08
96	-1.521215643392586e-115	7.715720387174052e-06	2.2842796017557773e-06	9.902599563479422e-07	-1.7556378315618048e-116	6.262139387827226e-06	1.2402216173587068e-06	1.4633210429986782e-06	1.1070171312350389e-14	1.2177726816458418e-08
97	-1.2591268982904059e-116	8.573988571271529e-06	1.4260114176818052e-06	2.249947780714991e-06	-1.4531607185196684e-117	6.731928484440516e-06	2.9671776242295043e-06	5.921123061158237e-07	1.10466650658522e-14	1.4698640926003803e-08
98	-1.042193164976046e-117	8.17012625292798e-06	1.8298737360026405e-06	1.1113855006374655e-06	-1.2027970894031238e-118	6.9639857769736184e-06	2.0589233753853327e-06	1.0947549753166958e-06	1.1069375154192274e-14	1.6447902225731178e-08
99	-8.626347309374067e-119	7.6417320848378e-06	2.3582679040926823e-06	7.331843651217954e-08	-9.955683633881905e-120	6.979294666517361e-06	1.0352856221392224e-06	1.5891189818080562e-06	1.1069513569081802e-14	1.7327480890300662e-08
100	-7.140122426695695e-120	7.063638235509519e-06	2.9363617534317094e-06	-8.743539191558833e-07	-8.240428704988911e-121	6.796729568197612e-06	-9.48712292522148e-08	2.1412625864675844e-06	1.1058767403871911e-14	1.724687829392798e-08
