time	IkBa_cytoplasm	IkBa_mRNA_cytoplasm	IkBa_mRNA_nucleus	IkBa_pre_mRNA_1	IkBa_pre_mRNA_2	JNK	JNK_P	LPS	MSK1	MSK1_P	TNFR1_EL	TNFR1_cytoplasm	TNFa_TNFR1_EL	TNFa_TNFR1_cytoplasm	TNFa_mRNA_LSEC	TNFa_mRNA_MC	TNFa_pre_mRNA_LSEC	TNFa_pre_mRNA_MC	p38	p38_P	p65_2P	p65_IkBa_nucleus	p65_cytoplasm	p65_nucleus	s11	s14	s15	s16	s19	s3	s5	s8
0.0.	0.242411784115	4.18407341522	0.00011430927818500001	5.59726381369	5.59726381369	0.932044243567	0.067955756433	5.0	14.9999461047	5.38953026078e-05	0.00122834645669	5.5275590551200005e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.944911181629	0.0550888183711	1.37261889489e-07	0.0005395563385250001	0.0007033909585280001	0.0351184345815	0.484823021894	0.299986212321	1.37876788032e-05	0.0	0.107775071853	0.00456622878939	0.0141723558497	0.228226113757
900.0.	0.21621236630100302	4.195659811277768	0.000123419090824	6.8317591590871904	6.043350657298006	0.923254065917061	0.076745934082939	3.244859816419186	14.99994095750578	5.904249682526562e-05	0.00111673096043	5.0253327720936036e-05	1.086481274135581e-09	2.7259287547699343e-05	2.853320225770478e-08	1.457465742947567e-07	0.017402305196314	0.008249712450915	0.9384629990154921	0.061537000984607	1.9830406813918579e-07	0.00047563085051500006	0.0010764343713230002	0.05376839301628301	0.43242404114631006	0.299972303901393	2.7696098410289494e-05	1.718324642787759e-05	0.09494016512877201	0.0073447294658380005	0.024688653299591003	0.36707554780219204
1800.0.	0.09957994490908201	4.530579716049045	0.00024178948789	17.073868653202616	11.839561859802018	0.9028877593091711	0.09711224069082801	2.105823043735888	14.99992833961814	7.166038445651507e-05	0.000784340045777	3.5296229323550176e-05	2.063048338998185e-09	0.000108438688994	5.436645019654006e-08	2.826762248104513e-07	0.033127038117644	0.015835713276277003	0.9252120036034761	0.07478799639662301	4.4338428527951894e-07	0.000333813065932	0.003268942441684	0.163393310320841	0.199158939397435	0.299949397329545	5.060267025840389e-05	4.6455331824351404e-05	0.066502278126053	0.012145110118705001	0.034820754109767	0.607014375378641
2700.0.	0.022706634349407003	6.764548750605114	0.0008373935516420001	63.664995069535074	41.00424391764132	0.882080371638003	0.11791962836199602	1.366620113790246	14.99991622598154	8.37740210261144e-05	0.00031212256482500005	1.4046785270530192e-05	2.442563801821018e-09	0.00022376830941	7.686651628726483e-08	4.046286934337469e-07	0.04682185084361801	0.022587047388872003	0.913373209218398	0.086626790781701	8.292133404247098e-07	0.000169240446107	0.011868764603987001	0.593399897910282	0.045412419950679	0.299932879357564	6.712064223881136e-05	0.000138213462201	0.033632502377402	0.011684440011041	0.025404972085987004	0.5840204562074931
3600.0.	0.025608221347765	14.5312680092255	0.0018660604085050001	102.55226289188249	91.37367203517039	0.8833617641637931	0.11663823583620601	0.8868981375062701	14.999918508502223	8.149150034559232e-05	1.7614257952873252e-05	7.933958100703718e-07	6.230006461378318e-10	0.00029569717790700004	9.563761773184198e-08	5.09013349809966e-07	0.058246059547006006	0.028360858330320003	0.9184114610632351	0.081588538936863	8.978089190331397e-07	0.00021009545788400002	0.012305912461059	0.6152503445892851	0.051215421187028	0.29995193891535404	4.806108444829356e-05	0.0006246698146170001	0.041767030463226	0.009402007927857	0.020451111057703003	0.46993146212218506
4500.0.	0.06776719515228201	23.603488633026522	0.001562955242996	57.01127959782674	76.53120896736371	0.900584967180542	0.099415032819457	0.5755720250085661	14.999931889921458	6.811008110600173e-05	4.0175035245100245e-06	1.814530779610419e-07	3.5583444661572134e-10	0.000299018065711	1.1058773843659599e-07	5.944353735989236e-07	0.067344017940018	0.033081379627198	0.931377174041325	0.068622825958774	4.7257979134268343e-07	0.000410576661961	0.0041255063495030005	0.206221336224566	0.13553344612975401	0.299973792799819	2.620719998411854e-05	0.0015643054318020002	0.08189175586474001	0.007821234495637	0.018157065446362003	0.390920953873146
5400.0.	0.147804775508628	26.416681729874448	0.0007024716937860001	20.949741807420335	34.3969278957576	0.910252504493493	0.089747495506506	0.37353010674228004	14.999937433393688	6.256660887964349e-05	2.3899416826543583e-06	1.0821083705877279e-07	3.482932984211953e-10	0.00029941556985200004	1.21960077835085e-07	6.611455572676706e-07	0.074264140879385	0.036764424646305	0.936412921347032	0.06358707865306701	2.802599990385143e-07	0.00047684686819900006	0.001612130617021	0.08055257769007901	0.29560873045116304	0.299977470411953	2.2529587850071125e-05	0.002573876494359	0.09517889199283701	0.0070920551335590006	0.019401224024585002	0.354471680069105
6300.0.	0.22168545689990002	24.796207331075323	0.000308940864249	10.569695396871248	15.127493650235955	0.9153729874138391	0.08462701258616001	0.24241056649806503	14.999939455907075	6.0544095495205685e-05	1.699167719699636e-06	7.712559308895669e-08	3.462637471692303e-10	0.00029958427892800004	1.302550677033741e-07	7.109608102289112e-07	0.07931132063592601	0.039512343719720004	0.938247935595048	0.061752064405051	2.3647225177281318e-07	0.00049138094824	0.001044514416875	0.05217155791325501	0.443370125651864	0.299978054103801	2.194589600145307e-05	0.0035991560330590005	0.098091152521093	0.006947818784011001	0.021232956499897003	0.347261286373779
7200.0.	0.278464144651746	21.983758078798743	0.000181570151936	7.404956294357513	8.890726883313107	0.9180745338430091	0.08192546615699	0.157317661113026	14.999940191741787	5.9808260796625324e-05	1.3239938146176039e-06	6.024264355089981e-08	3.454488316234949e-10	0.000299675908226	1.360913240763179e-07	7.467060724694432e-07	0.082862243443642	0.041482667951093004	0.9389156587143481	0.061084341285751007	2.2378686645501809e-07	0.000495975452778	0.0008281758392220001	0.04135445344409	0.55692751620108	0.29997815899192803	2.184100787413403e-05	0.004608161320026	0.099010852168084	0.0069369892240820005	0.022593247392398003	0.34671982013623504
8100.0.	0.31904768532868905	19.174270721319548	0.000137069761438	6.127720572701198	6.711740852979351	0.9194984082111841	0.08050159178881501	0.10209475129895501	14.999940460467238	5.9539535356575396e-05	1.092383713605953e-06	4.9820149686073735e-08	3.450503858653274e-10	0.00029973247465700005	1.400767851755496e-07	7.715046874185606e-07	0.085286976367774	0.042848752613463006	0.939159700612002	0.060840299388097006	2.1887520758129821e-07	0.000497950295953	0.0007225572506	0.036073421167359	0.638094608463835	0.29997818405158805	2.1815948214812712e-05	0.005578753905181	0.099405926141596	0.006942367159674	0.023482977819191002	0.34698860654117003
