[II_f]	[II_l]	[mIIa_f]	[mIIa_l]	[V_f]	[V_l]	[Va_f]	[Va_l]	[VII_f]	[VII_l]	[VIIa_f]	[VIIa_l]	[VIII_f]	[VIII_l]	[VIIIa_f]	[VIIIa_l]	[IX_f]	[IX_l]	[IXa_f]	[IXa_l]	[X_f]	[X_l]	[Xa_f]	[Xa_l]	[APC_f]	[APC_l]	[PS_f]	[PS_l]	[VIIIai_f]	[VIIIai_l]	[Vai_f]	[Vai_l]	[PC_f]	[PC_l]	[TF_l]	[TF_VIIa_l]	[TF_VII_l]	[TF_VIIa_IX_l]	[TF_VIIa_IXa_l]	[TF_VIIa_X_l]	[TF_VIIa_Xa_l]	[TF_VII_Xa_l]	[IXa_VIIIa_l]	[Xa_Va_l]	[IXa_VIIIa_X_l]	[V_Xa_l]	[VIII_Xa_l]	[IIa_f]	[V_IIa_l]	[VIII_IIa_l]	[Xa_Va_II_l]	[Xa_Va_mIIa_l]	[XI_f]	[XI_IIa_l]	[XIa_l]	[APC_PS_l]	[APC_PS_VIIIa_l]	[TFPI_f]	[AT_f]	[IIa_AT_f]	[TFPI_Xa_l]	[TFPI_Xa_TF_VIIa_l]	[APC_PS_Va_l]	[IXa_AT_f]	[Xa_AT_f]	[VII_Xa_l]	[V_mIIa_l]	[VIII_mIIa_l]	[TM_l]	[IIa_TM_l]	[IIa_TM_PC_l]	[mIIa_AT_l]	[XIa_IX_l]	[LIPID]
1400.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	10.0	0.0	0.1	0.0	0.7	0.0	0.0	0.0	90.0	0.0	0.0	0.0	170.0	0.0	0.0	0.0	0.0	0.0	300.0	0.0	0.0	0.0	0.0	0.0	60.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	2.5	3400.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	849079.0
1217.742479297799	182.25752070220173	4.573522231211263e-52	5.139420321328896e-48	3.9408287209287476	16.059171279071254	2.9965681544546065e-27	4.783400581246004e-23	1.9766274718961527	8.0233720178566	0.019714041116974324	0.08028544841195893	0.13789097830953106	0.5621090216904691	1.1261372996069335e-28	8.950713161601732e-25	17.730469849674524	72.26953014985905	1.0199007177935733e-17	1.4882261627603361e-13	122.99532630960141	47.00467368774109	4.429291076015128e-18	2.497796073353968e-15	6.02173060306776e-62	1.0779467820303997e-58	59.132347395578705	240.86765260442127	4.042950526379698e-99	1.077632078213713e-94	1.0892252616806569e-97	5.759042040841837e-93	12.634318650709883	47.36568134929015	0.004998979281682769	5.073473399599719e-07	5.10247250506527e-07	4.662908874255449e-10	0.0	2.6539305059419154e-09	3.5053714535056598e-12	3.016894509935848e-26	3.9540432085527675e-42	3.229495176456943e-41	4.653751485974386e-45	2.266862568941422e-18	7.930304271294023e-20	1.1671584820594534e-48	3.1585589911724255e-52	1.10408689375781e-53	1.3028495895620157e-43	3.685551231343687e-46	30.0	7.053774484940575e-52	1.9553051323487786e-55	3.279577156334419e-61	2.422319476463498e-90	2.5	3400.0	5.4721907093196085e-53	9.352898522182415e-23	1.8608902204951407e-34	1.294513679519906e-88	1.0901856541890045e-23	1.8284919412824267e-23	5.503482741955021e-19	1.39055948927586e-51	4.861453580286826e-53	1.0	2.3544816313481345e-52	1.758447588487083e-55	2.0632551698751443e-57	2.0984009007289947e-59	787630.0002715611
1067.0182761395506	332.9817238604499	3.4167197671213964e-46	1.9562372677836136e-42	0.8443251579031009	19.155674842096897	1.3132322390057723e-24	1.1527868443681684e-20	0.43312937415527386	9.566869216853583	0.004239101367181059	0.0957594886783178	0.029484230510652375	0.6705157694893478	5.0078387261011573e-26	2.1559292388282183e-22	3.793707659329622	86.20629233715158	2.99269418659417e-16	2.483788407462428e-12	90.68799134594533	79.31200862801752	3.6559063574532887e-16	1.1003553508824847e-13	5.920183703663632e-55	5.1620609982562466e-52	12.700044488775376	287.29995551122454	2.0594845936751824e-88	2.49420561664964e-84	5.512281474181563e-87	1.3336590080370783e-82	3.954375631223624	56.045624368776416	0.004997181054347777	1.3804012404083559e-06	1.4089911510862612e-06	3.516304531136522e-09	0.0	2.5963367826587213e-08	7.358836927319896e-11	7.572863149992636e-24	3.3838687563290836e-38	7.12139628478738e-37	1.4640785543933341e-40	2.5671280387937656e-16	8.9756719214523e-18	4.438805905295814e-43	3.2619568486747718e-46	1.1383308700333524e-47	1.1071663497877243e-38	6.599164843942302e-41	30.0	5.641057445848272e-46	3.2610974874981003e-49	4.5710455822255e-54	2.2347655611237776e-80	2.5	3400.0	4.386737029575884e-47	1.612143086854541e-20	1.8411938761185183e-31	1.1949128708963137e-78	6.958564780264399e-22	3.151740734862736e-21	6.036824059348483e-17	1.4369348305512218e-45	5.01612995959218e-47	1.0	1.884927156309744e-46	3.735367780243044e-49	3.2274581138613464e-51	9.202332637218381e-53	761945.5573128756
938.8669521013743	461.13304789862593	6.418518102294832e-43	2.5639231743721685e-39	0.19308973324196635	19.806910266758027	3.747222798272269e-23	2.417532733620343e-19	0.10943572297334213	9.890561891957224	0.0009859936173057273	0.0990116193527749	0.006679190488194751	0.6933208095118052	1.4455805085451605e-24	4.518641132011463e-21	0.8621368788508845	89.13786311120894	1.785332409539704e-15	1.1245860213115388e-11	67.70154505895258	102.29845485401088	4.2349758984644964e-15	9.079373908114595e-13	4.313624483075848e-51	2.6806548863709986e-48	2.9376911926338236	297.0623088073662	1.2749855742867485e-82	1.1594329107354633e-78	3.4030217075605986e-81	6.202856663516693e-77	2.2424400455861857	57.75755995441386	0.004995227900638946	2.290065445730811e-06	2.3850694416439147e-06	9.928932581216574e-09	0.0	8.664583880244991e-08	3.897022931053106e-10	1.6083334921203288e-22	5.010124888028344e-36	1.8805559329619e-34	4.4076288127790775e-38	3.4452480656547448e-15	1.2038488169416705e-16	5.812677463178647e-40	7.370909123214173e-43	2.568362785061806e-44	6.25409638660724e-36	5.643826886874403e-38	30.0	1.1244019319930465e-42	9.870918645543033e-46	4.290311950548815e-50	7.540698087643416e-75	2.5	3400.0	8.764724297887746e-44	2.905256887412744e-19	8.60050025478054e-30	4.0341660223344363e-73	6.629792693813956e-21	5.679779999113059e-20	7.840205824084828e-16	3.249193022935041e-42	1.1327218124336666e-43	1.0	3.760070382085215e-43	1.3094336709532522e-45	9.234931842860112e-48	5.039831270764e-49	745291.0955917715
828.8122437514265	571.1877562485741	1.1504680362126758e-40	3.5762865232510443e-37	0.05012255171055796	19.94987744828942	3.6582904985449193e-22	1.9444056513196357e-18	0.03872235870721078	9.961274263978941	0.00027238682459555173	0.09972423280747363	0.001670611433142991	0.6983293885668561	1.4242378655671763e-23	3.632162496053913e-20	0.21837936859773496	89.78162061179282	5.795824597425848e-15	3.0952965737346755e-11	51.117970511134345	118.88202929748503	2.2341167332037453e-14	3.833614150666126e-12	2.0012679213688502e-48	9.617237370293952e-46	0.7956583292416122	299.2043416707585	1.2679013412849492e-78	8.870127108557063e-75	3.371962826978971e-77	4.748085971203593e-73	1.9088124662227928	58.09118753377722	0.00499324231821534	3.1694128533946344e-06	3.377313853670661e-06	1.9578454942417983e-08	0.0	1.901809054201284e-07	1.1957172285365169e-09	1.2861533923805246e-21	1.5172878860991944e-34	8.573803012499364e-33	2.1308542960307952e-36	2.0191576808179898e-14	7.050846780780574e-16	8.100326142908024e-38	1.4255619541532599e-40	4.958988147661734e-42	4.723048170269612e-34	5.741954340742046e-36	30.0	2.138535495145206e-40	2.561716434514281e-43	2.161224834610842e-47	4.250266842028247e-71	2.5	3400.0	1.6712299543942552e-41	2.1090003042094775e-18	1.1905937239196929e-28	2.2751208790419904e-69	3.0092215719197324e-20	4.123098359310085e-19	4.445755568151028e-15	6.288409084067488e-40	2.1889654311729285e-41	1.0	7.159201949386358e-41	3.4550908909538337e-43	2.2658083318535128e-45	1.8206234032122488e-46	732293.3852335294
733.7587868342994	666.2412131657015	5.769389005455802e-39	1.489844452514906e-35	0.017833834478921073	19.982166165521004	2.0257178806732433e-21	9.406169769287278e-18	0.02295498612558505	9.977040641078675	0.00011154463445508015	0.09988407838451623	0.0005381916336176506	0.6994618083663794	7.944197266528451e-23	1.7560232814622307e-19	0.07288175887146199	89.92711820882184	1.3765655718998071e-14	6.585262298203674e-11	39.05112666574194	130.9488729963466	7.730777434466529e-14	1.1300771221975948e-11	2.081958046038229e-46	8.266833707065588e-44	0.3125392012713647	299.68746079872875	1.3523845118886694e-75	7.688047521662594e-72	3.582394171670352e-74	4.11768976650281e-70	1.858314039981625	58.14168596001839	0.004991250223237207	4.006840324502644e-06	4.372795733347682e-06	3.224081036692478e-08	0.0	3.351554981498352e-07	2.7443964210005998e-09	6.1155955546628665e-21	1.986041326897886e-33	1.526533393761023e-31	3.9246838707722733e-35	7.643483925283259e-14	2.667313267666467e-15	3.371280074083423e-36	7.591966247311909e-39	2.6364275680458896e-40	1.2226655677509908e-32	1.868349501726033e-34	30.0	1.1350151315794923e-38	1.7351978955414403e-41	2.3763344843703022e-45	2.881772491867479e-68	2.5	3400.0	8.893230019129738e-40	9.379816598998204e-18	8.60100615593394e-28	1.5434730524873888e-66	9.267277210283121e-20	1.833755717093077e-18	1.6284478762743718e-14	3.351337183705146e-38	1.1648001537151319e-39	1.0	3.804201375543622e-39	2.342111978502736e-41	1.4541725654206066e-43	1.574934013763221e-44	721508.5087057032
651.3160984391716	748.6839015608294	1.3093348426723356e-37	2.9258914013229905e-34	0.010419509839502768	19.98958049016028	7.915318658932908e-21	3.3239247511624684e-17	0.01948923629978267	9.980505395026592	7.485784572317294e-05	0.0999197681458973	0.0002772081866571836	0.699722791813335	3.1224676886000325e-22	6.201618748831306e-19	0.03939027476697038	89.96060967739676	2.7121301136695122e-14	1.199014843382684e-10	30.213953141188576	139.78604633657005	2.0602090973529543e-13	2.6657521267903268e-11	8.574874511613969e-45	2.934183596909801e-42	0.20210014864605083	299.79789985135403	3.62549456762184e-73	1.752116808598464e-69	9.569595347287722e-72	9.389720713876494e-68	1.8658427611853228	58.1341572388147	0.004989257318030415	4.804077885031523e-06	5.368673587563645e-06	4.771632973062347e-08	0.0	5.169461419830137e-07	5.268025271160198e-09	2.109476154356438e-20	1.5521453094522804e-32	1.517429918544527e-30	3.994524942196596e-34	2.2104057565734248e-13	7.708327009076658e-15	6.614288872978832e-35	1.8214159009554996e-37	6.314092059259361e-39	1.6289501430928643e-31	2.9938659075188515e-33	30.0	2.7187886585582525e-37	5.0803105330464515e-40	1.0297279352504925e-43	5.376250916034872e-66	2.5	3400.0	2.1359910054723852e-38	3.0754095521461503e-17	4.154248468835276e-27	2.8811947711412994e-64	2.255279375341666e-19	6.012431985648829e-18	4.5576582480925135e-14	8.046217835654286e-37	2.7922066268573546e-38	1.0	9.123654279747332e-38	6.8515810054847475e-40	4.04410722703178e-42	5.630865927461879e-43	712365.7645577125
579.5662695641571	820.4337304358437	1.732373021237619e-36	3.444231432486778e-33	0.008734102802054482	19.991265897197415	2.444432217158951e-20	9.493240132662161e-17	0.01883289573706918	9.981160739956668	6.672768467044671e-05	0.09992690151320668	0.00021707503794459414	0.6997829249620366	9.689519381291618e-22	1.770119355282385e-18	0.03170790352519866	89.9682920304424	4.724597524820244e-14	1.9680564428996536e-10	23.708049382789664	146.29194987837278	4.601218406221859e-13	5.406749593576585e-11	1.8794041242323023e-43	5.700142120707083e-41	0.17741785501194976	299.8225821449882	3.775453104481573e-71	1.6040728052557152e-67	9.934232792826469e-70	8.601321091181608e-66	1.88385430271474	58.116145697285276	0.004987264891711171	5.566184294198949e-06	6.3643061590437274e-06	6.583554756820857e-08	0.0	7.298160943110324e-07	8.966193702819643e-09	5.856355405468606e-20	8.564246739094284e-32	1.0157743840174918e-29	2.7258794862522833e-33	5.327243959064587e-13	1.8564823379113116e-14	7.778165649057271e-34	2.5402599177455817e-36	8.790354736442015e-38	1.3823406340869572e-30	2.9638118348474107e-32	30.0	3.7873892231151025e-36	8.39369315492005e-39	2.3684676351704975e-42	4.176540219455942e-64	2.5	3400.0	2.9836927210242287e-37	8.196884820954649e-17	1.5278883778084583e-26	2.2395726259713006e-62	4.691857653755379e-19	1.602492981244692e-17	1.0633115356904254e-13	1.1230203788357432e-35	3.890933351024181e-37	1.0	1.2725616797756078e-36	1.1307420080923422e-38	6.36185342849262e-41	1.1019759537095607e-41	704538.5149809455
516.942622577935	883.0573774220658	1.5522091750461105e-35	2.8008752515871426e-32	0.008390593158706564	19.991609406840173	6.374400850837797e-20	2.3250076240693694e-16	0.01881789435935573	9.981174746093544	6.525970804809689e-05	0.09992737307898418	0.0002040901383815314	0.6997959098615792	2.536871020694042e-21	4.3325601975987304e-18	0.030079655182155333	89.96992025806267	7.546938822599964e-14	3.000589416502876e-10	18.897611224549227	151.10238779333582	9.051768996847387e-13	9.836562159194945e-11	2.611372552904693e-42	7.1619577045018704e-40	0.17276884139786114	299.82723115860233	2.016842303354846e-69	7.667617212833558e-66	5.291159623757555e-68	4.113918608824201e-64	1.9022626861979006	58.097737313802114	0.004985273240140155	6.2987437370925766e-06	7.359546875677401e-06	8.64550314196649e-08	0.0	9.680112987155501e-07	1.400291693469961e-08	1.3907921714247448e-19	3.678944524736397e-31	5.113322759485306e-29	1.396338076889131e-32	1.12587523990251e-12	3.920791651614256e-14	6.318705210679308e-33	2.3937838842282565e-35	8.268486696680568e-37	8.472677171287538e-30	2.0722588375892857e-31	30.0	3.5651872394111676e-35	9.168267691790614e-38	3.4473302595493554e-41	1.7229971590342279e-62	2.5	3400.0	2.8165040797717937e-36	1.88155086227187e-16	4.619397052914409e-26	9.244645501964697e-61	8.732164356617654e-19	3.678437267816733e-17	2.1759750990937978e-13	1.0590801236065613e-34	3.663476567634563e-36	1.0	1.1994444294264103e-35	1.2336275651861106e-37	6.6299988968422196e-40	1.3948710962829467e-40	697796.2822822621
462.1501838070094	937.8498161929914	1.0368531757228606e-34	1.7233930951344154e-31	0.008360380638342345	19.991639619359507	1.4637039574519192e-19	5.070342845510072e-16	0.01893894786182071	9.981052697774881	6.53253283277451e-05	0.09992631146514488	0.00020219705238899615	0.6997978029475361	5.844702607153601e-21	9.442515672070975e-18	0.029872078357001466	89.97012781175621	1.1306569480508005e-13	4.3297577729156713e-10	15.32796874476389	154.6720300082739	1.619075851563777e-12	1.6491524385117018e-10	2.576929547824376e-41	6.484378746733374e-39	0.1727531101117721	299.8272468898884	6.607389679356886e-68	2.2649648533258563e-64	1.7281516584810762e-66	1.2159549341838841e-62	1.91906548817813	58.08093451182189	0.004983282430568672	7.006959967549823e-06	8.35436286909057e-06	1.0945366650530923e-07	0.0	1.226284475097369e-06	2.050845307808387e-08	2.9369352496934047e-19	1.3089640438323041e-30	2.0768181859542393e-28	5.767711935584049e-32	2.1551897351139253e-12	7.499974986102469e-14	3.8838032628492065e-32	1.6787155723050432e-34	5.787818522241605e-36	4.0644930122360136e-29	1.1147932031077126e-30	30.0	2.497550232167667e-34	7.332771997918399e-37	3.5597712589791244e-40	4.4328742031042024e-61	2.5	3400.0	1.9787178504436528e-35	3.859448111469733e-16	1.2053896189176802e-25	2.3798613779745263e-59	1.4958661188657774e-18	7.545233553930983e-17	4.0344814611036897e-13	7.432994803660001e-34	2.566922038938826e-35	1.0	8.41368083700669e-35	9.854854681684304e-37	5.067369218215113e-39	1.2724023232724483e-39	691961.7410079297
