time	species_1	species_10	species_11	species_12	species_13	species_14	species_15	species_16	species_17	species_18	species_19	species_2	species_20	species_21	species_22	species_23	species_24	species_25	species_3	species_4	species_5	species_6	species_7	species_8	species_9
0.0.	0.0718881703463	0.17200000000000001	9.99995987352	0.0	1.00002047766	0.0	0.0	0.0	0.16	4.55143591758	0.0	0.246	8.19196275198	2.34	10.0	0.0	0.0	1.0	2.65492801346	0.0	3.10622230584	8.92966391891	0.0	4.13791713892	4.828
15.0.	1.03858335186007	0.9983781532359041	9.53044274055821	0.469517132961754	0.9993470652149821	0.00020463670188100003	3.6179163833630783	0.065799445029859	0.09420055497014	4.534438829376116	0.016997088203872	2.495115194762013	7.808665711648207	2.541850471785119	9.844142623007858	0.5752426442584591	0.028485126132733	1.546734083372638	0.37318592947053103	0.020726604588714	0.31427558685225304	0.013271542352901	0.000673412445016	7.291709821810072	4.001621846764105
30.0.	1.130014031569206	1.045031539581047	9.52499745080578	0.47496242271417205	0.9993176426581081	0.000237675287178	6.848082012192238	0.07122238328897801	0.08877761671102101	4.533368738185154	0.018067179394835	2.851245693899541	7.477600478628786	2.751176139724926	9.795231662396958	0.769238272045724	0.07456330229779701	1.6946505110898582	0.39894976292376105	0.022975873930201	0.36719014293010405	0.013902353442865	0.00070283500189	7.758252264883569	3.95496846041896
45.0.	1.185145490820564	1.102433693888822	9.540745784364155	0.45921408915579603	0.9992468030451861	0.00027749928423	9.688944679709202	0.078528421683311	0.08147157831668701	4.532033202814516	0.019402714765473002	3.333640314096144	7.140393341999931	2.984358884096216	9.752611069340018	0.9713267786445651	0.121822717090278	1.849477137677689	0.43141086411726204	0.025698244750634	0.44639294224116904	0.014624691992977001	0.000773674614812	7.781244415935467	3.897566306111186
60.0.	1.20704433931694	1.16963981072841	9.558219968644698	0.44173990487525505	0.9991676478176791	0.000318811696497	12.194832036610265	0.085422356542387	0.074577643457611	4.530774455229117	0.020661462350877003	3.8294600154466982	6.799657620503919	3.241125793248148	9.710849888784455	1.181114047947085	0.16934275236823002	2.011741617100341	0.46240964152714903	0.028609151000369003	0.540347941564697	0.015290346823096001	0.0008528298423180001	7.762864447816789	3.830360189271598
75.0.	1.203595412085551	1.242412576752162	9.573622227424732	0.42633764609522	0.99909000899731	0.00035963461742700005	14.38437524130447	0.09123304246483001	0.06876695753516801	4.5297017638135575	0.021734153766436	4.284938188572777	6.458557336650542	3.5183726118879752	9.67045918463254	1.397587763985479	0.216864888456952	2.180690495219064	0.48915933315693105	0.031617112911918	0.64292278562653	0.015865028238334	0.000930468662687	7.802085535493313	3.757587423247847
90.0.	1.187195624429707	1.313307718481074	9.586234420281551	0.41372545323840404	0.999018254363609	0.00039917930520500005	16.279874182655245	0.09579424937448501	0.06420575062551401	4.528837316292706	0.022598601287288002	4.674934562367906	6.119316997309511	3.812367804566628	9.63301708621732	1.619639676056424	0.264295096863612	2.355309701822095	0.510952112814981	0.034614533709251	0.7470554932755641	0.016342955305596003	0.001002223296387	7.9070382662718135	3.686692281518933
105.0.	1.1672221512446521	1.376942649562254	9.596255401063232	0.40370447245672303	0.998953592913648	0.000437272625604	17.91242523410923	0.09922164862107301	0.060778351378926	4.528163882338308	0.023272035241688003	4.993452988434153	5.783092846789982	4.119633879086353	9.599716961561544	1.846256522066582	0.311610491731091	2.534608902746315	0.528083967933454	0.037481874948914	0.8461999975306981	0.016732960435216	0.0010668847463490001	8.057801648930068	3.623057350437753
120.0.	1.148476434956489	1.431106219858308	9.604152774397685	0.395807099122271	0.9988954191982321	0.00047401950625700003	19.316587852564567	0.101743589219541	0.058256410780458005	4.52764902673035	0.023786890849647004	5.245931189543809	5.450268382468025	4.437266100393275	9.571056713726293	2.076587758315942	0.35883421992240905	2.7177143863590603	0.541278429630492	0.040121290439042	0.935989685750206	0.017048852157256	0.0011250584617650001	8.230212811300813	3.5688937801417
135.0.	1.1325898534681311	1.475836184741335	9.610424576920428	0.389535296599529	0.9988424046643251	0.0005096052191400001	20.525205445622927	0.10359000834852301	0.056409991651476005	4.527258947524992	0.024176970055007	5.442547213796923	5.120806019218514	4.7629605557431365	9.546971323892626	2.309943685569266	0.406014031469402	2.903888657159611	0.551334563787789	0.042476851079329005	1.014545237395762	0.017304359154134002	0.001178072995672	8.405077056453681	3.524163815258673
