	R5	R7	r5	r7
0	0.001	0.001	1.0	1.0
1	0.054052863827962254	0.00619053170999558	0.9933460568048136	0.9994340030770336
2	0.14676875728484123	0.00866281940271395	0.9917930872179347	0.9995771561430272
3	0.2494032108112848	0.011518485302814926	0.9912664245288658	0.9994609282777002
4	0.3555586176977845	0.015317587373504101	0.9911246425604154	0.9992835427215961
5	0.460773935466629	0.020229246437863627	0.9913660038580889	0.999089018025832
6	0.5603831747672939	0.026197178695331745	0.9919854525733706	0.9989182260963363
7	0.6505909580677782	0.03292512414045703	0.992861915534076	0.9988101427574819
8	0.7295579243953794	0.03997755688717709	0.9938168848542227	0.9987793389635542
9	0.7974002726298787	0.04695038444911241	0.9947091625873301	0.9988117952739783
10	0.8554035977897232	0.05357848165728651	0.9954729843788911	0.9988811450870546
11	0.9052063733290845	0.05974035472412528	0.9961003915031924	0.9989647292476653
12	0.9483296678864663	0.06541073315630641	0.996609849375804	0.9990489677538267
13	0.986020158212302	0.07061283712278746	0.9970253903453679	0.999127634926298
14	1.019252880792303	0.07538835066259394	0.9973680652887682	0.9991986682836322
15	1.0487835842470579	0.07978270835203931	0.9976541603659369	0.9992619053204707
16	1.075202632593531	0.08383908897851176	0.997895815331983	0.999317909277169
17	1.0989774235517185	0.08759643030731896	0.9981020683117099	0.9993674553787899
18	1.1204832284410289	0.09108908122104174	0.9982797310430939	0.9994113290677907
19	1.1400252805095517	0.09434706050375613	0.9984340177068307	0.9994502540593069
20	1.1578547367817809	0.0973965106105005	0.998568980400116	0.9994848714553155
21	1.1741803970419125	0.10026018644927615	0.9986878117529246	0.9995157386311
22	1.189177449741872	0.10295791788516895	0.9987930585573105	0.9995433355976019
23	1.2029940984045344	0.10550702429599385	0.9988867752413622	0.9995680738161503
24	1.2157566512045228	0.10792267618541869	0.9989706359386407	0.9995903053207948
25				
26				
27				
28				
29				
30				
31				
32				
33				
34				
35				
36				
37				
38				
39				
40				
41				
42				
43				
44				
45				
46				
47				
48				
49				
50				
51				
52				
53				
54				
55				
56				
57				
58				
59				
60				
61				
62				
63				
64				
65				
66				
67				
68				
69				
70				
71				
72				
73				
74				
75				
76				
77				
78				
79				
80				
81				
82				
83				
84				
85				
86				
87				
88				
89				
90				
91				
92				
93				
94				
95				
96				
97				
98				
99				
100				
