[Cdiff]	[Commensal_Beneficial]	[Commensal_Dead]	[tDC_LP]	[tDC_MLN]	[Commensal_Harmful]	[N_Lum]	[E]	[E_d]	[E_i]	[M_LP]	[eDC_LP]	[Th17_LP]	[Th1_LP]	[iTreg_LP]	[eDC_MLN]	[iTreg_MLN]	[Th17_MLN]	[Th1_MLN]
484.0	1.0	50000000000.0	0.0	0.0	15000000000.0	0.0	1052500.0	0.0	0.0	3250.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
-2.571144725536344e-21	9232425778.928944	35254029815.40488	3.382921583633747	0.24565617713281895	13417098719.613743	-1705.0448974229066	1043729.8712984144	8770.12870158475	-8.371332208150291e-17	335584.4743036866	-1.298682325130637e-20	186290.686387566	-1325263.8715652742	757208.4668960258	-8.405415662647292e-23	6.562037415273339	7559.311288907041	-32436.850321992177
-4.628085095351483e-40	15742391964.996336	24856606716.745747	0.02043745904056289	0.0014840982665700493	12001707089.64295	-570.8615617278211	1053150.2035066786	-650.2035066792115	-5.843376653864491e-25	-24676.089128511925	1.4160828798901176e-41	6694.115290578672	-501951.28677724756	431816.8477265537	7.841902040224395e-44	0.04297832353995494	226.8953699093514	-4207.26500779499
4.9184053461934017e-51	20332294598.20536	17525822148.116177	0.00012390458170860933	8.997526285868923e-06	10735636410.863138	-219.39178183814957	1053003.8130023547	-503.81300235582694	-3.66732051761243e-27	-19117.54069891715	7.679385433033746e-52	207.61521048285172	-147081.7354612752	214355.07049720827	3.742229613981649e-54	0.0002620820133641772	6.817609038670243	-545.8603279656267
-2.2622607287977e-75	23568636345.728817	12356883711.404783	7.458564566947525e-07	5.416154093783441e-08	9603111254.523891	-93.12004412350672	1052753.4200175607	-253.4200175627581	-1.1351449506280225e-28	-9618.378466347196	-1.7767025554044935e-76	6.262284782124939	-39428.85728789411	105469.70280651833	1.2068393446739642e-75	1.5783297154749251e-06	0.20438795158352382	-70.78087595514475
5.105853218915487e-100	25850471120.744095	8712440573.152613	4.499810233676565e-09	3.267608049728292e-10	8590058788.572025	-41.71583920155575	1052624.7769218732	-124.7769218768478	-3.545505257428358e-30	-4736.395845293428	2.6872732654041524e-101	0.18809803721735102	-10167.652476543806	51866.535471506606	5.934767106111589e-98	9.522500937836252e-09	0.006131853498254329	-9.179356012191155
-7.116236320288505e-120	27459320546.128315	6142859149.894959	2.7120232122075464e-11	1.96937835576653e-12	7683875283.746363	-19.3547532701774	1052561.3603404863	-61.36034049028535	-1.0875856338818306e-31	-2329.311843479345	-5.990935082496327e-121	0.005642600276204749	-2573.5651333908613	25505.337378905147	-1.5588556512507468e-112	5.739199248732021e-11	0.0001839019060277066	-1.1903657537788315
-1.9824271705518856e-144	28593667597.417664	4331131424.148249	1.6354262539861084e-13	1.1875905237665413e-14	6873287036.238853	-9.127637628129547	1052530.1731506842	-30.17315068915274	-3.308219910099639e-33	-1145.4427942274028	-1.6822965985057226e-145	0.00016926622797921358	-645.3715715954146	12542.227030842761	-1.1618964034144916e-124	3.4608991628598496e-13	5.516423899386124e-06	-0.15437033108165107
1.010042899100201e-161	29393459026.676224	3053740782.937261	9.862230485999949e-16	7.161613946106138e-17	6148209457.587142	-4.36629936333687	1052514.8374072106	-14.837407215106742	-1.002303566569735e-34	-563.2706049408471	8.579276210424677e-163	5.077474276876028e-06	-161.07141582979068	6167.628514368033	-1.5920317657425658e-134	2.087051349602593e-15	1.6547455165537147e-07	-0.02001924459175242
5.941062745256272e-161	29957348994.466316	2153121269.9279904	8.793737289769987e-18	6.385710788469214e-19	5499628454.378451	-2.1067038418922888	1052507.2969119158	-7.296911920439437	-3.241190755961951e-36	-277.01373509860895	4.688786274852129e-163	1.6297029212500098e-07	-40.148708826270315	3033.2095526474004	-8.496149008062053e-135	1.86093615648538e-17	5.3111827887890416e-09	-0.0026117466908012208
