	bound	free	lytic	translocate
0	0.0	1.0	0.0	0.0
1	0.11241258193700943	0.8654283743222035	0.00029107630043621353	0.02186796744035065
2	0.17789502505319416	0.7485247114536707	0.0018152570146672674	0.0717650064784673
3	0.2092133573046913	0.6475518617407209	0.005155052909604741	0.13807972804498234
4	0.22113111299217073	0.5600784665570269	0.010828413616435762	0.20796200683436614
5	0.21825135793783026	0.48454183638772774	0.018695359901490596	0.2785114457729506
6	0.20885641438506575	0.41908001607767076	0.028852669983075167	0.3432108995541878
7	0.19350903656026694	0.3625948639516637	0.04094245713049763	0.402953642357571
8	0.17681762401009593	0.3136859201774936	0.05488057691713397	0.4546158788952756
9	0.1600397907443739	0.27133273347928505	0.07040434722094671	0.4982231285553935
10	0.1434457563645221	0.23470644735161866	0.08723122736468734	0.5346165689191712
11	0.12748350501325928	0.20304071536398968	0.10512120575583349	0.5643545738669169
12	0.11258801739311072	0.17565630306198962	0.1238679508062497	0.5878877287386494
13	0.09899629603319118	0.15196797906850407	0.14328331253189255	0.6057524123664116
14	0.08677016429627692	0.1314741639766762	0.16319542972900933	0.618560241998037
15	0.07586955411496822	0.11374353379002647	0.18345058256419475	0.62693632953081
16	0.06620848791797045	0.0984037144538668	0.2039141459754978	0.6314736516526643
17	0.057684517248821746	0.08513255130688428	0.22446993439668278	0.6327129970476106
18	0.050191426460967865	0.07365118458459721	0.24501861199958141	0.631138776954853
19	0.04362461961722834	0.06371826366204929	0.2654758406551011	0.6271812760656208
20	0.037883954114696694	0.055124952592188775	0.285770500739715	0.6212205925533991
21	0.03287558154577756	0.04769057648442703	0.3058430791069436	0.6135907628628514
22	0.02851309977052869	0.04125883156816227	0.32564422259640075	0.6045838460649079
23	0.02471808486403832	0.03569449747695494	0.34513343838281885	0.5944539792761875
24	0.02142012256848425	0.030880591696763486	0.36427792822289384	0.583421357511858
25	0.018556498861987476	0.026715908709812372	0.38305154875239117	0.5716760436758085
26	0.016071693637183655	0.02311289186686278	0.4014338906770295	0.5593815238189236
27	0.013916780819148362	0.019995792637636536	0.4194094683373582	0.5466779582058564
28	0.01204879967654045	0.017299078188316542	0.4369670098526411	0.5336851122825014
29	0.010430135020682102	0.014966053697109901	0.45409883759405134	0.5205049736881561
30	0.009027927426985981	0.012947670440471981	0.47080032899595503	0.5072240731365865
31	0.007813524831426215	0.011201494610879499	0.48706944836933996	0.4939155321883538
32	0.006761980891215737	0.009690815200151892	0.5029063411911399	0.48064086271749207
33	0.0058516016946206385	0.008383872197621106	0.5183129831799357	0.46745154292782215
34	0.005063539951858787	0.007253188877638743	0.5332928772787415	0.45439039389176056
35	0.004381434278646457	0.006274994138096985	0.5478507924286682	0.4414927791545879
36	0.0037910903260565507	0.005428722744923274	0.5619925387242861	0.42878764820473353
37	0.003280200110845378	0.004696582975654891	0.5757247741880083	0.41629844272549094
38	0.0028380958029688395	0.004063182572339725	0.5890548389852366	0.40404388263945423
39	0.002455534317932911	0.0035152051399382975	0.6019906134253213	0.3920386471168069
