	T	V
0	1000.0	3.0
1	976.1687699885596	3.3894171228948013
2	953.0595919584395	3.49585097172705
3	930.6610667717699	3.604044392090328
4	908.9458632008393	3.714028012857513
5	887.8878092787365	3.825820507366821
6	867.4613382698118	3.939444583648275
7	847.6426151231626	4.054922399108686
8	828.4077342388397	4.172280743103148
9	809.7348186227357	4.291543819361261
10	791.601810244865	4.412742460990675
11	773.988238411408	4.535904295009644
12	756.8739480525435	4.661064894280998
13	740.2397343750441	4.788264129090768
14	724.0671305439365	4.9175304118708105
15	708.3383749697176	5.048915687453579
16	693.0362677817154	5.182456471432593
17	678.1446156892436	5.318200152836684
18	663.6474878188524	5.45619998242171
19	649.5295640450069	5.596506920631743
20	635.7763801588783	5.7391810562019545
21	622.3738291627969	5.884282963730463
22	609.3082975356488	6.0318788672108745
23	596.5667191999946	6.182035842012268
24	584.13651912476	6.334844528311185
25	572.0055771509852	6.4903852851113495
26	560.1622162394892	6.6486984832069345
27	548.5951842850521	6.809945932153486
28	537.2936030052798	6.974183010746508
29	526.246927159659	7.141535046113807
30	515.4451518975296	7.312110471355385
31	504.87861542542726	7.48603084763241
32	494.5378233833964	7.663427554527423
33	484.4137002110203	7.844440816591783
34	474.4975313143396	8.029227867712624
35	464.78073476323294	8.217928510394849
36	455.255091199833	8.410756428370465
37	445.91263378234623	8.607851534948884
38	436.7456234187695	8.809446429139694
39	427.7465874853321	9.015746799085289
40	418.90819646300963	9.22698094563804
41	410.22354283205254	9.44340994746512
42	401.6858252073901	9.66529205089252
43	393.2881970209691	9.892922503420197
44	385.0242998023249	10.126614051404896
45	376.8876991540839	10.366708133724751
46	368.87234329069344	10.613576202741484
47	360.97209400791604	10.867613680521858
48	353.18114953320395	11.129259678974085
49	345.4936129562293	11.398982174350962
50	337.90383273558945	11.677307736921414
51	330.40621180518986	11.964791432356897
52	322.9952478431234	12.262052759031455
53	315.66549340549886	12.5697702033523
54	308.4115589143627	12.88868679871897
55	301.22809776299295	13.219616239113638
56	294.1098061191396	13.563464090274193
57	287.05140050446784	13.921233044610938
58	280.0476048817456	14.294030922183863
59	273.093133979357	14.683077791258448
60	266.1826840554593	15.089782934970271
61	259.31090590389744	15.515638683883441
62	252.47239293544544	15.962411596269453
63	245.66160823417098	16.432029717728767
64	238.8731403859695	16.92669179678875
65	232.10122441527142	17.448893277839066
66	225.3400412487401	18.00148359088072
67	218.583610893665	18.58775318170418
68	211.82576290951462	19.21140978114963
69	205.06010392911801	19.87680790107384
70	198.27999471112608	20.58901484621787
71	191.4785002933971	21.353912762169045
72	184.6483627509193	22.17853057293679
73	177.78191788967186	23.070994546979033
74	170.8711494181076	24.04127722574069
75	163.9074997017378	25.101243207861668
76	156.8818903284859	26.2653569673457
77	149.78464622446253	27.551406178966086
78	142.6054128564981	28.9814653289713
79	135.33309551426493	30.583338069922107
80	127.95578175943267	32.39242744741036
81	120.4606906468106	34.454693851469635
82	112.83406501009236	36.830556738477746
83	105.0613657238357	39.60137012839285
84	97.12714160079817	42.87883771613551
85	89.01541769409113	46.820712556524796
86	80.71032025934271	51.65626414029999
87	72.1973945827979	57.73107833961034
88	63.46632301191553	65.5877394534938
89	54.51645658631956	76.12070435145486
90	45.36881631475946	90.89200839035306
91	36.09228444917874	112.81017656253611
92	26.86296621504515	147.65436373057966
93	18.091995151400262	207.3657356822924
94	10.618790808203826	314.9917250406282
95	5.563664085786561	500.2077758442101
96	3.092118256406031	765.0629522549906
97	2.038248390745051	1074.3401915587967
98	1.5120799830513452	1401.265543807237
99	1.200288498217253	1735.9942988756095
100	0.9944815012345078	2074.896878753532
