	Ib	It	Iv	Sb	St	Sv
36	144341.49926967686	79020.24962142954	695063.7813690613	2506321.166743187	2514626.5066913655	15732835.806391824
37	148781.23898476327	81056.91267208575	715637.2644962792	2501915.2406588024	2515882.616789	15730641.665731968
38	153330.34257004928	83156.06963983369	736776.7935810651	2497362.6151726497	2517051.8529740893	15727668.178671673
39	157991.19109799195	85319.2174738155	758495.8477701909	2492660.0746763977	2518132.2475564866	15723897.586027956
40	162766.18327230957	87547.88069114237	780808.0966735483	2487804.3679489465	2519121.79378711	15719311.83501345
41	167657.73348549163	89843.61116705567	803727.3949094977	2482792.209999878	2520018.445865266	15713892.583359817
42	172668.2697170518	92207.98786962051	827267.775973755	2477620.284089794	2520820.1190039306	15707621.204170479
43	177800.2312771157	94642.61653938664	851443.4454439154	2472285.243923089	2521524.6895528757	15700478.791492729
44	183056.06638290995	97149.1293085818	876268.7734594714	2466783.716027558	2522129.995185619	15692446.166676879
45	188438.2295641795	99729.18425712254	901758.2864518898	2461112.3023259635	2522633.8351534023	15683503.885553373
46	193949.17889321558	102384.46490257069	927926.658097469	2455267.5829051053	2523033.97060957	15673632.246460758
47	199591.37302966884	105116.67961912186	954788.6994414828	2449246.118994085	2523328.125009877	15662811.299183734
48	205367.26807965562	107927.56098378764	982359.3481807306	2443044.456153209	2523513.984591089	15651020.85481945
49	211279.31425518965	110818.86504342576	1010653.6570352704	2436659.12768978	2523589.1989348326	15638240.49664993
50	217329.95234485832	113792.37050359805	1039686.7812379434	2430086.658290289	2523551.3816165975	15624449.591998046
51	223521.6099679989	116849.87782926022	1069473.9650205781	2423323.5678997124	2523398.1109500523	15609627.305196006
52	229856.6976272382	119993.20825879689	1100030.5271370877	2416366.375833581	2523126.93082632	15593752.611633949
53	236337.60454278335	123224.20272413462	1131371.8453427241	2409211.6051418954	2522735.351655984	15576804.312977988
54	242966.69427488843	126544.72067597626	1163513.3398363756	2401855.7872195193	2522220.8514157925	15558761.05355905
55	249746.3001224008	129956.63880812822	1196470.4556022857	2394295.4666773234	2521580.87680658	15539601.33800405
56	256678.72029329438	133461.84967662927	1230258.643615117	2386527.2064800565	2520812.844527576	15519303.550154945
57	263766.2128559146	137062.2602129723	1264893.3409217107	2378547.5933433897	2519914.142668946	15497845.973271504
58	271010.9904557051	140759.79012406207	1300389.9495207325	2370353.2434078464	2518882.1322304225	15475206.81160544
59	278415.2148021849	144556.37017667695	1336763.8140357307	2361940.8081864677	2517714.148769394	15451364.213360632
60	285980.99093375605	148453.94036540898	1374030.198190202	2353306.9807797	2516407.5041804845	15426296.29503922
61	293710.36123851297	152454.44795389863	1412204.2599745335	2344448.502382822	2514959.488617411	15399981.167295448
62	301605.2992647143	156559.8453954854	1451301.0256130192	2335362.1690517943	2513367.3725525993	15372396.96219727
63	309667.7032925392	160772.08812143604	1491335.3621964534	2326044.838759594	2511628.4089867217	15343521.862040825
64	317899.3896871943	165093.13219809966	1532321.9490303101	2316493.438723901	2509739.835808351	15313334.129679
65	326302.0860242362	169524.93184575316	1574275.2476332586	2306704.973018177	2507698.8783119256	15281812.140441805
66	334877.4240287668	174069.4368297517	1617209.470539363	2296676.5304221786	2505502.75186426	15248934.41549496
67	343626.93228367047	178728.58970282855	1661138.5486765031	2286405.2925640084	2503148.664742181	15214679.65688947
68	352552.02875106473	183504.32290951515	1706076.0974822494	2275888.5423072716	2500633.8211312518	15179026.784141462
69	361654.0131071488	188398.55574776474	1752035.381726191	2265123.6723855534	2497955.4242916373	15141954.972385556
70	370934.0589009993	193413.1911859348	1799029.2790489348	2254108.1942753145	2495110.6798941954	15103443.692102974
71	380393.205552134	198550.11253561906	1847070.2422518115	2242839.747293144	2492096.799527258	15063472.750397881
72	390032.35019830335	203811.17997811563	1896170.2603473575	2231316.107907805	2488911.004377708	15022022.33382479
73	399852.2394163238	209198.22694886255	1946340.818445818	2219535.1992436224	2485550.5290825884	14979073.052693931
74	409853.4608200901	214713.056370459	1997592.8564275063	2207495.100776144	2482012.6257633255	14934605.986932477
75	420036.4345809854	220357.43675339152	2049936.7266170294	2195194.0581682445	2478294.5682218974	14888602.733261906
76	430401.4048642399	226133.0981473649	2103382.1503385594	2182630.4932613834	2474393.656319855	14841045.453853859
77	440948.43121881393	232041.72795539515	2157938.1735089817	2169803.0141808647	2470307.220527765	14791916.926298315
78	451677.3799568166	238084.96661847853	2213613.1213946478	2156710.4255177286	2466032.626637982	14741200.594759887
79	462587.9155286628	244264.40316403378	2270414.552503704	2143351.7385848933	2461567.280649626	14688880.622371655
80	473679.4919373818	250581.57062751264	2328349.211766433	2129726.181702553	2456908.633817319	14634941.944716532
81	484951.3442217653	257037.94135940692	2387422.9831449846	2115833.210478985	2452054.187850503	14579370.32424007
82	496402.4800389745	263634.92221188586	2447640.8417036105	2101672.5180614307	2447001.500272952	14522152.405598791
83	508031.6713867304	270373.8496240791	2509006.8053464787	2087244.0453101152	2441748.189921645	14463275.771711282
84	519837.4464992833	277255.98460651725	2571523.88630187	2072547.990863577	2436291.942587019	14402729.000453774
85	531818.0819487806	284282.50763331226	2635194.0424777525	2057584.8210616834	2430630.5167862563	14340501.721872747
86	543971.5950120287	291454.5134619047	2700018.128944145	2042355.279660785	2424761.749649494	14276584.675645014
87	556295.7363269894	298773.00588282774	2765995.8496141015	2026860.3973173471	2418683.5629177615	14210969.76872293
88	568787.9828902064	306238.8924092815	2833125.709299818	2011101.500787904	2412393.9690445485	14143650.132996486
89	581445.5314373261	313852.97893117036	2901404.966392135	1995080.2217938816	2405891.0773734315	14074620.182685703
90	594265.2922562868	321615.964336877	2970829.586297693	1978798.5055041006	2399173.100391784	14003875.671354616
91	607243.8834743706	329528.4351217965	3041394.1958468724	1962258.6185874364	2392238.3600401687	13931413.748311222
92	620377.6258763917	337590.8600000973	3113092.038906417	1945463.156774683	2385085.2940615998	13857233.014155295
93	633662.5382861623	345803.5845366507	3185914.933378414	1928415.0518916445	2377712.462372283	13781333.575270578
94	647094.3335784288	354166.8258166484	3259853.229849901	1911117.5782930069	2370118.55343769	13703717.096998038
95	660668.415349019	362680.6671711912	3334895.772074442	1893574.35866251	2362302.3906336864	13624386.85528153
96	674379.8753024396	371345.0529792545	3411029.8595520994	1875789.3691150409	2354262.938572477	13543347.786508765
97	688223.4914091504	380159.78356717905	3488241.212463007	1857766.9435422954	2345999.3093717466	13460606.53527553
98	702193.7268572612	389124.51022498234	3566513.9391385494	1839511.777170154	2337510.768845504	13376171.499859499
99	716284.729858198	398238.73036099545	3645830.5063461447	1821028.9292627797	2328796.7425953797	13290052.875116574
100	730490.334356156	407501.7828239495	3726171.7126894207	1802323.8249135646	2319856.8219709285	13202262.692460721
