	y1	y2	y3	y4	y5	y6
0	0.014	0.006	0.0	0.0	0.0001	0.0
1	0.8773229033456782	1.7714216498400233	3.926396501139173e-06	0.17156368153429344	7.880486475628747e-07	0.09732765544858199
2	0.8233071105898752	3.848666490087954	3.379438157100064e-06	0.39203299317094786	1.0474689819209446e-08	0.1731265097264425
3	0.7219646528414555	5.662953470914306	2.6412622944802963e-06	0.6045579569962641	2.3991140992444726e-10	0.2321587167939552
4	0.6211734562593249	7.179015147869036	2.0573643362264786e-06	0.8019162115005772	9.17726953517834e-12	0.27813304588456644
5	0.5313573733847231	8.421491461685143	1.6022959358333892e-06	0.9831860379102103	5.634933052169947e-13	0.3139378893815116
6	0.45447883618214957	9.427541305445628	1.2478708842598648e-06	1.1492805845075449	5.3397082919038505e-14	0.3418227295346768
7	0.38989696677189695	10.234433819236871	9.71843010064818e-07	1.3016741067071287	7.531840197413812e-15	0.3635394648817781
8	0.336159163951047	10.875723124321784	7.568721301911717e-07	1.4419354403936113	1.5311508423773502e-15	0.38045247537583354
9	0.29165421743090164	11.380272702201339	5.894526158028391e-07	1.5715449935174364	4.3602524804483697e-16	0.39362434119269557
10	0.2548630694714583	11.772339707666495	4.590661615332801e-07	1.691828198443156	1.696492208934705e-16	0.4038826006053551
11	0.22444778833644638	12.072047295282417	3.575210873509752e-07	1.8039402920725947	8.823789819482037e-17	0.41187174106884106
12	0.19927126300806022	12.295967319016524	2.784377035626145e-07	1.908873806805658	6.018699813732448e-17	0.4180936899178447
13	0.17838715790377038	12.457695145251492	2.168475021790041e-07	2.0074753024546355	5.2938584768696096e-17	0.42293934855356685
14	0.16101817932765325	12.56836852132185	1.6888100511449499e-07	2.100464812623047	5.915488704935352e-17	0.42671315129376164
15	0.146531157288151	12.63711486198465	1.315246598052943e-07	2.188454883813819	8.28716339311662e-17	0.4296521918230202
16	0.13441291046680393	12.671426412620084	1.0243150928280342e-07	2.2719678234189216	1.4384046922018814e-16	0.43194111888854275
17	0.12424860781050247	12.677469448868436	7.977374204907604e-08	2.351450671164976	3.0605822884280225e-16	0.43372373707967854
18	0.1157031966366552	12.660336174908023	6.212785852315129e-08	2.427287863821182	7.90702449373192e-16	0.4351120415228565
19	0.10850589445635299	12.6242483825132	4.838524145067722e-08	2.499811778095114	2.4588654674547163e-15	0.43619325411032556
20	0.10243747352706405	12.572721324758119	3.768252130842307e-08	2.5693114214092634	9.131294274869443e-15	0.4370353033201065
21	0.09731996342631222	12.508695227677018	2.9347413379438474e-08	2.6360395561455716	4.020336871854652e-14	0.43769109190408334
22	0.09300838044754187	12.434640721773592	2.285693839835103e-08	2.700218524833117	2.0846839870215446e-13	0.4382018205667979
23	0.08938411954447115	12.352643381842555	1.780757277083368e-08	2.762045011242886	1.2653345027227108e-12	0.438599576449289
24	0.08634969003926402	12.26447159032756	1.3912389172632422e-08	2.8216939360826214	8.939317582419403e-12	0.4389093490420196
25						
26						
27						
28						
29						
30						
31						
32						
33						
34						
35						
36						
37						
38						
39						
40						
41						
42						
43						
44						
45						
46						
47						
48						
49						
50						
51						
52						
53						
54						
55						
56						
57						
58						
59						
60						
61						
62						
63						
64						
65						
66						
67						
68						
69						
70						
71						
72						
73						
74						
75						
76						
77						
78						
79						
80						
81						
82						
83						
84						
85						
86						
87						
88						
89						
90						
91						
92						
93						
94						
95						
96						
97						
98						
99						
100						
