	APC_PS_VIIIa_l	APC_PS_Va_l	APC_PS_l	APC_f	APC_l	AT_f	II_f	II_l	IIa_AT_f	IIa_TM_PC_l	IIa_TM_l	IIa_f	IX_f	IX_l	IXa_AT_f	IXa_VIIIa_X_l	IXa_VIIIa_l	IXa_f	IXa_l	LIPID	PC_f	PC_l	PS_f	PS_l	TFPI_Xa_TF_VIIa_l	TFPI_Xa_l	TFPI_f	TF_VII_Xa_l	TF_VII_l	TF_VIIa_IX_l	TF_VIIa_IXa_l	TF_VIIa_X_l	TF_VIIa_Xa_l	TF_VIIa_l	TF_l	TM_l	VIII_IIa_l	VIII_Xa_l	VIII_f	VIII_l	VIII_mIIa_l	VIIIa_f	VIIIa_l	VIIIai_f	VIIIai_l	VII_Xa_l	VII_f	VII_l	VIIa_f	VIIa_l	V_IIa_l	V_Xa_l	V_f	V_l	V_mIIa_l	Va_f	Va_l	Vai_f	Vai_l	XI_IIa_l	XI_f	XIa_IX_l	XIa_l	X_f	X_l	Xa_AT_f	Xa_Va_II_l	Xa_Va_l	Xa_Va_mIIa_l	Xa_f	Xa_l	mIIa_AT_l	mIIa_f	mIIa_l
0	0.0	0.0	0.0	0.0	0.0	3400.0	1400.0	0.0	0.0	0.0	0.0	0.0	90.0	0.0	0.0	0.0	0.0	0.0	0.0	254723.7	60.0	0.0	300.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	1.0	0.0	0.0	0.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.1	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	170.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	8.106208606193626e-19	6.892740160584245e-17	1.888274406519524e-10	1.1933298936819796e-12	1.497639648443401e-11	3399.999999642025	302.2508676373099	1097.7491323534025	1.0154705836412122e-10	1.0555935910205512e-10	2.601618843054339e-10	7.149080529888972e-10	0.2444110838606096	89.75530768475225	9.911655823444852e-10	7.912431602914947e-13	1.1544525647842656e-12	3.5713377006488054e-07	0.00013234380526200217	84463.11362825273	12.841615626128297	47.158384373561155	1.4140419171419183	298.5859580826689	8.122418589901633e-12	1.824759183401343e-06	2.4999981752327067	1.6443408169843984e-10	0.0009585606214454924	0.00014852942471267562	0.0	0.00017397673011227994	0.0002199221750987279	0.00042800503515117247	0.0030710058409231375	0.9999999996342777	3.095857817488673e-12	5.7023367612765896e-06	0.0016535988935914823	0.698340497403372	2.34990987485278e-11	1.560519604657549e-09	1.9977721415952263e-07	8.281625366740858e-22	1.1156999778639708e-19	1.693150973977594e-06	0.15386106345251663	9.845135739808118	0.0005296958818589722	0.0985428135474325	1.6538502985536196e-10	0.00027606881685298583	0.06843307151699	19.931273663187703	1.14532654712346e-09	5.96401669639432e-08	1.7133451935582385e-05	3.126048894621289e-20	9.393358467843855e-18	1.6674969507277326e-10	29.99999999968994	3.0181882642995576e-11	1.1308269974870427e-10	31.218692491147674	138.7803927783162	3.5688610350095594e-07	9.419342597021745e-10	9.843275645653144e-10	1.4942185976759883e-10	2.7496152360239624e-05	0.00020768728018148833	8.074340412053052e-13	5.917389210560766e-11	5.447783552825154e-09
2	4.6012417842344155e-15	4.388938912621076e-13	8.49411290164453e-08	3.07776821186064e-10	3.780269159895823e-09	3399.999997267599	302.25092214964127	1097.7490767371057	2.209600005953539e-08	2.041409319547251e-08	4.635200577971915e-08	7.005726729442373e-08	0.24440998032594383	89.75488094901496	7.472036696350462e-09	4.888832673757862e-11	6.892900485537825e-11	1.2689975168960483e-06	0.00046795622553483934	84463.09387245978	12.841617961339747	47.158381929216546	1.4140422454827715	298.58595766957546	2.0405774346724673e-10	1.3812155609760172e-05	2.4999861876403418	9.298812274952147e-10	0.0015282410553844475	0.0002398286395183718	0.0	0.00027100295451524994	0.00038154392539155915	0.0006650219569232856	0.0019143603343280962	0.9999999332338998	3.192197465050075e-10	2.2198496431511858e-05	0.0016535568038728435	0.6983225107861287	3.1212269282296103e-09	1.3523403945370078e-08	1.7168318916211883e-06	1.0930739045427548e-17	1.4200551751434874e-15	5.9955652146473086e-06	0.15384796333678166	9.844295067281951	0.0005280381282627456	0.09823729602209978	1.789961847459295e-08	0.0011822566362139357	0.06842949142665403	19.930222969448078	1.583300456721344e-07	5.768397163797108e-07	0.00016441101987786525	4.628752776369422e-16	1.3463288661181447e-13	1.743148932543216e-08	29.99999994903644	9.206579954083194e-09	2.4325476368506915e-08	31.21837108598124	138.7789184586553	2.7026105173174714e-06	5.397165891957869e-08	5.582390091017344e-08	8.603701146711818e-09	9.786218967441634e-05	0.0007329612484282035	2.2722460692182455e-10	7.601513287187873e-09	6.868266396607587e-07
3	4.4428743945572493e-13	4.406384305454808e-11	2.164654593678625e-06	6.0157294200621355e-09	7.339997521814038e-08	3399.9999912374196	302.2509865887809	1097.7489986958608	3.9894055610677036e-07	3.185574256094603e-07	7.04681354628049e-07	7.919122411539754e-07	0.24440865164107553	89.75436712527286	2.3050834109887258e-08	4.569080858400289e-10	6.373233755530346e-10	2.5143984060985895e-06	0.0009257741131496463	84463.06979930648	12.841620316248383	47.1583771210795	1.4140426366588965	298.5859551986423	1.2069625592298671e-09	4.2580835094371545e-05	2.4999574179579467	2.239446270096288e-09	0.0018637435229611594	0.0002957234344084812	0.0	0.00033048525845243284	0.00048034311460629385	0.0008103490188029409	0.0012193522043598447	0.9999989767612194	3.6655555880313733e-09	4.515873708590111e-05	0.0016534937910681403	0.698295663524135	4.260147038313149e-08	4.416102809373997e-08	5.592424757791232e-06	1.7117995017413667e-15	2.199017529344008e-13	1.1832925713160767e-05	0.15383245975916296	9.843298999814516	0.0005296839995012151	0.09854637570542558	2.08803609107869e-07	0.002484972473051733	0.06842370956061111	19.92853049236159	2.189824182636402e-06	1.9535038891226343e-06	0.0005554786879737464	7.559244715771005e-14	2.176714129480649e-11	2.0104972828254344e-07	29.999999179311505	1.8699491316697933e-07	4.326438600335111e-07	31.21795141811487	138.77700526102814	8.335728864915572e-06	4.5373951239457067e-07	4.684586932949258e-07	7.252103657808323e-08	0.00019346808471485137	0.0014451450781133826	4.866477390622688e-09	1.0265668403924606e-07	9.22153673299488e-06
4	9.472558706264405e-12	9.453237838680387e-10	1.8624047979325916e-05	4.431099162542456e-08	5.389620066912148e-07	3399.9999790910556	302.2510480106348	1097.7488684731632	2.7951684057351623e-06	1.9384544934699853e-06	4.235563974407466e-06	3.98839697183798e-06	0.24440717883309152	89.75379735385052	4.9932059995491236e-08	2.084144304260537e-09	2.892547869948808e-09	3.966911705115173e-06	0.0014594876754741278	84463.04278382914	12.84161959062666	47.15835926264318	1.4140430096142256	298.58593836538364	4.024728162704027e-09	9.203104281933305e-05	2.4999079649324667	3.8849024053558795e-09	0.0020584463644663003	0.0003305692452580305	0.0	0.0003676252904905701	0.0005417668092682066	0.0009011090035036936	0.0008004753773826147	0.9999938259815321	1.8596660730209976e-08	7.195153201028095e-05	0.0016534133594854512	0.6982614384874065	2.454495555805698e-07	1.0139171964595769e-07	1.2826190433705182e-05	5.0940060515660606e-14	6.5096550861751115e-12	1.857910837950468e-05	0.15381171780806366	9.84196674649959	0.0005346267439503723	0.09946880521736672	1.0672530246149891e-06	0.004022781311213446	0.06841594402488596	19.926259658354724	1.269698309626373e-05	4.503652477322983e-06	0.0012792621818761966	2.2761269472562663e-12	6.523412995552227e-10	1.0221577265819734e-06	29.99999458800304	1.388575297685596e-06	3.0012639432319893e-06	31.21747095170979	138.77481999058134	1.802517469441675e-05	1.8637840991842405e-06	1.9226118485117623e-06	2.9824286523895214e-07	0.00030404131885594264	0.002268161490267922	3.867403509115733e-08	5.884968959835388e-07	5.271898085994671e-05
5	9.548522929004661e-11	9.33632772826977e-09	9.159164440311016e-05	1.971206647717352e-07	2.3933457709085142e-06	3399.999955491741	302.25108795685935	1097.7486052831114	1.201030530668983e-05	7.319138732527694e-06	1.5882801625871465e-05	1.3343232145229178e-05	0.24440560563042243	89.75318664241419	8.951398495007739e-08	6.6437721499961e-09	9.19615700286409e-09	5.555558592447793e-06	0.0020431091075893797	84463.01189013777	12.841606161274312	47.15829232804436	1.4140431820907293	298.58586521683344	9.890681385605982e-09	0.00016444738812134804	2.4998355427212067	5.696830883255024e-09	0.002168327919465557	0.000352810969754157	0.0	0.00039138113029514983	0.0005808286083578964	0.0009591794833386863	0.0005474563012762685	0.9999767980596415	6.246548060586941e-08	0.00010099330223954806	0.0016533144055257247	0.6982193513711364	9.091187943972542e-07	1.98942511241421e-07	2.5154374777849468e-05	6.550144554601922e-13	8.346252460042286e-11	2.585625843866206e-05	0.1537840554900542	9.840190840974458	0.0005428623831864757	0.10100384119510063	3.599631039050524e-06	0.005698573315295227	0.06840606353728218	19.92337144422289	4.7195410448866096e-05	8.639389197640556e-06	0.0024527137353640375	2.8950024168705074e-11	8.275284926058682e-09	3.437548296426617e-06	29.99997758074264	6.170965795363497e-06	1.2810743272683687e-05	31.216952586524954	138.7724617675726	3.222517349174801e-05	5.36374529646455e-06	5.530519262813181e-06	8.588534109748201e-07	0.0004233932525126486	0.003156172126743838	1.8327160064857496e-07	2.1736463370074294e-06	0.00019442085987388284
6	6.34569309392195e-10	5.927089053919819e-08	0.0003231206951735959	6.495626697559298e-07	7.877914626911754e-06	3399.999909420739	302.2510771726301	1097.748049169423	3.8600715121177196e-05	2.097461972743658e-05	4.53269076898197e-05	3.530221920057116e-05	0.24440394470447152	89.75253543182185	1.4277716994573345e-07	1.7436272660710265e-08	2.409976716946568e-08	7.249706510647841e-06	0.0026654536001295814	84462.97320523311	12.841557225824882	47.15809009147752	1.4140427395835677	298.5856340798169	2.0147845865143775e-08	0.0002611327228341796	2.4997388471293247	7.567542018837942e-09	0.0022270587432368333	0.0003674761083900481	0.0	0.00040709001422016897	0.0006064540391318998	0.0009975958751092832	0.0003942975045238639	0.9999336984725824	1.6565402373910606e-07	0.00013131128756090985	0.0016531893839245347	0.6981661674770291	2.6021807910553465e-06	3.6510877083479724e-07	4.6156069965356056e-05	5.205310609871474e-12	6.621173942471389e-10	3.3431265579624304e-05	0.1537484885095131	9.83790801004919	0.0005543829190520679	0.10314998476114147	9.56895974660406e-06	0.007452789890994996	0.068393421416806	19.919675691188125	0.00013537414456931698	1.511529141779855e-05	0.00429010938305876	2.2267741708612496e-10	6.354940260619367e-08	9.12308988229482e-06	29.99992962954411	2.0259745933007145e-05	4.0987620114197384e-05	31.216411048271752	138.76998900678146	5.119875317917734e-05	1.2691266691048108e-05	1.3082533142602355e-05	2.0328825102063443e-06	0.0005477164617663742	0.004080968680191381	6.370209359437165e-07	6.2113018755720245e-06	0.0005550469841290129
7	3.305139275721077e-09	2.888710913597107e-07	0.0009215576359205748	1.7666942346180554e-06	2.1410912028447715e-05	3399.99981978275	302.2509667295589	1097.7469074810808	0.00010310500012670257	5.0783632880607335e-05	0.00010946364534057586	8.11054465096776e-05	0.24440217373457834	89.75182649176197	2.1060463808973312e-07	4.121196549823635e-08	5.691885725306522e-08	9.057284325488004e-06	0.0033295050374726764	84462.918293982	12.841426574131805	47.15757761481687	1.4140408425695796	298.58503730762044	3.618844297757393e-08	0.0003827737644348875	2.499617190047119	9.43492200274302e-09	0.0022549222561349495	0.0003775854018140438	0.0	0.0004179610795239	0.0006239992194377775	0.001024196490048592	0.0003012899296757352	0.9998397527217778	3.8110420010132397e-07	0.00016227734185965913	0.0016530204483973523	0.6980942538937346	6.351055534921995e-06	6.562187166219529e-07	8.295455010412572e-05	3.085574123750168e-11	3.920631767043489e-09	4.1152491003247265e-05	0.15370446649427733	9.83508216087741	0.000569172878235959	0.10590433718869917	2.2044908216215526e-05	0.009247121972808504	0.06837652641986763	19.914734580322982	0.0003308193870207997	2.538385688382606e-05	0.007203899860082965	1.25263076370017e-09	3.57120971146894e-07	2.0999460408624183e-05	29.999814983711126	5.487804474880353e-05	0.00010913878379093702	31.21585695750672	138.76743480093788	7.508896665054556e-05	2.6918655634781883e-05	2.7744679300909218e-05	4.3126925631044684e-06	0.0006745438311082835	0.0050242600284688835	1.8126825572719225e-06	1.5144697290098975e-05	0.0013525469902998482
8	1.4865505755741879e-08	1.2017854327903914e-06	0.0022823381114579996	4.232994155223088e-06	5.1275598482432144e-05	3399.9996473569176	302.25066984436927	1097.7446436380305	0.00024388098533664434	0.00011083395121323675	0.0002385317289739593	0.0001712519622888901	0.24440021991366515	89.7510157274093	2.941393897188628e-07	9.24854930214817e-08	1.27692081701934e-07	1.1035870394024526e-05	0.004056512560800355	84462.83092459606	12.84112667147734	47.15642343121644	1.4140358999035993	298.5836805453359	5.942740748665279e-08	0.0005296359752240384	2.499470304597363	1.1262671414183546e-08	0.002264132262055897	0.0003849684009782259	0.0	0.00042593924829446774	0.0006367048337777623	0.0010437320879139716	0.00024445247690075243	0.9996506343198106	8.05263990509362e-07	0.00019342876192512642	0.0016527719173582334	0.6979883605345112	1.4027029497408627e-05	1.1800052849284722e-06	0.00014917197674100424	1.521191938336616e-10	1.9315488946235608e-08	4.890691265129756e-05	0.15365172823714043	9.831694767459165	0.000587205291715165	0.10926184457620401	4.6613024874438e-05	0.011053624592510998	0.06835241297512239	19.907677871511197	0.0007311473384145967	4.2196140287193734e-05	0.011975220610960336	5.775781250474174e-09	1.6455885817800663e-06	4.438859802504298e-05	29.999566992393287	0.00013102152879330693	0.00025759747997756657	31.215299908638833	138.7648151834274	0.00010395682014960858	5.3888149667643455e-05	5.553802082198262e-05	8.634486381654173e-06	0.0008020437568925764	0.0059724432029606735	4.511143600272999e-06	3.3431030372245055e-05	0.0029845729042166113
9	6.111130299892435e-08	4.56526781722874e-06	0.005142753160747879	9.324828163130578e-06	0.0001129184115308672	3399.9993189720135	302.25002462462504	1097.7402490716026	0.0005325857623628322	0.00022741321023084015	0.0004890114648775099	0.00034472833290475404	0.2443979260939232	89.75001255224679	3.953032195214728e-07	2.0353683918037617e-07	2.810010388693809e-07	1.3321762767291708e-05	0.004896705461714901	84462.68033690703	12.840494183440674	47.15400878056954	1.4140249491427224	298.5808276713195	9.129115004096361e-08	0.0007016318863977574	2.4992982768224477	1.3023905764277573e-08	0.0022620254091849333	0.00039074013857528145	0.0	0.0004322106312816521	0.0006465447336901349	0.0010591001169299038	0.00020927465528226548	0.9992835753248893	1.6213484447609613e-06	0.00022431920273636115	0.0016523754341957353	0.697819277402412	2.9139513192076708e-05	2.139632102438783e-06	0.0002704965590592668	6.665011893114577e-10	8.459217234544726e-08	5.658406632160197e-05	0.15359024076166058	9.827740213633248	0.0006084337460362192	0.11321380244799718	9.387015825601235e-05	0.012845790914042357	0.06831541094631353	19.896841870819237	0.0015192190141849339	7.072077751434863e-05	0.020071642447147212	2.3506160751968067e-08	6.694500843119789e-06	8.940551658408997e-05	29.999060995898965	0.00028787445597639263	0.0005617241285701135	31.21475166329151	138.76213233876757	0.00013779449577630166	0.00010507039636961813	0.00010828477527945841	1.683647686713052e-05	0.0009284274313778766	0.006912195082235477	1.0252433806737983e-05	6.943756745679894e-05	0.006197712574538386
