id	t_intern_ms	t_extern_ms	state_variables	parameters	status	error_message
{Bungay2003}_{Bungay2003}	12.456000000001767	15.454530715942385	74	110	0.0	
{Bungay2006}_{Bungay2006}	19.10900000000504	22.161245346069336	78	113	0.0	
{Bungay2006a}_{Bungay2006a}	6.666499999995352	8.769392967224121	54	75	0.0	
{Eungdamrong2007}_{Eungdamrong2007}	14.281999999999963	14.83440399169922	46	119	0.0	
{Froehlich2018}_{Froehlich2018}	93.15699999999998	165.4152870178223	1396	4704	0.0	
{Holzhutter2004}_{Holzhutter2004}	1.144499999999967	1.7023086547851562	45	166	0.0	
{Hui2014}_{Hui2014}	3.9139999999999935	4.370689392089844	65	113	0.0	
{Lai2014}_{Lai2014}	3.402499999999973	4.014134407043457	195	27	0.0	
{Leber2015}_{Leber2015}	7.830500000000014	8.101940155029299	23	51	0.0	
{Levchenko2000a}_{Levchenko2000a}	9.606000000000213	13.62311840057373	86	300	0.0	
{Liu2011}_{Liu2011}	7.089499999995901	9.073615074157717	42	89	0.0	
{Nakakuki2010}_{Nakakuki2010}	0.0	1.7154216766357422	49	141	-4.0	
{ODea2007}_{ODea2007}	0.3410000000000197	0.6377696990966797	24	70	0.0	
{Ouzounoglou2014}_{Ouzounoglou2014}	5.2435000000000045	5.56635856628418	90	20	0.0	
{Pathak2013}_{Pathak2013}	0.9765000000000076	1.5701055526733398	57	172	0.0	
{Pathak2013a}_{Pathak2013a}	0.8420000000000147	1.3967752456665041	52	176	0.0	
{Pritchard2002}_{Pritchard2002}	1.5984999999999978	1.9716024398803709	25	87	0.0	
{Proctor2010a}_{Proctor2010a}	57.969000000000065	58.85326862335205	136	83	0.0	
{Proctor2013a}_{Proctor2013a}	26.088000000000306	26.768803596496586	75	131	0.0	
{Qi2013a}_{Qi2013a}	57.12700000000001	58.03883075714111	136	83	0.0	
{Sasagawa2005}_{Sasagawa2005}	4.908999999999928	5.823016166687013	99	234	0.0	
{Sengupta2015}_{Sengupta2015}	21.72049999999999	23.86462688446045	240	272	0.0	
{Singh2006}_{Singh2006}	31.394999999999836	32.098770141601555	68	105	0.0	
{Sivakumar2011c}_{Sivakumar2011c}	1.9389999999999823	2.258419990539551	50	56	0.0	
{Ueda2001}_{Ueda2001}	0.9194999999999984	1.216888427734375	13	66	0.0	
{Ung2008}_{Ung2008}	22.046999999999862	24.172067642211914	194	313	0.0	
{Yang2007}_{Yang2007}	3.8885000000000285	4.197955131530762	25	54	0.0	
{aguda1999_fig5c}_{model0_aguda1}	2.5205000000009647	3.805994987487793	12	32	0.0	
{alexander2010_fig2-user}_{model1_alexander1}	2.8360000000006167	3.97038459777832	5	12	0.0	
{alexander2010_fig2-user-2}_{model1_alexander2}	2.6635000000001945	3.800272941589356	5	13	0.0	
{alsheihk2011_fig3-user}_{model2_alsheihk1}	2.1415000000002498	3.254532814025879	5	7	0.0	
{alsheihk2011_fig4-user}_{model2_alsheihk1}	2.134999999999681	3.238201141357422	5	7	0.0	
{alsheihk2011_fig5-user}_{model2_alsheihk1}	2.234500000000716	3.3314228057861333	5	7	0.0	
{alsheihk2011_fig6-user}_{model2_alsheihk1}	2.2285000000002584	3.3243894577026367	5	7	0.0	
{alsheihk2011_fig7-user}_{model2_alsheihk1}	2.209000000000937	3.3218860626220703	5	7	0.0	
{bachar2004_fig1-user}_{model0_bachar1}	1.9865000000007316	3.0742883682250977	4	8	0.0	
{bachmann2011}_{bachmann}	3.2314999999980234	4.827260971069336	26	32	0.0	
{bachmann2011_figs9-user}_{model0_bachmann2}	3.31600000000082	4.9217939376831055	26	32	0.0	
{balagadde2008_fig2-user}_{model2_balagadde1}	2.376000000000001	3.51560115814209	7	10	0.0	
{band2012_figs19-user}_{model2_band2}	1.2760000000001988	2.33304500579834	1	4	0.0	
{becker2010_fig2b-user}_{model0_becker1}	1.851500000000181	2.939105033874512	6	8	0.0	
{becker2010_figs4-user}_{model0_becker2}	1.5304999999999964	2.6224851608276367	6	7	0.0	
{beuke2017_fig6}_{model29_beuke30}	4.095499999998712	5.831122398376465	33	72	0.0	
{bier2000_fig3-user}_{model0_bier2}	4.926500000000098	6.110191345214844	4	5	0.0	
{bindschadler2001_fig5b-user}_{model0_bindschadler1}	2.517499999998071	4.579901695251465	4	21	0.0	
{borghans1997_fig12a-user}_{model0_borghans3}	8.979000000000738	10.248780250549316	4	15	0.0	
{borghans1997_fig5-user}_{model0_borghans1}	6.831499999999168	8.353114128112793	5	13	0.0	
{borghans1997_fig8-user}_{model0_borghans2}	4.8544999999996605	6.738543510437013	4	17	0.0	
{brands2002_fig2-user}_{model0_brands1}	1.7245000000004822	2.9120445251464844	11	11	0.0	
{bucher2011_fig2-user}_{model0_bucher1}	3.6800000000035737	5.188226699829102	18	30	0.0	
{bungay2003_fig4-user}_{model2_bungay3}	14.214500000007426	17.14468002319336	74	110	0.0	
{bungay2006_fig3a-user}_{model0_bungay2}	6.512000000001043	8.643984794616701	54	75	0.0	
{bungay2006_fig3b-user}_{model0_bungay1}	19.67900000000651	22.76551723480225	78	113	0.0	
{butenas2004_fig1-user}_{model0_butenas1}	0.0	28.34916114807129	34	44	-1.0	
{chance1943_fig12-user}_{model3_chance3}	1.4715000000001206	2.6073455810546875	4	2	0.0	
{chassagnole2002_fig4-user}_{model0_chassagnole2}	9.142999999978061	15.246272087097168	18	135	0.0	
{chassagnole2002_fig5-user}_{model0_chassagnole2}	9.23050000000024	15.410900115966795	18	135	0.0	
{delcontezerail2008_fig4-user}_{delcontezerail1_Fig4D}	2.3224999999998746	3.718256950378418	4	18	0.0	
{dupont1992_fig4-user}_{dupont2_Fig4B}	3.0174999999993086	4.455327987670898	4	18	0.0	
{essunger1994_fig2-2}_{model0_essunger1}	1.7320000000002882	2.95877456665039	7	14	0.0	
