	y	z
0	15.0	5.0
1	13.112830935311287	4.016742710486724
2	12.075942800499863	3.3075520685638367
3	11.540112760024371	2.7784632072219533
4	11.327677154401849	2.3609077936638165
5	11.342897262210936	2.0124626554331235
6	11.531974835899758	1.7092151710410493
7	11.86405077381075	1.4393191984582583
8	12.319003022418487	1.1982805557138128
9	12.883694395440529	0.9852421221335491
10	13.546523802850704	0.8002697325313389
11	14.296511869256381	0.6429080060398792
12	15.123998404561757	0.5117243914633882
13	16.01945702467896	0.4042900398102201
14	16.973530203636827	0.317534867008784
15	17.977824404088125	0.2482722910782665
16	19.024834558068793	0.19347146482862715
17	20.107713458743785	0.15038400360865717
18	21.220666778608802	0.11667664042372577
19	22.358648019610737	0.09040164695035398
20	23.51732451829714	0.06997055112541596
21	24.693066329880878	0.05411362010868084
22	25.882857130274086	0.041825317756179085
23	27.08413625529877	0.032313325014589535
24	28.294785562697147	0.024954802342092706
25	29.513069282762228	0.01926653591371417
26	30.737551237024515	0.014871629214582203
27	31.967053512785995	0.011477037560093729
28	33.200610585445354	0.008856314477247522
29	34.43743480209832	0.006832682822980053
30	35.676900226834434	0.005269213843718229
31	36.91849247739779	0.004063699631481423
32	38.16178381624064	0.003133714481639363
33	39.40643903792019	0.0024160523490617137
34	40.652185179876334	0.0018623240148236422
35	41.89880255668624	0.001435688960856142
36	43.14611525705676	0.0011073661685694538
37	44.39398166965267	0.0008540705702571984
38	45.64229028614285	0.0006586590785822102
39	46.89094900169543	0.0005080771144073777
40	48.139885556495464	0.00039175916052249757
41	49.3890453104372	0.0003021223233438883
42	50.63838037211367	0.00023314393296209324
43	51.887853538884514	0.00017969404133602276
44	53.13743891175533	0.00013855255371888307
45	54.38711105484877	0.00010701718457631033
46	55.636850999712614	8.240352890322901e-05
47	56.88664795168671	6.351739691805547e-05
48	58.136487686281576	4.91924434902255e-05
49	59.38636051001235	3.790709519019225e-05
50	60.63626053752795	2.9242403644730903e-05
51	61.88618170145159	2.255016663829939e-05
52	63.13611973535793	1.7393530084850808e-05
53	64.38607096954547	1.341513121173956e-05
54	65.63603262835358	1.034698306844944e-05
55	66.88600248635026	7.98042921704273e-06
56	68.13597880145116	6.155169783853533e-06
57	69.38596019588668	4.747362387221525e-06
58	70.63594558551053	3.661546080297579e-06
59	71.88593411598686	2.824073496420561e-06
60	73.13592511491645	2.1781464978480396e-06
61	74.38591805312983	1.6799553917124924e-06
62	75.63591251440135	1.2957107266624908e-06
63	76.88590817144825	9.993509333215558e-07
64	78.13590476702491	7.707751251224049e-07
65	79.38590209900454	5.944797753582291e-07
66	80.6359000086237	4.585072732917823e-07
67	81.88589837121984	3.5363492356036067e-07
68	83.13589708885367	2.7274190606828316e-07
69	84.38589607741157	2.0994248007137005e-07
70	85.6358952847988	1.6155741318704397e-07
71	86.88589466579346	1.2432291347807212e-07
72	88.13589418244472	9.566877433755671e-08
73	89.38589380514854	7.361889533306664e-08
74	90.63589351069218	5.665105783034211e-08
75	91.8858932809336	4.3593993350668226e-08
76	93.13589310169148	3.354634144685037e-08
77	94.38589296188484	2.5814491417874714e-08
78	95.63589285285705	1.9864694472834323e-08
79	96.88589276784701	1.5286220521700833e-08
80	98.13589270157516	1.1763004729648486e-08
81	99.3858926499198	9.051829169834823e-09
82	100.63589261481302	7.184016920233894e-09
83	101.88589258661035	5.701620318959902e-09
84	103.1358925639635	4.525110619526218e-09
85	104.38589254578046	3.591369332473187e-09
86	105.63589253118334	2.850302177104636e-09
87	106.88589251946648	2.262151603847921e-09
88	108.1358925100627	1.795363861572265e-09
89	109.38589250251633	1.4248961833781926e-09
90	110.63589249646122	1.1308732753305536e-09
91	111.88589249160327	8.975210316796555e-10
92	113.13589248770624	7.12320272556783e-10
93	114.3858924845804	5.653351037756451e-10
94	115.6358924820734	4.48679866433234e-10
95	116.88589248006298	3.5609607904020755e-10
96	118.13589247845094	2.826166757833159e-10
97	119.38589247715846	2.2429952779189072e-10
98	120.63589247612231	1.7801595118884282e-10
99	121.88589247529173	1.4128285565500804e-10
100	123.135892474626	1.1212952848029768e-10
