	s130	s137	s149	s153	s161	s166	s47	s48	s49	s50	s56	s60	s63	s64	s67	s71	s72	s75	s80	s81	s83	s84	s90	s91
0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	0.0	2.3804591171827895e-05	1.7766963336646713e-10	2.089715515100135e-11	-4.5145708032002035e-05	9.110651398435581e-05	-25.329653542881584	0.08510405293028472	0.0	0.9999856631800106	286.7277294943487	9.828660214010545	0.0013009489749097607	0.0	0.01121483583021737	0.20853622888320278	0.00014302547336569651	0.011407697647193769	2.4559467993495065e-05	0.0028287101746570574	16.232766422069844	0.000222022833551593	0.2511829437936767	0.14840910222893375
2																								
3																								
4																								
5																								
6																								
7																								
8																								
9																								
10																								
11																								
12																								
13																								
14																								
15																								
16																								
17																								
18																								
19																								
20																								
21																								
22																								
23																								
24																								
25																								
26																								
27																								
28																								
29																								
30																								
31																								
32																								
33																								
34																								
35																								
36																								
37																								
38																								
39																								
40																								
41																								
42																								
43																								
44																								
45																								
46																								
47																								
48																								
49																								
50																								
51																								
52																								
53																								
54																								
55																								
56																								
57																								
58																								
59																								
60																								
61																								
62																								
63																								
64																								
65																								
66																								
67																								
68																								
69																								
70																								
71																								
72																								
73																								
74																								
75																								
76																								
77																								
78																								
79																								
80																								
81																								
82																								
83																								
84																								
85																								
86																								
87																								
88																								
89																								
90																								
91																								
92																								
93																								
94																								
95																								
96																								
97																								
98																								
99																								
100																								
