	Act_C_Cyt	Act_C_Nuc	Ca_Cyt	Ca_Nuc	Inact_C_Cyt	Inact_C_Nuc	NFAT_Act_C_Cyt	NFAT_Act_C_Nuc	NFAT_Cyt	NFAT_Nuc	NFAT_Pi_Act_C_Cyt	NFAT_Pi_Act_C_Nuc	NFAT_Pi_Cyt	NFAT_Pi_Nuc
0	9.1e-06	5.05e-05	1.0	1.0	0.0097108	0.049198	6.1e-06	0.0009477	0.0001101	0.0005219	2.2e-06	2.5e-06	0.0094397	0.0002272
1	0.004135208939138873	0.023021875921108607	0.970169430525334	0.9650961117360787	0.004665042326369571	0.02590408814192183	0.0002887480908048149	0.0017499494731417508	0.00010008966196991782	0.00030936695245000357	0.0004242756681565505	3.442202504570177e-05	0.008508462817097617	0.00016861369069197794
2	0.003731629247863139	0.023122428451790685	0.9674919616939011	0.9673416621825806	0.0042352615444416555	0.025551112259370266	0.0004268754664589623	0.0036657023845549416	9.22681439368151e-05	0.00017902374986879078	0.00041995148388744417	3.641024257462078e-05	0.00764105652253012	0.00014620003961413373
3	0.0034512048710464535	0.02301868279058485	0.9666765896386694	0.9667661430465402	0.00390026965059695	0.025509724982387374	0.0003975837816142259	0.0054885391443126675	8.663115864836845e-05	0.00015775287074845938	0.00035931773464615256	3.77941960238154e-05	0.0069844986888506965	0.0001336957636823995
4	0.0032057734441426635	0.022924181403839356	0.9660347334085964	0.9661239039156546	0.0036252394674303754	0.02544104359635701	0.0003591249772481289	0.007098509341804406	8.165928958561573e-05	0.00012186905787690892	0.00030966540577797306	3.973303634287835e-05	0.006420283745936333	0.00012238865610478085
5	0.002995665494016283	0.02285478465285794	0.9654949608698706	0.9655674390668213	0.003390636073967069	0.025385720875677115	0.000323404611042026	0.008460552764539194	7.726377599039866e-05	0.00012561004960729124	0.00026968434838322127	4.126779654600219e-05	0.005929968123049703	0.00011295424835902644
6	0.0028155668231888654	0.02276703438300299	0.965025455606402	0.965072045897078	0.0031881807717607977	0.025329983662775658	0.00029316564588922954	0.009662555239331825	7.331657055486036e-05	0.00011213610545062885	0.00023720692758867677	4.273268562391148e-05	0.005500254729323667	0.00010460161620530943
7	0.00266000371270453	0.022696562275020305	0.9646166265010425	0.9646442236585709	0.003012549311238765	0.025281062265572935	0.00026819511576771165	0.010691868835410661	6.978911076541254e-05	0.00012363753912143706	0.00021061027210808345	4.3988811789604416e-05	0.005120661363010451	9.731873594116355e-05
8	0.002524518997489326	0.02261596099660265	0.964252262192823	0.9642556394725001	0.0028596181521508956	0.025226464724118228	0.0002477708052355703	0.011613438616430716	6.659631955917977e-05	0.00012002186532795595	0.00018864484031818983	4.511086720964949e-05	0.004782875088387471	9.086389535371077e-05
9	0.0024060066386799987	0.022548435422182597	0.9639281263360108	0.9639150860801176	0.00272564835528569	0.025174661028686054	0.00023098689645491226	0.01241627993509227	6.371992744191112e-05	0.00013273726673017716	0.00017036275195059128	4.611610255368311e-05	0.0044802213572685615	8.510155395840539e-05
10	0.002301781815228726	0.02247326201325956	0.9636347602888995	0.9636034122630108	0.0026078846947332956	0.025118320810573302	0.00021714727477716196	0.013144907328035952	6.110022906729005e-05	0.00013347673670276758	0.00015498408196992013	4.700784685022942e-05	0.0042074619235470765	7.994654842671722e-05
