time	TFPI	VIIa_TF	VIIa_TF_X	VIIa_TF_Xa	VIIa_TF_Xa_TFPI	X	Xa	Xa_TFPI	Xa_TFPI_VIIa_TF
0.0.	2.4	1.024	0.0	0.0	0.0	170.0	-9.860761315262648e-32	0.0	0.0
0.0.15.0	1.924017829167569	0.318132392191362	0.20433691764205203	0.143835906592611	0.356631835267395	152.68390256079712	16.491942444135994	0.118287387258453	0.001062948306579
0.0.3.0	1.454956414816143	0.186629478396131	0.11198546927377401	0.091738751559156	0.6292149469342551	143.05227734801252	25.798954845970965	0.31139728441291603	0.0044313538366820004
0.0.44999999999999996.0	1.087125390072386	0.10047982241460501	0.05796223889808701	0.051486656640865006	0.8059721375341301	137.91526792357632	30.662408570957346	0.49880332788117004	0.00809914451231
0.0.6.0	0.814637572242901	0.050449100379911	0.028482003788808004	0.026376404027212003	0.9078233324864721	135.32008506235164	33.03969410207547	0.666669935953029	0.010869159317594001
0.0.75.0	0.6142639332827821	0.024029386004576003	0.013410998046901	0.012685444032852001	0.961277506772585	134.07104418717134	34.11712330403181	0.811861894801545	0.012596665143083
0.0.8999999999999999.0	0.466103786528525	0.011218392229414	0.006221020368507001	0.0059538901386800005	0.9870480551081241	133.48888443628306	34.56504443973837	0.9332895162080741	0.013558642155271002
1.0.05.0	0.355835340314446	0.005458546946946001	0.003014432966687	0.0029100689260140003	0.9985454666230471	133.215167216815	34.7347436216069	1.0315477085252	0.014071484537302002
1.0.2.0	0.27339163130169103	0.0030218759557910004	0.001663332509349	0.00161956538592	1.003337380365403	133.07539426573624	34.79471446767035	1.108913142549369	0.014357845783533002
1.0.3499999999999999.0	0.211586082043404	0.002032034557675	0.001115438532312	0.001094930889396	1.005215521233186	132.99100597953625	34.81836973308557	1.168656321935978	0.014542074787428002
1.0.5.0	0.16518518778646302	0.0016353719658670001	0.0008958705384330001	0.00088468217083	1.005900113655342	132.9289026331887	34.83450200188869	1.214230736888668	0.014683961669522001
1.0.65.0	0.130322995706066	0.001472797537926	0.0008056774103040001	0.0007985747121910001	1.006113563287612	132.87579643517591	34.85292230840783	1.248754053954354	0.014809387051962001
1.0.7999999999999998.0	0.10411986685280301	0.0014014871850410002	0.0007659027961030001	0.0007608922171860001	1.006142978910508	132.82648931968492	34.87610375215469	1.274808415345527	0.014928738891158002
1.0.95.0	0.08442116644344301	0.001366532936232	0.0007462271935360001	0.000742515000897	1.0060987620797741	132.77894185009637	34.90399057415272	1.294434108687223	0.015045962789556002
2.0.1.0	0.06961084977432601	0.001347032890174	0.0007351120372770001	0.0007323532829900001	1.00602300653487	132.7323201153918	34.93582326906234	1.309203648436116	0.015162495254684001
2.0.25.0	0.05847522341105801	0.001334863534001	0.000728069619361	0.000726094236784	1.005932132541218	132.6862520037552	34.970769055799764	1.320313803979088	0.015278840068631002
2.0.4.0	0.050102097255668006	0.001326669409146	0.0007232426690160001	0.000721954699584	1.0058329671716	132.64054931611858	35.00810758376859	1.328669769522079	0.015395166050649
2.0.55.0	0.043805609879315005	0.001320910737073	0.0007197763138000001	0.0007191153568980001	1.005728672393151	132.59510340522445	35.04726331298424	1.334954192528457	0.015511525199073001
2.0.6999999999999997.0	0.039069976260018006	0.001316779828914	0.0007172206153340001	0.0007171458485420001	1.005620923578398	132.54984451592588	35.08779109387038	1.339681170032773	0.015627930128807
2.0.85.0	0.035507297314653005	0.0013137951932400002	0.0007153066102680001	0.000715789313226	1.005510727922472	132.50472466285984	35.12935153853142	1.343237593802082	0.015744380960789003
3.0.	0.03282586996464	0.00131164109246	0.0007138576213510001	0.0007148771594800001	1.005398749690154	132.45970951682693	35.17168761835697	1.345914505908651	0.015860874436551
3.0.15.0	0.030806362101726003	0.0013100978530130002	0.000712750619684	0.0007142920103670001	1.005285452636733	132.4147740003742	35.21460531909757	1.347930778381337	0.015977406880199
3.0.3.0	0.029283890052667003	0.001309007486042	0.000711897094876	0.00071394940377	1.005171170951321	132.36989959254853	35.257958451005585	1.349450963932021	0.016093975063985
3.0.4499999999999997.0	0.028134531678741	0.001308254320695	0.000711232243266	0.000713787473378	1.005056149584088	132.3250725343202	35.301636977641984	1.350598742358599	0.016210576378567
3.0.5999999999999996.0	0.027265175729172003	0.0013077528478980002	0.0007107081657960001	0.0007137604662910001	1.004940569732091	132.2802825710763	35.34555813602094	1.351467045750814	0.016327208787918
3.0.75.0	0.026605881964507003	0.001307439514422	0.000710289270215	0.0007138343643730001	1.004824566120067	132.23552204585528	35.38965971247474	1.352125681184503	0.016443870730918003
3.0.9.0	0.026104131433331002	0.0013072669375630002	0.0007099490275130001	0.0007139837956630001	1.004708239217101	132.19078523510936	35.4338949635009	1.352627068327408	0.016560561022155
4.0.05.0	0.025720499907531003	0.001307199724286	0.000709667627386	0.000714189801395	1.004591664079984	132.1460678578012	35.47822878467768	1.353010557245537	0.016677278766944
4.0.2.0	0.025425402882906	0.001307211406983	0.0007094302598920001	0.0007144381987200001	1.004474896841522	132.10136671072587	35.52263482369856	1.353305676982691	0.016794023292877002
