time	IkBa_cytoplasm	IkBa_mRNA_cytoplasm	IkBa_mRNA_nucleus	IkBa_pre_mRNA_1	IkBa_pre_mRNA_2	JNK	JNK_P	LPS	MSK1	MSK1_P	TNFR1_EL	TNFR1_cytoplasm	TNFa_TNFR1_EL	TNFa_TNFR1_cytoplasm	TNFa_mRNA_LSEC	TNFa_mRNA_MC	TNFa_pre_mRNA_LSEC	TNFa_pre_mRNA_MC	p38	p38_P	p65_2P	p65_IkBa_nucleus	p65_cytoplasm	p65_nucleus	s11	s14	s15	s16	s19	s3	s5	s8
0.0.	0.241634452762	6.01172521419	0.00016422115641100002	8.03887879198	8.03887879198	0.7292756949929999	0.270724305007	5.0	14.9997455501	0.00025444994851300004	0.00122834645669	5.527559055110001e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.739915161797	0.260084838203	1.9964516838000004e-09	0.000539612968448	0.000705283722934	0.0352130805415	0.483268359477	0.299986138102	1.3861898189000003e-05	0.0	0.107777930652	0.00456552780809	0.0141499687498	0.228191127854
900.0.	0.215464788356405	6.028375680739948	0.00017731823639500002	9.813588133945883	8.680024205719896	0.6953887906515821	0.304611209348417	3.250797934894219	14.999721661415254	0.000278338633251	0.001116601144875	5.0247486275176886e-05	1.087742261835103e-09	2.7290991994989277e-05	2.853232979624456e-08	1.462155051294621e-07	0.017400322325485003	0.008278231927728	0.7099787948311741	0.290021205168824	2.8814229229937283e-09	0.00047557123647800004	0.001079848000475	0.053939086980292004	0.43092888544605	0.29997212437463805	2.7875625550497134e-05	1.7205186385177714e-05	0.09492077221971601	0.007347973841775	0.024668997290283	0.36723772888882306
1800.0.	0.098930042632574	6.510798691266	0.00034800536863800004	24.589653895853093	17.035553642884096	0.615575658799652	0.384424341200348	2.113537441574152	14.999662659028768	0.000337341019744	0.0007836953901890001	3.5267220127686674e-05	2.065927932423637e-09	0.000108596132845	5.437709949964063e-08	2.837731936301124e-07	0.033130766042559004	0.015901047652043	0.647937371050177	0.35206262894982304	6.437364946532136e-09	0.000333139527987	0.0032894911163150005	0.16442079540798202	0.197859134948523	0.29994898715809004	5.101284209856267e-05	4.65584404867342e-05	0.06636237202853601	0.012160880189698001	0.034805952239500004	0.6078027135107651
2700.0.	0.022553906819564002	9.73708119822677	0.001208653556847	91.83830320007148	59.16612246654792	0.5315602212136861	0.46843977878631304	1.374136628990205	14.999605231779844	0.00039476826866400005	0.000310735674493	1.3984374042199051e-05	2.4433776528113673e-09	0.00022410703170400002	7.690542713683727e-08	4.0652286585353057e-07	0.046841654912475	0.022698400103711002	0.59172357546535	0.408276424534649	1.205063961947995e-08	0.00016820229848800002	0.011933729110251002	0.5966482211781401	0.045106965729842005	0.29993228931102	6.771068916837688e-05	0.000138876598628	0.033422489410675	0.011673544505452	0.025344417044697	0.583476095815316
3600.0.	0.025594057616342	20.929813545888987	0.0026844665472670003	147.27813777646827	131.40910041487535	0.5360418735184951	0.46395812648150503	0.893408102444713	14.999616087985915	0.00038391206259300004	1.729051138988913e-05	7.788220402691546e-07	6.156865460586344e-10	0.000295776253411	9.572278219789814e-08	5.11857401445528e-07	0.05829308232854501	0.028526438374199003	0.61570205057586	0.38429794942413903	1.302893715817014e-08	0.00020995347887000002	0.012315417416247	0.6157255952175941	0.0511870934829	0.299951630869052	4.8369131136468747e-05	0.0006288950730280001	0.041735257517257006	0.009403235279713	0.020444495093413003	0.469992875286574
4500.0.	0.067707635439626	33.95424549408529	0.002243225040213	81.75640630310812	109.80875111801144	0.605206683105113	0.39479331689488806	0.5808578424921751	14.99967929335591	0.000320706692585	3.977537160804107e-06	1.796511853815163e-07	3.539421433567526e-10	0.000299027830509	1.107338558762231e-07	5.983232665609073e-07	0.06742739717553001	0.033306074062684	0.6768775876059081	0.323122412394091	6.856612626207753e-09	0.000410458347157	0.004129588303724	0.20642544006807	0.13541432670244402	0.299973623230729	2.6376769459366994e-05	0.0015716211440130001	0.08186157382251501	0.007827502607547	0.018158828463655	0.391234341882475
5400.0.	0.14760718034788	37.97625407954123	0.001007678697475	30.042542814491576	49.327031861965054	0.643977430945539	0.356022569054461	0.377650294648948	14.999705366075869	0.000294633972626	2.367965997111633e-06	1.0721854830167138e-07	3.464992394854948e-10	0.00029942094073000003	1.221748441047799e-07	6.660831884203658e-07	0.07438873548546	0.037048216425549	0.700556376949064	0.299443623050935	4.0659041113453874e-09	0.00047689467650700006	0.0016137642133910001	0.080634264420797	0.295213540460367	0.299977346944771	2.2653055417648672e-05	0.0025843820338460003	0.095180969728392	0.007092851543746	0.019383837767517002	0.354511585150726
6300.0.	0.22138719858388703	35.63777501489528	0.00044303194181600006	15.151612309429504	21.686963082205757	0.664508493826052	0.335491506173949	0.245532959401521	14.999714860837392	0.00028513921112	1.6838995281954328e-06	7.643514460453386e-08	3.4449092634098354e-10	0.000299588011623	1.305382007678717e-07	7.168663863166307e-07	0.079477107787896	0.039850388349181004	0.709168974321644	0.290831025678355	3.4289658718904274e-09	0.0004915092364590001	0.001045212184206	0.05220645614132301	0.442773609589844	0.299977942490933	2.2057509255372273e-05	0.0036131959220530004	0.098109158597801	0.006945619089407	0.021204826567151003	0.347151425569357
7200.0.	0.278069851635946	31.59137224109795	0.00026030253024800004	10.612236452833354	12.742166661973119	0.675338903966706	0.324661096033294	0.15963560733909601	14.999718309033543	0.000281691014972	1.312163404472475e-06	5.970689555787326e-08	3.4368356683486693e-10	0.00029967880130700003	1.364362843701393e-07	7.534377404038843e-07	0.083065362145675	0.041866862343625	0.7122972893746401	0.287702710625359	3.244562499877536e-09	0.000496122857476	0.0008287086013240001	0.041381102336294	0.556138930812173	0.29997804990409604	2.1950096091984553e-05	0.004625948013359	0.09903262551399601	0.006934002187381	0.022560556128834	0.346570601657235
8100.0.	0.31855080591712504	27.551220397850503	0.00019648461917400002	8.781451521259203	9.618207942263517	0.681046311989923	0.318953688010077	0.10378862045065601	14.999719566015656	0.000280434032855	1.082619235969731e-06	4.937736842840308e-08	3.432884997450776e-10	0.000299734863174	1.404736712222938e-07	7.788976411905067e-07	0.085521491155939	0.043269798883663	0.7134385491207691	0.28656145087923	3.17329816817592e-09	0.0004981004230620001	0.0007231081896160001	0.036100979226785006	0.637100850303361	0.299978075473123	2.192452706579056e-05	0.005600327422519	0.09942821667922201	0.006939206966625	0.023447646097701003	0.346830732376783
9000.0.	0.34497417369190103	23.943734693893663	0.000169175442686	7.887501958501903	8.281390696782216	0.6840538397388021	0.31594616026119804	0.067479166566744	14.999720028410666	0.000279971637836	9.290074187679609e-07	4.246482663779455e-08	3.430704931299291e-10	0.00029977237996	1.431690245626111e-07	7.961271872197795e-07	0.08716112906237301	0.044218712278547005	0.713859026003921	0.286140973996078	3.1406466749493642e-09	0.000499054683165	0.000667702427208	0.033330639410441	0.6899475950807531	0.29997808453700703	2.191546318240135e-05	0.006522199647650001	0.09961908212362201	0.006943562347076	0.023989256015567003	0.34704843038994504
9900.0.	0.359239862493807	20.83704886977316	0.00015590365605	7.439051279233643	7.6317203899952855	0.68563948843091	0.31436051156909	0.043872227003748	14.999720201422361	0.000279798626142	8.202923415351281e-07	3.7572649481407006e-08	3.429399093473153e-10	0.000299798931551	1.4492792810167028e-07	8.075022397935084e-07	0.08823106122523701	0.044844889041329	0.7140167937295431	0.28598320627045704	3.125290518075103e-09	0.000499462435932	0.0006410628894870001	0.031998645170034	0.7184789808255491	0.29997808898038103	2.191101980817278e-05	0.007383788969875	0.099700674521999	0.006945537159781001	0.024274867372774	0.347147144139969
10800.0.	0.362995289311064	18.20741587330915	0.00014984968805300001	7.262103053987	7.33537177334794	0.6864763615676811	0.313523638432319	0.028523949002276002	14.999720268124525	0.000279731923977	7.400959256763788e-07	3.396381721182975e-08	3.4285112652330237e-10	0.000299818517995	1.460484230759238e-07	8.148320877029107e-07	0.088912619813916	0.045248177434707	0.7140779121744201	0.28592208782558004	3.119724093917478e-09	0.00049950684725	0.000634146542823	0.031652835346872	0.7259898416798091	0.29997809157543504	2.1908424754141982e-05	0.008181910338218001	0.09970964186834601	0.006945468808711001	0.024359743572708002	0.347143735963692
11700.0.	0.357785168052814	16.008890343290325	0.00014852709308900002	7.2841864370356575	7.270630473158918	0.686918784059519	0.31308121594048205	0.018545118803109002	14.999720295165526	0.00027970488298	6.790144032757728e-07	3.121515507403828e-08	3.428015083212497e-10	0.000299833435986	1.4674059033812e-07	8.194228536115986e-07	0.089333613284529	0.045500594710616	0.714102883255704	0.285897116744296	3.1209780421276273e-09	0.000499268013971	0.0006429175836880001	0.032091417667842	0.715569605556671	0.299978093230723	2.1906769465412224e-05	0.008916484151842001	0.09966200683710601	0.0069436707429060005	0.024278555014449	0.347053873648675
12600.0.	0.34516520654861405	14.1932538996948	0.00015091702762600002	7.474582364551548	7.387622952949835	0.6871532598978181	0.31284674010218305	0.012057286850318	14.999720307014913	0.00027969303359	6.312952330529307e-07	2.906779975269187e-08	3.427632483381646e-10	0.00029984509047600004	1.471484641478824e-07	8.221843424436427e-07	0.089581664686221	0.045652276630056006	0.7141139504707731	0.285886049529227	3.1278733697234832e-09	0.0004987796136300001	0.000665754072548	0.033233291692065	0.690329688024612	0.299978094343608	2.1905656580348614e-05	0.009589404705112001	0.099564508184196	0.006940285894771	0.024055092884411003	0.34688470138793004
13500.0.	0.32676372501877704	12.716449068337724	0.000156626623761	7.823152295426376	7.6671178975208925	0.6872779823091041	0.312722017690897	0.007839160727809	14.999720312787714	0.000279687260792	5.932401225058937e-07	2.7355326773914632e-08	3.4273595972595133e-10	0.00029985438470300004	1.473690022240316e-07	8.237354479205823e-07	0.089715756865461	0.04573731482498	0.7141194188577411	0.285880581142258	3.140042555987391e-09	0.000498051197318	0.000702328466671	0.035062081026406004	0.65352672948706	0.299978095120491	2.190487969807095e-05	0.010203733065465001	0.099419059773272	0.006935333649477001	0.023708581860713	0.34663718864895704
14400.0.	0.30429614710330904	11.540652212444584	0.00016557391776800002	8.330489623497074	8.105103150257486	0.687344677198306	0.312655322801694	0.005096705488426	14.999720315962273	0.00027968408623500003	5.623737009946036e-07	2.5966344257629663e-08	3.427160196994915e-10	0.00029986192323	1.4746669089156549e-07	8.244906369651272e-07	0.08977511838526	0.045778534320283004	0.714122469729445	0.285877530270554	3.1575010323717983e-09	0.0004970803916260001	0.000752967211844	0.037594108705299	0.6085915771699391	0.29997809567918204	2.190432100677837e-05	0.010763147952115	0.09922519034202301	0.006928763229231001	0.023258166200655003	0.346308797684484
15300.0.	0.27953664313172	10.634579330178804	0.000177819628108	9.00110160770576	8.704551004842967	0.6873806161825321	0.312619383817468	0.0033136719712510004	14.999720317918646	0.00027968212986000004	5.369828319145959e-07	2.4823760937851162e-08	3.427009336729457e-10	0.00029986812445900003	1.474840822638617e-07	8.247246365676524e-07	0.08978563441586501	0.045791062031297	0.714124372934947	0.28587562706505204	3.180377183169608e-09	0.0004958633631160001	0.0008180856432970001	0.040850142001647	0.5590725717014551	0.299978096091054	2.1903909135166743e-05	0.011271585933714	0.09898213395829301	0.006920510379352001	0.022726339817639003	0.345896316870873
