id	t_intern_ms	t_extern_ms	state_variables	parameters	status	error_message
{Bungay2003}_{Bungay2003}	893.6689999999209	896.4405059814453	74	110	0.0	
{Bungay2006}_{Bungay2006}	555.5244999999913	558.2107305526733	78	113	0.0	
{Bungay2006a}_{Bungay2006a}	374.45150000007743	376.5572309494018	54	75	0.0	
{Eungdamrong2007}_{Eungdamrong2007}	0.0	24.84893798828125	46	119	-1.0	
{Froehlich2018}_{Froehlich2018}	0.0	420.9429025650024	1396	4704	-1.0	
{Holzhutter2004}_{Holzhutter2004}	213.89400000000046	214.5695686340332	45	166	0.0	
{Hui2014}_{Hui2014}	59.97750000000008	60.45722961425781	65	113	0.0	
{Lai2014}_{Lai2014}	885.518500000001	886.1955404281616	195	27	0.0	
{Leber2015}_{Leber2015}	0.0	12.308955192565918	23	51	-1.0	
{Levchenko2000a}_{Levchenko2000a}	47.939499999999704	51.31208896636963	86	300	0.0	
{Liu2011}_{Liu2011}	0.0	16.234755516052243	42	89	-1.0	
{ODea2007}_{ODea2007}	53.16149999999985	53.543925285339355	24	70	0.0	
{Ouzounoglou2014}_{Ouzounoglou2014}	496.9260000000031	497.3785877227783	90	20	0.0	
{Pathak2013}_{Pathak2013}	18.570499999999953	19.17564868927002	57	172	0.0	
{Pathak2013a}_{Pathak2013a}	14.371000000000107	14.965295791625975	52	176	0.0	
{Pritchard2002}_{Pritchard2002}	0.0	13.502001762390135	25	87	-1.0	
{Proctor2010a}_{Proctor2010a}	0.0	57.15823173522949	136	83	-1.0	
{Proctor2013a}_{Proctor2013a}	0.0	29.489755630493164	75	131	-1.0	
{Qi2013a}_{Qi2013a}	0.0	57.01768398284912	136	83	-1.0	
{Sasagawa2005}_{Sasagawa2005}	0.0	39.22152519226074	99	234	-1.0	
{Sengupta2015}_{Sengupta2015}	108.68400000000088	110.66555976867676	240	272	0.0	
{Singh2006}_{Singh2006}	0.0	24.59979057312012	68	105	-1.0	
{Sivakumar2011c}_{Sivakumar2011c}	52.05749999999996	52.480101585388184	50	56	0.0	
{Ueda2001}_{Ueda2001}	6.860000000000013	7.143974304199219	13	66	0.0	
{Ung2008}_{Ung2008}	0.0	60.3935718536377	194	313	-1.0	
{Yang2007}_{Yang2007}	0.0	13.783693313598633	25	54	-1.0	
{aguda1999_fig5c}_{model0_aguda1}	29.90850000000151	31.224727630615234	12	32	0.0	
{alexander2010_fig2-user}_{model1_alexander1}	4.98850000000032	6.120443344116211	5	12	0.0	
{alexander2010_fig2-user-2}_{model1_alexander2}	5.179000000000009	6.277322769165039	5	13	0.0	
{alsheihk2011_fig3-user}_{model2_alsheihk1}	4.3405000000001825	5.4035186767578125	5	7	0.0	
{alsheihk2011_fig4-user}_{model2_alsheihk1}	4.287499999999608	5.345344543457031	5	7	0.0	
{alsheihk2011_fig5-user}_{model2_alsheihk1}	5.924999999999589	6.9899559020996085	5	7	0.0	
{alsheihk2011_fig6-user}_{model2_alsheihk1}	4.56799999999987	5.631327629089356	5	7	0.0	
{alsheihk2011_fig7-user}_{model2_alsheihk1}	5.986999999999036	7.063150405883789	5	7	0.0	
{bachar2004_fig1-user}_{model0_bachar1}	2.513000000000538	3.5573244094848637	4	8	0.0	
{bachmann2011}_{bachmann}	4896.123000000102	4899.080991744995	26	32	0.0	
{bachmann2011_figs9-user}_{model0_bachmann2}	0.0	46.58246040344238	26	32	-1.0	
{balagadde2008_fig2-user}_{model2_balagadde1}	5.460499999997282	6.580471992492676	7	10	0.0	
{band2012_figs19-user}_{model2_band2}	1.4474999999997658	2.475619316101074	1	4	0.0	
{becker2010_fig2b-user}_{model0_becker1}	2.148000000000025	3.2166242599487305	6	8	0.0	
