	Tstar	V	Vin	Vni
0	2896.6246559228794	233270.77567790152	182037.16186920763	51233.613808693866
1	2861.605390407142	231189.75850739607	142534.75738682647	88655.00112056956
2	2811.1494533524638	228827.98002140407	111604.45287960379	117223.52714180028
3	2749.5006684563414	226024.91515971997	87386.08238025267	138638.83277946734
4	2679.9472501956543	222717.69031007116	68423.13699156292	154294.55331850832
5	2605.0305072316205	218905.6862568209	53575.175661583526	165330.51059523743
6	2526.7081619459204	214625.95283967545	41949.26081994767	172676.69201972787
7	2446.482382654543	209936.31399893912	32846.187302619976	177090.12669631932
8	2365.4997145959187	204904.13296761102	25718.492737586468	179185.64023002467
9	2284.629433111353	199598.95044113928	20137.515291082076	179461.43515005734
10	2204.5248142933756	194087.89787027217	15767.614670554349	178320.28319971796
11	2125.671088360102	188433.01138125383	12345.978228208187	176087.03315304578
12	2048.422831444924	182689.87702188097	9666.857122615796	173023.0198992653
13	1973.0334605807184	176907.03911875997	7569.115599429999	169337.9235193301
14	1899.6779907566565	171126.09281736636	5926.607565630255	165199.48525173622
15	1828.471108487598	165381.96104164826	4640.519335833	160741.44170581538
16	1759.4809242854765	159703.54771237142	3633.5265276445275	156070.021184727
17	1692.740138231913	154114.2490541301	2845.03819963477	151269.21085449544
18	1628.254280638934	148632.76260806798	2227.6697668572147	146405.09284121086
19	1566.0086704798719	143273.55090394916	1744.25614411481	141529.29475983442
20	1505.9732406103408	138047.64512117792	1365.7616423595928	136681.88347881837
21	1448.1068945705752	132962.96763079416	1069.3888207524187	131893.57881004186
22	1392.3603305869904	128025.03364547713	837.3322521031448	127187.70139337279
23	1338.6786396343869	123237.24622961023	655.6293668841064	122581.6168627249
24	1287.0030855566065	118601.3182803015	513.3565505943436	118087.96172970592
25	1237.2725753179418	114117.57489451744	401.9572260738636	113715.61766844236
26	1189.424748350376	109785.229008885	314.73179590206814	109470.49721298163
27	1143.3968162499589	105602.60760690074	246.43428104410748	105356.17332585539
