	C1	C2	C2a	C2b	C3	C3a	C3b	C4	C4BP	C4BP_C4b	C4BP_GlcNac_LF_CRP	C4BP_PC_CRP	C4BP_PC_CRP_LF	C4a	C4b	C4b_C2a	C4b_C2a_C4BP	CRP	GlcNac	GlcNac_HF	GlcNac_HF_MASP	GlcNac_LF	GlcNac_LF_C1_MASP	GlcNac_LF_CRP	GlcNac_LF_CRP_C1	GlcNac_LF_CRP_MASP	GlcNac_LF_MASP	HF	LF	MASP	PC	PC_CRP	PC_CRP_C1	PC_CRP_LF	PC_CRP_LF_C1	PC_CRP_LF_C1_MASP	PC_CRP_LF_MASP	X	dC3b	dC4b_C2a	dC4b_C2a_C4BP	iC4b_C2a
0	2470.0	310.0	0.0	0.0	4650.0	0.0	0.0	770.0	260.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	6.8	0.0327796	0.0	0.0	0.0	0.0	0.0	0.0	0.0005	0.0	0.0	0.0	0.0
1	2469.997158112695	309.6631869254825	0.3352645532476536	0.3368130745182575	4649.999784987073	0.00021501294167449098	1.040088357438155e-05	769.6455999092266	242.426669696222	0.3505100936499526	0.0	0.029926602311439572	0.0	0.3544000907735819	0.0023414758530257086	1.9738608006548674e-06	0.00029248594966207493	1.9672227727251204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.999997556211	6.7999982791273235	2.372725122064824e-06	8.72944240599958e-06	0.0028394517320430926	6.4052105786893345e-09	7.165111014886763e-07	1.7190630454467962e-06	1.8096317698907662e-09	0.0005	4.234034152736523e-06	4.934382139777645e-07	7.274540953327931e-05	0.0011771391964798576
2	2469.994864678372	308.730786975274	1.227187457771348	1.2692130247260085	4649.993141746513	0.006858253507609275	0.0001664264050268286	768.6625126420397	225.4762495723411	1.2862722064402687	0.0	0.027633853352650593	0.0	1.3374873579596458	0.009189584564716262	3.067144000076472e-05	0.004272211867032092	1.9672221414662228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.999995098347917	6.799996522850159	1.741466223677289e-06	8.67389687576017e-06	0.005130429632169089	6.789012255685644e-09	1.4177132235405567e-06	3.4742888696766308e-06	2.8609754311257708e-09	0.0005	6.847703385733649e-05	1.5922906680011134e-05	0.0022117573118416076	0.0353775136726087
3	2469.9930227540012	307.32760715822087	2.4036966796657913	2.6723928417790974	4649.951620809752	0.048379190270934624	0.0007532328118990045	767.178152162256	209.32799281529432	2.533691103913789	0.0	0.025791866223507032	0.0	2.821847837743874	0.01946057171677527	0.00013733272099246256	0.017827705520528394	1.9672221502087976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.999992640259805	6.799994766725038	1.7502087942262183e-06	8.72638624849044e-06	0.00696989744121842	7.246943752448212e-09	2.1192183270332753e-06	5.229353137555147e-06	3.921823518141396e-09	0.0005	0.0003111118626282489	0.00011392783330727546	0.014758917349641104	0.23502948391516656
4	2469.9915124778927	305.54824144889	3.5412207009930583	4.451758551109725	4649.822323188474	0.1776768115483964	0.0019300932243012754	765.2876535968361	194.22648709818694	3.7706285852757797	0.0	0.024281430513884678	0.0	4.712346403163278	0.031179967770826524	0.00034980324534220536	0.04222397092316313	1.9672221755554056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.999990155370874	6.799992991683688	1.775555402794946e-06	8.859042071856735e-06	0.008477690259465214	7.764489036932315e-09	2.828548376009352e-06	7.003315135751296e-06	5.001174697912766e-09	0.0005	0.000798896243334387	0.0004208908311721619	0.05071680430575961	0.8137825171291702
5	2469.990246234501	303.4634823406834	4.403215678852341	6.536517659316269	4649.553054497689	0.4469455023374101	0.0035308208719029314	763.0611627082305	180.32621668325666	4.76313922940676	0.0	0.023014959269707907	0.0	6.938837291768426	0.04239608189773313	0.0006375736309516567	0.07154526704698619	1.9672222126226895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.999987624516212	6.7999911839644005	1.8126226861842366e-06	9.048159906378353e-06	0.00974140446387772	8.328675530478807e-09	3.5511195482172846e-06	8.809930398341655e-06	6.105199761986828e-09	0.0005	0.0014633933805029786	0.0010507971026016518	0.11774468649164894	1.9346666042362881
6	2469.9891602193443	301.12655157630616	4.926013409998165	8.873448423693278	4649.117977591194	0.8820224088308537	0.005243881815062483	760.5505832763229	167.61752417496174	5.44981561454061	0.0	0.021928667315045582	0.0	9.449416723676892	0.052166095441172074	0.0009448156796314953	0.09863118648729449	1.967222258056981	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.99998503417834	6.799989333862745	1.8580569746682199e-06	9.277791509116434e-06	0.010824831014756977	8.93087446280493e-09	4.290753580483181e-06	1.065889894227345e-05	7.238316487940715e-09	0.0005	0.0021751410519613903	0.0020269265759318227	0.2113393575241729	3.6193812487492987
7	2469.9882071993343	298.57768350425135	5.168333456413264	11.422316495748333	4648.517201604238	1.4827983957851136	0.006878559239226052	757.7944308568436	155.97819645562228	5.891001823397061	0.0	0.02097533243743178	0.0	12.205569143156353	0.0605842804242202	0.0012378539294381418	0.12030494540339647	1.9672223099523678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.9999823742959	6.799987434163967	1.909952361587951e-06	9.538965196781375e-06	0.01177519294085759	9.566654496246595e-09	5.05030146465384e-06	1.2557431967186118e-05	8.404065970371808e-09	0.0005	0.0028545373083794577	0.0032838610859729925	0.318848842782766	5.784901464863147
8	2469.9873515023764	295.8473837124262	5.219432121703865	14.152616287573663	4647.760907017836	2.239092982187105	0.008406573432579995	754.8212196607843	145.26188123665773	6.1773872971521	0.0	0.020119289067042252	0.0	15.178780339215853	0.06820887619395437	0.0015119454682428902	0.13688317542757902	1.9672223671826108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.99997963675732	6.799985479056806	1.9671826047649965e-06	9.826279564915036e-06	0.012628154228045613	1.0233700927856223e-08	5.832065844185498e-06	1.4511337734225608e-05	9.605463160338527e-09	0.0005	0.003489567439868072	0.004725299981549689	0.4274945258166038	8.324201775293657
9	2469.986566068896	292.9587739416672	5.1497969684299845	17.041226058332732	4646.8574907070415	3.1425092929811953	0.009874878171833168	751.651866839373	135.34483725979337	6.381087197791304	0.0	0.019333482843794787	0.0	18.3481331606273	0.07561687293325757	0.00177562408828611	0.1498023112045246	1.967222428868103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.999976814796053	6.799983463694173	2.0288680969912632e-06	1.0135399367804003e-05	0.013410767684742418	1.0930202393391691e-08	6.6379679654073995e-06	1.6525460791613926e-05	1.084503862441371e-08	0.0005	0.004099665808806337	0.006270622640373509	0.5287477200548636	11.150979859677088
