	C	M	X	Y	Z
0	0.0	0.0	0.0	0.0	1.0
1	0.1505802784969722	0.07793034317740778	0.005956087973750612	0.24375824840345764	0.9452114608337431
2	0.28550953461166473	0.21524480049398037	0.028428782838949698	0.46964397558063425	0.8968110095449622
3	0.39416594013823775	0.37821983051643215	0.06997646816186888	0.6765388225244847	0.8568296867136374
4	0.4669378391299199	0.5464916707006624	0.13394600223826675	0.8648543211937829	0.8257175874134275
5	0.4944497858772171	0.6970809685591204	0.2212175890292499	1.0364708932073283	0.8024359312804585
6	0.47028053725412516	0.804270793255932	0.32593806504975986	1.1947486141693997	0.7843626633552176
7	0.3945640213677323	0.8577712246947291	0.43597784580814875	1.3439425366892546	0.7677918818494143
8	0.27529416907607057	0.8612278699289345	0.5392040701489648	1.48868803342847	0.7484254560738695
9	0.13146545086322767	0.8230836751327519	0.6250788966746188	1.633095086861716	0.7222981955437909
10	0.022896309689995096	0.6951062928873126	0.6839665301109104	1.7787398499898417	0.6878298518155191
11	0.012530587219905333	0.5083650316032733	0.7053016678647303	1.919687324947221	0.6510447515736035
12	0.012267498668513234	0.3324153687073943	0.6930796102056731	2.0520850887717423	0.6161591422848486
13	0.013092929795517341	0.1810204220382461	0.6530339001247124	2.1761873215519176	0.5833179472520029
14	0.014875226753652585	0.07495188404367874	0.5908893997660368	2.292410091382317	0.55250939370419
15	0.01800600860893921	0.029279082208343847	0.5159003584337096	2.401099822340056	0.5237613847314697
16	0.023149625953180535	0.02279099720610865	0.43848270587741756	2.5025132719561727	0.4971763762961832
17	0.03127299199425677	0.028856187090715857	0.3642557444393884	2.5967781608578675	0.4729753409669954
18	0.04432736686012301	0.039342001470725814	0.2954592141078938	2.6838263360731407	0.45157170361279547
19	0.06469131294626958	0.06096009760230134	0.23458278930297394	2.763278438242307	0.4336979416770859
20	0.09372821611175512	0.09873665415401038	0.18593084433730772	2.834485427560712	0.4203780880086477
21	0.129280166884953	0.1471352770814012	0.15283810092253494	2.896852650352456	0.4126095296925252
22	0.16495315997641713	0.20172811094014498	0.1361367366734472	2.950455612443205	0.4107319291908951
23	0.1937447389411757	0.27014678747631315	0.1358940137862209	2.9964124376063905	0.41401415963452115
24	0.21281585303369363	0.35766078923524386	0.15324912639215788	3.0365084141158016	0.42098802878949004
25	0.22206391746455836	0.44349379520064675	0.1876727032595347	3.0725325807898334	0.43009717273840514
26	0.21697408887550368	0.49300276821977224	0.2329056172674345	3.1064569309252037	0.43951922865402804
27	0.1886415907837388	0.5053116732189966	0.2794047704007849	3.1412974679303036	0.4462790667169565
28	0.13833801506699214	0.5188680119449649	0.32349835630999096	3.1806164131694277	0.4467022863044756
29	0.08804080563599104	0.5342581220137897	0.3673473097930736	3.2257229803988032	0.43924443471808394
30	0.06040052622243185	0.47079805817721593	0.40378218841733693	3.2738571074323057	0.4264609672892894
31	0.0371378813838027	0.3383329107748049	0.41352687993407206	3.322340312145911	0.410981093268946
32	0.03017251940236114	0.21654764502697024	0.3956523552952151	3.370442450827144	0.39353762527550185
33	0.03202719599424932	0.1221817316022605	0.35443345618466754	3.415651847103635	0.37673590101702886
34	0.04058690988497368	0.07383326400222337	0.2996102363499715	3.4568601459667687	0.36185118152410956
35	0.05587988491662618	0.06615799839824846	0.24251226097790013	3.4932919727735054	0.3498661447562847
36	0.07877662427818038	0.08328442360990464	0.19193967474172943	3.524049079370498	0.341939315677622
37	0.10889425130879034	0.11830409039001143	0.15299945271118887	3.5483681319885134	0.33908894320892735
38	0.14270567675028872	0.1695122277845384	0.12953995453216416	3.5658161393461008	0.342074345886959
39	0.17435552282387523	0.23371152088472846	0.1230120437721953	3.5768794259595356	0.350697249965723
40	0.19968305129271693	0.3052688137305395	0.13271849203309596	3.5829274208637942	0.3638635932619715
41	0.21204533704103315	0.37855093080207164	0.15689882059099228	3.5859981403322814	0.37970606168239635
42	0.2110465167416529	0.44417566044730356	0.1928903860624746	3.5887296601638528	0.3956690125597625
43	0.1948332312183996	0.4936196064236398	0.2370227213737842	3.593560135978518	0.4092752007811485
44	0.16401217420758693	0.5190766291944128	0.2846326915695188	3.6028116573417712	0.4180574005583962
45	0.12294333079617399	0.5112600405920725	0.32956340019215763	3.618170532910122	0.42009405550899576
46	0.08041603936961904	0.46183611623537446	0.36420246191057004	3.640073388655393	0.41466322133670686
47	0.048860314576839516	0.3715144288855259	0.3805390805452399	3.667052932239283	0.40297069131705543
48	0.03539442270989339	0.2607529300086089	0.37325027161278684	3.6959813385238856	0.3879891308070426
49	0.03523327932877955	0.16128544493474	0.3427749970296335	3.723846312121415	0.3727187353039335
50	0.04252745178527931	0.0982798899490387	0.29583455163137634	3.7488696608771854	0.3590353163182353
51	0.056413083409917554	0.07822584728530378	0.24293848565321466	3.7700589123662325	0.34808902495559585
52	0.07794404395753458	0.08866972489297212	0.19396425862287558	3.7864411868712673	0.3410529885552986
53	0.10626433222893532	0.11968826966068369	0.15547809918315264	3.797099577051477	0.33908866488365325
54	0.1383259131015044	0.1671372982045919	0.13145864389820244	3.8016077092569187	0.34289073152406746
55	0.169023026530612	0.22742161775508318	0.12358848330145063	3.8004003095945533	0.3523043372947395
56	0.19347194807062779	0.29574364651758267	0.13143817855900078	3.7947353565869055	0.3662900238892405
57	0.20743999104379388	0.3655427769983267	0.15326214187510168	3.7866224341131605	0.38299424231491286
58	0.20806266317086028	0.4293242001659538	0.18658067384356436	3.7784916876959658	0.4000411326037412
59	0.1941139427630677	0.47945211798912835	0.22839301268921872	3.7727380223498628	0.41498876033644577
60	0.16637459526145337	0.5071702337988578	0.2741452240629557	3.7718124724367517	0.42521774258958933
61	0.12844680638438263	0.5040898571709732	0.31810382215830824	3.7773998360756122	0.4287876410407161
62	0.08771439611833112	0.46253463327918276	0.35317011817062177	3.7900339551164004	0.4248564236780709
63	0.054857799279390676	0.3815551789075355	0.37178206654900176	3.8085574134759086	0.41428951029932404
64	0.0376004544903931	0.2766780206781406	0.3681688417847532	3.8301333622249065	0.3997212084285009
65	0.0348997948466396	0.17670724234644408	0.3415939728118541	3.8516061379624142	0.3842428683298242
66	0.04200534660593399	0.10712642042040295	0.29770365922659686	3.8708195811255472	0.37007707766635295
67	0.05577466726558955	0.08139105222563392	0.24595713229645927	3.886427406727427	0.35870376213385996
68	0.07671523284817362	0.0911904676958488	0.19690915506716508	3.8974733560412282	0.35126762762789276
69	0.10443279250436874	0.12146052406791365	0.15808070603119515	3.903048898107216	0.34890808015487607
70	0.13599259647197423	0.1678475206275562	0.13349826757271713	3.902652165296099	0.35238781331061025
71	0.16661089984031469	0.2258359971918815	0.12501202033360087	3.8966426197327833	0.3616115148472975
72	0.1910639476959959	0.29317685138138605	0.13198090285110028	3.8862982260899095	0.3755261064787342
73	0.20518980517684732	0.36196366837322613	0.15323998173859538	3.87365979778407	0.3922399808374471
74	0.20607280349527313	0.4254531693718065	0.18574072478441084	3.861176554523105	0.4093503110778585
75	0.19273491310887808	0.47515878817373897	0.22677165004201863	3.851413420496615	0.4242254600630732
76	0.16586856755540877	0.5028727199444301	0.2717009438024838	3.846632375708789	0.4344266202083029
77	0.12908467161688214	0.5004642286541721	0.3150048935164948	3.8485116327978957	0.4380109293776116
78	0.08936642915172283	0.46061018566822964	0.3497108975110651	3.857561447562533	0.43415222714116686
79	0.05686766256202211	0.38232223349986955	0.36845752300925644	3.8726856504611202	0.42364751430440545
80	0.03936527929458454	0.27969936263427403	0.3656277380348452	3.8911527703491955	0.40901531190954643
81	0.03612471409534785	0.1806599372844449	0.3401969668373103	3.9098194605794037	0.3933188685643014
82	0.042694698749599566	0.11070639565351104	0.29718802776214753	3.9263936969619775	0.3789005686522168
83	0.05660660704615139	0.08118659335238093	0.24594123511652718	3.93948669801826	0.3672817632006287
84	0.07739034970458802	0.08691478654614702	0.1966085305659075	3.948074517099162	0.3596704314443212
85	0.10532462277728194	0.11732890189800314	0.15703119008145436	3.951263670615944	0.35718532533022523
86	0.13752021586739038	0.16566500349455585	0.13204442937095506	3.9484529922994183	0.36068590373711035
87	0.16863932243398258	0.22565400204779795	0.12354451582694335	3.9399714422352115	0.3701086953966901
88	0.1932593789565279	0.29476042161703014	0.13099313934251297	3.927173819645076	0.38432561458248155
89	0.20721422591678582	0.3649750104782621	0.15284177292034157	3.9121864829223583	0.40135678653465384
90	0.20773862011873917	0.4294105051217766	0.18625010556481106	3.897545859479759	0.4187055226014081
91	0.19373415112502795	0.4796062519915186	0.2281231804882534	3.8858593507016357	0.4336872417681331
92	0.1660740521725568	0.5073585149411428	0.2739392314095452	3.8794505820056338	0.4437895277092578
93	0.1282908696485367	0.5043520804874714	0.3180340632222347	3.880016434242513	0.44703989519692283
94	0.08777079164917378	0.4629938168740458	0.3532555446509031	3.8880463369105867	0.44261474628738545
95	0.05514404697630179	0.38188449677078673	0.3720160003983062	3.902365977627435	0.43137169810812953
96	0.03837473474445409	0.2761846746381281	0.3684362113735011	3.9200516265219374	0.41601407162233933
97	0.03655138144973126	0.1756065633748717	0.3415745405863631	3.93769570676724	0.3998772937720479
98	0.04429354726393845	0.10755575082087773	0.29713612404391787	3.952940331255521	0.38538701530606995
99	0.05669563860679559	0.08404401619365624	0.24564149291274873	3.964746180836001	0.37372540388013276
100	0.07800921486425566	0.09167052071276818	0.19734534370613335	3.9723266138662603	0.36585196633668604
