	R	Rin	x1	x1p	x2	x2p	x3	x3p
0	0.5	0.0	1.0	0.0	1.0	0.0	1.0	0.0
1	0.1350756773812086	0.3649243226187913	0.8722248887269707	0.12777511127302962	0.9659067354677666	0.03409326453223343	0.9944455916541922	0.005554408345808101
2	0.004427894390406168	0.4955721056095938	0.869518072504176	0.1304819274958243	0.9139721255178752	0.08602787448212466	0.9693394295903938	0.03066057040960654
3	0.0008653707201570541	0.499134629279843	0.8851884210735078	0.1148115789264925	0.8733763647546028	0.12662363524539727	0.9279512945503168	0.07204870544968334
4	0.0008400340358861673	0.4991599659641137	0.8993753426435134	0.10062465735648718	0.8438709647203229	0.15612903527967747	0.8771712772466659	0.12282872275333408
5	0.0008400085908405255	0.4991599914091593	0.9119122370573888	0.08808776294261168	0.8232791105125851	0.17672088948741535	0.8219951517263585	0.17800484827364155
6	0.000840005572404278	0.49915999442759557	0.9229574310207739	0.07704256897922668	0.8098603977761717	0.19013960222382872	0.7659190185448594	0.23408098145514056
7	0.0008401692282156702	0.49915983077178416	0.9326628997398329	0.0673371002601679	0.802211053152708	0.1977889468472925	0.7113999391465559	0.28860006085344403
8	0.0008401079054670561	0.49915989209453276	0.9411710635442971	0.05882893645570372	0.7991777040308162	0.20082229596918427	0.6601684309085579	0.33983156909144197
9	0.0008401282563174724	0.49915987174368237	0.9486137615091236	0.05138623849087733	0.7998062604351244	0.2001937395648763	0.613404709728163	0.3865952902718368
10	0.0008400119630074543	0.49915998803699235	0.9551120572036853	0.044887942796315604	0.8033003547054111	0.19669964529458955	0.5718754701123403	0.42812452988765953
11	0.0008400989787194413	0.4991599010212804	0.9607761400399502	0.03922385996005071	0.8089953382805848	0.19100466171941577	0.5360154258427248	0.4639845741572751
12	0.0008400849316084605	0.49915991506839136	0.9657056856355091	0.03429431436449191	0.8163340861412156	0.18366591385878497	0.5060046310836491	0.4939953689163508
13	0.0008401129743984924	0.4991598870256013	0.9699902624290601	0.03000973757094089	0.8248526534541164	0.17514734654588418	0.48181728993701073	0.5181827100629892
14	0.0008400259477486119	0.49915997405225115	0.973709875331358	0.02629012466864293	0.8341654750046464	0.1658345249953542	0.4632759172399897	0.5367240827600102
15	0.0008401966632775831	0.4991598033367221	0.9769357284023713	0.02306427159762959	0.8439548335850764	0.15604516641492427	0.4500933030327492	0.5499066969672507
16	0.0008400229752266328	0.49915997702477305	0.9797308074207594	0.020269192579241466	0.8539615991084208	0.1460384008915798	0.44190927919280387	0.5580907208071959
17	0.0008401854743088347	0.4991598145256909	0.9821507586266764	0.017849241373324408	0.8639771607552756	0.1360228392447251	0.4383222186263709	0.5616777813736289
18	0.0008399725017339146	0.4991600274982658	0.9842443187054054	0.015755681294595477	0.8738371790499131	0.1261628209500878	0.4389120661151014	0.5610879338848985
19	0.0008400889576183097	0.49915991104238144	0.9860544967936006	0.013945503206400338	0.883413471644883	0.11658652835511786	0.4432565713934732	0.5567434286065268
