	D_1	E_1	RS_1	R_1	X_1	theta_1
0	0.2293583446256958	0.3351910173882757	1.4446278650013045	0.5805088349029036	10.875531501777864	0.40768085291710876
1	0.4049465358117396	0.11768765989732448	1.5186818414050625	0.6480941124770504	6.910348198373975	0.3399521273679769
2	0.5327507334401074	0.2957635108199077	1.4963132154841883	0.619674655910605	1.645955301813636	0.37686418350767675
3	0.5291232470586229	0.6214704289179941	1.4297780818029313	0.4981301345514123	0.4396606011515471	0.4639117956081052
4	0.40368951523905705	1.0164755001208412	1.3486624369393814	0.34740735273754125	0.3103122155992242	0.5722439421813982
5	0.2663490851066333	1.3824437987485492	1.2794589724145309	0.26269998804748934	0.3835662033475971	0.6545190695344416
6	0.18334199607008955	1.6488837062052422	1.2421491290913387	0.2475569013735244	0.5107406746185377	0.6854276862922847
7	0.14802885102651325	1.764749760837947	1.241968260843006	0.2770418477545539	0.6911654112716148	0.6662594050719436
8	0.1403019462167918	1.6863138505114859	1.276157435671846	0.33780215886044845	0.9945643240239261	0.6081656302693386
9	0.15446651438185954	1.3387955540854812	1.3403720618759107	0.43261533155268656	1.8001156362000026	0.5224416424700081
10	0.22007261936687836	0.41805979032020624	1.4352213470483928	0.5728079383529197	9.292755514501998	0.41394761803060737
11	0.3929314056962327	0.11196377962901495	1.5153810619582704	0.6489453255259553	7.482560665098974	0.3392066619442547
12	0.5267811762884624	0.2800042968056187	1.4979168592297398	0.6258617781125084	1.806617684170605	0.37141357164784045
13	0.5329733309342738	0.5978324853575963	1.4335825233396395	0.5095779518234528	0.46521317232565873	0.45588928701640075
14	0.4127250277588086	0.9915212545900471	1.353051603045244	0.35653461477351567	0.30830682766410505	0.5641516039557495
15	0.27347009524971155	1.3616286202645045	1.2826278594128682	0.26639223071427554	0.3760606701810551	0.6492288435429565
16	0.18687902519203337	1.6362490995399352	1.2430503274220261	0.24726739150713514	0.5002323475146767	0.6838131061435764
17	0.14923751165787377	1.763549635535645	1.2404183867574818	0.27425005969426514	0.6755980635456872	0.6679387713097306
18	0.1400690011098907	1.7000574076886485	1.2723429504041652	0.33289594314815396	0.9648687066959907	0.6123821291707225
