[CRP]	[PC]	[PC/CRP]	[C4]	[C4a]	[C4b]	[C2]	[C1]	[PC/CRP/C1]	[C2a]	[C2b]	[C4b/C2a]	[C3]	[C3a]	[C3b]	[dC3b]	[MASP]	[dC4b/C2a]	[GlcNac]	[GlcNac/LF]	[LF]	[GlcNac/LF/MASP]	[PC/CRP/LF]	[PC/CRP/LF/MASP]	[GlcNac/LF/CRP]	[GlcNac/LF/CRP/C1]	[C4BP]	[C4BP/PC/CRP]	[C4BP/GlcNac/LF/CRP]	[iC4b/C2a]	[C4BP/C4b]	[C4b/C2a/C4BP]	[dC4b/C2a/C4BP]	[PC/CRP/LF/C1]	[C4BP/PC/CRP/LF]	[GlcNac/LF/CRP/MASP]	[PC/CRP/LF/C1/MASP]	[GlcNac/LF/C1/MASP]	[GlcNac/HF]	[HF]	[GlcNac/HF/MASP]	[X]
2.0	0.0327796	0.0	770.0	0.0	0.0	310.0	2470.0	0.0	0.0	0.0	0.0	4650.0	0.0	0.0	0.0	6.8	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	260.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005
1.9782548940416016	0.011034494041601802	8.258353002272866e-06	769.996442876845	0.0035571231548058137	2.409503933939174e-05	309.9966141803376	2469.9997181779586	0.000281608184361079	0.003385778771577907	0.003385819662428203	1.772934725866525e-10	4649.999999997264	2.7363048147373063e-09	6.544322629504999e-10	2.3016909851994325e-10	6.79999986661358	7.026364969166958e-12	0.0	0.0	19.999999779668496	0.0	5.669766979126849e-09	8.048121795479852e-10	0.0	0.0	258.2017223852347	0.021455019089531232	0.0	1.5828039615679275e-08	0.003532987224616125	2.3873270929643744e-08	9.583439050892157e-10	8.127531747341761e-08	0.0	0.0	1.3258160698233605e-07	0.0	0.0	0.0	0.0	0.0005
1.970778006833076	0.0035576068330761454	8.6602910093368e-06	769.985925113048	0.014074886951688466	9.192276364115867e-05	309.98660908309137	2469.9994175261286	0.0005820207482777764	0.013390086022563247	0.013390916908630018	2.791363132028421e-09	4649.999999930381	6.961997152012655e-08	1.2010776258240686e-08	4.513486300344047e-09	6.799999696168461	1.6885090014680992e-10	0.0	0.0	19.999999539933366	0.0	5.996922080870259e-09	9.46939585103172e-10	0.0	0.0	256.42271708225434	0.028630852061001744	0.0	3.9939029364019373e-07	0.013982133301980535	4.030354060150983e-07	2.430748392021638e-08	1.5023817502212257e-07	0.0	0.0	3.028845983073995e-07	0.0	0.0	0.0	0.0	0.0005
1.9684275121421673	0.0012071121421674145	8.775795790897094e-06	769.9680310047944	0.0319689952052557	0.00020684333135275436	309.9695913426545	2469.9991140593042	0.0008852407323513477	0.030403487596537934	0.030408657345497477	1.4647445958393237e-08	4649.999999508624	4.913773812918763e-07	6.839811290738175e-08	2.6562304967653884e-08	6.799999520059988	1.1669129903813596e-09	0.0	0.0	19.999999292880478	0.0	6.095429664015186e-09	1.0612173360070992e-09	0.0	0.0	254.6536570490052	0.030677764210163664	0.0	2.7974095840754526e-06	0.031756982124943406	2.176977537668828e-06	1.7112962636756962e-07	2.2108408588480632e-07	0.0	0.0	4.788787937916571e-07	0.0	0.0	0.0	0.0	0.0005
1.9676545791500528	0.00043417915005280035	8.813737624215734e-06	769.9427863796153	0.0572136203843056	0.00036967661151479864	309.94558718591867	2469.9988150524828	0.0011839992826163939	0.05439289867343876	0.054412814081319566	4.842039558525532e-08	4649.999997898064	2.101937745355183e-06	2.3346214437168994e-07	9.182212833227043e-08	6.799999342296755	4.919452424688529e-09	0.0	0.0	19.999999044151483	0.0	6.40695818138776e-09	1.2074237437939223e-09	0.0	0.0	252.89096128041675	0.031151651981183914	0.0	1.1888402713256883e-05	0.05682402836491	7.208345129173786e-06	7.293116101110269e-07	2.9173832051867765e-07	0.0	0.0	6.564958202298251e-07	0.0	0.0	0.0	0.0	0.0005
1.96738809478268	0.00016769478268002764	8.857534751386508e-06	769.9103244591827	0.0896755408169622	0.0005807312713279707	309.9147251698747	2469.9985222455075	0.001476560844379076	0.08521808483550247	0.0852748301252966	1.1910855636948701e-07	4649.999993508043	6.4919587294175105e-06	5.840069225066248e-07	2.333588572180496e-07	6.79999916415206	1.5084456039830988e-08	0.0	0.0	19.999998795182293	0.0	9.8712403236081e-09	1.2988648761850492e-09	0.0	0.0	251.13365992449505	0.03112528202047898	0.0	3.656224466012027e-05	0.0890380642558401	1.769437068055952e-05	2.2432668165756018e-06	3.5909853072379706e-07	0.0	0.0	8.345490746031723e-07	0.0	0.0	0.0	0.0	0.0005
1.9673018711046348	8.147110463488385e-05	8.698109013731822e-06	769.8708052785097	0.12919472148998387	0.0008375556969191446	309.877159636083	2469.9982360480117	0.0017624999575886562	0.12270450588311684	0.12284036391703106	2.510617114637535e-07	4649.999983657872	1.6342130522001092e-05	1.281936681283678e-06	5.117005192958517e-07	6.799998986940578	3.758971674703291e-08	0.0	0.0	19.999998546414698	0.0	3.135808305618329e-11	1.5237363191218583e-09	0.0	0.0	249.38156253749662	0.0309254772434549	0.0	9.16030864082562e-05	0.1282213077591505	3.80619798127025e-05	5.624357012893065e-06	4.4049452824828093e-07	0.0	0.0	1.011535685177935e-06	0.0	0.0	0.0	0.0	0.0005
1.9672529456376548	3.2545637654999773e-05	8.975122924125971e-06	769.8243978267908	0.175602173208888	0.001146237840459175	309.83305355792567	2469.997957549074	0.0020407740152628535	0.16666676621265597	0.16694644207433046	4.596939325739064e-07	4649.999964446526	3.5553476285721695e-05	2.3559971607193006e-06	9.598562399151904e-07	6.799998809192735	8.191113314916694e-08	0.0	0.0	19.999998298771803	0.0	2.33061069682121e-08	1.0115622431912847e-09	0.0	0.0	247.63468611091346	0.030695603995956007	0.0	0.0001980739409456842	0.17417625950675433	6.826730619622539e-05	1.2183938046211542e-05	4.871148310368977e-07	0.0	0.0	1.1897957017623934e-06	0.0	0.0	0.0	0.0	0.0005
1.9672369921277546	1.6592127754740658e-05	8.294427554631641e-06	769.7712602671953	0.2287397328043834	0.0014922890348629408	309.782560058048	2469.9976828092035	0.002315204970668252	0.2168989360282123	0.21743994195206184	8.324250440060398e-07	4649.999929880964	7.011903795597603e-05	4.302147492486078e-06	1.7116922499498104e-06	6.799998633033954	1.6053545911489724e-07	0.0	0.0	19.999998049411815	0.0	-3.8513505551033314e-08	3.276276014256081e-09	0.0	0.0	245.89316944845336	0.030437557885831034	0.0	0.00038878056088217683	0.22670643784567096	0.00012610092472063533	2.3930258997220527e-05	6.221356518003718e-07	0.0	0.0	1.3636897690728656e-06	0.0	0.0	0.0	0.0	0.0005
1.9672261944739973	5.794473997487394e-06	9.737787736475113e-06	769.7115468550676	0.28845314493220736	0.0019068688853597538	309.7258283812656	2469.9974217590798	0.002576167067955259	0.2732560522377037	0.27417161873442153	1.192409978351452e-06	4649.999873424353	0.0001265756495601615	6.4282162476658415e-06	2.7047425833809015e-06	6.79999845413981	2.913463174420024e-07	0.0	0.0	19.99999780587801	0.0	1.240552979916411e-07	-3.7849207573568724e-09	0.0	0.0	244.15715814446898	0.030185706548317464	0.0	0.0006955109365019143	0.28563070955012987	0.00017340254309620924	4.3000876192950546e-05	5.24206506488264e-07	0.0	0.0	1.5496451095864166e-06	0.0	0.0	0.0	0.0	0.0005
