	I1	I2	S
0	50.0	0.0	4950.0
1	113.80096067140433	5.3582857312671095	4892.602252260593
2	262.57455194993366	13.844171454325915	4746.515520686826
3	582.669876673678	31.702137537152094	4418.562354993484
4	1187.323216279543	67.48118712960306	3785.666979888007
5	2094.1511354201134	128.03018110273817	2821.2654542763953
6	3070.3916281588995	206.89643301851171	1762.3554807635667
7	3803.270208662932	282.44735129071205	942.548939361532
8	4211.775532771491	337.02743049403267	461.7667180262297
9	4396.092074748498	368.6803138469422	223.97463397527497
10	4464.3898713684175	384.1570795372683	116.13654449592606
11	4479.982680941753	390.4824549352455	69.1024469424237
12	4472.914075323909	392.2298765276277	48.88838443152421
13	4456.330479794382	391.846070599748	40.20731479281026
14	4435.815770665278	390.5135313388678	36.43259390805188
15	4413.719795495192	388.77229943076514	34.73581388011107
16	4391.029407209511	386.8610804980434	33.9177117544049
17	4368.159111391115	384.88336673806083	33.47117308090876
18	4345.282999393245	382.8835147454829	33.18198730603861
19	4322.474101046114	380.88034691173414	32.95969723288945
20	4299.7625562412195	378.88195248733194	32.766272548928804
21	4277.161010297551	376.89157875061744	32.58549839834874
22	4254.674343196224	374.9106074548987	32.41058307098824
23	4232.30421664845	372.9396371487684	32.23865156287353
24	4210.051017838676	370.97883289168067	32.068496069373616
25	4187.914519674347	369.0282611898576	31.89961219386426
26	4165.894292446331	367.08791146348904	31.731771111838817
27	4143.989798245143	365.157750568434	31.564875430645955
28	4122.200457178142	363.2377326802533	31.398884619336858
29	4100.525676523469	361.3278079116249	31.233778090289437
30	4078.9648590218026	359.42792453101583	31.069544896163695
31	4057.517407822689	357.53803037720206	30.90617750263267
32	4036.1827278535134	355.65807319069717	30.743670107455905
33	4014.960226613861	353.78800084450694	30.582017622119047
34	3993.849314458607	351.92776141468056	30.42121530829386
35	3972.849404733049	350.077303222477	30.26125858724478
36	3951.9599138177373	348.23657484740403	30.10214296574173
37	3931.1802611405074	346.4055251339609	29.943864000380923
38	3910.5098691724293	344.5841031930416	29.78641728287754
39	3889.9481634170957	342.77225840207944	29.629798433206844
40	3869.4945723970245	340.9699404041869	29.474003096632142
41	3849.1485276387925	339.17709910705616	29.31902694229691
42	3828.9094636576965	337.39368468167174	29.164865662550866
43	3808.7768179422324	335.6196475609838	29.011514972583413
44	3788.750030938549	333.8549384385509	28.858970610197396
45	3768.8285460349343	332.09950826718017	28.70722833564318
46	3749.0118095463095	330.35330825756387	28.556283931479687
47	3729.299270698923	328.61628987693194	28.406133202448686
48	3709.69038161515	326.8884048477132	28.256771975354987
49	3690.184597298033	325.16960514617335	28.10819609894677
50	3670.781375616254	323.4598430010906	27.960401443800485
51	3651.480177289054	321.7590708924272	27.813383902205604
52	3632.280465871246	320.0672415500089	27.66713938805033
53	3613.181707738306	318.38430795221063	27.521663836707948
54	3594.1833720715404	316.71022332465026	27.376953204923808
55	3575.284930843334	315.0449411388882	27.23300347070298
56	3556.485858802474	313.3884151111343	27.08981063319842
57	3537.785633459551	311.74059920096136	26.9473707125998
58	3519.1837350724372	310.1014476100258	26.805679750022886
59	3500.679646631843	308.47091478079454	26.664733807399497
60	3482.272853846944	306.8489553952788	26.52452896736807
61	3463.962845131091	305.23552437377475	26.38506133316477
62	3445.7491115875882	303.63057687361044	26.246327028515193
63	3427.631146995551	302.03406828789934	26.108322197526622
64	3409.608447795835	300.4459542443009	25.971043004580867
65	3391.680513077043	298.866190603787	25.834485634227665
66	3373.8468445616004	297.29473345941534	25.698646291078628
67	3356.106946591907	295.7315391351091	25.563521199701768
68	3338.460326116562	294.17656418444295	25.429106604516516
69	3320.906492676659	292.6297653894357	25.295398769689417
70	3303.444958392156	291.0910997593489	25.162393979030252
71	3286.0752379483138	289.56052452949206	25.030088535888765
72	3268.7968485822093	288.03799716003425	24.898478763051923
73	3251.609310069317	286.52347533482146	24.7675610026417
74	3234.5121447101615	285.01691696020083	24.63733161601342
75	3217.504877317042	283.5182801638505	24.507786983654633
76	3200.5870352008237	282.02752329361584	24.37892350508452
77	3183.7581481578013	280.544604916352	24.250737598753805
78	3167.0177484566293	279.0694838167721	24.123225701945227
79	3150.3653708253237	277.60211899630184	23.996384270674508
80	3133.8005524383298	276.14246967193986	23.87020977959187
81	3117.322832903658	274.69049527512465	23.74469872188405
82	3100.9317542500885	273.24615545060647	23.619847609176805
83	3084.626860914444	271.8094100553262	23.495652971438012
84	3068.4076997289258	270.38021915729945	23.372111356881174
85	3052.2738199085197	268.9585430345064	23.249219331869515
86	3036.224773038469	267.54434217378844	23.126973480820528
87	3020.2601130618077	266.13757726974956	23.00537040611105
88	3004.379396266967	264.73820922366383	22.884406727982846
89	2988.5821812754402	263.34619914238897	22.764079084448657
90	2972.8680290295165	261.9615083372853	22.644384131198752
91	2957.2365027800793	260.5840983231404	22.525318541507996
92	2941.687168074465	259.2139308170995	22.406879006143395
93	2926.2195927443886	257.8509677376015	22.289062233272105
94	2910.8333468939345	256.4951712033204	22.17186494836993
95	2895.528002887607	255.14650353211283	22.05528389413034
96	2880.3031353384426	253.80492723997037	21.93931583037393
97	2865.1583210961912	252.47040503997775	21.82395753395835
98	2850.093139235552	251.14289984127677	21.70920579868874
99	2835.107171044476	249.82237474803532	21.595057435228618
100	2820.2000000125295	248.5087930584218	21.481509271011227
