	species_1	species_10	species_11	species_12	species_13	species_14	species_15	species_16	species_17	species_18	species_19	species_2	species_20	species_21	species_22	species_23	species_24	species_25	species_3	species_4	species_5	species_6	species_7	species_8	species_9
0	0.0718881703463	0.172	9.99995987352	0.0	1.00002047766	0.0	0.0	0.0	0.16	4.55143591758	0.0	0.246	8.19196275198	2.34	10.0	0.0	0.0	1.0	2.65492801346	0.0	3.10622230584	8.92966391891	0.0	4.13791713892	4.828
1																									
2																									
3																									
4																									
5																									
6																									
7																									
8																									
9																									
10																									
11																									
12																									
13																									
14																									
15																									
16																									
17																									
18																									
19																									
20																									
21																									
22																									
23																									
24																									
25																									
26																									
27																									
28																									
29																									
30																									
31																									
32																									
33																									
34																									
35																									
36																									
37																									
38																									
39																									
40																									
41																									
42																									
43																									
44																									
45																									
46																									
47																									
48																									
49																									
50																									
51																									
52																									
53																									
54																									
55																									
56																									
57																									
58																									
59																									
60																									
61																									
62																									
63																									
64																									
65																									
66																									
67																									
68																									
69																									
70																									
71																									
72																									
73																									
74																									
75																									
76																									
77																									
78																									
79																									
80																									
81																									
82																									
83																									
84																									
85																									
86																									
87																									
88																									
89																									
90																									
91																									
92																									
93																									
94																									
95																									
96																									
97																									
98																									
99																									
100																									
